financial_year,town_or_estate,flat_type,sold_or_rental,no_of_dwelling_units
2011,Clementi,Studio Apartment,Rental Units,0
2011,Clementi,Studio Apartment,Sold Units,0
2011,Clementi,HUDC,Sold Units,0
2011,Geylang,1-room,Rental Units,1044
2011,Geylang,1-room,Sold Units,0
2011,Geylang,2-room,Rental Units,2398
2011,Geylang,2-room,Sold Units,752
2011,Geylang,3-room,Rental Units,489
2011,Geylang,3-room,Sold Units,10875
2011,Geylang,4-room,Rental Units,0
2011,Geylang,4-room,Sold Units,9176
2011,Geylang,5-room,Rental Units,0
2011,Geylang,5-room,Sold Units,3590
2011,Geylang,Executive,Sold Units,830
2011,Geylang,Studio Apartment,Rental Units,0
2011,Geylang,Studio Apartment,Sold Units,107
2011,Geylang,HUDC,Sold Units,0
2011,Hougang,1-room,Rental Units,334
2011,Hougang,1-room,Sold Units,0
2011,Hougang,2-room,Rental Units,405
2011,Hougang,2-room,Sold Units,140
2011,Hougang,3-room,Rental Units,228
2011,Hougang,3-room,Sold Units,9359
2011,Hougang,4-room,Rental Units,6
2011,Hougang,4-room,Sold Units,23160
2011,Hougang,5-room,Rental Units,0
2011,Hougang,5-room,Sold Units,9924
2011,Hougang,Executive,Sold Units,4310
2011,Hougang,Studio Apartment,Rental Units,0
2011,Hougang,Studio Apartment,Sold Units,0
2011,Hougang,HUDC,Sold Units,622
2011,Jurong East,1-room,Rental Units,352
2011,Jurong East,1-room,Sold Units,0
2011,Jurong East,2-room,Rental Units,110
2011,Jurong East,2-room,Sold Units,92
2011,Jurong East,3-room,Rental Units,54
2011,Jurong East,3-room,Sold Units,7113
2011,Jurong East,4-room,Rental Units,0
2011,Jurong East,4-room,Sold Units,7822
2011,Jurong East,5-room,Rental Units,0
2011,Jurong East,5-room,Sold Units,6050
2011,Jurong East,Executive,Sold Units,1871
2011,Jurong East,Studio Apartment,Rental Units,0
2011,Jurong East,Studio Apartment,Sold Units,143
2011,Jurong East,HUDC,Sold Units,0
2011,Jurong West,1-room,Rental Units,540
2011,Jurong West,1-room,Sold Units,0
2011,Jurong West,2-room,Rental Units,1169
2011,Jurong West,2-room,Sold Units,221
2011,Jurong West,3-room,Rental Units,715
2011,Jurong West,3-room,Sold Units,11224
2011,Jurong West,4-room,Rental Units,0
2011,Jurong West,4-room,Sold Units,27187
2011,Jurong West,5-room,Rental Units,0
2011,Jurong West,5-room,Sold Units,20889
2011,Jurong West,Executive,Sold Units,6506
2011,Jurong West,Studio Apartment,Rental Units,0
2011,Jurong West,Studio Apartment,Sold Units,97
2011,Jurong West,HUDC,Sold Units,0
2011,Kallang/Whampoa,1-room,Rental Units,4401
2011,Kallang/Whampoa,1-room,Sold Units,0
2011,Kallang/Whampoa,2-room,Rental Units,2024
2011,Kallang/Whampoa,2-room,Sold Units,445
2011,Kallang/Whampoa,3-room,Rental Units,31
2011,Kallang/Whampoa,3-room,Sold Units,13140
2011,Kallang/Whampoa,4-room,Rental Units,3
2011,Kallang/Whampoa,4-room,Sold Units,9847
2011,Kallang/Whampoa,5-room,Rental Units,0
2011,Kallang/Whampoa,5-room,Sold Units,5365
2011,Kallang/Whampoa,Executive,Sold Units,502
2011,Kallang/Whampoa,Studio Apartment,Rental Units,0
2011,Kallang/Whampoa,Studio Apartment,Sold Units,0
2011,Kallang/Whampoa,HUDC,Sold Units,0
2011,Marine Parade,1-room,Rental Units,0
2011,Marine Parade,1-room,Sold Units,0
2011,Marine Parade,2-room,Rental Units,1324
2011,Marine Parade,2-room,Sold Units,26
2011,Marine Parade,3-room,Rental Units,2
2011,Marine Parade,3-room,Sold Units,3039
2011,Marine Parade,4-room,Rental Units,0
2011,Marine Parade,4-room,Sold Units,1798
2011,Marine Parade,5-room,Rental Units,0
2011,Marine Parade,5-room,Sold Units,1675
2011,Marine Parade,Executive,Sold Units,0
2011,Marine Parade,Studio Apartment,Rental Units,0
2011,Marine Parade,Studio Apartment,Sold Units,0
2011,Marine Parade,HUDC,Sold Units,0
2011,Pasir Ris,1-room,Rental Units,176
2011,Pasir Ris,1-room,Sold Units,0
2011,Pasir Ris,2-room,Rental Units,44
2011,Pasir Ris,2-room,Sold Units,21
2011,Pasir Ris,3-room,Rental Units,2
2011,Pasir Ris,3-room,Sold Units,162
2011,Pasir Ris,4-room,Rental Units,0
2011,Pasir Ris,4-room,Sold Units,10716
2011,Pasir Ris,5-room,Rental Units,0
2011,Pasir Ris,5-room,Sold Units,9055
2011,Pasir Ris,Executive,Sold Units,7460
2011,Pasir Ris,Studio Apartment,Rental Units,0
2011,Pasir Ris,Studio Apartment,Sold Units,0
2011,Pasir Ris,HUDC,Sold Units,98
2011,Punggol,1-room,Rental Units,701
2011,Punggol,1-room,Sold Units,0
2011,Punggol,2-room,Rental Units,186
2011,Punggol,2-room,Sold Units,105
2011,Punggol,3-room,Rental Units,0
2011,Punggol,3-room,Sold Units,542
2011,Punggol,4-room,Rental Units,0
2011,Punggol,4-room,Sold Units,11073
2011,Punggol,5-room,Rental Units,0
2011,Punggol,5-room,Sold Units,11126
2011,Punggol,Executive,Sold Units,1126
2011,Punggol,Studio Apartment,Rental Units,0
2011,Punggol,Studio Apartment,Sold Units,0
2011,Punggol,HUDC,Sold Units,0
2011,Queenstown,1-room,Rental Units,575
2011,Queenstown,1-room,Sold Units,0
2011,Queenstown,2-room,Rental Units,1699
2011,Queenstown,2-room,Sold Units,1482
2011,Queenstown,3-room,Rental Units,109
2011,Queenstown,3-room,Sold Units,14713
2011,Queenstown,4-room,Rental Units,0
2011,Queenstown,4-room,Sold Units,7868
2011,Queenstown,5-room,Rental Units,0
2011,Queenstown,5-room,Sold Units,3690
2011,Queenstown,Executive,Sold Units,354
2011,Queenstown,Studio Apartment,Rental Units,0
2011,Queenstown,Studio Apartment,Sold Units,266
2011,Queenstown,HUDC,Sold Units,0
2011,Sembawang,1-room,Rental Units,169
2011,Sembawang,1-room,Sold Units,0
2011,Sembawang,2-room,Rental Units,67
2011,Sembawang,2-room,Sold Units,50
2011,Sembawang,3-room,Rental Units,0
2011,Sembawang,3-room,Sold Units,0
2011,Sembawang,4-room,Rental Units,0
2011,Sembawang,4-room,Sold Units,7709
2011,Sembawang,5-room,Rental Units,0
2011,Sembawang,5-room,Sold Units,7556
2011,Sembawang,Executive,Sold Units,2870
2011,Sembawang,Studio Apartment,Rental Units,0
2011,Sembawang,Studio Apartment,Sold Units,0
2011,Sembawang,HUDC,Sold Units,0
2011,Sengkang,1-room,Rental Units,189
2011,Sengkang,1-room,Sold Units,0
2011,Sengkang,2-room,Rental Units,105
2011,Sengkang,2-room,Sold Units,494
2011,Sengkang,3-room,Rental Units,0
2011,Sengkang,3-room,Sold Units,1036
2011,Sengkang,4-room,Rental Units,0
2011,Sengkang,4-room,Sold Units,22039
2011,Sengkang,5-room,Rental Units,0
2011,Sengkang,5-room,Sold Units,19524
2011,Sengkang,Executive,Sold Units,4462
2011,Sengkang,Studio Apartment,Rental Units,0
2011,Sengkang,Studio Apartment,Sold Units,0
2011,Sengkang,HUDC,Sold Units,0
2011,Serangoon,1-room,Rental Units,182
2011,Serangoon,1-room,Sold Units,0
2011,Serangoon,2-room,Rental Units,142
2011,Serangoon,2-room,Sold Units,77
2011,Serangoon,3-room,Rental Units,0
2011,Serangoon,3-room,Sold Units,4545
2011,Serangoon,4-room,Rental Units,0
2011,Serangoon,4-room,Sold Units,10231
2011,Serangoon,5-room,Rental Units,0
2011,Serangoon,5-room,Sold Units,3752
2011,Serangoon,Executive,Sold Units,2365
2011,Serangoon,Studio Apartment,Rental Units,0
2011,Serangoon,Studio Apartment,Sold Units,0
2011,Serangoon,HUDC,Sold Units,244
2011,Tampines,1-room,Rental Units,644
2011,Tampines,1-room,Sold Units,0
2011,Tampines,2-room,Rental Units,290
2011,Tampines,2-room,Sold Units,58
2011,Tampines,3-room,Rental Units,17
2011,Tampines,3-room,Sold Units,12297
2011,Tampines,4-room,Rental Units,0
2011,Tampines,4-room,Sold Units,27213
2011,Tampines,5-room,Rental Units,0
2011,Tampines,5-room,Sold Units,16649
2011,Tampines,Executive,Sold Units,5845
2011,Tampines,Studio Apartment,Rental Units,0
2011,Tampines,Studio Apartment,Sold Units,208
2011,Tampines,HUDC,Sold Units,0
2011,Toa Payoh,1-room,Rental Units,1170
2011,Toa Payoh,1-room,Sold Units,0
2011,Toa Payoh,2-room,Rental Units,2898
2011,Toa Payoh,2-room,Sold Units,715
2011,Toa Payoh,3-room,Rental Units,34
2011,Toa Payoh,3-room,Sold Units,14895
2011,Toa Payoh,4-room,Rental Units,0
2011,Toa Payoh,4-room,Sold Units,9304
2011,Toa Payoh,5-room,Rental Units,0
2011,Toa Payoh,5-room,Sold Units,5214
2011,Toa Payoh,Executive,Sold Units,853
2011,Toa Payoh,Studio Apartment,Rental Units,0
2011,Toa Payoh,Studio Apartment,Sold Units,156
2011,Toa Payoh,HUDC,Sold Units,175
2011,Woodlands,1-room,Rental Units,1312
2011,Woodlands,1-room,Sold Units,0
2011,Woodlands,2-room,Rental Units,504
2011,Woodlands,2-room,Sold Units,52
2011,Woodlands,3-room,Rental Units,73
2011,Woodlands,3-room,Sold Units,5441
2011,Woodlands,4-room,Rental Units,154
2011,Woodlands,4-room,Sold Units,26162
2011,Woodlands,5-room,Rental Units,0
2011,Woodlands,5-room,Sold Units,19090
2011,Woodlands,Executive,Sold Units,6190
2011,Woodlands,Studio Apartment,Rental Units,0
2011,Woodlands,Studio Apartment,Sold Units,56
2011,Woodlands,HUDC,Sold Units,0
2011,Yishun,1-room,Rental Units,530
2011,Yishun,1-room,Sold Units,0
2011,Yishun,2-room,Rental Units,180
2011,Yishun,2-room,Sold Units,246
2011,Yishun,3-room,Rental Units,35
2011,Yishun,3-room,Sold Units,13377
2011,Yishun,4-room,Rental Units,0
2011,Yishun,4-room,Sold Units,24465
2011,Yishun,5-room,Rental Units,0
2011,Yishun,5-room,Sold Units,7281
2011,Yishun,Executive,Sold Units,2741
2011,Yishun,Studio Apartment,Rental Units,0
2011,Yishun,Studio Apartment,Sold Units,169
2011,Yishun,HUDC,Sold Units,0
2012,Ang Mo Kio,1-room,Rental Units,1318
2012,Ang Mo Kio,1-room,Sold Units,0
2012,Ang Mo Kio,2-room,Rental Units,2855
2012,Ang Mo Kio,2-room,Sold Units,638
2012,Ang Mo Kio,3-room,Rental Units,20
2012,Ang Mo Kio,3-room,Sold Units,24127
2012,Ang Mo Kio,4-room,Rental Units,1
2012,Ang Mo Kio,4-room,Sold Units,13681
2012,Ang Mo Kio,5-room,Rental Units,0
2012,Ang Mo Kio,5-room,Sold Units,5653
2012,Ang Mo Kio,Executive,Sold Units,487
2012,Ang Mo Kio,Studio Apartment,Rental Units,0
2012,Ang Mo Kio,Studio Apartment,Sold Units,136
2012,Ang Mo Kio,HUDC,Sold Units,0
2012,Bedok,1-room,Rental Units,2250
2012,Bedok,1-room,Sold Units,0
2012,Bedok,2-room,Rental Units,1145
2012,Bedok,2-room,Sold Units,680
2012,Bedok,3-room,Rental Units,10
2012,Bedok,3-room,Sold Units,22345
2012,Bedok,4-room,Rental Units,0
2012,Bedok,4-room,Sold Units,19741
2012,Bedok,5-room,Rental Units,0
2012,Bedok,5-room,Sold Units,10184
2012,Bedok,Executive,Sold Units,2712
2012,Bedok,Studio Apartment,Rental Units,0
2012,Bedok,Studio Apartment,Sold Units,130
2012,Bedok,HUDC,Sold Units,0
2012,Bishan,1-room,Rental Units,396
2012,Bishan,1-room,Sold Units,0
2012,Bishan,2-room,Rental Units,0
2012,Bishan,2-room,Sold Units,0
2012,Bishan,3-room,Rental Units,0
2012,Bishan,3-room,Sold Units,2359
2012,Bishan,4-room,Rental Units,0
2012,Bishan,4-room,Sold Units,9359
2012,Bishan,5-room,Rental Units,0
2012,Bishan,5-room,Sold Units,5715
2012,Bishan,Executive,Sold Units,1660
2012,Bishan,Studio Apartment,Rental Units,0
2012,Bishan,Studio Apartment,Sold Units,176
2012,Bishan,HUDC,Sold Units,0
2012,Bukit Batok,1-room,Rental Units,305
2012,Bukit Batok,1-room,Sold Units,0
2012,Bukit Batok,2-room,Rental Units,95
2012,Bukit Batok,2-room,Sold Units,0
2012,Bukit Batok,3-room,Rental Units,1
2012,Bukit Batok,3-room,Sold Units,10279
2012,Bukit Batok,4-room,Rental Units,0
2012,Bukit Batok,4-room,Sold Units,13851
2012,Bukit Batok,5-room,Rental Units,0
2012,Bukit Batok,5-room,Sold Units,4832
2012,Bukit Batok,Executive,Sold Units,2732
2012,Bukit Batok,Studio Apartment,Rental Units,0
2012,Bukit Batok,Studio Apartment,Sold Units,0
2012,Bukit Batok,HUDC,Sold Units,0
2012,Bukit Merah,1-room,Rental Units,4473
2012,Bukit Merah,1-room,Sold Units,258
2012,Bukit Merah,2-room,Rental Units,4599
2012,Bukit Merah,2-room,Sold Units,1158
2012,Bukit Merah,3-room,Rental Units,168
2012,Bukit Merah,3-room,Sold Units,15738
2012,Bukit Merah,4-room,Rental Units,96
2012,Bukit Merah,4-room,Sold Units,14923
2012,Bukit Merah,5-room,Rental Units,0
2012,Bukit Merah,5-room,Sold Units,9323
2012,Bukit Merah,Executive,Sold Units,44
2012,Bukit Merah,Studio Apartment,Rental Units,0
2012,Bukit Merah,Studio Apartment,Sold Units,442
2012,Bukit Merah,HUDC,Sold Units,0
2012,Bukit Panjang,1-room,Rental Units,223
2012,Bukit Panjang,1-room,Sold Units,0
2012,Bukit Panjang,2-room,Rental Units,74
2012,Bukit Panjang,2-room,Sold Units,96
2012,Bukit Panjang,3-room,Rental Units,0
2012,Bukit Panjang,3-room,Sold Units,2804
2012,Bukit Panjang,4-room,Rental Units,0
2012,Bukit Panjang,4-room,Sold Units,14586
2012,Bukit Panjang,5-room,Rental Units,0
2012,Bukit Panjang,5-room,Sold Units,9517
2012,Bukit Panjang,Executive,Sold Units,3381
2012,Bukit Panjang,Studio Apartment,Rental Units,0
2012,Bukit Panjang,Studio Apartment,Sold Units,0
2012,Bukit Panjang,HUDC,Sold Units,0
2012,Bukit Timah,1-room,Rental Units,0
2012,Bukit Timah,1-room,Sold Units,0
2012,Bukit Timah,2-room,Rental Units,0
2012,Bukit Timah,2-room,Sold Units,0
2012,Bukit Timah,3-room,Rental Units,0
2012,Bukit Timah,3-room,Sold Units,441
2012,Bukit Timah,4-room,Rental Units,0
2012,Bukit Timah,4-room,Sold Units,920
2012,Bukit Timah,5-room,Rental Units,0
2012,Bukit Timah,5-room,Sold Units,682
2012,Bukit Timah,Executive,Sold Units,380
2012,Bukit Timah,Studio Apartment,Rental Units,0
2012,Bukit Timah,Studio Apartment,Sold Units,0
2012,Bukit Timah,HUDC,Sold Units,0
2012,Central Area,1-room,Rental Units,2075
2012,Central Area,1-room,Sold Units,0
2012,Central Area,2-room,Rental Units,971
2012,Central Area,2-room,Sold Units,345
2012,Central Area,3-room,Rental Units,52
2012,Central Area,3-room,Sold Units,4691
2012,Central Area,4-room,Rental Units,14
2012,Central Area,4-room,Sold Units,3514
2012,Central Area,5-room,Rental Units,0
2012,Central Area,5-room,Sold Units,902
2012,Central Area,Executive,Sold Units,9
2012,Central Area,Studio Apartment,Rental Units,0
2012,Central Area,Studio Apartment,Sold Units,0
2012,Central Area,HUDC,Sold Units,38
2012,Choa Chu Kang,1-room,Rental Units,355
2012,Choa Chu Kang,1-room,Sold Units,0
2012,Choa Chu Kang,2-room,Rental Units,513
2012,Choa Chu Kang,2-room,Sold Units,78
2012,Choa Chu Kang,3-room,Rental Units,0
2012,Choa Chu Kang,3-room,Sold Units,1481
2012,Choa Chu Kang,4-room,Rental Units,0
2012,Choa Chu Kang,4-room,Sold Units,19608
2012,Choa Chu Kang,5-room,Rental Units,0
2012,Choa Chu Kang,5-room,Sold Units,13422
2012,Choa Chu Kang,Executive,Sold Units,4762
2012,Choa Chu Kang,Studio Apartment,Rental Units,0
2012,Choa Chu Kang,Studio Apartment,Sold Units,164
2012,Choa Chu Kang,HUDC,Sold Units,0
2012,Clementi,1-room,Rental Units,760
2012,Clementi,1-room,Sold Units,0
2012,Clementi,2-room,Rental Units,683
2012,Clementi,2-room,Sold Units,249
2012,Clementi,3-room,Rental Units,49
2012,Clementi,3-room,Sold Units,12396
2012,Clementi,4-room,Rental Units,0
2012,Clementi,4-room,Sold Units,8281
2012,Clementi,5-room,Rental Units,0
2012,Clementi,5-room,Sold Units,2773
2012,Clementi,Executive,Sold Units,625
2012,Clementi,Studio Apartment,Rental Units,0
2012,Clementi,Studio Apartment,Sold Units,0
2012,Clementi,HUDC,Sold Units,0
2012,Geylang,1-room,Rental Units,1044
2012,Geylang,1-room,Sold Units,0
2012,Geylang,2-room,Rental Units,2398
2012,Geylang,2-room,Sold Units,752
2012,Geylang,3-room,Rental Units,484
2012,Geylang,3-room,Sold Units,10878
2012,Geylang,4-room,Rental Units,0
2012,Geylang,4-room,Sold Units,9177
2012,Geylang,5-room,Rental Units,0
2012,Geylang,5-room,Sold Units,3590
2012,Geylang,Executive,Sold Units,830
2012,Geylang,Studio Apartment,Rental Units,0
2012,Geylang,Studio Apartment,Sold Units,107
2012,Geylang,HUDC,Sold Units,0
2012,Hougang,1-room,Rental Units,532
2012,Hougang,1-room,Sold Units,0
2012,Hougang,2-room,Rental Units,624
2012,Hougang,2-room,Sold Units,268
2012,Hougang,3-room,Rental Units,228
2012,Hougang,3-room,Sold Units,9612
2012,Hougang,4-room,Rental Units,6
2012,Hougang,4-room,Sold Units,23466
2012,Hougang,5-room,Rental Units,0
2012,Hougang,5-room,Sold Units,9924
2012,Hougang,Executive,Sold Units,4310
2012,Hougang,Studio Apartment,Rental Units,0
2012,Hougang,Studio Apartment,Sold Units,192
2012,Hougang,HUDC,Sold Units,622
2012,Jurong East,1-room,Rental Units,352
2012,Jurong East,1-room,Sold Units,0
2012,Jurong East,2-room,Rental Units,110
2012,Jurong East,2-room,Sold Units,302
2012,Jurong East,3-room,Rental Units,46
2012,Jurong East,3-room,Sold Units,7175
2012,Jurong East,4-room,Rental Units,0
2012,Jurong East,4-room,Sold Units,7915
2012,Jurong East,5-room,Rental Units,0
2012,Jurong East,5-room,Sold Units,6029
2012,Jurong East,Executive,Sold Units,1871
2012,Jurong East,Studio Apartment,Rental Units,0
2012,Jurong East,Studio Apartment,Sold Units,143
2012,Jurong East,HUDC,Sold Units,0
2012,Jurong West,1-room,Rental Units,540
2012,Jurong West,1-room,Sold Units,0
2012,Jurong West,2-room,Rental Units,1169
2012,Jurong West,2-room,Sold Units,461
2012,Jurong West,3-room,Rental Units,706
2012,Jurong West,3-room,Sold Units,11526
2012,Jurong West,4-room,Rental Units,0
2012,Jurong West,4-room,Sold Units,27352
2012,Jurong West,5-room,Rental Units,0
2012,Jurong West,5-room,Sold Units,20889
2012,Jurong West,Executive,Sold Units,6506
2012,Jurong West,Studio Apartment,Rental Units,0
2012,Jurong West,Studio Apartment,Sold Units,97
2012,Jurong West,HUDC,Sold Units,0
2012,Kallang/Whampoa,1-room,Rental Units,4401
2012,Kallang/Whampoa,1-room,Sold Units,0
2012,Kallang/Whampoa,2-room,Rental Units,2024
2012,Kallang/Whampoa,2-room,Sold Units,445
2012,Kallang/Whampoa,3-room,Rental Units,15
2012,Kallang/Whampoa,3-room,Sold Units,13145
2012,Kallang/Whampoa,4-room,Rental Units,2
2012,Kallang/Whampoa,4-room,Sold Units,9847
2012,Kallang/Whampoa,5-room,Rental Units,0
2012,Kallang/Whampoa,5-room,Sold Units,5364
2012,Kallang/Whampoa,Executive,Sold Units,503
2012,Kallang/Whampoa,Studio Apartment,Rental Units,0
2012,Kallang/Whampoa,Studio Apartment,Sold Units,0
2012,Kallang/Whampoa,HUDC,Sold Units,0
2012,Marine Parade,1-room,Rental Units,0
2012,Marine Parade,1-room,Sold Units,0
2012,Marine Parade,2-room,Rental Units,1324
2012,Marine Parade,2-room,Sold Units,26
2012,Marine Parade,3-room,Rental Units,1
2012,Marine Parade,3-room,Sold Units,3040
2012,Marine Parade,4-room,Rental Units,0
2012,Marine Parade,4-room,Sold Units,1798
2012,Marine Parade,5-room,Rental Units,0
2012,Marine Parade,5-room,Sold Units,1675
2012,Marine Parade,Executive,Sold Units,0
2012,Marine Parade,Studio Apartment,Rental Units,0
2012,Marine Parade,Studio Apartment,Sold Units,0
2012,Marine Parade,HUDC,Sold Units,0
2012,Pasir Ris,1-room,Rental Units,176
2012,Pasir Ris,1-room,Sold Units,0
2012,Pasir Ris,2-room,Rental Units,44
2012,Pasir Ris,2-room,Sold Units,21
2012,Pasir Ris,3-room,Rental Units,1
2012,Pasir Ris,3-room,Sold Units,163
2012,Pasir Ris,4-room,Rental Units,0
2012,Pasir Ris,4-room,Sold Units,10716
2012,Pasir Ris,5-room,Rental Units,0
2012,Pasir Ris,5-room,Sold Units,9055
2012,Pasir Ris,Executive,Sold Units,7460
2012,Pasir Ris,Studio Apartment,Rental Units,0
2012,Pasir Ris,Studio Apartment,Sold Units,0
2012,Pasir Ris,HUDC,Sold Units,98
2012,Punggol,1-room,Rental Units,701
2012,Punggol,1-room,Sold Units,0
2012,Punggol,2-room,Rental Units,186
2012,Punggol,2-room,Sold Units,526
2012,Punggol,3-room,Rental Units,0
2012,Punggol,3-room,Sold Units,1323
2012,Punggol,4-room,Rental Units,0
2012,Punggol,4-room,Sold Units,13152
2012,Punggol,5-room,Rental Units,0
2012,Punggol,5-room,Sold Units,11495
2012,Punggol,Executive,Sold Units,1126
2012,Punggol,Studio Apartment,Rental Units,0
2012,Punggol,Studio Apartment,Sold Units,130
2012,Punggol,HUDC,Sold Units,0
2012,Queenstown,1-room,Rental Units,575
2012,Queenstown,1-room,Sold Units,0
2012,Queenstown,2-room,Rental Units,1699
2012,Queenstown,2-room,Sold Units,1529
2012,Queenstown,3-room,Rental Units,82
2012,Queenstown,3-room,Sold Units,14352
2012,Queenstown,4-room,Rental Units,0
2012,Queenstown,4-room,Sold Units,7396
2012,Queenstown,5-room,Rental Units,0
2012,Queenstown,5-room,Sold Units,3686
2012,Queenstown,Executive,Sold Units,354
2012,Queenstown,Studio Apartment,Rental Units,0
2012,Queenstown,Studio Apartment,Sold Units,266
2012,Queenstown,HUDC,Sold Units,0
2012,Sembawang,1-room,Rental Units,169
2012,Sembawang,1-room,Sold Units,0
2012,Sembawang,2-room,Rental Units,67
2012,Sembawang,2-room,Sold Units,50
2012,Sembawang,3-room,Rental Units,0
2012,Sembawang,3-room,Sold Units,0
2012,Sembawang,4-room,Rental Units,0
2012,Sembawang,4-room,Sold Units,7709
2012,Sembawang,5-room,Rental Units,0
2012,Sembawang,5-room,Sold Units,7556
2012,Sembawang,Executive,Sold Units,2870
2012,Sembawang,Studio Apartment,Rental Units,0
2012,Sembawang,Studio Apartment,Sold Units,0
2012,Sembawang,HUDC,Sold Units,0
2012,Sengkang,1-room,Rental Units,512
2012,Sengkang,1-room,Sold Units,0
2012,Sengkang,2-room,Rental Units,220
2012,Sengkang,2-room,Sold Units,872
2012,Sengkang,3-room,Rental Units,0
2012,Sengkang,3-room,Sold Units,1809
2012,Sengkang,4-room,Rental Units,0
2012,Sengkang,4-room,Sold Units,22566
2012,Sengkang,5-room,Rental Units,0
2012,Sengkang,5-room,Sold Units,19639
2012,Sengkang,Executive,Sold Units,4462
2012,Sengkang,Studio Apartment,Rental Units,0
2012,Sengkang,Studio Apartment,Sold Units,0
2012,Sengkang,HUDC,Sold Units,0
2012,Serangoon,1-room,Rental Units,182
2012,Serangoon,1-room,Sold Units,0
2012,Serangoon,2-room,Rental Units,142
2012,Serangoon,2-room,Sold Units,77
2012,Serangoon,3-room,Rental Units,0
2012,Serangoon,3-room,Sold Units,4545
2012,Serangoon,4-room,Rental Units,0
2012,Serangoon,4-room,Sold Units,10231
2012,Serangoon,5-room,Rental Units,0
2012,Serangoon,5-room,Sold Units,3752
2012,Serangoon,Executive,Sold Units,2365
2012,Serangoon,Studio Apartment,Rental Units,0
2012,Serangoon,Studio Apartment,Sold Units,0
2012,Serangoon,HUDC,Sold Units,244
2012,Tampines,1-room,Rental Units,775
2012,Tampines,1-room,Sold Units,0
2012,Tampines,2-room,Rental Units,387
2012,Tampines,2-room,Sold Units,219
2012,Tampines,3-room,Rental Units,16
2012,Tampines,3-room,Sold Units,12364
2012,Tampines,4-room,Rental Units,0
2012,Tampines,4-room,Sold Units,27213
2012,Tampines,5-room,Rental Units,0
2012,Tampines,5-room,Sold Units,16649
2012,Tampines,Executive,Sold Units,5845
2012,Tampines,Studio Apartment,Rental Units,0
2012,Tampines,Studio Apartment,Sold Units,208
2012,Tampines,HUDC,Sold Units,0
2012,Toa Payoh,1-room,Rental Units,1170
2012,Toa Payoh,1-room,Sold Units,0
2012,Toa Payoh,2-room,Rental Units,2898
2012,Toa Payoh,2-room,Sold Units,715
2012,Toa Payoh,3-room,Rental Units,31
2012,Toa Payoh,3-room,Sold Units,14993
2012,Toa Payoh,4-room,Rental Units,0
2012,Toa Payoh,4-room,Sold Units,9610
2012,Toa Payoh,5-room,Rental Units,0
2012,Toa Payoh,5-room,Sold Units,6016
2012,Toa Payoh,Executive,Sold Units,853
2012,Toa Payoh,Studio Apartment,Rental Units,0
2012,Toa Payoh,Studio Apartment,Sold Units,156
2012,Toa Payoh,HUDC,Sold Units,175
2012,Woodlands,1-room,Rental Units,1312
2012,Woodlands,1-room,Sold Units,0
2012,Woodlands,2-room,Rental Units,503
2012,Woodlands,2-room,Sold Units,53
2012,Woodlands,3-room,Rental Units,73
2012,Woodlands,3-room,Sold Units,5723
2012,Woodlands,4-room,Rental Units,154
2012,Woodlands,4-room,Sold Units,26446
2012,Woodlands,5-room,Rental Units,0
2012,Woodlands,5-room,Sold Units,19195
2012,Woodlands,Executive,Sold Units,6190
2012,Woodlands,Studio Apartment,Rental Units,0
2012,Woodlands,Studio Apartment,Sold Units,416
2012,Woodlands,HUDC,Sold Units,0
2012,Yishun,1-room,Rental Units,530
2012,Yishun,1-room,Sold Units,0
2012,Yishun,2-room,Rental Units,180
2012,Yishun,2-room,Sold Units,246
2012,Yishun,3-room,Rental Units,26
2012,Yishun,3-room,Sold Units,13386
2012,Yishun,4-room,Rental Units,0
2012,Yishun,4-room,Sold Units,24609
2012,Yishun,5-room,Rental Units,0
2012,Yishun,5-room,Sold Units,7281
2012,Yishun,Executive,Sold Units,2741
2012,Yishun,Studio Apartment,Rental Units,0
2012,Yishun,Studio Apartment,Sold Units,169
2012,Yishun,HUDC,Sold Units,0
2013,Ang Mo Kio,1-room,Rental Units,1318
2013,Ang Mo Kio,1-room,Sold Units,0
2013,Ang Mo Kio,2-room,Rental Units,2855
2013,Ang Mo Kio,2-room,Sold Units,638
2013,Ang Mo Kio,3-room,Rental Units,18
2013,Ang Mo Kio,3-room,Sold Units,24127
2013,Ang Mo Kio,4-room,Rental Units,1
2013,Ang Mo Kio,4-room,Sold Units,13681
2013,Ang Mo Kio,5-room,Rental Units,0
2013,Ang Mo Kio,5-room,Sold Units,5653
2013,Ang Mo Kio,Executive,Sold Units,488
2013,Ang Mo Kio,Studio Apartment,Rental Units,0
2013,Ang Mo Kio,Studio Apartment,Sold Units,136
2013,Ang Mo Kio,HUDC,Sold Units,0
2013,Bedok,1-room,Rental Units,2250
2013,Bedok,1-room,Sold Units,0
2013,Bedok,2-room,Rental Units,1145
2013,Bedok,2-room,Sold Units,680
2013,Bedok,3-room,Rental Units,10
2013,Bedok,3-room,Sold Units,22349
2013,Bedok,4-room,Rental Units,0
2013,Bedok,4-room,Sold Units,19744
2013,Bedok,5-room,Rental Units,0
2013,Bedok,5-room,Sold Units,10184
2013,Bedok,Executive,Sold Units,2713
2013,Bedok,Studio Apartment,Rental Units,0
2013,Bedok,Studio Apartment,Sold Units,130
2013,Bedok,HUDC,Sold Units,0
