flat,mall,mall_dist,num_mall_2km
105 LENGKONG TIGA,Singapore Post Centre (Singpost Centre),1.8649115726990648,1
530 WOODLANDS DR 14,888 Plaza,0.6743276152072002,5
608 SENJA RD,Junction 10,0.2937662111307605,8
442 YISHUN AVE 11,Wisteria Mall,0.7592583546277362,3
325 JURONG EAST ST 31,Taman Jurong Shopping Centre,1.8115854829481508,2
220 BISHAN ST 23,Junction 8,0.8081409999406979,3
304 HOUGANG AVE 5,The Midtown,0.30446813197750994,5
132 BT BATOK WEST AVE 6,West Mall,0.36872262817662244,4
213 BT BATOK ST 21,West Mall,0.5370919689752223,4
71 MARINE DR,112 Katong,0.4323681741505113,7
315 BT BATOK ST 32,West Mall,1.1292061068195827,2
130 SIMEI ST 1,Eastpoint Mall,0.44543225154007104,7
402 HOUGANG AVE 10,Hougang Mall,0.39819694212443846,6
715 TAMPINES ST 71,Our Tampines Hub,0.8306636465359016,4
446C JLN KAYU,The Seletar Mall,0.2939142637363822,4
729 JURONG WEST AVE 5,Gek Poh Shopping Centre,0.2641868361652999,4
148 GANGSA RD,Hillion Mall,0.4536004452798169,8
241 SERANGOON AVE 3,NEX,0.3036639248001202,3
121D SENGKANG EAST WAY,Rivervale Plaza,0.3994290465510485,5
663 WOODLANDS RING RD,888 Plaza,0.3615257552706541,4
771 CHOA CHU KANG ST 54,Yew Tee Point,0.4344163046984127,7
426 SERANGOON AVE 1,NEX,0.5619889898306786,3
104 BEDOK NTH AVE 4,Bedok Point,1.0503184814968605,5
832 TAMPINES ST 82,Our Tampines Hub,0.691362757811269,4
55 C'WEALTH DR,Queensway Shopping Centre,1.2577672310089096,5
548 BEDOK NTH AVE 1,Djitsun Mall,0.656974363343578,4
637 CHOA CHU KANG NTH 6,Yew Tee Square,0.13862476648155134,5
215 PASIR RIS ST 21,Loyang Point,0.3639766672306017,3
339B SEMBAWANG CL,Sun Plaza,0.21287307023719648,4
363 TAMPINES ST 34,Loyang Point,1.2784937207582967,5
434 HOUGANG AVE 8,Hougang Mall,0.4463512444043464,7
303 JURONG EAST ST 32,JCube,1.3816609124878656,5
267 TOH GUAN RD,Westgate,0.7854625789210627,5
330A ANCHORVALE ST,Compass One,0.7584327980020747,7
544 JELAPANG RD,Bukit Panjang Plaza,0.23921307078630133,6
119 POTONG PASIR AVE 1,HDB Hub,1.7850280940812122,1
736 JURONG WEST ST 75,Gek Poh Shopping Centre,0.473430306234301,4
922 TAMPINES ST 91,Our Tampines Hub,0.6199671093484463,6
606 ELIAS RD,Elias Mall,0.22291080317737128,3
181 BEDOK NTH RD,East Village,0.7889342729863489,5
654C JURONG WEST ST 61,Pioneer Mall,0.6361371777056034,3
692B CHOA CHU KANG CRES,Yew Tee Square,0.5592916350696876,4
94D BEDOK NTH AVE 4,East Village,0.5862545650404591,6
105 ANG MO KIO AVE 4,Broadway Plaza,0.932710380822175,2
73 MARINE DR,112 Katong,0.38985743345660867,7
221 ANG MO KIO AVE 1,Broadway Plaza,0.9484074165129388,3
85 TELOK BLANGAH HTS,IMM,0.5539024746698061,6
169 BEDOK STH AVE 3,East Village,1.2658643945036745,5
679A PUNGGOL DR,Oasis Terraces,0.6623726217005209,4
188C RIVERVALE DR,Rivervale Mall,0.3342907643690679,6
411 YISHUN RING RD,Junction 9,1.0329244213021047,3
216 YISHUN ST 21,Northpoint City,0.4611796635384683,5
411 BT BATOK WEST AVE 4,Keat Hong Shopping Centre,1.484248702447073,4
243 YISHUN RING RD,Junction 9,0.12110713791848779,5
165A PUNGGOL CTRL,Punggol Plaza,0.21740762667345065,5
944 TAMPINES AVE 5,Our Tampines Hub,0.2646038661394458,5
225 BT BATOK CTRL,West Mall,0.4402625373245177,3
150 MEI LING ST,Anchorpoint,0.6932815373564263,3
442 FAJAR RD,Fajar Shopping Centre,0.19527949259676378,5
271D PUNGGOL WALK,Waterway Point,0.3551987645814682,5
334B YISHUN ST 31,Junction 9,0.46012204117761096,3
428 WOODLANDS ST 41,Marsiling Mall,1.0759567251927318,2
475 SEGAR RD,Fajar Shopping Centre,0.5748351749193215,5
668B EDGEFIELD PLAINS,Oasis Terraces,0.23976395862191288,4
107 JLN RAJAH,Zhongshan Mall,0.9445627479512477,7
376A HOUGANG ST 32,The Midtown,0.7951500138855586,5
106 BEDOK NTH AVE 4,East Village,1.0605003741124224,6
233 PENDING RD,Fajar Shopping Centre,0.8302380213817524,6
134 BEDOK NTH ST 2,Bedok Point,0.6081226728940063,5
138 MARSILING RD,Marsiling Mall,0.5776375850220742,2
316 SEMBAWANG VISTA,Sun Plaza,0.25711761648720965,3
924 TAMPINES ST 91,Our Tampines Hub,0.6977947390107074,6
667B JURONG WEST ST 65,Pioneer Mall,0.5145487086321726,4
872 YISHUN ST 81,Wisteria Mall,0.6840586587103126,2
886B WOODLANDS DR 50,888 Plaza,0.18062699975861246,5
80 STRATHMORE AVE,Anchorpoint,0.7705182879025148,4
312 YISHUN RING RD,Junction 9,0.16420551320970916,4
213 CHOA CHU KANG CTRL,Lot One,0.3883663614005083,10
734 WOODLANDS CIRCLE,Woodlands Mart,0.19558816215085184,4
144 LOR AH SOO,Upper Serangoon Shopping Centre,0.5261072160850708,3
130 BISHAN ST 12,Junction 8,0.5523360190864764,2
204 PASIR RIS ST 21,Loyang Point,0.27209784399783205,3
759 CHOA CHU KANG NTH 5,Limbang Shopping Centre,0.4095271560283748,7
450G TAMPINES ST 42,Tampines 1,0.9694393543975746,7
942 TAMPINES AVE 5,Our Tampines Hub,0.3688332773529122,5
258B PUNGGOL FIELD,Waterway Point,0.7108662576510485,4
934 TAMPINES ST 91,Our Tampines Hub,0.8626428355637134,6
201C COMPASSVALE DR,Compass One,0.5101331786654383,8
104 BT BATOK CTRL,West Mall,0.23657129303222044,5
615 HOUGANG AVE 8,Hougang 1,0.9906035866558913,7
820 JURONG WEST ST 81,Gek Poh Shopping Centre,0.4369634610393663,4
504D YISHUN ST 51,Wisteria Mall,0.27902733374339045,3
703 HOUGANG AVE 2,Heartland Mall,0.8162566529152482,6
856 WOODLANDS ST 83,888 Plaza,0.4340449011592411,5
763 CHOA CHU KANG NTH 5,Yew Tee Point,0.5166339840660398,8
48 CIRCUIT RD,Paya Lebar Square,1.0696465073609782,4
421 BEDOK NTH RD,Djitsun Mall,0.25382411491116985,5
811 YISHUN RING RD,Wisteria Mall,1.0191126429658777,2
216 TAMPINES ST 23,Tampines 1,0.8423298818604428,6
115A YISHUN RING RD,Sembawang Shopping Centre,0.9899210424067397,5
273B JURONG WEST AVE 3,Gek Poh Shopping Centre,0.6696138394479751,4
118 CLEMENTI ST 13,The Clementi Mall,1.322518080402014,5
659 HOUGANG AVE 8,Hougang 1,0.4945736579583312,6
560 CHOA CHU KANG NTH 6,Yew Tee Point,0.22345492908274922,5
710 WOODLANDS DR 70,888 Plaza,0.47476869773540326,4
517D JURONG WEST ST 52,Boon Lay Shopping Centre,0.7938727255423175,3
79C TOA PAYOH CTRL,HDB Hub,0.32032822441933007,6
244 BT BATOK EAST AVE 5,West Mall,0.9212293988038185,3
124 BT BATOK CTRL,West Mall,0.2296142784131851,2
323C SENGKANG EAST WAY,Compass One,0.3007192355235577,7
228 SIMEI ST 4,Eastpoint Mall,0.3303946366344081,6
627 BEDOK RESERVOIR RD,Djitsun Mall,1.787211919867714,3
619 ANG MO KIO AVE 4,Broadway Plaza,1.0983212581734694,2
271 PASIR RIS ST 21,Loyang Point,0.11202088410452926,3
324 ANG MO KIO AVE 3,AMK Hub,0.21277849157221015,2
817 TAMPINES ST 81,Our Tampines Hub,0.7608754248975728,5
355 CHOA CHU KANG CTRL,Lot One,0.2698808286909059,8
684D CHOA CHU KANG CRES,Yew Tee Square,0.7338890739507733,3
45 JLN TIGA,Leisure Park Kallang,1.1477144391790148,7
324 JURONG EAST ST 31,Taman Jurong Shopping Centre,1.8534876717486424,2
334D YISHUN ST 31,Junction 9,0.5513520189012929,3
442 CHOA CHU KANG AVE 4,Sunshine Place,0.36540061190343603,5
715 PASIR RIS ST 72,Elias Mall,0.7342405991870005,2
499B TAMPINES AVE 9,Loyang Point,1.244805455374403,7
126C EDGEDALE PLAINS,Punggol Plaza,0.2584650651318294,6
103 BISHAN ST 12,Junction 8,0.5154339867074322,2
547D SEGAR RD,Greenridge Shopping Centre,0.49318771313526744,5
224D COMPASSVALE WALK,Rivervale Plaza,0.5132050921600148,7
351 HOUGANG AVE 7,The Midtown,0.4528311915757665,4
484B CHOA CHU KANG AVE 5,Sunshine Place,0.3503474912177215,5
453 YISHUN ST 41,Wisteria Mall,0.5249736197971728,3
353 TAMPINES ST 33,Loyang Point,1.331872995844453,3
41 TANGLIN HALT RD,Queensway Shopping Centre,1.2894048543274157,5
225 CHOA CHU KANG CTRL,Keat Hong Shopping Centre,0.40762554228746956,8
510 JURONG WEST ST 52,Boon Lay Shopping Centre,0.8475169149264676,3
651 WOODLANDS RING RD,Admiralty Place,0.30115526674421034,4
18C HOLLAND DR,The Star Vista,0.5227615873077474,2
658 WOODLANDS RING RD,Admiralty Place,0.43319273690380194,4
240 PASIR RIS ST 21,Loyang Point,0.7904811734178641,3
101A LOR 2 TOA PAYOH,HDB Hub,0.8354459021800595,4
734 YISHUN AVE 5,Northpoint City,0.5695257538481714,5
427 CLEMENTI AVE 3,321 Clementi,0.09295993770141499,5
673A JURONG WEST ST 65,Pioneer Mall,0.5558567665655944,4
62A STRATHMORE AVE,Anchorpoint,0.8847640810782841,5
223 YISHUN ST 21,Junction 9,0.6836327797563423,5
406 WOODLANDS ST 41,Marsiling Mall,0.9035927987082768,2
710 PASIR RIS ST 72,Elias Mall,0.6135588337377957,3
688E WOODLANDS DR 75,Admiralty Place,0.8113396355426649,5
125 POTONG PASIR AVE 1,NEX,1.8445118522861867,1
649 PASIR RIS DR 10,Elias Mall,0.4094872682555716,3
306A ANCHORVALE LINK,Compass One,0.6932022245216302,7
101D PUNGGOL FIELD,Rivervale Mall,0.7175338319944433,6
161 BT BATOK ST 11,West Mall,0.7987888649853744,5
366 BT BATOK ST 31,West Mall,1.1252293778660936,3
386 TAMPINES ST 32,Loyang Point,1.4200551849681962,5
117 BISHAN ST 12,Junction 8,0.3895077321164758,2
158 ANG MO KIO AVE 4,Broadway Plaza,0.8376433706076951,2
527 WOODLANDS DR 14,888 Plaza,0.6942028206124268,5
25 SIN MING RD,Thomson Plaza,0.7986226249747108,2
508C WELLINGTON CIRCLE,Sun Plaza,0.5595471113906262,3
293 TAMPINES ST 22,Eastpoint Mall,0.886684469428899,5
715 CLEMENTI WEST ST 2,West Coast Plaza,0.4663381134039364,5
131 MARSILING RISE,Marsiling Mall,0.5634371676424036,3
659 CHOA CHU KANG CRES,Yew Tee Square,0.4369126936737233,4
454 CHOA CHU KANG AVE 4,Sunshine Place,0.4819720008221428,5
205 ANG MO KIO AVE 1,AMK Hub,0.6083789217196011,3
850 JURONG WEST ST 81,Gek Poh Shopping Centre,0.7524134665574509,3
641 PASIR RIS DR 1,Elias Mall,0.3573803909695132,3
519 WOODLANDS DR 14,888 Plaza,0.4648697034382294,5
213B COMPASSVALE LANE,Rivervale Plaza,0.12038426021873797,7
259 TAMPINES ST 21,Tampines 1,0.5465933374919808,6
524C PASIR RIS ST 51,White Sands,0.31544949376733017,5
452B SENGKANG WEST WAY,The Seletar Mall,0.3366572644657355,3
101 WHAMPOA DR,City Square Mall,1.042188768461505,10
18 JLN TENTERAM,Zhongshan Mall,1.5085000128786832,7
148 RIVERVALE CRES,Rivervale Mall,0.17988635569946984,6
465 ANG MO KIO AVE 10,AMK Hub,1.032794574329752,2
602 HOUGANG AVE 4,Hougang Mall,0.7690213309788273,6
484 TAMPINES ST 43,Tampines 1,1.182304887172848,7
618 ANG MO KIO AVE 4,Broadway Plaza,1.069659591982963,2
203 TAMPINES ST 21,Tampines 1,0.8443908196199322,5
3 LOR LEW LIAN,Upper Serangoon Shopping Centre,0.44769114531022663,3
125 YISHUN ST 11,Northpoint City,0.8990013136440029,5
283 TOH GUAN RD,Westgate,0.7065078151958031,5
613 ANG MO KIO AVE 4,Broadway Plaza,1.0356730371218197,2
105D EDGEFIELD PLAINS,Rivervale Mall,0.5546547095782783,6
226E ANG MO KIO AVE 1,Broadway Plaza,0.9131580657724034,3
968 HOUGANG AVE 9,Hougang 1,0.35224229733406687,6
133 POTONG PASIR AVE 1,NEX,1.9274452743919988,1
11 TECK WHYE LANE,Teck Whye Shopping Centre,0.28053485514827103,10
933 JURONG WEST ST 91,Pioneer Mall,0.804538672381233,3
172 HOUGANG AVE 1,Heartland Mall,1.1020818728089017,3
148 SIMEI ST 1,Eastpoint Mall,0.518890360528115,7
208 BT BATOK ST 21,West Mall,0.4745077039441639,5
352 KANG CHING RD,Taman Jurong Shopping Centre,0.5008532420647592,3
62 C'WEALTH DR,Rochester Mall,1.2288677565385522,5
529 CHOA CHU KANG ST 51,Limbang Shopping Centre,0.11670518894381852,7
409 HOUGANG AVE 10,Hougang Mall,0.20804174032580364,7
739 TAMPINES ST 72,Our Tampines Hub,1.0870218890057004,4
7 EVERTON PK,100 AM,0.5410397335819027,11
614 ANG MO KIO AVE 4,Broadway Plaza,1.0051898271449309,2
269 YISHUN ST 22,Junction 9,0.4742390205179967,4
140 SERANGOON NTH AVE 2,Hougang 1,0.9403091418114842,6
271C JURONG WEST ST 24,Gek Poh Shopping Centre,0.6850540682601659,4
410 SEMBAWANG DR,Sun Plaza,0.5258590255242119,3
7 JLN BT MERAH,Alexandra Central,0.2869363358873509,5
606 CLEMENTI WEST ST 1,West Coast Plaza,0.24429578648386674,5
340 WOODLANDS AVE 1,Marsiling Mall,0.3021197251424764,3
3 EVERTON PK,100 AM,0.6049284845797449,11
50 STIRLING RD,Anchorpoint,0.9296408032051916,4
451 PASIR RIS DR 6,Downtown East,0.7878313720738082,4
305 SHUNFU RD,Thomson Plaza,1.0442804450401422,2
114 PASIR RIS ST 11,White Sands,0.7260009298286328,5
735 JURONG WEST ST 75,Gek Poh Shopping Centre,0.42920073721786484,4
768 CHOA CHU KANG ST 54,Yew Tee Point,0.49707713622149025,7
114 JURONG EAST ST 13,JCube,0.9066622294577158,5
476 JURONG WEST ST 41,Boon Lay Shopping Centre,1.3117692278167346,2
122 SERANGOON NTH AVE 1,Hougang 1,1.3401453262997371,4
145 BEDOK RESERVOIR RD,Djitsun Mall,2.1469169873994143,0
47 BENDEMEER RD,Aperia,1.539734496444944,3
762 BEDOK RESERVOIR VIEW,Djitsun Mall,1.2409913159124732,5
154 RIVERVALE CRES,Rivervale Mall,0.3009293239040255,6
26 DOVER CRES,Rochester Mall,0.7677238886464008,5
278 TAMPINES ST 22,Eastpoint Mall,0.5116750784553166,7
49 DORSET RD,Serangoon Plaza,0.6050837689890675,25
364 CLEMENTI AVE 2,321 Clementi,0.4240945340321701,5
54 LOR 5 TOA PAYOH,HDB Hub,0.680116148273605,5
747 PASIR RIS ST 71,Elias Mall,0.8303550492391008,2
214 CHOA CHU KANG CTRL,Lot One,0.31727333558103527,9
431 CLEMENTI AVE 3,Grantral Mall,0.28961180242730655,5
156 TAMPINES ST 12,Tampines Mall,0.11467002094081537,5
721 ANG MO KIO AVE 8,Broadway Plaza,0.21912744193178904,2
450 HOUGANG AVE 10,Hougang Mall,0.7843323560618033,8
184C RIVERVALE CRES,Rivervale Mall,0.3821242389424955,6
320 WOODLANDS ST 32,Marsiling Mall,0.2848663384503029,2
133 BEDOK RESERVOIR RD,Djitsun Mall,2.103873021365204,0
41 CHAI CHEE ST,Djitsun Mall,0.403095327840314,4
286 BISHAN ST 24,Junction 8,1.0444859145983105,4
351 CLEMENTI AVE 2,Grantral Mall,0.6532750586739194,5
443A FAJAR RD,Fajar Shopping Centre,0.3140093206427066,6
706 PASIR RIS DR 10,Elias Mall,0.49166530429970834,3
823 YISHUN ST 81,Wisteria Mall,0.9465214461387631,2
625 BEDOK RESERVOIR RD,Djitsun Mall,1.7352312435312693,3
196 BISHAN ST 13,Junction 8,0.3049542994299711,2
654B JURONG WEST ST 61,Pioneer Mall,0.6090783014898291,4
223 SERANGOON AVE 4,NEX,0.7740474053811913,3
808A CHAI CHEE RD,Djitsun Mall,0.6469711273306671,4
175 BT BATOK WEST AVE 8,West Mall,0.9725070364878422,5
422 TAMPINES ST 41,Tampines 1,0.39040634642436245,6
643 HOUGANG AVE 8,Hougang 1,0.4739852524966337,6
656 CHOA CHU KANG CRES,Yew Tee Square,0.43938376489291237,4
204D PUNGGOL FIELD,Rivervale Mall,0.7069652411960549,6
298 YISHUN ST 20,Junction 9,0.7885374013272256,4
618 HOUGANG AVE 8,Hougang 1,0.8543278572476432,7
253 JURONG EAST ST 24,JCube,1.1637204980865308,5
103C EDGEFIELD PLAINS,Rivervale Mall,0.5583712025754962,6
18 MARSILING LANE,Marsiling Mall,1.1454916197013207,2
272 BISHAN ST 24,Junction 8,0.8986640256306735,4
408 YISHUN AVE 6,Junction 9,1.067210264912383,3
105 BISHAN ST 12,Junction 8,0.4876022820910576,2
140 BEDOK RESERVOIR RD,Djitsun Mall,2.0524549289003478,0
454 SIN MING AVE,Thomson Plaza,0.5289781627321382,1
289E BT BATOK ST 25,West Mall,1.3120452317720102,4
262 WATERLOO ST,Bugis Cube,0.4245595111769423,34
261B SENGKANG EAST WAY,Compass One,0.17256090265974292,6
249 JURONG EAST ST 24,Westgate,1.0053776943393362,5
77 MARINE DR,Parkway Parade,0.38202965171807823,7
124B RIVERVALE DR,Rivervale Plaza,0.35455056489051595,6
603 WOODLANDS DR 42,888 Plaza,0.13432416666586752,5
686 HOUGANG ST 61,Hougang Green Shopping Mall,0.47898751439455367,6
596A ANG MO KIO ST 52,AMK Hub,0.4344002719575236,2
5 LOR LEW LIAN,Upper Serangoon Shopping Centre,0.4408084435185081,3
528 HOUGANG AVE 6,Hougang Mall,0.4638610682345429,8
293D COMPASSVALE CRES,Compass One,0.5154407108947363,5
842F TAMPINES ST 82,Our Tampines Hub,0.3674055737726926,5
497A TAMPINES ST 45,Loyang Point,1.0337229717045306,6
167 PETIR RD,Hillion Mall,0.24713754772708693,7
3A HOLLAND CL,The Star Vista,0.9459812688334023,2
110 ALJUNIED CRES,Paya Lebar Square,0.9140987756043739,4
338B KANG CHING RD,Taman Jurong Shopping Centre,0.39851679645352367,3
807A CHOA CHU KANG AVE 1,Keat Hong Shopping Centre,0.1863786390964235,6
702 HOUGANG AVE 2,The Midtown,0.7967250400712084,6
163 ANG MO KIO AVE 4,Broadway Plaza,0.886753579140954,2
297 BT BATOK ST 22,West Mall,0.5975818179787938,5
286C TOH GUAN RD,Westgate,0.5447812308190005,5
546 BEDOK NTH ST 3,Djitsun Mall,0.6905567144569237,4
118 HOUGANG AVE 1,Heartland Mall,0.7206343931454777,3
646 HOUGANG AVE 8,Hougang 1,0.446872022313981,6
335C YISHUN ST 31,Junction 9,0.31370655483556875,4
147 TAMPINES AVE 5,Century Square,0.3892884267887902,6
324 BT BATOK ST 33,West Mall,1.3332517664795478,4
646 ANG MO KIO AVE 6,Broadway Plaza,0.8606434212415204,2
879 WOODLANDS ST 82,Woodlands Mart,0.6600883286448851,5
215 MARSILING LANE,Marsiling Mall,1.7777769279502815,1
120 KIM TIAN PL,Tiong Bahru Plaza,0.39949296190057115,5
241 KIM KEAT LINK,HDB Hub,0.9857841189533177,5
318A YISHUN AVE 9,Junction 9,0.24796686899557255,4
98 ALJUNIED CRES,Paya Lebar Square,0.8001973999141418,4
196A BOON LAY DR,Boon Lay Shopping Centre,0.4171101232322439,5
111A DEPOT RD,Alexandra Central,0.7893955643767829,5
102 BT PURMEI RD,VivoCity,0.9754880279831094,5
256 KIM KEAT AVE,HDB Hub,1.271027502614992,3
348 UBI AVE 1,Singapore Post Centre (Singpost Centre),1.0289296671088013,4
705 PASIR RIS DR 10,Elias Mall,0.5219677666877002,3
29 JLN BAHAGIA,Zhongshan Mall,1.3474810769545749,8
370 TAMPINES ST 34,Loyang Point,1.0800861622465532,6
19 CANTONMENT CL,100 AM,0.5032552921734474,9
297A CHOA CHU KANG AVE 2,Keat Hong Shopping Centre,0.2388304787730002,5
328 UBI AVE 1,Singapore Post Centre (Singpost Centre),1.4737068288794593,4
130 RIVERVALE ST,Rivervale Mall,0.3674084965021406,7
204 CHOA CHU KANG AVE 1,Teck Whye Shopping Centre,0.37703983996436913,11
92 LOR 4 TOA PAYOH,HDB Hub,0.7023121327160431,4
193 PASIR RIS ST 12,Loyang Point,0.5813838072869071,3
274B PUNGGOL PL,Waterway Point,0.36603378748775556,6
208 SERANGOON CTRL,NEX,0.432402198512026,3
244 SIMEI ST 5,Eastpoint Mall,0.20905709968810285,7
268B COMPASSVALE LINK,Rivervale Plaza,0.6310329575828324,7
250 YISHUN AVE 9,Junction 9,0.27640624357485566,4
866 TAMPINES ST 83,Our Tampines Hub,0.7203978174786579,4
488B TAMPINES ST 45,Loyang Point,1.0584364354951366,7
85 LOR 4 TOA PAYOH,HDB Hub,0.4778513276591151,6
209 TOA PAYOH NTH,Junction 8,1.0040140056550007,4
502 CHOA CHU KANG ST 51,Limbang Shopping Centre,0.3472372948625182,7
762 WOODLANDS AVE 6,Woodlands Mart,0.23637119241314003,4
428 PASIR RIS DR 6,White Sands,0.821123358125111,4
258 BT BATOK EAST AVE 4,West Mall,1.1026842338407736,3
720 YISHUN ST 71,Northpoint City,0.8125527560254409,5
105 SERANGOON NTH AVE 1,Hougang 1,1.1886818208384924,2
30 JLN BAHAGIA,Zhongshan Mall,1.2927055725736776,8
436D FERNVALE RD,The Seletar Mall,0.10691146790862324,5
909 JURONG WEST ST 91,Pioneer Mall,1.1770029482568105,3
837 HOUGANG CTRL,The Midtown,0.4221487188513512,6
526 CHOA CHU KANG ST 51,Limbang Shopping Centre,0.17465763110725754,7
822 JURONG WEST ST 81,Gek Poh Shopping Centre,0.5311528097445052,3
76 TELOK BLANGAH DR,IMM,0.36528290676785047,7
125 SERANGOON NTH AVE 1,Hougang 1,1.3060566262307178,4
164 BT BATOK ST 11,West Mall,0.7411651374438847,5
828 JURONG WEST ST 81,Pioneer Mall,0.5868760657900263,3
723 WOODLANDS AVE 6,Woodlands Mart,0.09466901795660061,4
688C CHOA CHU KANG CRES,Yew Tee Square,0.7155740237638395,3
22 SIN MING RD,Thomson Plaza,1.0609505388214966,4
96 LOR 3 TOA PAYOH,HDB Hub,0.72625537544445,4
660 JLN TENAGA,Singapore Post Centre (Singpost Centre),2.172927570875049,0
142 LOR 2 TOA PAYOH,HDB Hub,0.45636495659549,6
106 JURONG EAST ST 13,JCube,0.5246185069278009,6
759 WOODLANDS AVE 6,Woodlands Mart,0.3190594956226196,4
279A SENGKANG EAST AVE,Compass One,0.7305305754756846,9
638 PASIR RIS DR 1,Elias Mall,0.2958236089550717,3
162 TAMPINES ST 12,Tampines Mall,0.4018251630441498,5
774 BEDOK RESERVOIR VIEW,East Village,1.186084752491451,9
571A WOODLANDS AVE 1,Causeway Point,0.8649083186884494,5
138A LOR 1A TOA PAYOH,HDB Hub,0.5310520339413692,6
426 BT BATOK WEST AVE 2,West Mall,1.350942924698207,3
111 HO CHING RD,Taman Jurong Shopping Centre,0.3336859137644051,4
311 YISHUN RING RD,Junction 9,0.1832861952097405,4
858A TAMPINES AVE 5,Our Tampines Hub,0.4354998113502404,4
3 QUEEN'S RD,Tanglin Mall,2.303974155353353,0
502 HOUGANG AVE 8,Hougang Green Shopping Mall,0.7275748915642273,6
487A TAMPINES AVE 9,Loyang Point,1.073389877911109,6
27 LIM LIAK ST,Tiong Bahru Plaza,0.42532502280460516,13
457 YISHUN ST 41,Wisteria Mall,0.5476753927519034,3
608 CHOA CHU KANG ST 62,Yew Tee Point,0.26569617518859756,4
305D ANCHORVALE LINK,Buangkok Square,0.8179903400901419,9
509 BT BATOK ST 52,West Mall,0.6316731713360253,3
987A JURONG WEST ST 93,Pioneer Mall,0.6268808879974394,3
180 BT BATOK WEST AVE 8,West Mall,0.8574241209066958,5
160B PUNGGOL CTRL,Punggol Plaza,0.355711359707375,5
690E WOODLANDS DR 75,Admiralty Place,0.7399502435068704,5
128 BT BATOK WEST AVE 6,West Mall,0.4146280950447285,2
114 MARSILING RISE,Causeway Point,0.6008001306275619,3
950 HOUGANG ST 91,Hougang 1,0.08857907470476123,8
317A YISHUN AVE 9,Junction 9,0.24896612176220778,4
867A TAMPINES ST 83,Our Tampines Hub,0.8405119767576577,4
524 JURONG WEST ST 52,Boon Lay Shopping Centre,0.5390359931857577,3
843 TAMPINES ST 83,Our Tampines Hub,0.6984765990088992,4
70 CIRCUIT RD,Paya Lebar Square,0.8785101768449538,4
329 YISHUN RING RD,Junction 9,0.322479205212271,4
43 JLN BAHAGIA,Zhongshan Mall,1.1708841464823845,7
55 PIPIT RD,Paya Lebar Square,0.7272438510445766,4
460 TAMPINES ST 42,Tampines 1,1.182624377736691,7
25 CHAI CHEE RD,Bedok Mall,0.5927891018141386,4
14 TELOK BLANGAH CRES,IMM,1.059191970397108,4
326 ANG MO KIO AVE 3,AMK Hub,0.26439592713476834,3
209A COMPASSVALE LANE,Rivervale Plaza,0.4209566152486149,8
228 YISHUN ST 21,Junction 9,0.5205010296131646,5
65 CIRCUIT RD,Paya Lebar Square,1.133482820188039,4
617 WOODLANDS AVE 4,888 Plaza,0.3608543040038992,5
548 HOUGANG ST 51,Hougang Green Shopping Mall,0.39786854352717543,7
461 ANG MO KIO AVE 10,AMK Hub,1.015067341488276,2
310B ANCHORVALE RD,Buangkok Square,0.8023560713645832,6
109 RIVERVALE WALK,Rivervale Plaza,0.33721465292004,7
116 SERANGOON NTH AVE 1,Hougang 1,1.1814064478454414,4
145 POTONG PASIR AVE 2,NEX,2.1207482157986823,0
607 WOODLANDS RING RD,888 Plaza,0.11724172776531612,5
522 BEDOK NTH AVE 1,Djitsun Mall,0.5874668470294949,4
326 CLEMENTI AVE 5,Grantral Mall,0.16998795082402823,5
227 BISHAN ST 23,Junction 8,0.8850912909454087,4
150 WOODLANDS ST 13,Marsiling Mall,0.6978332905878764,2
721 YISHUN ST 71,Northpoint City,0.8204557708311803,5
277 TOH GUAN RD,Westgate,0.888466365739695,5
501 BEDOK NTH ST 3,Djitsun Mall,0.6418609693917338,5
511 CHOA CHU KANG ST 51,Limbang Shopping Centre,0.41272027471173584,7
876 WOODLANDS AVE 9,Woodlands Mart,0.84650721444393,5
348 ANG MO KIO AVE 3,AMK Hub,0.36200496369832935,3
266 BISHAN ST 24,Junction 8,1.1108349458689832,4
476D CHOA CHU KANG AVE 5,Sunshine Place,0.09536342401728096,5
136 LOR AH SOO,Upper Serangoon Shopping Centre,0.9326747499710042,3
237 JURONG EAST ST 21,Westgate,0.7342795366338217,5
303 CLEMENTI AVE 4,The Clementi Mall,0.6455319410314984,5
129 KIM TIAN RD,Tiong Bahru Plaza,0.6176697450469334,6
470B UPP SERANGOON CRES,Rivervale Plaza,0.7185988485271818,6
442D FAJAR RD,Fajar Shopping Centre,0.34169937327898553,5
409 YISHUN RING RD,Junction 9,0.9841423421486966,3
57 NEW UPP CHANGI RD,East Village,0.980927078951677,5
517 JURONG WEST ST 52,Boon Lay Shopping Centre,0.7869989034107396,3
831 JURONG WEST ST 81,Pioneer Mall,0.4359430864425938,4
660A JURONG WEST ST 64,Jurong Point,0.49319511619625334,5
428 ANG MO KIO AVE 3,AMK Hub,0.6622891260758186,2
3 TIONG BAHRU RD,Tiong Bahru Plaza,0.5742076453774666,19
826 JURONG WEST ST 81,Gek Poh Shopping Centre,0.524297723705432,3
686C JURONG WEST CTRL 1,Jurong Point,0.4083226028130657,5
424D YISHUN AVE 11,Wisteria Mall,1.0369656656862984,3
447 BT PANJANG RING RD,Fajar Shopping Centre,0.11143384231310663,5
