flat,mall,mall_dist,num_mall_2km
211B COMPASSVALE LANE,Rivervale Plaza,0.34781627800465487,8
5A UPP BOON KENG RD,Kallang Wave Mall,1.0461842285046656,4
791 WOODLANDS AVE 6,Admiralty Place,0.32102221130073,4
23 EUNOS CRES,Singapore Post Centre (Singpost Centre),1.0188944442985806,4
221 BT BATOK EAST AVE 3,West Mall,0.600018230968789,5
209C COMPASSVALE LANE,Rivervale Plaza,0.33452070374770565,8
260C PUNGGOL WAY,Waterway Point,0.6614921876565608,4
620 BT PANJANG RING RD,Greenridge Shopping Centre,0.5029059638824185,7
334 ANG MO KIO AVE 1,AMK Hub,0.6861186986135477,3
45 JLN BAHAGIA,Zhongshan Mall,1.1962773155397406,7
121B RIVERVALE DR,Rivervale Plaza,0.34948580425633474,5
305 TAMPINES ST 32,Eastpoint Mall,1.130388382364714,6
817 WOODLANDS ST 82,888 Plaza,0.7170310324413609,5
491F TAMPINES ST 45,Loyang Point,1.1404806690601643,7
272 TOH GUAN RD,Westgate,0.9097839887728688,5
601B PUNGGOL CTRL,Oasis Terraces,0.6076496820241405,6
232 JURONG EAST ST 21,Westgate,0.6539051770363159,5
243 KIM KEAT LINK,HDB Hub,1.0740973904245306,5
115 SERANGOON NTH AVE 1,Hougang 1,1.2920997562252565,4
173D PUNGGOL FIELD,Punggol Plaza,0.31820592063524344,6
830 HOUGANG CTRL,Hougang Mall,0.4213545216051553,6
657 JLN TENAGA,Singapore Post Centre (Singpost Centre),2.1486666865076063,0
89 DAWSON RD,Anchorpoint,0.9968694224744215,5
517A JURONG WEST ST 52,Boon Lay Shopping Centre,0.9842371848509854,3
664B JURONG WEST ST 64,Jurong Point,0.3656588170099488,5
95 C'WEALTH DR,Rochester Mall,1.4041020666771629,4
201 HOUGANG ST 21,Heartland Mall,0.25665232900256885,5
72 REDHILL RD,Tiong Bahru Plaza,1.202639759697787,6
146 GANGSA RD,Hillion Mall,0.48137705620255666,8
203D COMPASSVALE RD,Compass One,0.5565413657668686,7
263 BISHAN ST 22,Junction 8,1.1633238590964308,4
986A JURONG WEST ST 93,Pioneer Mall,0.5368906171981602,3
446 TAMPINES ST 42,Tampines 1,0.7650801051299561,7
978D BUANGKOK CRES,Hougang 1,0.4826091269560975,6
507 WEST COAST DR,321 Clementi,0.4628300403957268,5
333A ANCHORVALE LINK,Compass One,0.539821690738661,7
728 YISHUN ST 71,Northpoint City,0.6675296067187014,5
117 EDGEFIELD PLAINS,Rivervale Mall,0.461300668213472,6
163 SIMEI RD,Eastpoint Mall,0.7797679208297216,5
171A EDGEDALE PLAINS,Punggol Plaza,0.09060081620078973,6
111 BT PURMEI RD,VivoCity,1.2604065446550923,5
337 BT BATOK ST 34,West Mall,1.4705413453280045,5
710 JURONG WEST ST 71,Pioneer Mall,0.28012185584460547,4
57 GEYLANG BAHRU,Aperia,1.6255159723834565,2
505 PASIR RIS ST 52,Elias Mall,0.41874632278963997,3
417 SERANGOON CTRL,NEX,0.36474212007830303,3
133 CLARENCE LANE,Anchorpoint,1.0689580766013844,6
69 CIRCUIT RD,Paya Lebar Square,0.9018888847266987,4
119 PASIR RIS ST 11,White Sands,0.7772345445546207,6
728 TAMPINES ST 71,Our Tampines Hub,0.7527775194215175,4
272B SENGKANG CTRL,Compass One,0.8191676972552123,8
412 C'WEALTH AVE WEST,321 Clementi,0.6466682359510213,5
352B CANBERRA RD,Sun Plaza,0.2324956197355041,3
101 BEDOK RESERVOIR RD,Singapore Post Centre (Singpost Centre),1.9929530818986283,1
916 TAMPINES ST 91,Our Tampines Hub,0.4981723245945375,6
273D COMPASSVALE LINK,Rivervale Plaza,0.8353818812663291,8
21 HOUGANG AVE 3,The Midtown,0.8000948755409741,6
19 TOH YI DR,Beauty World Plaza,0.3353455342837768,3
364 YISHUN RING RD,Junction 9,0.554325048498009,3
218 CHOA CHU KANG CTRL,Lot One,0.2557621116550575,9
154 ANG MO KIO AVE 5,Broadway Plaza,0.7121906838209812,2
235 HOUGANG ST 21,Heartland Mall,0.46121632156774567,5
575 PASIR RIS ST 53,White Sands,0.3960474117831292,3
248 CHOA CHU KANG AVE 2,Keat Hong Shopping Centre,0.2437697171723233,7
28 BALAM RD,Paya Lebar Square,1.464786124134732,4
27 TELOK BLANGAH WAY,VivoCity,1.0882889706935592,4
28 MARSILING DR,Marsiling Mall,1.2265577565997425,2
180 PASIR RIS ST 11,Loyang Point,0.5635958555654368,4
725 PASIR RIS ST 72,Elias Mall,0.7425555726626576,2
121 TECK WHYE LANE,Teck Whye Shopping Centre,0.32552939060943026,9
716 CLEMENTI WEST ST 2,West Coast Plaza,0.39196247489616626,5
503 ANG MO KIO AVE 5,Broadway Plaza,0.510934671965045,2
153 GANGSA RD,Hillion Mall,0.4787700605790669,8
880 TAMPINES AVE 8,Our Tampines Hub,1.061065870617124,4
291 YISHUN ST 22,Junction 9,0.6205590549884239,4
74A REDHILL RD,Anchorpoint,1.188478377329707,6
109C EDGEDALE PLAINS,Punggol Plaza,0.4254657245994055,6
119 MARSILING RISE,Marsiling Mall,0.5913020845890722,3
109 TAMPINES ST 11,Eastpoint Mall,0.6816576068029516,6
128 LOR 1 TOA PAYOH,HDB Hub,0.6991690895950068,6
222 TAMPINES ST 24,Tampines 1,0.8500189409107044,7
99 OLD AIRPORT RD,City Plaza,0.896586679944355,12
480 TAMPINES ST 44,White Sands,1.2381373980552688,7
907 JURONG WEST ST 91,Pioneer Mall,1.2351259980062472,3
9 JLN KUKOH,People's Park Complex,0.5707413754967174,28
34 WHAMPOA WEST,Aperia,1.1927106043115505,4
649 JLN TENAGA,Singapore Post Centre (Singpost Centre),1.9555031730523318,1
23 JLN MEMBINA,Tiong Bahru Plaza,0.1930850957353374,4
562 HOUGANG ST 51,Hougang Green Shopping Mall,0.2279833502321975,8
297 PUNGGOL CTRL,Waterway Point,0.5892371302178101,6
234 CHOA CHU KANG CTRL,Teck Whye Shopping Centre,0.48186241533585655,10
199C PUNGGOL FIELD,Waterway Point,0.7643495293675715,6
125 MARSILING RISE,Marsiling Mall,0.5501560041393015,3
926 TAMPINES ST 91,Century Square,0.7678562129747722,6
219 CHOA CHU KANG CTRL,Lot One,0.28567447382815775,8
583 PASIR RIS ST 53,White Sands,0.4737486274179107,3
245 TAMPINES ST 21,Tampines 1,0.21090251108810715,5
822 WOODLANDS ST 82,Causeway Point,0.7501980178270771,5
441 FAJAR RD,Fajar Shopping Centre,0.08602185077400198,5
788D WOODLANDS CRES,Admiralty Place,0.45416921271815663,4
473A FERNVALE ST,The Seletar Mall,0.9174447504425499,4
232 TAMPINES ST 21,Tampines 1,0.45854353011228227,6
721 JURONG WEST AVE 5,Pioneer Mall,0.2745818136607391,4
319B ANCHORVALE DR,Compass One,0.5081814824027262,6
171 GANGSA RD,Bukit Panjang Plaza,0.2518210952461309,7
271B PUNGGOL WALK,Waterway Point,0.3101794935134952,5
730 TAMPINES ST 71,Our Tampines Hub,0.9098654804646983,4
151 BEDOK RESERVOIR RD,Djitsun Mall,2.268908109577096,0
887 TAMPINES ST 81,Our Tampines Hub,1.0380749935950313,4
194 BISHAN ST 13,Junction 8,0.3918935343707675,2
347A YISHUN AVE 11,Junction 9,0.5757241501239125,3
111 BISHAN ST 12,Junction 8,0.3457376339628044,2
235 TAMPINES ST 21,Tampines 1,0.370248264068949,6
771 PASIR RIS ST 71,Elias Mall,0.6977104593505234,2
2D UPP BOON KENG RD,Aperia,0.9924662381500835,5
111 GANGSA RD,Bukit Panjang Plaza,0.49031263654188745,7
761 JURONG WEST ST 74,Gek Poh Shopping Centre,0.1332958495329156,4
38 TEBAN GDNS RD,Big Box,1.2078146253681412,4
493C TAMPINES ST 43,Tampines 1,1.0997741549555438,7
549 BEDOK NTH AVE 1,Djitsun Mall,0.6954937872408088,4
36 TANGLIN HALT RD,Queensway Shopping Centre,1.2142777557686877,5
255 BISHAN ST 22,AMK Hub,1.0656014368623852,4
1 QUEEN'S RD,The Star Vista,2.33930081387204,0
403 BT BATOK WEST AVE 7,Keat Hong Shopping Centre,1.3610436051927814,4
83 STRATHMORE AVE,Anchorpoint,0.6969668096421756,3
536 BT BATOK ST 52,West Mall,0.6357274071238588,3
192C RIVERVALE DR,Rivervale Mall,0.31678750539804174,6
5 DELTA AVE,Great World City,0.4919853016185497,26
647 HOUGANG AVE 8,Hougang 1,0.4218673266076724,6
457 PASIR RIS DR 4,Loyang Point,0.8246795323327234,3
17A CIRCUIT RD,Paya Lebar Square,1.3349520195232507,4
537 HOUGANG ST 52,Hougang Green Shopping Mall,0.26897747967166685,7
324 SERANGOON AVE 3,NEX,0.34174514432869146,2
30A HOLLAND CL,The Star Vista,0.9770747128858199,2
407B FERNVALE RD,The Seletar Mall,0.2839861770300469,5
20 DOVER CRES,The Star Vista,0.5455905182724059,4
604 YISHUN ST 61,Northpoint City,0.7100324903048659,3
878 TAMPINES AVE 8,Our Tampines Hub,1.0580716963409302,4
123E RIVERVALE DR,Rivervale Plaza,0.1715905532867252,7
747 JURONG WEST ST 73,Gek Poh Shopping Centre,0.16554574790183965,4
69 BEDOK STH AVE 3,Bedok Point,1.3893736467643405,5
317 SEMBAWANG VISTA,Sun Plaza,0.2745535498271824,3
787C WOODLANDS CRES,Woodlands Mart,0.34604539392882383,4
408 JURONG WEST ST 42,Boon Lay Shopping Centre,1.458250705365788,1
652 JLN TENAGA,Singapore Post Centre (Singpost Centre),2.102900895612449,0
21 BEDOK STH RD,Bedok Point,0.5219911794232316,5
275 TAMPINES ST 22,Eastpoint Mall,0.6494876544164941,6
486 PASIR RIS DR 4,Downtown East,0.7281882128188142,3
443 CLEMENTI AVE 3,Grantral Mall,0.12101678682531589,5
707 TAMPINES ST 71,Our Tampines Hub,0.668385330656001,4
60 GEYLANG BAHRU,Aperia,1.552611945052331,2
709 JURONG WEST ST 71,Pioneer Mall,0.30559470012094747,3
265 TOH GUAN RD,Westgate,0.7391245311834552,5
39 UPP BOON KENG RD,Aperia,1.5019709357319684,3
336A ANCHORVALE CRES,Compass One,0.8713182165064784,6
629 WOODLANDS RING RD,Admiralty Place,0.6396837017487603,4
604 CHOA CHU KANG ST 62,Yew Tee Point,0.2502946342506179,4
145 TAMPINES ST 12,Century Square,0.39370873509810766,6
485B TAMPINES AVE 9,Loyang Point,1.165874726839465,8
210 PASIR RIS ST 21,Loyang Point,0.3367496666299158,3
924 HOUGANG AVE 9,Hougang 1,0.30792310154226354,8
337 JURONG EAST AVE 1,West Mall,1.905672305227804,1
486 JURONG WEST AVE 1,Boon Lay Shopping Centre,1.5642104786798563,2
258 YISHUN ST 22,Junction 9,0.30840901555245964,5
352 CHOA CHU KANG CTRL,Lot One,0.33794300164983615,8
337C TAH CHING RD,Taman Jurong Shopping Centre,0.3109854045143793,3
510 ANG MO KIO AVE 8,Broadway Plaza,0.38104549300207236,2
512 ANG MO KIO AVE 8,Broadway Plaza,0.3619620592584168,2
506A SERANGOON NTH AVE 4,Hougang 1,0.49780044183507105,6
372 JURONG EAST ST 32,West Mall,1.9252414568517706,3
170B PUNGGOL FIELD,Punggol Plaza,0.21351611104915996,4
23A QUEEN'S CL,Queensway Shopping Centre,0.843981478274488,5
622A PUNGGOL CTRL,Oasis Terraces,0.3883596971750772,6
751 JURONG WEST ST 73,Gek Poh Shopping Centre,0.16257587271527443,4
483 TAMPINES ST 43,Tampines 1,1.1502673435002904,7
506 CHOA CHU KANG ST 51,Limbang Shopping Centre,0.4118704643644203,7
132 BISHAN ST 12,Junction 8,0.6094004211136907,2
331 TAMPINES ST 32,Eastpoint Mall,1.4060084138607671,5
489D CHOA CHU KANG AVE 5,Sunshine Place,0.2597862256754268,5
7 BEDOK STH AVE 2,Bedok Point,0.4062359419595274,5
673C EDGEFIELD PLAINS,Oasis Terraces,0.5883226259763741,4
52 STRATHMORE AVE,Anchorpoint,0.5666384933883329,3
80 BEDOK NTH RD,East Village,0.7244682411128909,5
118 ANG MO KIO AVE 4,Broadway Plaza,1.177941225054875,2
185 EDGEFIELD PLAINS,Punggol Plaza,0.53123284641314,6
417 JURONG WEST ST 42,Boon Lay Shopping Centre,1.7427658244114101,2
21 HOLLAND DR,The Star Vista,0.6247976670324545,2
325A SENGKANG EAST WAY,Compass One,0.48416834296375266,7
144 PASIR RIS ST 11,Loyang Point,0.6353907731054775,4
339 BT BATOK ST 34,West Mall,1.4520644401760912,5
734 JURONG WEST ST 73,Gek Poh Shopping Centre,0.44449814142320876,4
433 CLEMENTI AVE 3,The Clementi Mall,0.3463762008125057,5
328 BT BATOK ST 33,West Mall,1.4120917323010294,5
320 ANG MO KIO AVE 1,AMK Hub,0.41995164468174173,3
20 REDHILL CL,Tiong Bahru Plaza,1.0924774107802302,6
59A GEYLANG BAHRU,Aperia,1.4996828093156522,3
634A SENJA RD,Junction 10,0.6345582741633689,11
897A TAMPINES ST 81,Our Tampines Hub,0.881696509617196,4
498E TAMPINES ST 45,Loyang Point,0.8259076455838085,6
121 RIVERVALE DR,Rivervale Plaza,0.37376356984547254,5
120 SERANGOON NTH AVE 1,Hougang 1,1.3162719186174203,4
7 KIM TIAN PL,Tiong Bahru Plaza,0.33043198778294913,4
656 JLN TENAGA,Singapore Post Centre (Singpost Centre),2.170601494464775,0
637 YISHUN ST 61,Wisteria Mall,0.3273562384705976,3
144 POTONG PASIR AVE 2,HDB Hub,2.0522577648695433,0
740 WOODLANDS CIRCLE,Woodlands Mart,0.24213576824755823,4
122 SENGKANG EAST WAY,Rivervale Plaza,0.5598224741039227,5
301 SERANGOON AVE 2,NEX,0.5115001997966051,2
403 SIN MING AVE,Thomson Plaza,1.012765006553708,3
17 SENG POH RD,Tiong Bahru Plaza,0.6886710551941502,18
330 SERANGOON AVE 3,NEX,0.26853833261159876,2
28 TIONG BAHRU RD,Tiong Bahru Plaza,0.38194534017709886,13
438 YISHUN AVE 11,Wisteria Mall,0.6761851942535472,3
468 PASIR RIS DR 6,Downtown East,0.4892364424144459,4
138C LOR 1A TOA PAYOH,HDB Hub,0.5113491700469012,6
183D BOON LAY AVE,Boon Lay Shopping Centre,0.48577430926321236,4
352 ANG MO KIO ST 32,AMK Hub,0.6097958491156733,3
451B SENGKANG WEST WAY,The Seletar Mall,0.36313766925509233,3
297B CHOA CHU KANG AVE 2,Keat Hong Shopping Centre,0.14258340618597057,6
446 ANG MO KIO AVE 10,AMK Hub,0.7864588102133891,2
43 STIRLING RD,Anchorpoint,1.0670222430853151,5
365 TAMPINES ST 34,Loyang Point,1.065755728075557,5
91 BEDOK NTH ST 4,East Village,0.6608622578192049,6
429 CLEMENTI AVE 3,321 Clementi,0.253416471911718,5
107B EDGEFIELD PLAINS,Rivervale Mall,0.5969428427253034,6
295 CHOA CHU KANG AVE 2,Sunshine Place,0.2193176723801616,5
42 KIM CHENG ST,Tiong Bahru Plaza,0.5431035180361997,10
34 CHAI CHEE AVE,Bedok Mall,0.33843154068382814,4
52 CHAI CHEE ST,Djitsun Mall,1.0065516257037546,4
545 BEDOK NTH ST 3,Djitsun Mall,0.7538506044230221,4
327 SEMBAWANG CRES,Sun Plaza,0.28757149345117017,3
941 HOUGANG ST 92,Hougang 1,0.23456068384006118,7
250 KIM KEAT LINK,HDB Hub,1.0655799043565863,5
413 TAMPINES ST 41,Tampines 1,0.5699420275190654,5
940 HOUGANG ST 92,Hougang 1,0.24425359183012818,7
46 TEBAN GDNS RD,Big Box,1.3939131920798284,4
164 GANGSA RD,Hillion Mall,0.3051910768638223,7
844 YISHUN ST 81,Wisteria Mall,0.6957682189403236,2
114 LOR 3 GEYLANG,Kallang Wave Mall,0.8584517615982177,4
462 CLEMENTI AVE 3,321 Clementi,0.1431151081806806,5
415 SAUJANA RD,Fajar Shopping Centre,0.24414556981002158,6
229 SERANGOON AVE 4,NEX,0.6126868284319351,3
833 HOUGANG CTRL,Hougang Mall,0.48317782178273794,6
40 JLN RUMAH TINGGI,Anchorpoint,0.5493262342543284,6
322 YISHUN CTRL,Junction 9,0.4796784361959871,4
179 YUNG SHENG RD,Taman Jurong Shopping Centre,0.13173649187110587,3
149 PASIR RIS ST 13,Loyang Point,0.6140356266223435,3
822 YISHUN ST 81,Wisteria Mall,0.9282183646024827,2
179 BT BATOK WEST AVE 8,West Mall,0.8993951433915293,5
572 ANG MO KIO AVE 3,AMK Hub,0.8391787855294112,2
96 ALJUNIED CRES,Paya Lebar Square,0.858940460042527,4
317 HOUGANG AVE 7,The Midtown,0.5914633343047899,4
303 YISHUN CTRL,Junction 9,0.3499884510584456,4
275A BISHAN ST 24,Junction 8,0.9084366804307452,4
423 CLEMENTI AVE 1,321 Clementi,0.6206267708444497,5
838 YISHUN ST 81,Wisteria Mall,0.871932156412527,2
472B FERNVALE ST,The Seletar Mall,0.8172490513208674,4
426A YISHUN AVE 11,Wisteria Mall,0.8052339039479547,3
669 WOODLANDS RING RD,888 Plaza,0.3879058026533894,4
151 YISHUN ST 11,Northpoint City,0.3585511246354758,5
725 JURONG WEST AVE 5,Gek Poh Shopping Centre,0.3696416529044334,4
650B JURONG WEST ST 61,Pioneer Mall,0.40483739073990016,3
506A WELLINGTON CIRCLE,Sun Plaza,0.6493274246831552,3
232 COMPASSVALE WALK,Rivervale Mall,0.44430038558103047,7
35 CHAI CHEE AVE,Bedok Mall,0.3753274717142817,4
452 CHOA CHU KANG AVE 4,Sunshine Place,0.489175342869997,5
259 KIM KEAT AVE,HDB Hub,1.1816126819218524,3
21 HAIG RD,City Plaza,0.2704671295485606,11
257B COMPASSVALE RD,Compass One,0.2294797895531699,7
702 JURONG WEST ST 71,Pioneer Mall,0.1957203865631287,4
671 JLN DAMAI,Singapore Post Centre (Singpost Centre),2.172168191288947,0
323 JURONG EAST ST 31,Taman Jurong Shopping Centre,1.7729308197210718,2
50 TELOK BLANGAH DR,IMM,0.19200443913772358,7
397 YISHUN AVE 6,Junction 9,0.8722155310521168,3
544 WOODLANDS DR 16,888 Plaza,0.9723841190952786,5
557 JURONG WEST ST 42,Boon Lay Shopping Centre,1.081547821553815,1
159 WOODLANDS ST 13,Marsiling Mall,0.5745025433959703,2
10 GLOUCESTER RD,Serangoon Plaza,0.4765186350449699,17
55 GEYLANG BAHRU,Aperia,1.6627132697468217,2
516 BEDOK NTH AVE 2,Djitsun Mall,0.5557534811444462,5
201 SERANGOON CTRL,NEX,0.1762840210265339,3
640 ANG MO KIO AVE 6,Broadway Plaza,0.93336982284977,2
258 SERANGOON CTRL DR,NEX,0.5057711297392901,3
610 BEDOK RESERVOIR RD,Djitsun Mall,2.006628491604869,0
329 SEMBAWANG CL,Sun Plaza,0.2881521955833764,4
3D UPP BOON KENG RD,Kallang Wave Mall,1.0454821062475352,5
675A JURONG WEST ST 64,Gek Poh Shopping Centre,0.6820052459822965,4
104 BISHAN ST 12,Junction 8,0.4992615674931993,2
666 JLN DAMAI,Singapore Post Centre (Singpost Centre),2.2005282207191743,0
677A JURONG WEST ST 64,Jurong Point,0.7073447178446164,4
741 PASIR RIS ST 71,Elias Mall,0.6303083645551598,2
699 HOUGANG ST 52,Hougang Green Shopping Mall,0.4042922163483641,8
635 BEDOK RESERVOIR RD,Singapore Post Centre (Singpost Centre),1.723893502642,3
208 BISHAN ST 23,Junction 8,0.5259105102875673,3
102 JLN DUSUN,Balestier Hill Shopping Centre,0.20077434585330875,5
150 SIMEI ST 1,Eastpoint Mall,0.6006759492422314,6
120 BT MERAH VIEW,Tiong Bahru Plaza,0.6501771165642406,4
139 RIVERVALE ST,Rivervale Mall,0.3706359814265196,6
407 JURONG WEST ST 42,Boon Lay Shopping Centre,1.357631632546995,1
357 BT BATOK ST 31,West Mall,1.2844856693499136,4
524B TAMPINES CTRL 7,Our Tampines Hub,0.6825810961414069,5
702 BEDOK RESERVOIR RD,Djitsun Mall,1.7152027183020881,3
349 CORPORATION DR,Taman Jurong Shopping Centre,0.5377342238185243,3
856F TAMPINES ST 82,Our Tampines Hub,0.27802412650744696,5
448 ANG MO KIO AVE 10,AMK Hub,0.9071700130471204,2
503B CANBERRA LINK,Sun Plaza,0.3747276101733694,3
321A ANCHORVALE DR,Compass One,0.40087688362243346,7
354B ADMIRALTY DR,Sun Plaza,0.2554619904594686,3
677 CHOA CHU KANG CRES,Yew Tee Square,0.4224167104277451,4
275D JURONG WEST ST 25,Gek Poh Shopping Centre,0.749924279588641,4
104B DEPOT RD,IMM,0.7924159653074785,6
604 SENJA RD,Bukit Panjang Plaza,0.2330896255457819,8
61 LOR 5 TOA PAYOH,HDB Hub,0.7324993365167836,5
213B PUNGGOL WALK,Waterway Point,0.7567276258305594,6
441 SIN MING AVE,Thomson Plaza,0.5495431901043314,1
330 TAMPINES ST 32,Eastpoint Mall,1.390993437057684,5
126 ALJUNIED RD,Paya Lebar Square,1.28336978761296,4
509 TAMPINES CTRL 1,Tampines 1,0.10730260499676338,6
136 BEDOK RESERVOIR RD,Djitsun Mall,1.9786424599925403,2
555 ANG MO KIO AVE 10,AMK Hub,0.9718382969294058,2
126 MARSILING RISE,Marsiling Mall,0.5134152981179809,3
216 PASIR RIS ST 21,Loyang Point,0.49890686189838857,3
245 COMPASSVALE RD,Compass One,0.4893000972101918,7
206B COMPASSVALE LANE,Compass One,0.5588034748415303,8
124 PAYA LEBAR WAY,Paya Lebar Square,1.0953326127054943,4
163 BISHAN ST 13,Junction 8,0.9048243558809611,2
419 BT BATOK WEST AVE 2,West Mall,1.3262581174969572,3
101 BISHAN ST 12,Junction 8,0.5875238466739111,3
231 ANG MO KIO AVE 3,Broadway Plaza,1.011599033401335,3
501 BISHAN ST 11,Junction 8,0.20719840049795804,2
115 POTONG PASIR AVE 1,NEX,1.7924173829628913,2
318A ANCHORVALE LINK,Compass One,0.6123047965660338,7
664A JURONG WEST ST 64,Jurong Point,0.3668699388028273,5
508 WEST COAST DR,321 Clementi,0.35830099979338476,5
106 BISHAN ST 12,Junction 8,0.45488063910846577,2
158 JLN TECK WHYE,Junction 10,0.34916594126851136,9
707 PASIR RIS DR 10,Elias Mall,0.5172838191323234,3
266 YISHUN ST 22,Junction 9,0.5369308393715002,4
494D TAMPINES ST 43,White Sands,1.0356820271771898,7
119 BEDOK NTH RD,East Village,0.8552551142676563,5
340 UBI AVE 1,Singapore Post Centre (Singpost Centre),1.1115175839211617,4
339B KANG CHING RD,Taman Jurong Shopping Centre,0.37761955224395466,3
547 SERANGOON NTH AVE 3,Hougang 1,1.002564146984106,3
461 PASIR RIS DR 4,Loyang Point,0.8260827618387651,3
166A TECK WHYE CRES,Teck Whye Shopping Centre,0.36430761829969716,11
208 PETIR RD,Fajar Shopping Centre,1.194486729194421,7
111 HOUGANG AVE 1,Heartland Mall,0.6295205112317573,4
702 YISHUN AVE 5,Northpoint City,0.7577630623350966,5
185 TOA PAYOH CTRL,HDB Hub,0.3300085234738519,6
253 PASIR RIS ST 21,Loyang Point,0.22696740698795814,3
717 BEDOK RESERVOIR RD,Djitsun Mall,1.35297263763538,4
296A CHOA CHU KANG AVE 2,Sunshine Place,0.2302400798705458,5
259A PUNGGOL FIELD,Waterway Point,0.7982270299832462,4
165 TAMPINES ST 12,Tampines Mall,0.3893331373442826,6
143 JLN BT MERAH,Tiong Bahru Plaza,1.0112307497144344,8
183A RIVERVALE CRES,Rivervale Mall,0.38929024076956753,6
207 YISHUN ST 21,Northpoint City,0.36505695394773685,5
491A TAMPINES AVE 9,White Sands,1.176433296865743,7
410 HOUGANG AVE 10,Hougang Mall,0.19245619206312833,7
841 JURONG WEST ST 81,Pioneer Mall,0.5690964758746222,3
617 ANG MO KIO AVE 4,Broadway Plaza,1.076113472825912,2
664 JLN DAMAI,Singapore Post Centre (Singpost Centre),2.3161345920493184,0
117 BEDOK RESERVOIR RD,Singapore Post Centre (Singpost Centre),2.0793313767144554,0
688F WOODLANDS DR 75,Admiralty Place,0.8373609603754439,5
211 PETIR RD,Fajar Shopping Centre,1.1794488808316803,6
541 BT BATOK ST 52,West Mall,0.510722507312022,3
180C RIVERVALE CRES,Punggol Plaza,0.6367265636650792,5
208A PUNGGOL PL,Waterway Point,0.5728617990408601,6
207B COMPASSVALE LANE,Rivervale Plaza,0.40556280571938663,8
8 JLN BT HO SWEE,Tiong Bahru Plaza,0.5535691971829108,24
466A SEMBAWANG DR,Sun Plaza,1.0109310026842178,2
252 BT BATOK EAST AVE 5,West Mall,0.9149227667204801,3
251 JURONG EAST ST 24,Westgate,1.0445322961128267,5
265A PUNGGOL WAY,Waterway Point,0.4008958839875156,4
38 CIRCUIT RD,Paya Lebar Square,1.2537203229640712,4
859 YISHUN AVE 4,Wisteria Mall,0.2199858843861728,3
414 C'WEALTH AVE WEST,321 Clementi,0.7433175878716534,7
295B COMPASSVALE CRES,Rivervale Mall,0.8037545775284726,6
512 BEDOK NTH AVE 2,Djitsun Mall,0.8101340392975674,5
54 JLN MA'MOR,Zhongshan Mall,1.092649121488998,7
658B JURONG WEST ST 65,Pioneer Mall,0.7008464425110764,4
426 BEDOK NTH RD,Djitsun Mall,0.4200574482120854,5
507 JELAPANG RD,Greenridge Shopping Centre,0.23319588181626366,6
147 RIVERVALE CRES,Rivervale Mall,0.22547191733701477,6
237 BT PANJANG RING RD,Fajar Shopping Centre,0.6028380066354514,6
157 ANG MO KIO AVE 4,Broadway Plaza,0.8214629289039309,2
609 ANG MO KIO AVE 4,Broadway Plaza,1.198880340985125,2
422 CHOA CHU KANG AVE 4,Sunshine Place,0.5282811767924728,7
475C UPP SERANGOON CRES,The Midtown,0.7535996428412883,6
527 SERANGOON NTH AVE 4,Hougang 1,0.8704636246801593,5
288E BT BATOK ST 25,West Mall,1.2146193827070073,4
38B BENDEMEER RD,Aperia,1.2302114767054553,4
201 CHOA CHU KANG AVE 1,Teck Whye Shopping Centre,0.39899722530280535,11
176C EDGEFIELD PLAINS,Punggol Plaza,0.6526115375682027,6
51 TELOK BLANGAH DR,IMM,0.235277873075051,7
144 TAMPINES ST 12,Century Square,0.43599681861859796,6
226 ANG MO KIO AVE 1,Broadway Plaza,0.9623116448224582,3
405 SERANGOON AVE 1,NEX,0.34453762753868516,3
357 CLEMENTI AVE 2,Grantral Mall,0.45715332655096597,5
684 RACE COURSE RD,City Square Mall,0.313176580371312,14
137 SERANGOON NTH AVE 2,Hougang 1,1.0018304450068576,6
636A PUNGGOL DR,Oasis Terraces,0.2739723745977768,4
105 GANGSA RD,Bukit Panjang Plaza,0.4225487172290648,7
507 HOUGANG AVE 8,Hougang Mall,0.6801434628563974,6
791 YISHUN AVE 2,Northpoint City,0.8845287322888312,3
525B PASIR RIS ST 51,White Sands,0.40195854147493004,8
505A YISHUN ST 51,Wisteria Mall,0.41008761229500845,3
341B SEMBAWANG CL,Sun Plaza,0.10968087473113626,3
514 PASIR RIS ST 52,Elias Mall,0.4571541934088458,3
228 PASIR RIS ST 21,Loyang Point,0.7258612556937412,3
329 WOODLANDS ST 32,Marsiling Mall,0.36392564152870976,3
661B JURONG WEST ST 64,Jurong Point,0.4187443498852349,5
492D TAMPINES ST 45,White Sands,1.0605625093536344,7
285 YISHUN AVE 6,Junction 9,0.8027426114529956,4
102 PASIR RIS ST 12,Loyang Point,0.7386048614704505,3
459 PASIR RIS DR 4,Loyang Point,0.7394108866229103,3
758 CHOA CHU KANG NTH 5,Limbang Shopping Centre,0.3432205144360712,7
438 TAMPINES ST 43,Tampines 1,0.9767198034089237,8
415 WOODLANDS ST 41,Marsiling Mall,0.8900193055987364,2
681C JURONG WEST CTRL 1,Jurong Point,0.5973171936659568,4
314 HOUGANG AVE 5,The Midtown,0.6399672305391908,4
683 HOUGANG AVE 8,Hougang Green Shopping Mall,0.6832674999404618,6
105 ALJUNIED CRES,Paya Lebar Square,1.0940620321989705,4
509A WELLINGTON CIRCLE,Sun Plaza,0.5552916146289661,3
