flat,hawker,hawker_dist,num_hawker_2km
708 PASIR RIS DR 10,Market Street Food Centre,3.963765507908714,0
623 SENJA RD,Bukit Timah Market,5.384491363093011,0
316 WOODLANDS ST 31,Blks 20/21 Marsiling Lane,1.3215822517753821,4
104 TAMPINES ST 11,Market Street Food Centre,0.2771975034375274,1
357B ADMIRALTY DR,Chong Pang Market & Food Centre,2.366340725821602,0
561 PASIR RIS ST 51,Market Street Food Centre,2.448885267635645,0
744 JURONG WEST ST 73,Blk 505 Jurong West Street 52,2.197960457772458,0
711 TAMPINES ST 71,Market Street Food Centre,1.63151725241914,1
304 SHUNFU RD,Blk 320 Shunfu Road,0.2318330744047643,2
340 TAMPINES ST 33,Market Street Food Centre,1.7922734464980201,1
131 BT BATOK WEST AVE 6,Market Street Food Centre,1.2299972171650293,1
327 ANG MO KIO AVE 3,Blk 724 Ang Mo Kio Ave 6,0.5712424173124812,3
306 CHOA CHU KANG AVE 4,Market Street Food Centre,4.6163005738954705,0
200 BOON LAY DR,Blk 505 Jurong West Street 52,0.844206726221328,3
665 CHOA CHU KANG CRES,Blks 20/21 Marsiling Lane,5.474714674668795,0
661 HOUGANG AVE 4,Market Street Food Centre,1.690064166786453,2
129 BEDOK RESERVOIR RD,Blk 538 Bedok North Street 3,1.4502873377098378,2
122 LOR 2 TOA PAYOH,Blk 93 Toa Payoh Lorong 4,0.38817372505708014,4
171 HOUGANG AVE 1,Market Street Food Centre,0.9457380236733743,2
49 KIM PONG RD,Tiong Bahru Market,0.22164254989993243,14
639 WOODLANDS RING RD,Chong Pang Market & Food Centre,2.8514897012567,0
641A PUNGGOL DR,Market Street Food Centre,5.557988446140682,0
404B FERNVALE LANE,Chomp Chomp Food Centre,2.77275886578698,0
268 BT BATOK EAST AVE 4,Bukit Timah Market,2.162439910947358,0
951 HOUGANG AVE 9,Chomp Chomp Food Centre,1.8139159041071165,2
109 SPOTTISWOODE PK RD,Blk 6 Tanjong Pagar Plaza,0.7792125987315185,11
211 BOON LAY PL,Blk 505 Jurong West Street 52,0.5082493627893527,3
502A WELLINGTON CIRCLE,Chong Pang Market & Food Centre,2.2399419437440358,0
203B COMPASSVALE RD,Market Street Food Centre,3.223361331494331,0
38 JLN RUMAH TINGGI,ABC Brickworks Market & Food Centre,0.25101448040532953,6
456 SEGAR RD,Bukit Timah Market,5.337595508209878,0
105A EDGEFIELD PLAINS,Market Street Food Centre,4.722433857736767,0
353 HOUGANG AVE 7,Market Street Food Centre,2.0790722866060793,0
827 TAMPINES ST 81,Market Street Food Centre,1.28509805527625,2
626 PASIR RIS DR 3,Market Street Food Centre,3.7824664416922986,0
258 ANG MO KIO AVE 4,Sembawang Hill Food Centre,0.8815490481690245,3
251 HOUGANG AVE 3,Market Street Food Centre,0.6267906106746111,2
650 SENJA LINK,Bukit Timah Market,5.4201891883428255,0
348C YISHUN AVE 11,Chong Pang Market & Food Centre,1.6116793077865998,2
325 HOUGANG AVE 7,Market Street Food Centre,1.707743725941487,2
409 PASIR RIS DR 6,Market Street Food Centre,3.1859543719808747,0
41 STIRLING RD,Tanglin Halt Market,0.5153257179344042,5
564 CHOA CHU KANG ST 52,Market Street Food Centre,5.7991713287659,0
106 RIVERVALE WALK,Market Street Food Centre,3.035297447216839,0
424 JURONG WEST AVE 1,Blk 505 Jurong West Street 52,0.7334117394471215,4
114 BEDOK RESERVOIR RD,Blk 4A Eunos Crescent,1.2856081502509675,2
673B EDGEFIELD PLAINS,Market Street Food Centre,5.9797981974352465,0
887A WOODLANDS DR 50,Blks 20/21 Marsiling Lane,1.9961900939843136,2
520C TAMPINES CTRL 8,Market Street Food Centre,1.328332466444689,1
65 MARINE DR,Blk 50A Marine Terrace,0.7201776489996894,4
394 BT BATOK WEST AVE 5,Market Street Food Centre,3.023630872406193,0
443B FERNVALE RD,Chomp Chomp Food Centre,3.0920659844213736,0
312B SUMANG LINK,Market Street Food Centre,6.000848274377669,0
650A JURONG WEST ST 61,Blk 505 Jurong West Street 52,2.7203057198907286,0
30 MARINE CRES,Blk 50A Marine Terrace,0.5397394308525021,3
419 HOUGANG AVE 8,Market Street Food Centre,2.121074757598588,0
617A PUNGGOL DR,Market Street Food Centre,5.573450534959588,0
612 JURONG WEST ST 65,Blk 505 Jurong West Street 52,2.2799773264503354,0
19 JOO SENG RD,Blks 79/79A Circuit Road,1.0121552227837716,4
124 BEDOK NTH RD,Blk 58 New Upper Changi Road,0.6151210692001065,8
551 HOUGANG ST 51,Market Street Food Centre,2.2060053564206887,0
542 PASIR RIS ST 51,Market Street Food Centre,2.7041623522719473,0
501 JELAPANG RD,Bukit Timah Market,4.894144743379484,0
102B PUNGGOL FIELD,Market Street Food Centre,4.921047642245706,0
207D PUNGGOL PL,Market Street Food Centre,4.906141129003633,0
356 TAMPINES ST 33,Market Street Food Centre,2.1048594175540876,0
690A CHOA CHU KANG CRES,Blks 20/21 Marsiling Lane,5.314399604744111,0
174 BISHAN ST 13,Blk 210 Toa Payoh Lorong 8,0.8861953009903615,5
833 WOODLANDS ST 83,Blks 20/21 Marsiling Lane,1.5413952353203961,4
472C FERNVALE ST,Chomp Chomp Food Centre,3.9027290288514354,0
245 BISHAN ST 22,Blk 320 Shunfu Road,1.2014243353928,3
543 BEDOK NTH ST 3,Blk 538 Bedok North Street 3,0.2624061957081676,6
339 CLEMENTI AVE 5,Blk 353 Clementi Ave 2,0.6170827442840848,3
237 HOUGANG ST 21,Market Street Food Centre,0.4086039655794957,2
143 BEDOK RESERVOIR RD,Blk 538 Bedok North Street 3,1.4158840328533875,2
27 CHAI CHEE RD,Blk 208B New Upper Changi Road,0.7901385055864106,7
701 HOUGANG AVE 2,Market Street Food Centre,0.8900088301995107,2
617D PUNGGOL DR,Market Street Food Centre,5.564322581926314,0
491H TAMPINES ST 45,Market Street Food Centre,2.1910118855499707,0
305 BT BATOK ST 31,Market Street Food Centre,1.9429929607605763,1
403 WOODLANDS ST 41,Blks 20/21 Marsiling Lane,1.503335007440172,4
418 SERANGOON CTRL,Market Street Food Centre,1.588787650035959,4
14 TAMAN HO SWEE,Tiong Bahru Market,0.3118683733925498,14
158A RIVERVALE CRES,Market Street Food Centre,4.011355177614688,0
259 JURONG EAST ST 24,Market Street Food Centre,0.236781877911667,1
654 YISHUN AVE 4,Chong Pang Market & Food Centre,1.6304418181037108,2
440A FERNVALE LINK,Chomp Chomp Food Centre,3.4753100218373603,0
934 JURONG WEST ST 91,Blk 505 Jurong West Street 52,3.4062344907910087,0
670 WOODLANDS DR 71,Blks 20/21 Marsiling Lane,2.51948250925176,0
670A CHOA CHU KANG CRES,Blks 20/21 Marsiling Lane,5.571610066609897,0
985B BUANGKOK CRES,Chomp Chomp Food Centre,2.387030151494608,0
11 CANTONMENT CL,Blk 6 Tanjong Pagar Plaza,0.45815254342576794,10
269D COMPASSVALE LINK,Market Street Food Centre,2.9452887746580965,0
116 BT MERAH VIEW,Blk 115 Bukit Merah View,0.06492884632608757,8
227 BT BATOK CTRL,Market Street Food Centre,1.8249993824821,1
209 BOON LAY PL,Blk 505 Jurong West Street 52,0.544297753914608,3
630 PASIR RIS DR 3,Market Street Food Centre,3.62519529513697,0
864 YISHUN AVE 4,Chong Pang Market & Food Centre,2.0367414733288447,0
731 CLEMENTI WEST ST 2,Blk 726 Clementi West Street 2,0.18228570609866454,3
524 BEDOK NTH ST 3,Market Street Food Centre,0.16964340715508575,8
357 WOODLANDS AVE 5,Blks 20/21 Marsiling Lane,1.408275185247435,4
2A GEYLANG SERAI,Geylang Serai Market,0.039330048822993735,10
659 WOODLANDS RING RD,Blks 20/21 Marsiling Lane,2.581813953141669,0
104 PASIR RIS ST 12,Market Street Food Centre,2.911160083346313,0
1E CANTONMENT RD,Blk 6 Tanjong Pagar Plaza,0.22379852456224347,10
453 JURONG WEST ST 42,Blk 505 Jurong West Street 52,0.21815928707472357,3
694 HOUGANG ST 61,Market Street Food Centre,1.8876474983168599,2
17 TOH YI DR,Bukit Timah Market,0.39355706179255184,1
521 WOODLANDS DR 14,Blks 20/21 Marsiling Lane,2.112421250260253,0
353 KANG CHING RD,Taman Jurong Market & Food Centre,0.5773675786320324,4
529 HOUGANG AVE 6,Market Street Food Centre,1.883338087182535,2
242 KIM KEAT LINK,Blk 75 Toa Payoh Lorong 5,0.7474181283904685,4
336 ANG MO KIO AVE 1,Blk 409 Ang Mo Kio Ave 10,0.4093039436447532,4
51 CHAI CHEE ST,Blk 538 Bedok North Street 3,0.46578752086225633,6
45 TEBAN GDNS RD,Market Street Food Centre,2.620150935001948,0
42 HOLLAND DR,Holland Village Market & Food Centre,0.41494739571055633,4
117 SERANGOON NTH AVE 1,Chomp Chomp Food Centre,0.6327665960654346,5
56 C'WEALTH DR,Tanglin Halt Market,0.3422865917394179,6
358 BT BATOK ST 31,Market Street Food Centre,2.4447291837733593,0
196 PASIR RIS ST 12,Market Street Food Centre,2.8523747959027013,0
318 WOODLANDS ST 31,Blks 20/21 Marsiling Lane,1.2813655432660145,4
749 WOODLANDS CIRCLE,Blks 20/21 Marsiling Lane,1.919528991140691,4
5 TIONG BAHRU RD,Tiong Bahru Market,0.14330393116652812,14
726 WOODLANDS CIRCLE,Blks 20/21 Marsiling Lane,2.5011550220824454,0
485 PASIR RIS DR 4,Blks 2 & 3 Changi Village Road,3.465761509325686,0
471B FERNVALE ST,Chomp Chomp Food Centre,3.8886477817241745,0
222 LOR 8 TOA PAYOH,Blk 210 Toa Payoh Lorong 8,0.21513835930585404,3
466 HOUGANG AVE 8,Market Street Food Centre,1.919910297242092,2
987C JURONG WEST ST 93,Taman Jurong Market & Food Centre,2.949792409014818,0
563 HOUGANG ST 51,Market Street Food Centre,2.3219835784286214,0
786 YISHUN RING RD,Chong Pang Market & Food Centre,1.1927200812965202,2
556 WOODLANDS DR 53,Blks 20/21 Marsiling Lane,2.4149389268306725,0
84A LOR 2 TOA PAYOH,Blk 93 Toa Payoh Lorong 4,0.4351033326550387,3
624 ANG MO KIO AVE 4,Blk 724 Ang Mo Kio Ave 6,1.2641875032456455,2
270 BANGKIT RD,Bukit Timah Market,4.08396131209326,0
12 JLN BT MERAH,ABC Brickworks Market & Food Centre,0.1388912415985351,5
606 YISHUN ST 61,Chong Pang Market & Food Centre,1.4292728066591338,2
255 YISHUN RING RD,Chong Pang Market & Food Centre,1.3998292297940014,2
766 BEDOK RESERVOIR VIEW,Market Street Food Centre,0.688232036225041,8
765 WOODLANDS CIRCLE,Blks 20/21 Marsiling Lane,2.204594441598526,0
436A FERNVALE RD,Chomp Chomp Food Centre,3.340068556666113,0
236 YISHUN RING RD,Chong Pang Market & Food Centre,1.1905228970966253,2
330 TAH CHING RD,Taman Jurong Market & Food Centre,0.43422464163838687,4
615 YISHUN RING RD,Chong Pang Market & Food Centre,1.5336106000195524,2
725 BEDOK RESERVOIR RD,Market Street Food Centre,0.5160016375012214,5
148 POTONG PASIR AVE 1,Blk 210 Toa Payoh Lorong 8,1.6784727752658173,2
217 YISHUN ST 21,Chong Pang Market & Food Centre,0.8873316627039477,2
38 DOVER RD,Blk 20 Ghim Moh Road,1.4879068304600747,3
923 JURONG WEST ST 92,Blk 505 Jurong West Street 52,3.3783248664255012,0
26A JLN MEMBINA,Blk 112 Jalan Bukit Merah,0.3381173470654927,9
705 CHOA CHU KANG ST 53,Market Street Food Centre,5.261292972176024,0
417 WOODLANDS ST 41,Blks 20/21 Marsiling Lane,1.6462326181192037,4
716 ANG MO KIO AVE 6,Blk 724 Ang Mo Kio Ave 6,0.10757334919847267,3
57 C'WEALTH DR,Tanglin Halt Market,0.314934472061661,6
173 BISHAN ST 13,Blk 210 Toa Payoh Lorong 8,0.8360014462183002,5
624 HOUGANG AVE 8,Market Street Food Centre,1.2970848634398833,4
310 YISHUN RING RD,Chong Pang Market & Food Centre,1.4274414504544326,2
610 CLEMENTI WEST ST 1,Blk 726 Clementi West Street 2,0.5089012967038926,3
408 BT BATOK WEST AVE 4,Market Street Food Centre,2.4859992864958658,0
690F WOODLANDS DR 75,Chong Pang Market & Food Centre,2.6031846984211855,0
117 SIMEI ST 1,Market Street Food Centre,0.760287282398103,1
234 TAMPINES ST 21,Market Street Food Centre,1.1823313115855487,1
757 WOODLANDS AVE 4,Blks 20/21 Marsiling Lane,1.9528137233116447,4
875 YISHUN ST 81,Chong Pang Market & Food Centre,2.049980345230101,0
204 ANG MO KIO AVE 3,Blk 724 Ang Mo Kio Ave 6,0.6073239375506324,4
841 TAMPINES ST 83,Market Street Food Centre,1.2945989041110193,1
227 SERANGOON AVE 4,Serangoon Garden Market,0.8861258751016189,5
63 C'WEALTH DR,Tanglin Halt Market,0.20441604153723064,6
137 BEDOK RESERVOIR RD,Blk 538 Bedok North Street 3,1.3345561358841824,3
549 ANG MO KIO AVE 10,Blk 409 Ang Mo Kio Ave 10,1.1717595229389122,4
226B ANG MO KIO AVE 1,Blk 724 Ang Mo Kio Ave 6,0.9442466205650247,4
804 HOUGANG CTRL,Market Street Food Centre,1.6287444708655383,2
104 ALJUNIED CRES,Blk 117 Aljunied Ave 2,0.4474840307753152,8
43 BEDOK STH RD,Blk 58 New Upper Changi Road,0.2888815846448578,8
926 HOUGANG ST 91,Market Street Food Centre,1.9620809702073754,2
625A WOODLANDS DR 52,Blks 20/21 Marsiling Lane,2.736501827717111,0
144 LOR 2 TOA PAYOH,Blk 93 Toa Payoh Lorong 4,0.6956469670158263,4
443 SIN MING AVE,Blk 320 Shunfu Road,0.88791259561469,2
714 PASIR RIS ST 72,Market Street Food Centre,4.150366575977792,0
670A JURONG WEST ST 65,Blk 505 Jurong West Street 52,1.839824567208407,1
329 TAMPINES ST 32,Market Street Food Centre,1.7823393617096073,1
547 HOUGANG ST 51,Market Street Food Centre,2.3372171113430857,0
277D COMPASSVALE LINK,Market Street Food Centre,2.66140745304653,0
256 YISHUN RING RD,Chong Pang Market & Food Centre,1.3173122549475353,2
631 YISHUN ST 61,Chong Pang Market & Food Centre,1.8326403313044894,2
334 CLEMENTI AVE 2,Blk 353 Clementi Ave 2,0.290758497664595,3
411 WOODLANDS ST 41,Blks 20/21 Marsiling Lane,1.7148497398644382,4
562 PASIR RIS ST 51,Market Street Food Centre,2.4928568503974446,0
52 SIMS PL,Blk 117 Aljunied Ave 2,0.8358765300441616,8
920 JURONG WEST ST 92,Blk 505 Jurong West Street 52,3.5248529634401513,0
404 TAMPINES ST 41,Market Street Food Centre,1.324510206078849,1
502 WOODLANDS DR 14,Blks 20/21 Marsiling Lane,2.000273391251304,0
846 TAMPINES ST 82,Market Street Food Centre,1.1942849285059085,1
302 WOODLANDS ST 31,Blks 20/21 Marsiling Lane,1.3499238787473073,4
513 WELLINGTON CIRCLE,Chong Pang Market & Food Centre,2.629197725603965,0
153 BISHAN ST 13,Blk 210 Toa Payoh Lorong 8,0.6498839473431849,4
339 HOUGANG AVE 7,Market Street Food Centre,1.8434891368656319,2
126A EDGEDALE PLAINS,Market Street Food Centre,4.785842795124566,0
513 BT BATOK ST 52,Market Street Food Centre,1.9876802710876493,1
331 BT BATOK ST 33,Market Street Food Centre,2.475011519082929,0
413 WOODLANDS ST 41,Blks 20/21 Marsiling Lane,1.795022696538792,4
444 SIN MING AVE,Blk 320 Shunfu Road,0.8932540229064382,2
443 TAMPINES ST 43,Market Street Food Centre,1.6583501246792174,1
766 WOODLANDS CIRCLE,Blks 20/21 Marsiling Lane,2.2295035046608906,0
988C JURONG WEST ST 93,Taman Jurong Market & Food Centre,2.867768070103867,0
107 ANG MO KIO AVE 4,Sembawang Hill Food Centre,0.939932565889873,2
523 CHOA CHU KANG ST 51,Blk 505 Jurong West Street 52,5.2626713682130815,0
560 HOUGANG ST 51,Market Street Food Centre,2.3752765690600945,0
101B PUNGGOL FIELD,Market Street Food Centre,4.829272823997019,0
269C COMPASSVALE LINK,Market Street Food Centre,2.9334359799981033,0
990A JURONG WEST ST 93,Taman Jurong Market & Food Centre,2.9430252875882994,0
434 ANG MO KIO AVE 10,Blk 409 Ang Mo Kio Ave 10,0.6051780203106065,4
5 GHIM MOH RD,Blk 20 Ghim Moh Road,0.1972893242350786,5
207A PUNGGOL PL,Market Street Food Centre,4.8488871612005084,0
429 ANG MO KIO AVE 3,Blk 409 Ang Mo Kio Ave 10,0.7317440756341478,4
260B PUNGGOL WAY,Market Street Food Centre,5.190828619636853,0
138D YUAN CHING RD,Taman Jurong Market & Food Centre,0.7057033048206622,2
408 BEDOK NTH AVE 2,Blk 216 Bedok North Street 1,0.17039690983646663,7
173A PUNGGOL FIELD,Market Street Food Centre,4.9291268495364085,0
32 JLN BAHAGIA,Blk 75 Toa Payoh Lorong 5,1.229064701445434,4
842G TAMPINES ST 82,Market Street Food Centre,1.084563918198678,1
602 ELIAS RD,Market Street Food Centre,3.4844505311756553,0
423 PASIR RIS DR 6,Market Street Food Centre,2.924947827765697,0
606 WOODLANDS RING RD,Blks 20/21 Marsiling Lane,2.3537242332814228,0
11 JOO SENG RD,Blks 79/79A Circuit Road,1.0623957182680448,4
867 TAMPINES ST 83,Market Street Food Centre,1.5621111202578992,1
160 WOODLANDS ST 13,Blks 20/21 Marsiling Lane,1.1414489889178054,4
558 CHOA CHU KANG NTH 6,Market Street Food Centre,5.799923261662977,0
362 CLEMENTI AVE 2,Blk 353 Clementi Ave 2,0.21585619107786697,3
404 WOODLANDS ST 41,Blks 20/21 Marsiling Lane,1.5405774319706922,4
803 WOODLANDS ST 81,Blks 20/21 Marsiling Lane,1.165338293876606,4
236 HOUGANG AVE 1,Market Street Food Centre,0.3498154996341033,2
571 HOUGANG ST 51,Market Street Food Centre,2.1689603353546567,0
175C YUNG KUANG RD,Taman Jurong Market & Food Centre,0.19965216041382594,3
838 TAMPINES ST 82,Market Street Food Centre,1.1680200492351707,1
317 BT BATOK ST 32,Market Street Food Centre,2.1843747531835938,0
902 TAMPINES AVE 4,Market Street Food Centre,0.8540484723916691,1
110 DEPOT RD,ABC Brickworks Market & Food Centre,0.6305227610606156,5
782C WOODLANDS CRES,Blks 20/21 Marsiling Lane,2.9521106765674587,0
637C PUNGGOL DR,Market Street Food Centre,5.479000534039082,0
301A ANCHORVALE DR,Market Street Food Centre,3.368473406182235,0
21 EUNOS CRES,Blk 4A Eunos Crescent,0.5316479801804277,6
39 TEBAN GDNS RD,Market Street Food Centre,2.511227889230365,0
417 TAMPINES ST 41,Market Street Food Centre,1.4676860660376365,1
165 YISHUN RING RD,Chong Pang Market & Food Centre,0.5879090766060061,2
10B BEDOK STH AVE 2,Blk 16 Bedok South Road,0.21172072321401406,8
325 YISHUN CTRL,Chong Pang Market & Food Centre,1.5482892450503174,2
316B ANCHORVALE LINK,Market Street Food Centre,3.7447412680228735,0
357 YISHUN RING RD,Chong Pang Market & Food Centre,2.0521450559662537,0
3 DELTA AVE,Beo Crescent Market,0.31613731649284305,8
430 HOUGANG AVE 6,Market Street Food Centre,1.9647042724632489,2
417 CANBERRA RD,Chong Pang Market & Food Centre,2.429429436692878,0
619A PUNGGOL DR,Market Street Food Centre,5.577859659161267,0
271D JURONG WEST ST 24,Blk 505 Jurong West Street 52,1.507431680359229,1
587 ANG MO KIO AVE 3,Blk 724 Ang Mo Kio Ave 6,0.6942212510230412,4
616 YISHUN RING RD,Chong Pang Market & Food Centre,1.4961041113875846,2
41 CAMBRIDGE RD,Pek Kio Market & Food Centre,0.09184634003751121,8
160 JLN TECK WHYE,Market Street Food Centre,4.612184974309185,0
761 BEDOK RESERVOIR VIEW,Market Street Food Centre,0.48947834578318017,8
758 JURONG WEST ST 74,Blk 505 Jurong West Street 52,2.0151581534992298,0
455 TAMPINES ST 42,Market Street Food Centre,1.6471449575339727,1
11 MARSILING DR,Blks 20/21 Marsiling Lane,0.3535468944982639,4
650 HOUGANG AVE 8,Market Street Food Centre,1.5351350683217482,4
130 POTONG PASIR AVE 1,Blk 210 Toa Payoh Lorong 8,1.3498966360218452,3
210 TAMPINES ST 23,Market Street Food Centre,1.3870696599392525,1
2 DOVER RD,Blk 20 Ghim Moh Road,1.0476937988644537,5
612 BEDOK RESERVOIR RD,Blk 538 Bedok North Street 3,1.0178358827107625,5
839 WOODLANDS ST 82,Blks 20/21 Marsiling Lane,1.6206002588916488,4
408 FAJAR RD,Bukit Timah Market,4.7346206470078975,0
629 YISHUN ST 61,Chong Pang Market & Food Centre,1.7842210699849668,2
17 CANTONMENT CL,Blk 6 Tanjong Pagar Plaza,0.48080743280978644,10
191 BOON LAY DR,Blk 505 Jurong West Street 52,0.9545919962798706,3
310A PUNGGOL WALK,Market Street Food Centre,5.7419480005651815,0
346 TAMPINES ST 33,Market Street Food Centre,2.089990563719541,0
241 YISHUN RING RD,Chong Pang Market & Food Centre,1.1929113135280558,2
107 SERANGOON NTH AVE 1,Chomp Chomp Food Centre,0.7479847663120173,3
418 HOUGANG AVE 8,Market Street Food Centre,2.1382629932349797,0
253 ANG MO KIO ST 21,Sembawang Hill Food Centre,0.70852038585438,3
266 BT BATOK EAST AVE 4,Bukit Timah Market,2.088212802039513,0
615 WOODLANDS AVE 4,Blks 20/21 Marsiling Lane,2.4183179814204196,0
166 TAMPINES ST 12,Market Street Food Centre,0.39338636848022795,1
526 BEDOK NTH ST 3,Market Street Food Centre,0.20139967278098872,7
434 JURONG WEST ST 42,Blk 505 Jurong West Street 52,0.5641659115252308,4
94 GEYLANG BAHRU,Blks 79/79A Circuit Road,1.5483374990505763,5
1 TOH YI DR,Bukit Timah Market,0.1672523064141896,1
423 FAJAR RD,Bukit Timah Market,5.120451732439302,0
636 BEDOK RESERVOIR RD,Blk 4A Eunos Crescent,1.1844883167776963,2
75 BEDOK NTH RD,Blk 58 New Upper Changi Road,0.43426443954834637,9
211 YISHUN ST 21,Chong Pang Market & Food Centre,1.0988988544264997,2
430 CHOA CHU KANG AVE 4,Market Street Food Centre,4.481944262832552,0
405 YISHUN AVE 6,Chong Pang Market & Food Centre,2.3778514195440046,0
840 YISHUN ST 81,Chong Pang Market & Food Centre,1.8344301056069159,2
324C SENGKANG EAST WAY,Market Street Food Centre,3.752652842181137,0
870 YISHUN ST 81,Chong Pang Market & Food Centre,2.300943041653924,0
225 PENDING RD,Bukit Timah Market,3.992563702635538,0
141 MARSILING RD,Blks 20/21 Marsiling Lane,0.6718577736976925,4
547 PASIR RIS ST 51,Market Street Food Centre,2.742123504356317,0
449 ANG MO KIO AVE 10,Blk 409 Ang Mo Kio Ave 10,0.5658017398850924,4
334 TAMPINES ST 32,Market Street Food Centre,1.971222212623572,1
332 BT BATOK ST 32,Market Street Food Centre,2.5172327454990513,0
89 BEDOK NTH ST 4,Market Street Food Centre,0.8380614212410628,8
79B TOA PAYOH CTRL,Blk 93 Toa Payoh Lorong 4,0.4495044385926356,3
122 BT MERAH LANE 1,Alexandra Village Food Centre,0.03677181787392411,6
654 HOUGANG AVE 8,Market Street Food Centre,1.5826521882063274,4
295C COMPASSVALE CRES,Market Street Food Centre,4.499592095028025,0
537 WOODLANDS DR 16,Blks 20/21 Marsiling Lane,2.309794610716587,0
455 HOUGANG AVE 10,Market Street Food Centre,2.284552663054385,0
627 YISHUN ST 61,Chong Pang Market & Food Centre,1.8024766070311928,2
204 CLEMENTI AVE 6,Blk 448 Clementi Ave 3,0.8880381421318002,3
622 ANG MO KIO AVE 9,Blk 724 Ang Mo Kio Ave 6,1.3263601789039505,2
171B EDGEDALE PLAINS,Market Street Food Centre,4.953787603928747,0
411 EUNOS RD 5,Geylang Serai Market,0.28040050764258534,9
114 POTONG PASIR AVE 1,Blk 210 Toa Payoh Lorong 8,1.0127846079028464,3
33 EUNOS CRES,Blk 4A Eunos Crescent,0.3928280016256542,8
374 BT BATOK ST 31,Market Street Food Centre,2.156673141108789,0
639 HOUGANG AVE 8,Market Street Food Centre,1.4432136610026856,4
429 PASIR RIS DR 6,Market Street Food Centre,3.006383288495345,0
182 EDGEFIELD PLAINS,Market Street Food Centre,5.10743350761713,0
777 PASIR RIS ST 71,Market Street Food Centre,3.3341396956298968,0
132 JLN BT MERAH,Blk 112 Jalan Bukit Merah,0.2909112585807886,11
320 JURONG EAST ST 31,Market Street Food Centre,0.9319789867931415,4
673 WOODLANDS DR 71,Blks 20/21 Marsiling Lane,2.594991183454784,0
711 JURONG WEST ST 71,Blk 505 Jurong West Street 52,2.639641952669444,0
230 HOUGANG AVE 1,Market Street Food Centre,0.2550619866715216,2
579 HOUGANG AVE 4,Market Street Food Centre,2.205058421414394,0
613B BEDOK RESERVOIR RD,Blk 538 Bedok North Street 3,0.7712527252747415,4
2C BOON TIONG RD,Tiong Bahru Market,0.20332091608729616,14
278 TOH GUAN RD,Market Street Food Centre,0.9983212926579861,1
662 HOUGANG AVE 4,Market Street Food Centre,1.748394153557823,2
302 JURONG EAST ST 32,Market Street Food Centre,0.3982941392986223,4
233 SIMEI ST 4,Market Street Food Centre,1.3197861890990545,1
953 JURONG WEST ST 91,Blk 505 Jurong West Street 52,3.172805730306998,0
620 BT BATOK CTRL,Market Street Food Centre,1.3592022716356926,1
735 WOODLANDS CIRCLE,Blks 20/21 Marsiling Lane,2.254860125800017,0
332 TAH CHING RD,Taman Jurong Market & Food Centre,0.4683283164051636,4
749 JURONG WEST ST 73,Blk 505 Jurong West Street 52,2.2744720365288598,0
59 STRATHMORE AVE,ABC Brickworks Market & Food Centre,0.7723559822048286,7
20 JOO SENG RD,Blks 79/79A Circuit Road,0.9354839821491768,4
645 YISHUN ST 61,Chong Pang Market & Food Centre,1.5548477467405077,2
65 JLN MA'MOR,Blk 75 Toa Payoh Lorong 5,1.0237527926373449,4
411 BEDOK NTH AVE 2,Blk 216 Bedok North Street 1,0.2312461877691919,7
110 PASIR RIS ST 11,Market Street Food Centre,2.8567207494071485,0
420 CHOA CHU KANG AVE 4,Market Street Food Centre,4.215165704965615,0
109 C'WEALTH CRES,Commonwealth Crescent Market,0.16031369173515012,4
632 ANG MO KIO AVE 4,Blk 724 Ang Mo Kio Ave 6,1.0334037713871291,2
336A YISHUN ST 31,Chong Pang Market & Food Centre,1.8091566040296634,2
97 BEDOK NTH AVE 4,Blk 58 New Upper Changi Road,0.9874900981376457,8
233 BAIN ST,Market Street Food Centre,0.46638050602980874,11
229 BISHAN ST 23,Blk 320 Shunfu Road,1.181147529672752,3
534 SERANGOON NTH AVE 4,Chomp Chomp Food Centre,1.4198777418995705,2
884 TAMPINES ST 83,Market Street Food Centre,1.4572052745761497,1
336 WOODLANDS AVE 1,Blks 20/21 Marsiling Lane,1.5403743643146468,4
357A ADMIRALTY DR,Chong Pang Market & Food Centre,2.365748271683671,0
725 WOODLANDS AVE 6,Blks 20/21 Marsiling Lane,2.4388545001264714,0
334 KRETA AYER RD,Chinatown Market,0.11665851072018847,12
906 JURONG WEST ST 91,Blk 505 Jurong West Street 52,3.812404569273309,0
433 BT PANJANG RING RD,Bukit Timah Market,5.128570267315988,0
225A JURONG EAST ST 21,Market Street Food Centre,0.19497176516247816,3
42 CIRCUIT RD,Blks 79/79A Circuit Road,0.1567390359050852,6
673A CHOA CHU KANG CRES,Blks 20/21 Marsiling Lane,5.724004818147106,0
404 HOUGANG AVE 10,Market Street Food Centre,1.9595106461299447,2
987C BUANGKOK GREEN,Chomp Chomp Food Centre,2.085300933098529,0
21 JLN MEMBINA,Blk 115 Bukit Merah View,0.41806250461576644,10
510 BT BATOK ST 52,Market Street Food Centre,2.1472403256376773,0
157C RIVERVALE CRES,Market Street Food Centre,3.9822149260428574,0
13 CANTONMENT CL,Blk 6 Tanjong Pagar Plaza,0.3659440996698158,10
922 JURONG WEST ST 92,Blk 505 Jurong West Street 52,3.4547764412699173,0
509 SERANGOON NTH AVE 4,Chomp Chomp Food Centre,1.3296388744881302,4
