flat,hawker,hawker_dist,num_hawker_2km
117 PENDING RD,Bukit Timah Market,4.264334558271261,0
225C COMPASSVALE WALK,Market Street Food Centre,3.533670754082398,0
652 WOODLANDS RING RD,Blks 20/21 Marsiling Lane,2.5957575201457135,0
65 NEW UPP CHANGI RD,Blk 58 New Upper Changi Road,0.166054941796784,8
61A STRATHMORE AVE,ABC Brickworks Market & Food Centre,0.8552398404862093,7
86 TELOK BLANGAH HTS,Blk 11 Telok Blangah Crescent,1.127907285212935,6
210A PUNGGOL PL,Market Street Food Centre,4.803116781844733,0
44 JLN BAHAGIA,Blk 75 Toa Payoh Lorong 5,1.0594913365970855,4
301 SHUNFU RD,Blk 320 Shunfu Road,0.32657490918619847,2
529 JURONG WEST ST 52,Blk 505 Jurong West Street 52,0.28529701469035573,3
838 HOUGANG CTRL,Market Street Food Centre,1.3324660143035942,2
484 PASIR RIS DR 4,Blks 2 & 3 Changi Village Road,3.537833038759848,0
51 NEW UPP CHANGI RD,Blk 58 New Upper Changi Road,0.1447729615110546,8
935 JURONG WEST ST 91,Blk 505 Jurong West Street 52,3.4388947630996745,0
278 BT BATOK EAST AVE 3,Bukit Timah Market,2.2326821461457005,0
486C TAMPINES AVE 9,Market Street Food Centre,2.0229232654456437,0
154 SERANGOON NTH AVE 1,Chomp Chomp Food Centre,0.9783584797805528,4
116 BT BATOK WEST AVE 6,Market Street Food Centre,1.1653297647129637,1
142 MARSILING RD,Blks 20/21 Marsiling Lane,0.7089163093603117,4
291A COMPASSVALE ST,Market Street Food Centre,4.248987624855188,0
212 YISHUN ST 21,Chong Pang Market & Food Centre,1.0040240339199236,2
222 HOUGANG ST 21,Market Street Food Centre,0.4013806890986711,2
480 SEGAR RD,Bukit Timah Market,5.553264559280243,0
772 BEDOK RESERVOIR VIEW,Market Street Food Centre,0.8736374232342291,8
116C RIVERVALE DR,Market Street Food Centre,3.1609947646820205,0
981B BUANGKOK CRES,Chomp Chomp Food Centre,2.339598401543422,0
755 PASIR RIS ST 71,Market Street Food Centre,3.707025859931043,0
342 CHOA CHU KANG LOOP,Market Street Food Centre,4.570744888755051,0
656 SENJA RD,Bukit Timah Market,5.459892144200011,0
642A PUNGGOL DR,Market Street Food Centre,5.504143521263394,0
852 YISHUN ST 81,Chong Pang Market & Food Centre,1.9362996756837243,2
473 SEMBAWANG DR,Chong Pang Market & Food Centre,2.5155712594295734,0
913 JURONG WEST ST 91,Blk 505 Jurong West Street 52,3.5408443820643885,0
182 STIRLING RD,Tanglin Halt Market,0.9885667317237611,4
249 HOUGANG AVE 3,Market Street Food Centre,0.6530670482680941,2
106 SPOTTISWOODE PK RD,Blk 6 Tanjong Pagar Plaza,1.0682919887294606,13
533 JURONG WEST ST 52,Blk 505 Jurong West Street 52,0.23561008341134973,3
554 CHOA CHU KANG NTH 6,Blk 505 Jurong West Street 52,5.835328245460613,0
153 PASIR RIS ST 13,Market Street Food Centre,2.823314199218627,0
919 JURONG WEST ST 91,Blk 505 Jurong West Street 52,3.6232662687015025,0
28 GHIM MOH LINK,Blk 20 Ghim Moh Road,0.4436669925730128,5
150 PETIR RD,Bukit Timah Market,4.264410141726596,0
253 SERANGOON CTRL DR,Serangoon Garden Market,1.1460894946475086,4
98 WHAMPOA DR,Pek Kio Market & Food Centre,0.7417320532505884,6
109B EDGEDALE PLAINS,Market Street Food Centre,4.75438356978355,0
59 LOR 5 TOA PAYOH,Blk 75 Toa Payoh Lorong 5,0.15771919807162,3
9 CANTONMENT CL,Blk 6 Tanjong Pagar Plaza,0.4639778009198207,11
174 WOODLANDS ST 13,Blks 20/21 Marsiling Lane,1.1213014906651115,4
622B PUNGGOL CTRL,Market Street Food Centre,5.312468215873796,0
721 BEDOK RESERVOIR RD,Blk 538 Bedok North Street 3,0.5098942509492604,4
712 CLEMENTI WEST ST 2,Blk 726 Clementi West Street 2,0.2922308871090072,3
259 BOON LAY DR,Blk 505 Jurong West Street 52,1.183516177571496,3
17 JLN TENTERAM,Blk 75 Toa Payoh Lorong 5,1.1469980810860323,4
153 YISHUN ST 11,Chong Pang Market & Food Centre,0.6516103183750591,2
41 TEBAN GDNS RD,Market Street Food Centre,2.4497689792546944,0
122 POTONG PASIR AVE 1,Blk 210 Toa Payoh Lorong 8,1.3818841909575559,3
130 BEDOK NTH ST 2,Blk 216 Bedok North Street 1,0.39393366229939364,7
14 DOVER CL EAST,Blk 20 Ghim Moh Road,0.6604663195274633,5
712 YISHUN AVE 5,Chong Pang Market & Food Centre,0.4124849046014569,2
234 YISHUN ST 21,Chong Pang Market & Food Centre,1.1024031539877392,2
202 TOA PAYOH NTH,Blk 93 Toa Payoh Lorong 4,0.34427869460308824,4
703 TAMPINES ST 71,Market Street Food Centre,1.4441213934190213,1
117A RIVERVALE DR,Market Street Food Centre,3.2365585226488887,0
151 PETIR RD,Bukit Timah Market,4.293063315008733,0
689 JURONG WEST CTRL 1,Blk 505 Jurong West Street 52,1.6927239300356638,3
190 PASIR RIS ST 12,Market Street Food Centre,2.6860788277476004,0
139 PASIR RIS ST 11,Market Street Food Centre,2.574914807519539,0
270 BISHAN ST 24,Blk 320 Shunfu Road,0.7952587664736801,3
98 LOR 1 TOA PAYOH,Blk 93 Toa Payoh Lorong 4,0.14883945293717205,4
126A KIM TIAN RD,Tiong Bahru Market,0.4020838000207029,14
101 JURONG EAST ST 13,Market Street Food Centre,0.7268251678614269,3
304 ANG MO KIO AVE 1,Blk 724 Ang Mo Kio Ave 6,0.6752688881830645,4
432C YISHUN AVE 1,Chong Pang Market & Food Centre,2.3634150978729784,0
501 TAMPINES CTRL 1,Market Street Food Centre,1.0943851234911557,1
664C JURONG WEST ST 64,Taman Jurong Market & Food Centre,2.0826216774257866,0
290B COMPASSVALE CRES,Market Street Food Centre,4.368458035442456,0
115 BT BATOK WEST AVE 6,Market Street Food Centre,1.1547729534479845,1
486A TAMPINES AVE 9,Market Street Food Centre,2.104130698537922,0
937 HOUGANG ST 92,Chomp Chomp Food Centre,1.8329449373250422,4
113 LOR 3 GEYLANG,Kallang Estate Market,1.243059002170134,9
167C SIMEI LANE,Market Street Food Centre,1.6783138940374465,1
849 JURONG WEST ST 81,Blk 505 Jurong West Street 52,3.0115212632962782,0
103 ANG MO KIO AVE 3,Blk 724 Ang Mo Kio Ave 6,0.8134340557655508,2
770 YISHUN AVE 3,Chong Pang Market & Food Centre,0.8876202962731343,2
408 CHOA CHU KANG AVE 3,Market Street Food Centre,4.035174704818279,0
447A JLN KAYU,Chomp Chomp Food Centre,3.1561944200839216,0
250 HOUGANG AVE 3,Market Street Food Centre,0.5858696311084364,2
102 TOWNER RD,Pek Kio Market & Food Centre,1.0308000150780428,6
351 CHOA CHU KANG CTRL,Market Street Food Centre,4.459857890666625,0
938 HOUGANG ST 92,Market Street Food Centre,1.8237447004025855,4
350A YISHUN AVE 11,Chong Pang Market & Food Centre,1.8745916253482948,2
435C FERNVALE RD,Chomp Chomp Food Centre,3.4461782506945253,0
591A MONTREAL LINK,Chong Pang Market & Food Centre,2.100862863599823,0
528 CHOA CHU KANG ST 51,Blk 505 Jurong West Street 52,5.3829306629460385,0
29 MARSILING DR,Blks 20/21 Marsiling Lane,0.4049528196796244,4
701 PASIR RIS DR 10,Market Street Food Centre,3.8513485144612094,0
51 JLN BAHAGIA,Blk 75 Toa Payoh Lorong 5,0.9743108577148886,4
503 TAMPINES CTRL 1,Market Street Food Centre,1.1094290823977073,1
449 YISHUN RING RD,Chong Pang Market & Food Centre,2.0189951425333645,0
415 BEDOK NTH AVE 2,Market Street Food Centre,0.4073400704406111,7
32 TANGLIN HALT RD,Tanglin Halt Market,0.21252229848230159,6
418 CLEMENTI AVE 1,Blk 353 Clementi Ave 2,0.4758546158133659,3
233 CHOA CHU KANG CTRL,Market Street Food Centre,4.189971442901131,0
327 YISHUN RING RD,Chong Pang Market & Food Centre,1.5636810558906025,2
468C FERNVALE LINK,Chomp Chomp Food Centre,3.822289897197033,0
411 C'WEALTH AVE WEST,Blk 353 Clementi Ave 2,0.41502879169642604,3
130 ANG MO KIO AVE 3,Blk 724 Ang Mo Kio Ave 6,0.5534388476848645,3
895 TAMPINES ST 81,Market Street Food Centre,1.4629970065418756,3
230C TAMPINES ST 24,Market Street Food Centre,1.3111524650101172,1
21 QUEEN'S CL,Tanglin Halt Market,0.8418182613632548,4
53 JLN MA'MOR,Blk 75 Toa Payoh Lorong 5,0.9199413079964815,4
437 YISHUN AVE 6,Chong Pang Market & Food Centre,2.391851498299916,0
110 ANG MO KIO AVE 4,Sembawang Hill Food Centre,0.9614837544807554,2
139 MARSILING RD,Blks 20/21 Marsiling Lane,0.6301877424569443,4
84 WHAMPOA DR,Pek Kio Market & Food Centre,1.0851247524439722,5
478 JURONG WEST ST 41,Blk 505 Jurong West Street 52,0.6628450247105333,4
262 SERANGOON CTRL DR,Serangoon Garden Market,1.2581544696321583,4
230 BT BATOK EAST AVE 3,Market Street Food Centre,1.9636034337053534,1
312A SUMANG LINK,Market Street Food Centre,5.936721044412028,0
859 TAMPINES AVE 5,Market Street Food Centre,1.2238669914157185,1
613 CLEMENTI WEST ST 1,Blk 726 Clementi West Street 2,0.3977506731648532,3
219A BEDOK CTRL,Blk 216 Bedok North Street 1,0.1916714918245579,7
36 MOH GUAN TER,Tiong Bahru Market,0.14717107870286064,14
663A JURONG WEST ST 65,Blk 505 Jurong West Street 52,2.2467236500004515,0
726 YISHUN ST 71,Chong Pang Market & Food Centre,0.6059265094493347,2
527D PASIR RIS ST 51,Market Street Food Centre,2.6686672612163256,0
169C PUNGGOL FIELD,Market Street Food Centre,4.9391340944037685,0
219 ANG MO KIO AVE 1,Blk 724 Ang Mo Kio Ave 6,0.9478447163616097,4
780C WOODLANDS CRES,Blks 20/21 Marsiling Lane,2.7486975592507363,0
291D COMPASSVALE ST,Market Street Food Centre,4.3930098775324105,0
45 CHAI CHEE ST,Blk 538 Bedok North Street 3,0.3572997218816798,7
678A JURONG WEST ST 64,Blk 505 Jurong West Street 52,1.642633820970341,1
685B WOODLANDS DR 73,Chong Pang Market & Food Centre,2.670013424733672,0
355 HOUGANG AVE 7,Market Street Food Centre,1.9578139826746561,2
101A PUNGGOL FIELD,Market Street Food Centre,4.832104179007789,0
535 JURONG WEST ST 52,Blk 505 Jurong West Street 52,0.1452801361314241,3
80 LOR 4 TOA PAYOH,Blk 93 Toa Payoh Lorong 4,0.3650068154613805,3
80B LOR 4 TOA PAYOH,Blk 93 Toa Payoh Lorong 4,0.34861582404342245,3
201D PUNGGOL FIELD,Market Street Food Centre,4.863324788681719,0
136 POTONG PASIR AVE 3,Blk 210 Toa Payoh Lorong 8,1.468104651712822,3
321 CLEMENTI AVE 5,Blk 448 Clementi Ave 3,0.43529884336386615,3
465 JURONG WEST ST 41,Blk 505 Jurong West Street 52,0.5326599664472091,4
113 HOUGANG AVE 1,Market Street Food Centre,0.6783857423609209,2
809 WOODLANDS ST 81,Blks 20/21 Marsiling Lane,1.1947195161108812,4
135 CASHEW RD,Bukit Timah Market,3.8916073483516036,0
333B YISHUN ST 31,Chong Pang Market & Food Centre,1.887905963065872,2
13 LOR 7 TOA PAYOH,Blk 210 Toa Payoh Lorong 8,0.6347110012420069,3
29 BALAM RD,Blks 79/79A Circuit Road,0.45129850285182344,6
43 TANGLIN HALT RD,Tanglin Halt Market,0.22558931124568277,6
46 BENDEMEER RD,Berseh Food Centre,0.9871448388435129,8
303 SHUNFU RD,Blk 320 Shunfu Road,0.29510567211797906,2
719 WOODLANDS AVE 6,Blks 20/21 Marsiling Lane,2.559934499314304,0
232 HOUGANG AVE 1,Market Street Food Centre,0.28062264034959317,2
131 LOR AH SOO,Market Street Food Centre,0.8592645921072986,2
266A PUNGGOL WAY,Market Street Food Centre,5.348702204805958,0
175 LOMPANG RD,Bukit Timah Market,4.583534941723902,0
235 BISHAN ST 22,Blk 409 Ang Mo Kio Ave 10,1.0864035490037554,3
47 MOH GUAN TER,Tiong Bahru Market,0.17316562102444788,14
131 RIVERVALE ST,Market Street Food Centre,3.8435907691203792,0
639 CHOA CHU KANG ST 64,Blks 20/21 Marsiling Lane,5.928513674377943,0
347 TAMPINES ST 33,Market Street Food Centre,2.1689448454331255,0
387 TAMPINES ST 32,Market Street Food Centre,1.8972572328297808,1
212A PUNGGOL WALK,Market Street Food Centre,4.741752989713005,0
262 TAMPINES ST 21,Market Street Food Centre,1.131869981484428,1
935 TAMPINES ST 91,Market Street Food Centre,0.36068180914463144,2
113 TECK WHYE LANE,Market Street Food Centre,4.077650426033006,0
357 ADMIRALTY DR,Chong Pang Market & Food Centre,2.39893232569839,0
464 ANG MO KIO AVE 10,Blk 409 Ang Mo Kio Ave 10,0.4706676896252901,4
245 HOUGANG ST 22,Market Street Food Centre,0.6344111684327852,2
714 JURONG WEST ST 71,Blk 505 Jurong West Street 52,2.528091652691663,0
137 PASIR RIS ST 11,Market Street Food Centre,2.5628147365776974,0
337D TAH CHING RD,Taman Jurong Market & Food Centre,0.2929841780994812,4
14A UPP BOON KENG RD,North Bridge Road Market & Food Centre,1.2471500811655833,9
852 TAMPINES ST 82,Market Street Food Centre,1.1856745175487615,1
539 PASIR RIS ST 51,Market Street Food Centre,2.712178543232355,0
60 MARINE DR,Blk 50A Marine Terrace,0.8456615146315769,5
687B CHOA CHU KANG DR,Blks 20/21 Marsiling Lane,5.2166384872793845,0
623 BEDOK RESERVOIR RD,Blk 538 Bedok North Street 3,0.9438984042707841,4
780E WOODLANDS CRES,Blks 20/21 Marsiling Lane,2.764054229890641,0
15 MARINE TER,Blk 50A Marine Terrace,0.22557673151295643,2
467A FERNVALE LINK,Chomp Chomp Food Centre,3.960544272379078,0
290C BT BATOK EAST AVE 3,Bukit Timah Market,2.1517083996614486,0
651 PUNGGOL CTRL,Market Street Food Centre,5.301820207345268,0
984A BUANGKOK LINK,Chomp Chomp Food Centre,2.552158542979209,0
198 PASIR RIS ST 12,Market Street Food Centre,2.903997501039842,0
18B HOLLAND DR,Blk 20 Ghim Moh Road,0.35749599954949424,4
168 BISHAN ST 13,Blk 210 Toa Payoh Lorong 8,0.7893500290977231,5
53 CHAI CHEE ST,Blk 538 Bedok North Street 3,0.6771324654959741,7
94E BEDOK NTH AVE 4,Blk 58 New Upper Changi Road,1.016477914948749,8
257 PASIR RIS ST 21,Market Street Food Centre,3.1711061975757837,0
709 WOODLANDS DR 70,Blks 20/21 Marsiling Lane,2.3400107680631237,0
537 BEDOK NTH ST 3,Blk 538 Bedok North Street 3,0.1262361505415856,6
415 JURONG WEST ST 42,Blk 505 Jurong West Street 52,0.8078931545510942,2
177 YUNG SHENG RD,Taman Jurong Market & Food Centre,0.1422674803525563,3
109 BEDOK NTH RD,Market Street Food Centre,0.4914628455437162,8
496E TAMPINES AVE 9,Market Street Food Centre,1.7931352129127864,1
52 HAVELOCK RD,Beo Crescent Market,0.14034875722173218,11
140 PETIR RD,Bukit Timah Market,4.047575844273265,0
526 HOUGANG AVE 6,Market Street Food Centre,1.7654831608312396,2
32 EUNOS CRES,Blk 4A Eunos Crescent,0.3311530996582222,8
520 WOODLANDS DR 14,Blks 20/21 Marsiling Lane,1.997681237612431,4
804 TAMPINES AVE 4,Market Street Food Centre,0.8032161963568087,2
14 UPP BOON KENG RD,North Bridge Road Market & Food Centre,1.2034038812843526,9
113 JURONG EAST ST 13,Market Street Food Centre,0.6220216431674859,3
223A COMPASSVALE WALK,Market Street Food Centre,3.443799463311006,0
416 SAUJANA RD,Bukit Timah Market,4.893962707885587,0
23 SIN MING RD,Blk 320 Shunfu Road,0.2921118839459315,1
832 WOODLANDS ST 83,Blks 20/21 Marsiling Lane,1.5766958952632615,4
24 EUNOS CRES,Blk 4A Eunos Crescent,0.44069492237690017,8
181 BISHAN ST 13,Blk 210 Toa Payoh Lorong 8,1.0094244250672533,5
4 JLN BT HO SWEE,Tiong Bahru Market,0.2861303800034242,14
29 NEW UPP CHANGI RD,Blk 16 Bedok South Road,0.3870431628553613,8
426D YISHUN AVE 11,Chong Pang Market & Food Centre,2.317624533034739,0
305 SERANGOON AVE 2,Serangoon Garden Market,1.029655864919716,3
413 ANG MO KIO AVE 10,Blk 409 Ang Mo Kio Ave 10,0.20631166274258153,4
330 UBI AVE 1,Blk 4A Eunos Crescent,0.6825037477711884,4
503 JELAPANG RD,Bukit Timah Market,5.044553655638717,0
453 HOUGANG AVE 10,Market Street Food Centre,2.405878947859999,0
272A SENGKANG CTRL,Market Street Food Centre,3.023677906342169,0
585 ANG MO KIO AVE 3,Blk 724 Ang Mo Kio Ave 6,0.674393966161901,4
508 HOUGANG AVE 10,Market Street Food Centre,1.4051300299994318,2
246 BT BATOK EAST AVE 5,Market Street Food Centre,2.301912876828422,0
773 BEDOK RESERVOIR VIEW,Market Street Food Centre,0.8225307182275399,8
632A PUNGGOL DR,Market Street Food Centre,5.511140976967078,0
16 HOLLAND DR,Blk 20 Ghim Moh Road,0.7484800329465174,4
474 PASIR RIS DR 6,Market Street Food Centre,3.4711202916423622,0
657A JURONG WEST ST 65,Taman Jurong Market & Food Centre,2.3644976220354303,0
802 WOODLANDS ST 81,Blks 20/21 Marsiling Lane,1.0306567032529557,4
522C TAMPINES CTRL 7,Market Street Food Centre,1.4686123522751298,1
217 BEDOK NTH ST 1,Blk 216 Bedok North Street 1,0.07415566092310576,7
175C PUNGGOL FIELD,Market Street Food Centre,4.967275629796867,0
113 BEDOK NTH ST 2,Blk 216 Bedok North Street 1,0.41761047702951803,7
49 HOY FATT RD,ABC Brickworks Market & Food Centre,0.40348439209549297,6
577 HOUGANG AVE 4,Market Street Food Centre,2.161898355978114,0
330 JURONG EAST AVE 1,Market Street Food Centre,1.1676943212806277,3
172 GANGSA RD,Bukit Timah Market,4.527887557812238,0
332 ANG MO KIO AVE 1,Blk 409 Ang Mo Kio Ave 10,0.39892084404151235,5
509 ANG MO KIO AVE 8,Blk 724 Ang Mo Kio Ave 6,0.44956482170739603,2
166 BEDOK STH AVE 3,Blk 58 New Upper Changi Road,0.6367928868963798,7
254 YISHUN RING RD,Chong Pang Market & Food Centre,1.3961838892307288,2
173 HOUGANG AVE 1,Market Street Food Centre,1.0391285982914744,2
319 WOODLANDS ST 31,Blks 20/21 Marsiling Lane,1.3205356128783239,4
531 CHOA CHU KANG ST 51,Blk 505 Jurong West Street 52,5.4287134396781545,0
122C SENGKANG EAST WAY,Market Street Food Centre,3.8553731105585674,0
405C FERNVALE LANE,Chomp Chomp Food Centre,2.8649830860577112,0
980A BUANGKOK CRES,Chomp Chomp Food Centre,2.2945070675897163,0
123 BISHAN ST 12,Blk 210 Toa Payoh Lorong 8,0.8496401942443006,5
52 CIRCUIT RD,Blk 89 Circuit Road,0.08441015089522068,8
251 KIM KEAT LINK,Blk 75 Toa Payoh Lorong 5,0.6647391128295783,4
639 ANG MO KIO AVE 6,Blk 724 Ang Mo Kio Ave 6,0.9658498008327846,2
718 JURONG WEST ST 71,Blk 505 Jurong West Street 52,2.419615056462702,0
15 REDHILL CL,Blk 115 Bukit Merah View,0.5458295055523752,8
248 BANGKIT RD,Bukit Timah Market,4.622112026980373,0
649A JURONG WEST ST 61,Blk 505 Jurong West Street 52,2.675509256029714,0
442C FAJAR RD,Bukit Timah Market,4.6659244459391145,0
538 HOUGANG ST 52,Market Street Food Centre,2.1241699833191228,0
538 PASIR RIS ST 51,Market Street Food Centre,2.707438293384096,0
58 MARINE TER,Blk 50A Marine Terrace,0.19687999471994475,3
321 JURONG EAST ST 31,Market Street Food Centre,1.0159858593733537,4
428 BT PANJANG RING RD,Bukit Timah Market,5.255713202084696,0
119C RIVERVALE DR,Market Street Food Centre,3.441124281732587,0
256 JURONG EAST ST 24,Market Street Food Centre,0.09154869158935158,1
542 JELAPANG RD,Bukit Timah Market,4.980014695248541,0
169 HOUGANG AVE 1,Market Street Food Centre,0.9294892789557301,2
335A YISHUN ST 31,Chong Pang Market & Food Centre,1.792958050470633,2
49 TEBAN GDNS RD,Taman Jurong Market & Food Centre,2.3853100396827327,0
288 BISHAN ST 24,Blk 320 Shunfu Road,1.0577443879993997,3
873 WOODLANDS ST 81,Blks 20/21 Marsiling Lane,1.396366077812492,4
636 JURONG WEST ST 65,Blk 505 Jurong West Street 52,2.431432684820566,0
56 STIRLING RD,Tanglin Halt Market,0.8448370622080904,5
167 HOUGANG AVE 1,Market Street Food Centre,0.8477823801540211,2
101 BT PURMEI RD,Blk 112 Jalan Bukit Merah,0.94527222125335,5
204 JURONG EAST ST 21,Market Street Food Centre,0.8344944773984818,1
157 JLN TECK WHYE,Market Street Food Centre,4.4718219163650765,0
322 UBI AVE 1,Blk 4A Eunos Crescent,0.8391683102999538,3
105 CLEMENTI ST 12,Blk 353 Clementi Ave 2,0.9285009753417417,3
229 TAMPINES ST 23,Market Street Food Centre,1.5305283714779367,1
648 JLN TENAGA,Blk 4A Eunos Crescent,1.3306098604281014,2
407 YISHUN AVE 6,Chong Pang Market & Food Centre,2.2840321884314094,0
269B COMPASSVALE LINK,Market Street Food Centre,2.9241185568355803,0
9A BOON TIONG RD,Beo Crescent Market,0.2629916413757756,13
144 BT BATOK WEST AVE 6,Market Street Food Centre,1.0129408126124064,1
28 CASSIA CRES,Kallang Estate Market,0.18377417878883867,8
234 BT BATOK EAST AVE 5,Market Street Food Centre,2.052472001625469,0
263 SERANGOON CTRL DR,Serangoon Garden Market,1.1795311759612863,4
68 CIRCUIT RD,Blks 79/79A Circuit Road,0.3507234880514773,8
138 PASIR RIS ST 11,Market Street Food Centre,2.5818463566666305,0
142 PASIR RIS ST 11,Market Street Food Centre,2.5205582981725176,0
332 JURONG EAST AVE 1,Market Street Food Centre,1.2340972118704323,2
196A PUNGGOL FIELD,Market Street Food Centre,4.996315642083115,0
203 JURONG EAST ST 21,Market Street Food Centre,0.9048817016477928,1
218 LOR 8 TOA PAYOH,Blk 210 Toa Payoh Lorong 8,0.2792552556582906,3
322 SERANGOON AVE 3,Serangoon Garden Market,1.2788602705779353,4
410 SERANGOON CTRL,Market Street Food Centre,1.8481278879017669,4
268C PUNGGOL FIELD,Market Street Food Centre,5.081844287214503,0
236A SERANGOON AVE 2,Serangoon Garden Market,1.0715713790505756,5
537 ANG MO KIO AVE 5,Blk 724 Ang Mo Kio Ave 6,0.8000264389638714,3
501 BT BATOK ST 52,Market Street Food Centre,2.1022724209800483,0
511 BT BATOK ST 52,Market Street Food Centre,2.045122944550947,0
544 SERANGOON NTH AVE 3,Chomp Chomp Food Centre,1.226439061255406,2
107 ALJUNIED CRES,Blk 117 Aljunied Ave 2,0.3419127681324715,8
48 DORSET RD,Pek Kio Market & Food Centre,0.216735649133854,9
312 SHUNFU RD,Blk 320 Shunfu Road,0.20746304429755036,2
519C TAMPINES CTRL 8,Market Street Food Centre,1.2628198994030877,1
244 YISHUN RING RD,Chong Pang Market & Food Centre,1.4495278888143235,2
830 YISHUN ST 81,Chong Pang Market & Food Centre,2.0084082569501147,0
154 GANGSA RD,Bukit Timah Market,4.080272273565097,0
134 YISHUN ST 11,Chong Pang Market & Food Centre,0.3458619534230735,2
112 C'WEALTH CRES,Commonwealth Crescent Market,0.24540109852823205,4
191 BISHAN ST 13,Blk 210 Toa Payoh Lorong 8,1.2064194271855222,5
483 PASIR RIS DR 4,Market Street Food Centre,3.5649163237066674,0
498B TAMPINES ST 45,Market Street Food Centre,2.2956400344799714,0
545 SERANGOON NTH AVE 3,Chomp Chomp Food Centre,1.2953277726382502,2
150 RIVERVALE CRES,Market Street Food Centre,4.309979114789934,0
932 TAMPINES ST 91,Market Street Food Centre,0.5732399103389572,2
460 JURONG WEST ST 41,Blk 505 Jurong West Street 52,0.2516919740498903,3
240 JURONG EAST ST 21,Market Street Food Centre,0.4948852930223187,1
467 ADMIRALTY DR,Chong Pang Market & Food Centre,2.72450804709722,0
574 PASIR RIS ST 53,Market Street Food Centre,3.152842097839873,0
640 BEDOK RESERVOIR RD,Blk 4A Eunos Crescent,1.3022787081079197,2
642 CHOA CHU KANG ST 64,Blks 20/21 Marsiling Lane,5.863085931702409,0
139A LOR 1A TOA PAYOH,Blk 93 Toa Payoh Lorong 4,0.6500092815359574,4
128 PENDING RD,Bukit Timah Market,4.088285919255924,0
898A TAMPINES ST 81,Market Street Food Centre,1.0856375525894058,3
878 WOODLANDS AVE 9,Blks 20/21 Marsiling Lane,1.6550228657384005,4
333 KANG CHING RD,Taman Jurong Market & Food Centre,0.5668802111404159,4
565 ANG MO KIO AVE 3,Blk 409 Ang Mo Kio Ave 10,0.7993501486353481,4
33 LIM LIAK ST,Tiong Bahru Market,0.08594049661051423,14
814 TAMPINES ST 81,Market Street Food Centre,0.9094086694079796,2
722 ANG MO KIO AVE 8,Blk 724 Ang Mo Kio Ave 6,0.11251825037106067,2
43 MOH GUAN TER,Tiong Bahru Market,0.1518205697115332,14
681C WOODLANDS DR 62,Blks 20/21 Marsiling Lane,2.917798837605549,0
417 FAJAR RD,Bukit Timah Market,4.98239531359884,0
72 CIRCUIT RD,Blk 89 Circuit Road,0.3032004861325344,9
765 PASIR RIS ST 71,Market Street Food Centre,3.5897277778878975,0
305 CLEMENTI AVE 4,Blk 448 Clementi Ave 3,1.0090234538421357,2
27 MARINE CRES,Blk 50A Marine Terrace,0.317393143218552,2
623B PUNGGOL CTRL,Market Street Food Centre,5.296001459506329,0
415C FERNVALE LINK,Chomp Chomp Food Centre,3.178742674244206,0
226 YISHUN ST 21,Chong Pang Market & Food Centre,0.9190952587704043,2
137 SIMEI ST 1,Market Street Food Centre,1.3194810866736848,1
284 YISHUN AVE 6,Chong Pang Market & Food Centre,1.4658613303625643,2
162B PUNGGOL CTRL,Market Street Food Centre,5.190325537531189,0
940 JURONG WEST ST 91,Blk 505 Jurong West Street 52,3.3649752572266918,0
490C CHOA CHU KANG AVE 5,Market Street Food Centre,3.5905982628759037,0
272C SENGKANG CTRL,Market Street Food Centre,2.914671891659998,0
501 SERANGOON NTH AVE 4,Chomp Chomp Food Centre,1.5294452699467285,2
326D ANCHORVALE RD,Market Street Food Centre,4.101206320209012,0
505 CHOA CHU KANG ST 51,Market Street Food Centre,5.032394720769139,0
51 KENT RD,Pek Kio Market & Food Centre,0.11815781848979667,8
28 HOY FATT RD,ABC Brickworks Market & Food Centre,0.2229402263308721,6
569 PASIR RIS ST 51,Market Street Food Centre,2.687870705849119,0
67 MARINE DR,Blk 50A Marine Terrace,0.7007676524345569,5
543 JURONG WEST ST 42,Blk 505 Jurong West Street 52,0.3836834353730411,1
618 SENJA RD,Market Street Food Centre,5.302353539663682,0
425 SERANGOON AVE 1,Market Street Food Centre,1.6060261477961,3
366 CORPORATION DR,Taman Jurong Market & Food Centre,0.41518025713577417,3
64 KALLANG BAHRU,North Bridge Road Market & Food Centre,1.642552395911112,7
10 HOLLAND AVE,Holland Village Market & Food Centre,0.3373900625077623,4
414 BT BATOK WEST AVE 4,Market Street Food Centre,2.3953983355792867,0
273A PUNGGOL PL,Market Street Food Centre,5.0982036969032425,0
402 CHOA CHU KANG AVE 3,Market Street Food Centre,3.949956786139951,0
720 JURONG WEST AVE 5,Blk 505 Jurong West Street 52,2.4038068258856637,0
506 SERANGOON NTH AVE 4,Chomp Chomp Food Centre,1.4439372618798223,4
113 TAMPINES ST 11,Market Street Food Centre,0.19258822777184006,1
111 ALJUNIED CRES,Blk 117 Aljunied Ave 2,0.3087678470701389,8
794 WOODLANDS DR 72,Blks 20/21 Marsiling Lane,2.939383522594081,0
92 PIPIT RD,Blk 89 Circuit Road,0.21340244222918364,9
690 HOUGANG ST 61,Market Street Food Centre,1.9724992576061888,2
8 JLN BATU,Bukit Timah Market,2.7274808039552725,0
150 YISHUN ST 11,Chong Pang Market & Food Centre,0.5851410948577608,2
