flat,supermarket_dist,num_supermarket_2km
330 SEMBAWANG CL,0.23964565306482638,15
690D CHOA CHU KANG CRES,0.7940827534524492,6
894A TAMPINES ST 81,0.24813343487515432,16
268 YISHUN ST 22,0.24422589936262143,15
552 PASIR RIS ST 51,0.5712565883754022,16
367 WOODLANDS AVE 5,0.1729628254918647,11
689B WOODLANDS DR 75,0.308165910906483,19
168 BEDOK STH AVE 3,0.5731141535865302,12
723 YISHUN ST 71,0.3922000062988222,16
276B JURONG WEST AVE 3,0.44403913563595226,8
337 CLEMENTI AVE 2,0.18217578646072993,15
544 JURONG WEST ST 42,0.0,9
638 CHOA CHU KANG ST 64,0.20948582245753888,8
576 ANG MO KIO AVE 10,0.16637574298732036,14
31 MARINE CRES,0.48535178770542065,12
232 YISHUN ST 21,0.14932753063066587,17
668 HOUGANG AVE 8,0.24173140446584956,18
301A PUNGGOL CTRL,0.05034981390290719,16
194 RIVERVALE DR,0.32195257150212164,19
862 TAMPINES ST 83,0.2567397764201332,12
170 ANG MO KIO AVE 4,0.3474225869265639,9
535 BEDOK NTH ST 3,0.22987860461900889,19
325 SEMBAWANG CRES,0.41661828020637326,12
160 PASIR RIS ST 13,0.3492584608289943,11
290C COMPASSVALE CRES,0.29181300513254776,19
172B EDGEDALE PLAINS,0.2144215408024392,14
313 SEMBAWANG DR,0.45632063164975667,15
318 JURONG EAST ST 31,0.2325654228018843,12
848 JURONG WEST ST 81,0.43479928052404804,8
477 JURONG WEST ST 41,0.1104066355890055,11
105 DEPOT RD,0.2290839804235805,16
760 PASIR RIS ST 71,0.4762198247550709,5
224 TAMPINES ST 23,0.2201464477767518,17
887A TAMPINES ST 81,0.32315385177984873,13
743 JURONG WEST ST 73,0.49796630152147503,10
515B TAMPINES CTRL 7,0.5136656655538869,14
309 CLEMENTI AVE 4,0.31749813798146675,11
637 BEDOK RESERVOIR RD,0.2590989363906457,14
719 TAMPINES ST 72,0.4149583963120251,13
685 RACE COURSE RD,0.03840699792142763,28
647 PASIR RIS DR 10,0.3214507178952334,6
554 HOUGANG ST 51,0.21316851410405105,17
473 JURONG WEST ST 41,0.18353761435615057,8
764 JURONG WEST ST 74,0.5568010131950105,10
281A SENGKANG EAST AVE,0.16023821401631827,17
414 TAMPINES ST 41,0.43217376240089006,17
327B ANCHORVALE RD,0.1495074263782474,17
178B RIVERVALE CRES,0.7041079617919898,15
351 UBI AVE 1,0.5029939786962005,20
688 JURONG WEST CTRL 1,0.19252472981691598,11
163 WOODLANDS ST 13,0.05423730572676245,6
220B BEDOK CTRL,0.30572343312354,21
265E COMPASSVALE BOW,0.04283113204039863,15
236 BISHAN ST 22,0.4090808552938219,16
46 JLN BAHAGIA,0.3369974063776322,22
431 TAMPINES ST 41,0.279178899873115,18
806 HOUGANG CTRL,0.07311647678195439,18
462 CHOA CHU KANG AVE 4,0.41660004022701835,9
343 BT BATOK ST 34,0.37935487681173735,15
899A WOODLANDS DR 50,0.1454062051235362,14
337 WOODLANDS AVE 1,0.15264093125786135,8
326 YISHUN RING RD,0.057706270181081244,18
522A TAMPINES CTRL 7,0.5227004501441858,14
132 RIVERVALE ST,0.29405407860341226,18
231 TAMPINES ST 21,0.35979791848601655,18
222 JURONG EAST ST 21,0.5120961054193585,18
413 BT BATOK WEST AVE 4,0.3195971824442694,16
405 ANG MO KIO AVE 10,0.43096972523661825,15
520 WEST COAST RD,0.5274586462600687,9
650 JLN TENAGA,0.6094183555017638,12
195B PUNGGOL RD,0.2624303980660984,16
320 TAMPINES ST 33,0.5430485947775539,16
214 LOR 8 TOA PAYOH,0.1317309832731164,15
158 SIMEI RD,0.7493298449225683,16
849 WOODLANDS ST 82,0.2133124644946592,14
412 TAMPINES ST 41,0.3856569136013528,17
457 HOUGANG AVE 10,0.5445815222787244,17
467 ANG MO KIO AVE 10,0.42696857515956993,16
112 HOUGANG AVE 1,0.24927788408066465,12
121 BEDOK RESERVOIR RD,0.4694737715498891,13
158B RIVERVALE CRES,0.5139442987363219,15
752 PASIR RIS ST 71,0.27993199969840815,5
7 HOUGANG AVE 3,0.06757127491307627,12
664 YISHUN AVE 4,0.7310723147050711,16
746 WOODLANDS CIRCLE,0.48868930359803386,14
14 TOH YI DR,0.42690194381472696,10
203E COMPASSVALE RD,0.3642085633033382,18
672B KLANG LANE,0.2574498798321863,30
406 ANG MO KIO AVE 10,0.3872720391071842,15
460 HOUGANG AVE 10,0.11581456918539025,16
18 CANTONMENT CL,0.45745874175469975,16
52 LOR 6 TOA PAYOH,0.33550845978616517,17
508 BEDOK NTH AVE 3,0.14179542896049327,21
759 PASIR RIS ST 71,0.4763869665615812,5
954 HOUGANG AVE 9,0.1927613234854561,18
369 WOODLANDS AVE 1,0.1786729503342443,11
371 BT BATOK ST 31,0.0496613448684606,13
159 JLN TECK WHYE,0.3404330664558597,18
663A YISHUN AVE 4,0.5978376371448284,16
151 SERANGOON NTH AVE 2,0.1593278524992107,16
469 ADMIRALTY DR,0.16349093674273318,18
288E JURONG EAST ST 21,0.6922601418877563,17
307 SHUNFU RD,0.3329312812426247,10
552 BEDOK NTH AVE 1,0.25572372557581136,18
159 HOUGANG ST 11,0.05036532723685634,11
706 HOUGANG AVE 2,0.6936814299094077,18
124 LOR 1 TOA PAYOH,0.6797379317668162,14
202 JURONG EAST ST 21,0.28876759063774843,19
601D PUNGGOL CTRL,0.20351450223458564,14
664B PUNGGOL DR,0.21133600064221136,10
210A COMPASSVALE LANE,0.2235120312942581,15
181A BOON LAY DR,0.5325155387273856,9
651A JURONG WEST ST 61,0.514635406335546,8
844 SIMS AVE,0.3786154952566955,22
637 JURONG WEST ST 61,0.081639506563598,9
633B PUNGGOL DR,0.32732360092458085,13
787B WOODLANDS CRES,0.3199488017375249,16
740 TAMPINES ST 72,0.4676246912510341,8
43 SIMS DR,0.5096090979436594,28
254 CHOA CHU KANG AVE 2,0.1027755206892492,12
253 HOUGANG AVE 3,0.3207238741766023,12
8 TECK WHYE AVE,0.18376933859406033,16
123 BEDOK RESERVOIR RD,0.41841367184187167,13
687B WOODLANDS DR 75,0.04334678989494977,19
128 MARSILING RISE,0.7676304001037981,8
353B ADMIRALTY DR,0.094115541889879,12
511 ANG MO KIO AVE 8,0.4166200011980925,13
60 NEW UPP CHANGI RD,0.1985387564910006,17
186C RIVERVALE DR,0.07643217400288861,19
307C ANCHORVALE RD,0.7701892411674489,17
122 YUAN CHING RD,0.39927204761236496,14
61B STRATHMORE AVE,0.1595539014230365,19
508 PASIR RIS ST 52,0.36651948711756743,8
845 WOODLANDS ST 82,0.18047063185590104,15
654 SENJA RD,0.35397995213967287,11
1 ROCHOR RD,0.21848130701944735,26
541 HOUGANG AVE 8,0.43093757829725216,16
446 HOUGANG AVE 8,0.3989870362731854,17
536 JELAPANG RD,0.29265543313746056,11
548 SERANGOON NTH AVE 3,0.11356497491215697,14
47 HOLLAND DR,0.07877766915304159,15
988A BUANGKOK GREEN,0.27395313443953456,15
22 TIONG BAHRU RD,0.2850929425848941,26
139 JLN BT MERAH,0.41487423401931467,21
349 JURONG EAST AVE 1,0.11863552682767442,14
776 WOODLANDS CRES,0.14716150046888443,14
120 ANG MO KIO AVE 3,0.13242154491658098,12
319C ANCHORVALE DR,0.5794718582680873,14
128 BISHAN ST 12,0.22858749242818985,12
130 LOR AH SOO,0.5378725525786449,12
949 JURONG WEST ST 91,0.16914069185138325,8
685C WOODLANDS DR 73,0.13050465715899914,17
845 JURONG WEST ST 81,0.3081497355144257,8
710 HOUGANG AVE 2,0.7557178962971914,19
703 JURONG WEST ST 71,0.1572455932995356,9
793 WOODLANDS AVE 6,0.2875064186601358,19
2 MARSILING DR,0.8704422313301242,6
619D PUNGGOL DR,0.1855651326432814,14
154 PASIR RIS ST 13,0.3841500265624284,11
272D JURONG WEST ST 24,0.2834088899052826,8
372 HOUGANG ST 31,0.39254355013238,14
11 GHIM MOH RD,0.13724455589994056,12
362 YUNG AN RD,0.16904179964748475,15
6 REDHILL CL,0.20634564313126094,18
317 WOODLANDS ST 31,0.2537257865941297,7
401 SIN MING AVE,0.6838071966755572,11
103 DEPOT RD,0.34127757585026286,16
872 TAMPINES ST 84,0.2554215273093487,10
2A UPP BOON KENG RD,0.12324768779404613,28
135 BISHAN ST 12,0.41997202755405416,12
243 SIMEI ST 5,0.24964576914956613,17
249 BT BATOK EAST AVE 5,0.3267383334651931,16
138 RIVERVALE ST,0.42742534865069204,16
351A CANBERRA RD,0.18937250841606273,12
224 JURONG EAST ST 21,0.5757657301364254,18
168 HOUGANG AVE 1,0.21425658377832726,10
321C ANCHORVALE DR,0.5066985336879538,16
424 BEDOK NTH AVE 1,0.4667176248981178,20
155 BEDOK STH AVE 3,0.8034004887049466,12
421 PASIR RIS DR 6,0.48423195484732456,13
242 SIMEI ST 5,0.13669381626879337,17
14 JLN BT MERAH,0.16912774747575962,14
610 WOODLANDS AVE 4,0.22402414632586423,14
302 CLEMENTI AVE 4,0.3525779757102351,10
825 JURONG WEST ST 81,0.5207014967563109,8
770 WOODLANDS DR 60,0.09220034521297228,15
425 BT BATOK WEST AVE 2,0.5644593439922376,11
302A PUNGGOL PL,0.20394536614411668,17
549 WOODLANDS DR 44,0.1167866513891736,11
454 PASIR RIS DR 6,0.3387154312719878,11
505 JELAPANG RD,0.19249749330398735,11
87 CIRCUIT RD,0.2143206787944155,28
491E TAMPINES ST 45,0.3370861038937911,17
463 CHOA CHU KANG AVE 4,0.39899164486048316,10
485D CHOA CHU KANG AVE 5,0.31593581859806663,12
470C FERNVALE LINK,0.2598979492995181,10
79D TOA PAYOH CTRL,0.23101335350907892,19
787D WOODLANDS CRES,0.36437948915702023,18
45 LENGKOK BAHRU,0.1607655951544922,18
388 BT BATOK WEST AVE 5,0.044344125069906204,14
301B ANCHORVALE DR,0.401504430848396,19
800 YISHUN RING RD,0.17713399572616287,15
643 WOODLANDS RING RD,0.2559225041810309,15
451 CHOA CHU KANG AVE 4,0.42659504889626937,9
245 BT PANJANG RING RD,0.19015692282848598,8
518B TAMPINES CTRL 7,0.4957462231108756,14
226 BT BATOK CTRL,0.40287532921813235,16
214 SERANGOON AVE 4,0.27068323660957594,13
943 HOUGANG ST 92,0.23142159184240524,21
56 GEYLANG BAHRU,0.3746335702422624,25
215 JURONG EAST ST 21,0.3833263436522468,19
644 PASIR RIS DR 10,0.2439274898192556,6
682A WOODLANDS DR 62,0.22470789747248565,16
85 WHAMPOA DR,0.14075952109469422,29
249 PASIR RIS ST 21,0.37776216289083286,10
15 TOH YI DR,0.4495853916649397,11
498H TAMPINES ST 45,0.5684070450675545,17
311D ANCHORVALE LANE,0.7371658017050702,13
503 PASIR RIS ST 52,0.5011944037005659,9
128 SIMEI ST 1,0.35783879910984584,17
441B CLEMENTI AVE 3,0.07359528076589729,13
156 ANG MO KIO AVE 4,0.15368121666159493,11
206 TAMPINES ST 21,0.29592130086579466,13
652 SENJA LINK,0.351467188264969,11
348 JURONG EAST AVE 1,0.10588291235405434,14
863 TAMPINES ST 83,0.14464733013527023,12
101 JLN RAJAH,0.3266318580475771,20
441B FERNVALE RD,0.15573986017952093,12
527B PASIR RIS ST 51,0.08005321900439231,16
30 KELANTAN RD,0.2562091024177934,25
353 BT BATOK ST 34,0.3193954612019801,15
246 YISHUN AVE 9,0.37313354652287833,14
136 SIMEI ST 1,0.5179468968165096,14
18 TOH YI DR,0.32372928045183735,10
828 WOODLANDS ST 81,0.3805195823660422,15
485B CHOA CHU KANG AVE 5,0.41563685341809664,11
152 SERANGOON NTH AVE 1,0.06857820009651325,15
321 TAMPINES ST 33,0.5212209357227341,16
6 MARSILING DR,1.0862266313703113,6
103 BEDOK NTH AVE 4,0.13898697327572213,20
690C WOODLANDS DR 75,0.15428798451685305,18
313 UBI AVE 1,0.2367668841690896,15
127 BEDOK RESERVOIR RD,0.3424425757113594,13
350 WOODLANDS AVE 3,0.5026170535763776,8
359C ADMIRALTY DR,0.11853607342888428,18
624B WOODLANDS DR 52,0.5767063793094713,13
788E WOODLANDS CRES,0.4491344648316168,18
184 STIRLING RD,0.5414975356622922,15
152 PASIR RIS ST 13,0.3979580191978314,11
604B PUNGGOL RD,0.1204282714290241,16
737 PASIR RIS DR 10,0.09414079916529855,5
303A PUNGGOL CTRL,0.042318495322533095,17
102 BT BATOK WEST AVE 6,0.310924213017722,20
333 ANG MO KIO AVE 1,0.46867011294645144,17
287 TAMPINES ST 22,0.33647510257113783,14
74 WHAMPOA DR,0.0035867577030695447,29
274D PUNGGOL PL,0.093683809705358,18
110C PUNGGOL FIELD,0.17808948707645592,14
348A YISHUN AVE 11,0.3278567947299006,17
912 TAMPINES ST 91,0.48353669630272766,14
893B WOODLANDS DR 50,0.37885531508299325,16
424 WOODLANDS ST 41,0.4891834566604523,8
575 WOODLANDS DR 16,0.35124856397957394,11
19 MARSILING LANE,1.242658824799519,6
230 PASIR RIS ST 21,0.2999998837198047,9
723 JURONG WEST AVE 5,0.32478339431207426,9
127 BT BATOK WEST AVE 6,0.3765655402918129,18
421 CLEMENTI AVE 1,0.08366961638912092,15
109 ANG MO KIO AVE 4,0.30074489213799316,12
483 ADMIRALTY LINK,0.13084149091181024,13
244 SERANGOON AVE 2,0.2895884209389557,10
665 YISHUN AVE 4,0.660061543838986,16
46 JLN BT HO SWEE,0.17911814411087845,25
537 BT PANJANG RING RD,0.35768179234670544,11
132 EDGEDALE PLAINS,0.28187226704332946,14
701 WEST COAST RD,0.532172246365122,11
185 BISHAN ST 13,0.2864692151079088,12
498G TAMPINES ST 45,0.5961639995564187,17
540 PASIR RIS ST 51,0.3116524642723429,15
286A TOH GUAN RD,0.4404569417525082,17
679 HOUGANG AVE 8,0.2631785383846615,19
473 CHOA CHU KANG AVE 3,0.1951577511306877,11
512 PASIR RIS ST 52,0.40099051481813464,9
614 ELIAS RD,0.32396241611102855,6
190B RIVERVALE DR,0.2972948215919348,20
701 TAMPINES ST 71,0.2885820860059576,14
60 JLN BAHAGIA,0.3657881550527812,21
187 PUNGGOL CTRL,0.20041164795813945,15
405 PANDAN GDNS,0.7923565439586145,14
46 LENGKOK BAHRU,0.17078136280008333,18
444 ANG MO KIO AVE 10,0.3202662890853715,16
4 JLN BATU,0.6642896296307433,16
201 BT BATOK ST 21,0.396337470484447,19
128D PUNGGOL FIELD WALK,0.17559761791999512,13
138 BT BATOK WEST AVE 6,0.2852085665366954,20
748 YISHUN ST 72,0.23544696891663505,17
628 JURONG WEST ST 65,0.2521097156147923,9
314 UBI AVE 1,0.20011246928968443,15
102 TAMPINES ST 11,0.13418616283859602,19
237 BT BATOK EAST AVE 5,0.2767761807446782,17
81 LOR 4 TOA PAYOH,0.20711389683082096,20
310 BT BATOK ST 32,0.16853500006506825,12
125 BT BATOK CTRL,0.2535306234704343,18
170 YISHUN AVE 7,0.46331152871705417,14
441C FERNVALE RD,0.17583294196572521,10
611 BEDOK RESERVOIR RD,0.16126397467805112,18
407 SEMBAWANG DR,0.1233909273671928,13
335 SEMBAWANG CL,0.3302476016047374,17
409 BT BATOK WEST AVE 4,0.3274906082468167,15
9 PINE CL,0.3162237853007749,24
580 HOUGANG AVE 4,0.1177734961605359,19
217 CHOA CHU KANG CTRL,0.26419260635480013,12
181 BT BATOK WEST AVE 8,0.17755851088588026,19
257 TAMPINES ST 21,0.343364732182032,17
313B ANCHORVALE RD,0.6236237167531711,17
603B PUNGGOL RD,0.1668158292399318,14
672A JURONG WEST ST 65,0.46958977527746054,9
425 ANG MO KIO AVE 3,0.3726965564033748,13
914 HOUGANG ST 91,0.4647668108894615,19
511 HOUGANG AVE 10,0.29631706918719264,19
679C JURONG WEST CTRL 1,0.4954451679074993,11
447 TAMPINES ST 42,0.4404795686653044,19
304 JURONG EAST ST 32,0.3951003611822137,17
226 LOR 8 TOA PAYOH,0.17591725208388992,17
618 BEDOK RESERVOIR RD,0.23336098683947545,18
104 TECK WHYE LANE,0.18959233542444628,15
469A SENGKANG WEST WAY,0.45411071800816905,9
718 PASIR RIS ST 72,0.29641652039492206,5
805 YISHUN RING RD,0.15487429252044857,13
115B YISHUN RING RD,0.36519073297347426,15
37 CAMBRIDGE RD,0.16643136644067463,27
469 SEGAR RD,0.41497173039827423,8
988B JURONG WEST ST 93,0.33996660107484816,8
371 CLEMENTI AVE 4,0.2856582177542439,12
844 WOODLANDS AVE 4,0.28269208178673216,14
913 TAMPINES ST 91,0.4549419110444902,15
37 JLN RUMAH TINGGI,0.32466372235383545,17
678 HOUGANG AVE 8,0.3567821078740335,19
181B BOON LAY DR,0.5144685745232948,9
205 BT BATOK ST 21,0.21314992740221478,19
629 JURONG WEST ST 65,0.28538713864755844,9
342 WOODLANDS AVE 1,0.2834475069605937,8
429 TAMPINES ST 41,0.3984345260409563,19
456 HOUGANG AVE 10,0.5399595692586975,17
113 PASIR RIS ST 11,0.3426093169133188,14
191 LOR 4 TOA PAYOH,0.06486313346665705,21
3 LOR 7 TOA PAYOH,0.12246590373847424,16
110 BEDOK NTH RD,0.250934269824701,20
447 PASIR RIS DR 6,0.2231136059559778,12
867 YISHUN ST 81,0.40787855213808166,12
431B YISHUN AVE 1,0.46731422917234755,13
112 TAMPINES ST 11,0.23077448390420136,18
335 HOUGANG AVE 7,0.4994356467173104,13
310B ANG MO KIO AVE 1,0.36064021852361633,18
839 YISHUN ST 81,0.11541162184439596,13
452 TAMPINES ST 42,0.4172397325159644,17
107 BT PURMEI RD,0.7746528115596536,14
667 CHOA CHU KANG CRES,0.6772902141426229,6
420 CLEMENTI AVE 1,0.05901271824697878,15
57 CIRCUIT RD,0.3320384433454442,27
78 INDUS RD,0.18379947829944207,29
505 ANG MO KIO AVE 8,0.4863450795347501,11
782A WOODLANDS CRES,0.20305739877547965,17
18D HOLLAND DR,0.09011537550929337,14
128 BEDOK RESERVOIR RD,0.3430453518013695,13
279 TOH GUAN RD,0.6473817093864823,18
41 SIMS DR,0.5307377759217322,29
60 CHAI CHEE RD,0.34939159071350867,20
47 LENGKOK BAHRU,0.26018784613267143,18
538 ANG MO KIO AVE 5,0.33542545752907116,11
320A ANCHORVALE DR,0.5062137488713838,16
143 BT BATOK ST 11,0.23980802170018756,20
309 JURONG EAST ST 32,0.38498757120302973,13
279 TAMPINES ST 22,0.13744642755068376,19
323 TAH CHING RD,0.44169318312662303,15
498J TAMPINES ST 45,0.5283933548145175,17
346 ANG MO KIO AVE 3,0.2764744282970284,15
177 LOMPANG RD,0.1134716036781534,12
928 JURONG WEST ST 92,0.27088258294833123,10
202 TAMPINES ST 21,0.08008771597036944,14
135 LOR AH SOO,0.6130395614232015,12
693 HOUGANG ST 61,0.283525063984606,19
906 TAMPINES AVE 4,0.4815205815943652,14
135 MARSILING RD,0.6929440971879965,8
672B CHOA CHU KANG CRES,0.5175474776172192,7
101 PASIR RIS ST 12,0.22394163012089927,12
523C TAMPINES CTRL 7,0.707596988697104,15
176 BT BATOK WEST AVE 8,0.20085938552492374,21
442 JURONG WEST AVE 1,0.0,9
112 LOR 3 GEYLANG,0.1508341848168735,25
114 ANG MO KIO AVE 4,0.4097624307074229,10
680 CHOA CHU KANG CRES,0.6858538701918216,6
633 CHOA CHU KANG NTH 6,0.30766483253960547,10
202B SENGKANG EAST RD,0.21296701953882446,18
12B MARSILING LANE,1.0486202636729878,7
111 LOR 1 TOA PAYOH,0.8429749477913702,14
126 PASIR RIS ST 11,0.5446549303163206,15
640 WOODLANDS RING RD,0.24333581743827465,15
3 REDHILL CL,0.19417919870374523,18
666B JURONG WEST ST 65,0.37379971937492096,8
785 CHOA CHU KANG DR,0.3334680139035321,11
546 PASIR RIS ST 51,0.5085639336967259,14
656 YISHUN AVE 4,0.664202770430796,16
19 REDHILL CL,0.1321498070990913,19
48 STRATHMORE AVE,0.27600395582516396,12
301B PUNGGOL CTRL,0.06616936183296898,16
318B YISHUN AVE 9,0.43132053694399297,14
446 PASIR RIS DR 6,0.17955994908495315,12
457 TAMPINES ST 42,0.27756616238448295,17
851 TAMPINES ST 83,0.28218070677492,10
310 CANBERRA RD,0.3199338755143274,13
764 BEDOK RESERVOIR VIEW,0.4899126657072757,21
335 CLEMENTI AVE 2,0.10082880810272506,15
113 BISHAN ST 12,0.0845080194627389,13
221 SIMEI ST 4,0.4045940959051012,16
912 JURONG WEST ST 91,0.47482775567183166,8
392 YISHUN AVE 6,0.4728125097975864,12
707 CLEMENTI WEST ST 2,0.44889814191767924,11
117 LOR 1 TOA PAYOH,0.7963687228637442,14
152 YISHUN ST 11,0.1787325320448787,18
422 CANBERRA RD,0.13239621404271432,12
633 PASIR RIS DR 3,0.15765944760339795,6
506 WOODLANDS DR 14,0.15902083408405268,12
224A COMPASSVALE WALK,0.5140754749997445,17
53 C'WEALTH DR,0.1785361165035471,16
313C SUMANG LINK,0.13301673357073263,13
427 ANG MO KIO AVE 3,0.3720576686104651,14
273B PUNGGOL PL,0.06884975414771839,19
602 JURONG WEST ST 62,0.4256710714208828,8
523D TAMPINES CTRL 7,0.6714360920996746,15
604 JURONG WEST ST 62,0.463244085402103,8
463A SEMBAWANG DR,0.05591785307546978,15
98 BEDOK NTH AVE 4,0.2895464016332769,20
233 HOUGANG ST 21,0.36779634406430173,15
534 PASIR RIS DR 1,0.26038214362713274,13
51 STRATHMORE AVE,0.24168013203936195,12
551 ANG MO KIO AVE 10,0.4686136419837819,13
439 JURONG WEST AVE 1,0.2755262948755696,7
706 TAMPINES ST 71,0.42822852428076436,14
327 WOODLANDS ST 32,0.1541308705232088,8
939 TAMPINES AVE 5,0.5320221304293419,17
679A JURONG WEST CTRL 1,0.5408090511933685,11
212 TAMPINES ST 23,0.18938081211326058,16
24 TELOK BLANGAH CRES,0.3019210495189027,15
605 YISHUN ST 61,0.38704440151641695,16
435 CLEMENTI AVE 3,0.2478474596474646,13
858 WOODLANDS ST 83,0.3643251000513109,15
82B LOR 4 TOA PAYOH,0.3239009281745593,19
717 YISHUN ST 71,0.5430229337349187,14
523 ANG MO KIO AVE 5,0.12838624057034048,12
451 HOUGANG AVE 10,0.3592360621791421,17
71 BEDOK STH RD,0.44280778885446115,15
136 BEDOK NTH AVE 3,0.40612171496993044,19
272C PUNGGOL WALK,0.14644047632993354,18
709 HOUGANG AVE 2,0.7169367532872469,19
547 JURONG WEST ST 42,0.11440070379761462,9
291 CHOA CHU KANG AVE 3,0.1198702106652224,10
648 PASIR RIS DR 10,0.2951171408909774,6
212A COMPASSVALE DR,0.246431359904097,15
680C JURONG WEST CTRL 1,0.4591328757018582,10
249 TAMPINES ST 21,0.3889517902862194,16
64 MARINE DR,0.26937698594872717,11
537 JURONG WEST AVE 1,0.22359384451701494,10
92A PIPIT RD,0.16881142902299992,27
918 HOUGANG AVE 9,0.33015378596398043,19
816 YISHUN ST 81,0.5036170882956309,8
259C COMPASSVALE RD,0.2784726717466458,20
319 CLEMENTI AVE 4,0.20405555151773724,13
238 PASIR RIS ST 21,0.3363275459733125,9
16 MARSILING LANE,1.1853339777427376,8
102A PUNGGOL FIELD,0.42933783796393066,17
291 TAMPINES ST 22,0.4498177736769143,14
118 YISHUN RING RD,0.5938059863806743,15
565 CHOA CHU KANG ST 52,0.29914293028200406,10
546B SEGAR RD,0.07068784210141006,8
342 BT BATOK ST 34,0.3501052427941052,14
65 TELOK BLANGAH DR,0.17713229847609752,12
204 YISHUN ST 21,0.11217220638188036,18
202A COMPASSVALE DR,0.23736567591786042,19
458 SEGAR RD,0.16747472986181308,8
52 JLN BAHAGIA,0.3945243676030118,22
632 HOUGANG AVE 8,0.14415374700846645,19
170 GANGSA RD,0.2343595462213642,12
373 CLEMENTI AVE 4,0.27659993551912393,13
351 YISHUN AVE 11,0.3507637649002296,16
531 PASIR RIS DR 1,0.14230996719981148,12
201A COMPASSVALE DR,0.3087963278826275,19
448 JURONG WEST ST 42,0.12364953677024546,8
123 RIVERVALE DR,0.16733895559987247,16
222 ANG MO KIO AVE 1,0.2587972872893241,13
440 YISHUN AVE 11,0.24833429694747525,15
5 EVERTON PK,0.3977916813007404,19
978 JURONG WEST ST 93,0.3182497067632273,8
274C PUNGGOL PL,0.13438268234901826,18
50 CHAI CHEE ST,0.4849810906556089,21
12 NTH BRIDGE RD,0.3158344981576088,25
459 YISHUN AVE 11,0.3873094963214502,15
55 STRATHMORE AVE,0.19753008663863705,14
106B PUNGGOL FIELD,0.12090498442712648,15
870 TAMPINES ST 83,0.1556662097792547,10
772 YISHUN AVE 3,0.16925730810995362,16
157 YUNG LOH RD,0.4143107497679153,11
471 CHOA CHU KANG AVE 3,0.20949899563962932,11
251 YISHUN RING RD,0.22831880873071878,14
767 CHOA CHU KANG ST 54,0.4986731709723727,13
205 YISHUN ST 21,0.162775316486984,18
159 PASIR RIS ST 13,0.47515476207224533,12
257 BANGKIT RD,0.06395167049941759,9
630 YISHUN ST 61,0.2953365203582842,15
454 YISHUN ST 41,0.5319550817963564,15
92 BEDOK NTH AVE 4,0.3615266108527142,19
540 BEDOK NTH ST 3,0.40453711006661663,19
661D JURONG WEST ST 64,0.32152444862324026,9
143 MEI LING ST,0.3367100652436572,12
364 BT BATOK ST 31,0.2266646282834283,13
337B TAH CHING RD,0.35959403953579794,16
59C GEYLANG BAHRU,0.2497225982523907,25
127 HOUGANG AVE 1,0.547548330906975,12
422 BT BATOK WEST AVE 2,0.49547532632845964,11
220 YISHUN ST 21,0.2886711464352949,18
203 YISHUN ST 21,0.1594805265978442,18
418 CHOA CHU KANG AVE 4,0.19385641818903476,9
863 YISHUN AVE 4,0.364145261605369,14
24 NEW UPP CHANGI RD,0.27296450606000244,21
249 KIM KEAT LINK,0.11919559196980746,19
440C CLEMENTI AVE 3,0.13662438783059747,13
341A SEMBAWANG CL,0.11710863904039863,13
42 JLN BAHAGIA,0.28315651107563,22
219D BEDOK CTRL,0.26754085633181246,21
622 BEDOK RESERVOIR RD,0.24952836746641927,17
425 WOODLANDS ST 41,0.48858845050725663,8
931 JURONG WEST ST 92,0.19900248510518453,9
285D TOH GUAN RD,0.34670042537063567,19
320 CLEMENTI AVE 4,0.17265803467029428,13
321 YISHUN CTRL,0.16335272684333613,18
107 BEDOK RESERVOIR RD,0.5987657448436187,15
704 TAMPINES ST 71,0.34057943354737347,14
937 TAMPINES AVE 5,0.4797251179510415,19
258C PUNGGOL FIELD,0.14964798233806126,16
859 WOODLANDS ST 83,0.3405417019338832,14
445 CLEMENTI AVE 3,0.20020639708982696,13
614 CHOA CHU KANG ST 62,0.5077420041615289,7
854 TAMPINES ST 82,0.36592896918088724,11
333 HOUGANG AVE 5,0.44352548628452987,13
20 TIONG BAHRU RD,0.26602614038341055,25
607 ELIAS RD,0.24719702087872913,7
352 HOUGANG AVE 7,0.5458645692786257,12
292 BISHAN ST 22,0.24833818620635079,15
258A PUNGGOL FIELD,0.2012740442276605,17
504 SERANGOON NTH AVE 4,0.42392368335269726,17
311 TAMPINES ST 33,0.334461585842838,15
536 HOUGANG ST 52,0.29475295133964274,16
672 CHOA CHU KANG CRES,0.5463225319152467,7
350 ANG MO KIO ST 32,0.2820944113384103,17
545 PASIR RIS ST 51,0.483990515496422,14
262 BT BATOK EAST AVE 4,0.41120791289157543,16
424 BT BATOK WEST AVE 2,0.5408767644590196,11
182 JELEBU RD,0.11706509555618667,12
207D COMPASSVALE LANE,0.27678311036500997,14
277 TAMPINES ST 22,0.06340452753166832,19
109 BT PURMEI RD,0.7900075728563487,15
116 LENGKONG TIGA,0.14776254753450774,21
408 TAMPINES ST 41,0.3212527148106256,17
361 HOUGANG AVE 5,0.3375390450374992,17
24 BEO CRES,0.23134767823268368,29
201 ANG MO KIO AVE 3,0.19582088468405623,12
104 WOODLANDS ST 13,0.6232607040150303,8
700B ANG MO KIO AVE 6,0.24886691729085805,12
