index,Y,X
0,1.34617500824454,103.96085701087
1,1.38990401870983,103.978978976056
2,1.4099130157165,103.92313099541599
3,1.37923700487091,103.866966992109
4,1.37276100286023,103.829073008381
5,1.3207100152588,103.951753989584
6,1.34065899009129,103.95519198675501
7,1.3669370173568702,103.881610986055
8,1.39009800189331,103.834277001944
9,1.38109901056076,103.86115099515699
10,1.35335001597094,103.86347300760599
11,1.3604800113824498,103.866008002092
12,1.3878569764646997,103.86338800410499
13,1.38983500975178,103.837233991568
14,1.3900649869025201,103.838591002804
15,1.3338490080587,103.94693799883301
16,1.37162600142277,103.832785007318
17,1.32302300071578,103.919178991455
18,1.345032012357,103.884842001596
19,1.36602898427679,103.87750399519399
20,1.36042501254669,103.86566900267799
21,1.36956298336645,103.892821980736
22,1.3886310031693798,103.83838299244199
23,1.3619520053266299,103.96620499139799
24,1.3595470287582299,103.96854699671199
25,1.37869201086068,103.832622992872
26,1.3555580135515202,103.88410901501699
27,1.3485589866523,103.862005994263
28,1.31918799226855,103.948585989819
29,1.38528598872966,103.837056005834
30,1.38307998862516,103.86684100749001
31,1.3575850011328,103.867454004249
32,1.37020698685564,103.865358006982
33,1.31559901614235,103.92430601580601
34,1.3856020021479698,103.873382001962
35,1.3533380195166103,103.88087501658501
36,1.30244501399783,103.862996003651
37,1.35013800008884,103.845964994247
38,1.30489699274238,103.908132009336
39,1.3344340005684,103.877337012157
40,1.3489530043161597,103.84036499485799
41,1.34262199857387,103.863114996244
42,1.3342800030382,103.76576300438299
43,1.36211900551873,103.833535006924
44,1.33343799865579,103.769988997386
45,1.3347390083061201,103.767246997122
46,1.31755100565495,103.74869600056999
47,1.35319898245639,103.77403295511101
48,1.29493834487393,103.792829540115
49,1.33980400972371,103.717160003251
50,1.35177199512194,103.701048000098
51,1.37060000450024,103.764668007983
52,1.35864000916998,103.75901600168699
53,1.35536100795603,103.761025000317
54,1.32678800198744,103.76640600767
55,1.33605661779116,103.731160967029
56,1.3010020377599398,103.79063451893101
57,1.30875099860659,103.764760003254
58,1.3713590058416798,103.768924998308
59,1.3502040046451298,103.776007005438
60,1.31976699701647,103.757975999596
61,1.33982701990743,103.760905002133
62,1.3604200162396598,103.76095898509001
63,1.36271299419191,103.773907987741
64,1.3676340141418202,103.76882999410401
65,1.32769499983866,103.764779003407
66,1.37228598896427,103.75197700304301
67,1.31555999669294,103.756359994439
68,1.3606389809247899,103.75860600478
69,1.3055812266737599,103.78916217658701
70,1.3380170092663402,103.70787599619801
71,1.3225039959828202,103.75766799944901
72,1.31425397832238,103.758450004373
