,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y,address
0,734 WOODLANDS CIRCLE HDB-WOODLANDS SINGAPORE 730734,734,HDB-WOODLANDS,1.443892018,103.7979498,103.7979498,730734,WOODLANDS CIRCLE,HDB-WOODLANDS,24064.0084,47283.79148,734 WOODLANDS CIRCLE
0,144 LORONG AH SOO HDB-HOUGANG SINGAPORE 530144,144,HDB-HOUGANG,1.351977155,103.8833135,103.8833135,530144,LORONG AH SOO,HDB-HOUGANG,33563.866010000005,37120.337960000004,144 LOR AH SOO
0,130 BISHAN STREET 12 HDB-BISHAN SINGAPORE 570130,130,HDB-BISHAN,1.345908888,103.851016,103.851016,570130,BISHAN STREET 12,HDB-BISHAN,29969.52663,36449.28989,130 BISHAN ST 12
0,204 PASIR RIS STREET 21 HDB-PASIR RIS SINGAPORE 510204,204,HDB-PASIR RIS,1.367497501,103.9623844,103.9623844,510204,PASIR RIS STREET 21,HDB-PASIR RIS,42363.4839,38836.82748,204 PASIR RIS ST 21
0,759 CHOA CHU KANG NORTH 5 HDB-CHOA CHU KANG SINGAPORE 680759,759,HDB-CHOA CHU KANG,1.393218591,103.7467408,103.7467408,680759,CHOA CHU KANG NORTH 5,HDB-CHOA CHU KANG,18365.03613,41680.72596,759 CHOA CHU KANG NTH 5
1,759 CHOA CHU KANG NORTH 5 HDB PUBLIC SHELTERS SINGAPORE 680759,759,HDB PUBLIC SHELTERS,1.3932185819999998,103.7467408,103.7467408,680759,CHOA CHU KANG NORTH 5,HDB PUBLIC SHELTERS,18365.0374,41680.724989999995,759 CHOA CHU KANG NTH 5
0,450G TAMPINES STREET 42 HDB-TAMPINES SINGAPORE 527450,450G,HDB-TAMPINES,1.3583606380000002,103.95287370000001,103.95287370000001,527450,TAMPINES STREET 42,HDB-TAMPINES,41305.10915,37826.462660000005,450G TAMPINES ST 42
1,450G TAMPINES STREET 42 HDB PUBLIC SHELTERS SINGAPORE 527450,450G,HDB PUBLIC SHELTERS,1.358360627,103.95287359999999,103.95287359999999,527450,TAMPINES STREET 42,HDB PUBLIC SHELTERS,41305.10316,37826.46148,450G TAMPINES ST 42
2,450G TAMPINES STREET 42 LIKE HOME STUDENT CARE SINGAPORE 527450,450G,LIKE HOME STUDENT CARE,1.3583606240000001,103.95287359999999,103.95287359999999,527450,TAMPINES STREET 42,LIKE HOME STUDENT CARE,41305.104,37826.46109,450G TAMPINES ST 42
0,942 TAMPINES AVENUE 5 TAMPINES PALMSVILLE SINGAPORE 520942,942,TAMPINES PALMSVILLE,1.349768954,103.940624,103.940624,520942,TAMPINES AVENUE 5,TAMPINES PALMSVILLE,39941.89819,36876.37247,942 TAMPINES AVE 5
1,942 TAMPINES AVENUE 5 PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST 942 (CC) SINGAPORE 520942,942,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST 942 (CC),1.3497733969999999,103.9406222,103.9406222,520942,TAMPINES AVENUE 5,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST 942 (CC),39941.70411,36876.86369,942 TAMPINES AVE 5
0,258B PUNGGOL FIELD PUNGGOL TOPAZ SINGAPORE 822258,258B,PUNGGOL TOPAZ,1.403682308,103.8964614,103.8964614,822258,PUNGGOL FIELD,PUNGGOL TOPAZ,35026.93435,42837.66854,258B PUNGGOL FIELD
0,934 TAMPINES STREET 91 TAMPINES PALMSPRING SINGAPORE 520934,934,TAMPINES PALMSPRING,1.345334108,103.9401221,103.9401221,520934,TAMPINES STREET 91,TAMPINES PALMSPRING,39886.07046,36385.98655,934 TAMPINES ST 91
0,201C COMPASSVALE DRIVE COMPASSVALE SOUTH GATE SINGAPORE 543201,201C,COMPASSVALE SOUTH GATE,1.387725134,103.8935077,103.8935077,543201,COMPASSVALE DRIVE,COMPASSVALE SOUTH GATE,34698.27048,41073.195439999996,201C COMPASSVALE DR
0,104 BUKIT BATOK CENTRAL HDB-BUKIT BATOK SINGAPORE 650104,104,HDB-BUKIT BATOK,1.3489950030000002,103.7472582,103.7472582,650104,BUKIT BATOK CENTRAL,HDB-BUKIT BATOK,18422.43833,36790.698919999995,104 BT BATOK CTRL
0,615 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530615,615,HDB-HOUGANG,1.368613604,103.88493790000001,103.88493790000001,530615,HOUGANG AVENUE 8,HDB-HOUGANG,33744.61085,38959.9162,615 HOUGANG AVE 8
0,820 JURONG WEST STREET 81 HDB-JURONG WEST SINGAPORE 640820,820,HDB-JURONG WEST,1.346332296,103.6951884,103.6951884,640820,JURONG WEST STREET 81,HDB-JURONG WEST,12627.62156,36496.53652,820 JURONG WEST ST 81
0,504D YISHUN STREET 51 ACACIA BREEZE @ YISHUN SINGAPORE 764504,504D,ACACIA BREEZE @ YISHUN,1.418333625,103.8437217,103.8437217,764504,YISHUN STREET 51,ACACIA BREEZE @ YISHUN,29157.71285,44457.645019999996,504D YISHUN ST 51
0,703 HOUGANG AVENUE 2 HDB-HOUGANG SINGAPORE 530703,703,HDB-HOUGANG,1.36553096,103.88946059999999,103.88946059999999,530703,HOUGANG AVENUE 2,HDB-HOUGANG,34247.94317,38619.06423,703 HOUGANG AVE 2
0,856 WOODLANDS STREET 83 HDB-WOODLANDS SINGAPORE 730856,856,HDB-WOODLANDS,1.4404988280000002,103.79328709999999,103.79328709999999,730856,WOODLANDS STREET 83,HDB-WOODLANDS,23545.113999999998,46908.59812,856 WOODLANDS ST 83
0,763 CHOA CHU KANG NORTH 5 HDB-GUILLEMARD SINGAPORE 680763,763,HDB-GUILLEMARD,1.392848536,103.74855720000001,103.74855720000001,680763,CHOA CHU KANG NORTH 5,HDB-GUILLEMARD,18567.16848,41639.7998,763 CHOA CHU KANG NTH 5
0,48 CIRCUIT ROAD MACPHERSON GARDEN SINGAPORE 370048,48,MACPHERSON GARDEN,1.325410325,103.885651,103.885651,370048,CIRCUIT ROAD,MACPHERSON GARDEN,33824.06936,34182.71806,48 CIRCUIT RD
0,421 BEDOK NORTH ROAD GARDEN HILL SINGAPORE 460421,421,GARDEN HILL,1.328259123,103.92897370000001,103.92897370000001,460421,BEDOK NORTH ROAD,GARDEN HILL,38645.43672,34497.86803,421 BEDOK NTH RD
0,811 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760811,811,KHATIB GARDENS,1.4164258859999999,103.83221329999999,103.83221329999999,760811,YISHUN RING ROAD,KHATIB GARDENS,27876.99712,44246.69422,811 YISHUN RING RD
0,216 TAMPINES STREET 23 HDB-TAMPINES SINGAPORE 520216,216,HDB-TAMPINES,1.354017993,103.952704,103.952704,520216,TAMPINES STREET 23,HDB-TAMPINES,41286.24993,37346.27311,216 TAMPINES ST 23
0,115A YISHUN RING ROAD CHONG PANG GARDEN SINGAPORE 761115,115A,CHONG PANG GARDEN,1.43331769,103.82751540000001,103.82751540000001,761115,YISHUN RING ROAD,CHONG PANG GARDEN,27354.19879,46114.50565,115A YISHUN RING RD
0,273B JURONG WEST AVENUE 3 WENYA SINGAPORE 642273,273B,WENYA,1.3515563369999999,103.7036275,103.7036275,642273,JURONG WEST AVENUE 3,WENYA,13566.8311,37074.13413,273B JURONG WEST AVE 3
0,118 CLEMENTI STREET 13 SUNSET WAY RESIDENCE SINGAPORE 120118,118,SUNSET WAY RESIDENCE,1.324917987,103.77189109999999,103.77189109999999,120118,CLEMENTI STREET 13,SUNSET WAY RESIDENCE,21163.74439,34128.30113,118 CLEMENTI ST 13
0,659 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530659,659,HDB-HOUGANG,1.373277214,103.8832067,103.8832067,530659,HOUGANG AVENUE 8,HDB-HOUGANG,33551.93679,39475.59054,659 HOUGANG AVE 8
0,560 CHOA CHU KANG NORTH 6 HDB-CHOA CHU KANG SINGAPORE 680560,560,HDB-CHOA CHU KANG,1.395825412,103.74502729999999,103.74502729999999,680560,CHOA CHU KANG NORTH 6,HDB-CHOA CHU KANG,18174.35571,41968.982469999995,560 CHOA CHU KANG NTH 6
0,710 WOODLANDS DRIVE 70 HDB-WOODLANDS SINGAPORE 730710,710,HDB-WOODLANDS,1.440776769,103.7974203,103.7974203,730710,WOODLANDS DRIVE 70,HDB-WOODLANDS,24005.07406,46939.32382,710 WOODLANDS DR 70
1,710 WOODLANDS DRIVE 70 PRO-TEACH BASC (ADMIRALTY) SINGAPORE 730710,710,PRO-TEACH BASC (ADMIRALTY),1.440776764,103.7974203,103.7974203,730710,WOODLANDS DRIVE 70,PRO-TEACH BASC (ADMIRALTY),24005.07521,46939.32321,710 WOODLANDS DR 70
2,710 WOODLANDS DRIVE 70 HDB PUBLIC SHELTERS SINGAPORE 730710,710,HDB PUBLIC SHELTERS,1.4407852719999998,103.797529,103.797529,730710,WOODLANDS DRIVE 70,HDB PUBLIC SHELTERS,24017.17568,46940.26382,710 WOODLANDS DR 70
0,517D JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 644517,517D,HDB-JURONG WEST,1.3449245680000002,103.7194594,103.7194594,644517,JURONG WEST STREET 52,HDB-JURONG WEST,15328.70943,36340.737310000004,517D JURONG WEST ST 52
0,79C TOA PAYOH CENTRAL CENTRAL HORIZON SINGAPORE 313079,79C,CENTRAL HORIZON,1.3346605790000001,103.84857779999999,103.84857779999999,313079,TOA PAYOH CENTRAL,CENTRAL HORIZON,29698.18708,35205.50752,79C TOA PAYOH CTRL
0,244 BUKIT BATOK EAST AVENUE 5 GOMBAK VIEW SINGAPORE 650244,244,GOMBAK VIEW,1.3491826980000001,103.7572392,103.7572392,650244,BUKIT BATOK EAST AVENUE 5,GOMBAK VIEW,19533.20808,36811.41629,244 BT BATOK EAST AVE 5
0,124 BUKIT BATOK CENTRAL HDB-BUKIT BATOK SINGAPORE 650124,124,HDB-BUKIT BATOK,1.3511820490000002,103.7472099,103.7472099,650124,BUKIT BATOK CENTRAL,HDB-BUKIT BATOK,18417.06507,37032.53181,124 BT BATOK CTRL
0,323C SENGKANG EAST WAY ANCHORVALE GROVE SINGAPORE 543323,323C,ANCHORVALE GROVE,1.392913337,103.8924033,103.8924033,543323,SENGKANG EAST WAY,ANCHORVALE GROVE,34575.35226,41646.87782,323C SENGKANG EAST WAY
0,228 SIMEI STREET 4 HDB-TAMPINES SINGAPORE 520228,228,HDB-TAMPINES,1.342552189,103.9560409,103.9560409,520228,SIMEI STREET 4,HDB-TAMPINES,41657.67093,36078.45875,228 SIMEI ST 4
0,627 BEDOK RESERVOIR ROAD EUNOS HEIGHTS SINGAPORE 470627,627,EUNOS HEIGHTS,1.333961867,103.9155993,103.9155993,470627,BEDOK RESERVOIR ROAD,EUNOS HEIGHTS,37156.98753,35128.39529,627 BEDOK RESERVOIR RD
0,619 ANG MO KIO AVENUE 4 HDB-ANG MO KIO SINGAPORE 560619,619,HDB-ANG MO KIO,1.3785880769999999,103.8386397,103.8386397,560619,ANG MO KIO AVENUE 4,HDB-ANG MO KIO,28592.1741,40062.78155,619 ANG MO KIO AVE 4
1,619 ANG MO KIO AVENUE 4 HDB PUBLIC SHELTERS SINGAPORE 560619,619,HDB PUBLIC SHELTERS,1.378588577,103.8386447,103.8386447,560619,ANG MO KIO AVENUE 4,HDB PUBLIC SHELTERS,28592.725789999997,40062.83685,619 ANG MO KIO AVE 4
0,271 PASIR RIS STREET 21 HDB-PASIR RIS SINGAPORE 510271,271,HDB-PASIR RIS,1.3656678309999999,103.9639632,103.9639632,510271,PASIR RIS STREET 21,HDB-PASIR RIS,42539.19959,38634.52082,271 PASIR RIS ST 21
0,324 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560324,324,ANG MO KIO 31,1.368333922,103.8468792,103.8468792,560324,ANG MO KIO AVENUE 3,ANG MO KIO 31,29509.13737,38928.93286,324 ANG MO KIO AVE 3
0,817 TAMPINES STREET 81 TAMPINES POLYVIEW SINGAPORE 520817,817,TAMPINES POLYVIEW,1.347639667,103.93669799999999,103.93669799999999,520817,TAMPINES STREET 81,TAMPINES POLYVIEW,39504.98517,36640.907510000005,817 TAMPINES ST 81
1,817 TAMPINES STREET 81 PICKET FENCE @ TAMPINES PTE. LTD. SINGAPORE 520817,817,PICKET FENCE @ TAMPINES PTE. LTD.,1.3476350769999998,103.9366956,103.9366956,520817,TAMPINES STREET 81,PICKET FENCE @ TAMPINES PTE. LTD.,39504.72211,36640.39991,817 TAMPINES ST 81
0,355 CHOA CHU KANG CENTRAL HDB-CHOA CHU KANG SINGAPORE 680355,355,HDB-CHOA CHU KANG,1.383124223,103.7437748,103.7437748,680355,CHOA CHU KANG CENTRAL,HDB-CHOA CHU KANG,18034.91831,40564.55287,355 CHOA CHU KANG CTRL
0,684D CHOA CHU KANG CRESCENT HDB-CHOA CHU KANG SINGAPORE 684684,684D,HDB-CHOA CHU KANG,1.404678203,103.74680009999999,103.74680009999999,684684,CHOA CHU KANG CRESCENT,HDB-CHOA CHU KANG,18371.67414,42947.873060000005,684D CHOA CHU KANG CRES
0,45 JALAN TIGA PINE GREEN SINGAPORE 390045,45,PINE GREEN,1.308637777,103.8846448,103.8846448,390045,JALAN TIGA,PINE GREEN,33712.12928,32328.09285,45 JLN TIGA
0,324A JURONG EAST STREET 31 SINGAPORE 601324,324A,NIL,1.34844973,103.7296098,103.7296098,601324,JURONG EAST STREET 31,324A JURONG EAST STREET 31 SINGAPORE 601324,16458.36313,36730.48194,324 JURONG EAST ST 31
1,324 JURONG EAST STREET 31 HDB-JURONG EAST SINGAPORE 600324,324,HDB-JURONG EAST,1.348648993,103.729869,103.729869,600324,JURONG EAST STREET 31,HDB-JURONG EAST,16487.2067,36752.51428,324 JURONG EAST ST 31
2,324 JURONG EAST STREET 31 YWCA JURONG EAST CHILD DEVELOPMENT CENTRE SINGAPORE 600324,324,YWCA JURONG EAST CHILD DEVELOPMENT CENTRE,1.348677354,103.7298689,103.7298689,600324,JURONG EAST STREET 31,YWCA JURONG EAST CHILD DEVELOPMENT CENTRE,16487.20031,36755.65029,324 JURONG EAST ST 31
0,334D YISHUN STREET 31 YISHUN RIVERWALK SINGAPORE 764334,334D,YISHUN RIVERWALK,1.43241465,103.8465171,103.8465171,764334,YISHUN STREET 31,YISHUN RIVERWALK,29468.799710000003,46014.655380000004,334D YISHUN ST 31
0,442 CHOA CHU KANG AVENUE 4 HDB-CHOA CHU KANG SINGAPORE 680442,442,HDB-CHOA CHU KANG,1.380939699,103.73773390000001,103.73773390000001,680442,CHOA CHU KANG AVENUE 4,HDB-CHOA CHU KANG,17362.62592,40323.025219999996,442 CHOA CHU KANG AVE 4
0,715 PASIR RIS STREET 72 HDB-PASIR RIS SINGAPORE 510715,715,HDB-PASIR RIS,1.382977902,103.9370545,103.9370545,510715,PASIR RIS STREET 72,HDB-PASIR RIS,39544.490789999996,40548.43765,715 PASIR RIS ST 72
0,499B TAMPINES AVENUE 9 TAMPINES RIA SINGAPORE 522499,499B,TAMPINES RIA,1.358870205,103.9563317,103.9563317,522499,TAMPINES AVENUE 9,TAMPINES RIA,41689.938689999995,37882.82746,499B TAMPINES AVE 9
0,126C EDGEDALE PLAINS HDB-PUNGGOL SINGAPORE 823126,126C,HDB-PUNGGOL,1.393970531,103.91066359999999,103.91066359999999,823126,EDGEDALE PLAINS,HDB-PUNGGOL,36607.47549,41763.83585,126C EDGEDALE PLAINS
0,103 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570103,103,BISHAN VIEW,1.345512491,103.8483142,103.8483142,570103,BISHAN STREET 12,BISHAN VIEW,29668.843539999998,36405.45634,103 BISHAN ST 12
0,547D SEGAR ROAD SEGAR VALE SINGAPORE 674547,547D,SEGAR VALE,1.388901126,103.7690032,103.7690032,674547,SEGAR ROAD,SEGAR VALE,20842.53604,41203.24298,547D SEGAR RD
0,224D COMPASSVALE WALK COMPASSVALE VISTA SINGAPORE 544224,224D,COMPASSVALE VISTA,1.388548954,103.8984882,103.8984882,544224,COMPASSVALE WALK,COMPASSVALE VISTA,35252.53864,41164.30406,224D COMPASSVALE WALK
0,351 HOUGANG AVENUE 7 HDB-HOUGANG SINGAPORE 530351,351,HDB-HOUGANG,1.3717398109999999,103.899,103.899,530351,HOUGANG AVENUE 7,HDB-HOUGANG,35309.54064,39305.63475,351 HOUGANG AVE 7
0,484B CHOA CHU KANG AVENUE 5 HDB-CHOA CHU KANG SINGAPORE 682484,484B,HDB-CHOA CHU KANG,1.376230308,103.73633829999999,103.73633829999999,682484,CHOA CHU KANG AVENUE 5,HDB-CHOA CHU KANG,17207.297980000003,39802.2902,484B CHOA CHU KANG AVE 5
0,453 YISHUN STREET 41 DEW SPRING @ YISHUN SINGAPORE 760453,453,DEW SPRING @ YISHUN,1.419910341,103.8455548,103.8455548,760453,YISHUN STREET 41,DEW SPRING @ YISHUN,29361.716969999998,44631.991239999996,453 YISHUN ST 41
0,353 TAMPINES STREET 33 HDB-TAMPINES SINGAPORE 520353,353,HDB-TAMPINES,1.3545127369999999,103.9630286,103.9630286,520353,TAMPINES STREET 33,HDB-TAMPINES,42435.261119999996,37401.03861,353 TAMPINES ST 33
0,41 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 141041,41,TANGLIN HALT GREEN,1.298228399,103.79858540000001,103.79858540000001,141041,TANGLIN HALT ROAD,TANGLIN HALT GREEN,24134.50459,31177.045560000002,41 TANGLIN HALT RD
0,225 CHOA CHU KANG CENTRAL HDB-CHOA CHU KANG SINGAPORE 680225,225,HDB-CHOA CHU KANG,1.3810906530000002,103.7448896,103.7448896,680225,CHOA CHU KANG CENTRAL,HDB-CHOA CHU KANG,18158.96701,40339.6862,225 CHOA CHU KANG CTRL
0,510A JURONG WEST STREET 52 SINGAPORE 641510,510A,NIL,1.348374081,103.718594,103.718594,641510,JURONG WEST STREET 52,510A JURONG WEST STREET 52 SINGAPORE 641510,15232.418769999998,36722.17205,510 JURONG WEST ST 52
1,510 JURONG WEST STREET 52 WESTWOOD COURT SINGAPORE 640510,510,WESTWOOD COURT,1.34837798,103.7194483,103.7194483,640510,JURONG WEST STREET 52,WESTWOOD COURT,15327.49929,36722.598710000006,510 JURONG WEST ST 52
2,510 JURONG WEST STREET 52 HONG KAH SOUTH NEIGHBOURHOOD POLICE POST SINGAPORE 640510,510,HONG KAH SOUTH NEIGHBOURHOOD POLICE POST,1.34852829,103.7197812,103.7197812,640510,JURONG WEST STREET 52,HONG KAH SOUTH NEIGHBOURHOOD POLICE POST,15364.54061,36739.217560000005,510 JURONG WEST ST 52
0,651 WOODLANDS RING ROAD HDB-WOODLANDS SINGAPORE 730651,651,HDB-WOODLANDS,1.438322013,103.799572,103.799572,730651,WOODLANDS RING ROAD,HDB-WOODLANDS,24244.51915,46667.885539999996,651 WOODLANDS RING RD
0,18C HOLLAND DRIVE BUONA VISTA COURT SINGAPORE 274018,18C,BUONA VISTA COURT,1.310316292,103.79173890000001,103.79173890000001,274018,HOLLAND DRIVE,BUONA VISTA COURT,23372.56863,32513.67445,18C HOLLAND DR
0,658 WOODLANDS RING ROAD HDB-WOODLANDS SINGAPORE 730658,658,HDB-WOODLANDS,1.4366417130000002,103.79960159999999,103.79960159999999,730658,WOODLANDS RING ROAD,HDB-WOODLANDS,24247.81033,46482.08627,658 WOODLANDS RING RD
0,240 PASIR RIS STREET 21 HDB-PASIR RIS SINGAPORE 510240,240,HDB-PASIR RIS,1.373368723,103.962797,103.962797,510240,PASIR RIS STREET 21,HDB-PASIR RIS,42409.36871,39486.04147,240 PASIR RIS ST 21
0,101A LORONG 2 TOA PAYOH TOA PAYOH PALM SPRING SINGAPORE 310101,101A,TOA PAYOH PALM SPRING,1.339741267,103.8472642,103.8472642,310101,LORONG 2 TOA PAYOH,TOA PAYOH PALM SPRING,29551.9965,35767.30318,101A LOR 2 TOA PAYOH
0,734 YISHUN AVENUE 5 NEE SOON CENTRAL VISTA SINGAPORE 760734,734,NEE SOON CENTRAL VISTA,1.429264553,103.8310748,103.8310748,760734,YISHUN AVENUE 5,NEE SOON CENTRAL VISTA,27750.303760000003,45666.32943,734 YISHUN AVE 5
0,427 CLEMENTI AVENUE 3 HDB-CLEMENTI SINGAPORE 120427,427,HDB-CLEMENTI,1.311970645,103.763803,103.763803,120427,CLEMENTI AVENUE 3,HDB-CLEMENTI,20263.57425,32696.673319999998,427 CLEMENTI AVE 3
1,427A CLEMENTI AVENUE 3 HDB-CLEMENTI SINGAPORE 121427,427A,HDB-CLEMENTI,1.312123221,103.76389209999999,103.76389209999999,121427,CLEMENTI AVENUE 3,HDB-CLEMENTI,20273.4898,32713.54415,427 CLEMENTI AVE 3
2,427 CLEMENTI AVENUE 3 CLEMENTI NEIGHBOURHOOD POLICE POST SINGAPORE 120427,427,CLEMENTI NEIGHBOURHOOD POLICE POST,1.3119669090000001,103.7641272,103.7641272,120427,CLEMENTI AVENUE 3,CLEMENTI NEIGHBOURHOOD POLICE POST,20299.65254,32696.259260000003,427 CLEMENTI AVE 3
0,673A JURONG WEST STREET 65 HDB-JURONG WEST SINGAPORE 641673,673A,HDB-JURONG WEST,1.3442651819999998,103.7012495,103.7012495,641673,JURONG WEST STREET 65,HDB-JURONG WEST,13302.13937,36267.92761,673A JURONG WEST ST 65
0,62A STRATHMORE AVENUE STRATHMORE GREEN SINGAPORE 142062,62A,STRATHMORE GREEN,1.294386975,103.8114265,103.8114265,142062,STRATHMORE AVENUE,STRATHMORE GREEN,25563.60139,30752.264710000003,62A STRATHMORE AVE
0,223 YISHUN STREET 21 YISHUN GARDENS SINGAPORE 760223,223,YISHUN GARDENS,1.434367282,103.8356027,103.8356027,760223,YISHUN STREET 21,YISHUN GARDENS,28254.18635,46230.56357,223 YISHUN ST 21
1,223 YISHUN STREET 21 PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST BLK 223 (KN) SINGAPORE 760223,223,PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST BLK 223 (KN),1.434367273,103.8356027,103.8356027,760223,YISHUN STREET 21,PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST BLK 223 (KN),28254.186510000003,46230.5626,223 YISHUN ST 21
0,406A WOODLANDS STREET 41 MULTI STOREY CAR PARK SINGAPORE 731406,406A,MULTI STOREY CAR PARK,1.429520712,103.7720521,103.7720521,731406,WOODLANDS STREET 41,MULTI STOREY CAR PARK,21181.95618,45694.74507,406 WOODLANDS ST 41
1,406 WOODLANDS STREET 41 HDB-WOODLANDS SINGAPORE 730406,406,HDB-WOODLANDS,1.429403896,103.7727281,103.7727281,730406,WOODLANDS STREET 41,HDB-WOODLANDS,21257.18741,45681.82615,406 WOODLANDS ST 41
2,406 WOODLANDS STREET 41 MY FIRST SKOOL SINGAPORE 730406,406,MY FIRST SKOOL,1.4294038919999998,103.7727282,103.7727282,730406,WOODLANDS STREET 41,MY FIRST SKOOL,21257.188290000002,45681.8257,406 WOODLANDS ST 41
0,710 PASIR RIS STREET 72 HDB-PASIR RIS SINGAPORE 510710,710,HDB-PASIR RIS,1.3819775730000001,103.9376377,103.9376377,510710,PASIR RIS STREET 72,HDB-PASIR RIS,39609.40687,40437.828989999995,710 PASIR RIS ST 72
0,688E WOODLANDS DRIVE 75 HDB-WOODLANDS SINGAPORE 735688,688E,HDB-WOODLANDS,1.44381514,103.80794509999998,103.80794509999998,735688,WOODLANDS DRIVE 75,HDB-WOODLANDS,25176.32456,47275.27583,688E WOODLANDS DR 75
0,125 POTONG PASIR AVENUE 1 HDB-POTONG PASIR SINGAPORE 350125,125,HDB-POTONG PASIR,1.33541494,103.86516879999999,103.86516879999999,350125,POTONG PASIR AVENUE 1,HDB-POTONG PASIR,31544.58938,35288.93856,125 POTONG PASIR AVE 1
0,649 PASIR RIS DRIVE 10 HDB-PASIR RIS SINGAPORE 510649,649,HDB-PASIR RIS,1.378440932,103.93831180000001,103.93831180000001,510649,PASIR RIS DRIVE 10,HDB-PASIR RIS,39684.43463,40046.76788,649 PASIR RIS DR 10
0,306A ANCHORVALE LINK ANCHORVALE PLACE SINGAPORE 541306,306A,ANCHORVALE PLACE,1.390179672,103.8890486,103.8890486,541306,ANCHORVALE LINK,ANCHORVALE PLACE,34202.030269999996,41344.59377,306A ANCHORVALE LINK
0,101D PUNGGOL FIELD HDB-PUNGGOL SINGAPORE 824101,101D,HDB-PUNGGOL,1.398484785,103.9061439,103.9061439,824101,PUNGGOL FIELD,HDB-PUNGGOL,36104.47984,42262.9836,101D PUNGGOL FIELD
0,161 BUKIT BATOK STREET 11 HDB-BUKIT BATOK SINGAPORE 650161,161,HDB-BUKIT BATOK,1.3484691580000001,103.74205079999999,103.74205079999999,650161,BUKIT BATOK STREET 11,HDB-BUKIT BATOK,17842.90863,36732.57476,161 BT BATOK ST 11
0,366 BUKIT BATOK STREET 31 HDB-BUKIT BATOK SINGAPORE 650366,366,HDB-BUKIT BATOK,1.360364788,103.7489167,103.7489167,650366,BUKIT BATOK STREET 31,HDB-BUKIT BATOK,18607.052,38047.90662,366 BT BATOK ST 31
0,386 TAMPINES STREET 32 HDB-TAMPINES SINGAPORE 520386,386,HDB-TAMPINES,1.354839111,103.9591535,103.9591535,520386,TAMPINES STREET 32,HDB-TAMPINES,42003.99862,37437.10467,386 TAMPINES ST 32
0,117 BISHAN STREET 12 HDB-BISHAN SINGAPORE 570117,117,HDB-BISHAN,1.3470174209999999,103.8499867,103.8499867,570117,BISHAN STREET 12,HDB-BISHAN,29854.97299,36571.865,117 BISHAN ST 12
0,158 ANG MO KIO AVENUE 4 HDB-ANG MO KIO SINGAPORE 560158,158,HDB-ANG MO KIO,1.3747805869999998,103.83899759999998,103.83899759999998,560158,ANG MO KIO AVENUE 4,HDB-ANG MO KIO,28632.00183,39641.76882,158 ANG MO KIO AVE 4
0,527 WOODLANDS DRIVE 14 WOODLANDS VISTA SINGAPORE 730527,527,WOODLANDS VISTA,1.43173161,103.7921062,103.7921062,730527,WOODLANDS DRIVE 14,WOODLANDS VISTA,23413.681669999998,45939.16536,527 WOODLANDS DR 14
0,25 SIN MING ROAD SINGAPORE 570025,25,NIL,1.355339843,103.83745859999999,103.83745859999999,570025,SIN MING ROAD,25 SIN MING ROAD SINGAPORE 570025,28460.73862,37492.10995,25 SIN MING RD
1,25 SIN MING ROAD HDB-BISHAN SINGAPORE 570025,25,HDB-BISHAN,1.3548909230000001,103.8381899,103.8381899,570025,SIN MING ROAD,HDB-BISHAN,28542.117660000004,37442.47085,25 SIN MING RD
2,25 SIN MING ROAD THOMSON NEIGHBOURHOOD POLICE POST SINGAPORE 570025,25,THOMSON NEIGHBOURHOOD POLICE POST,1.354993048,103.8374735,103.8374735,570025,SIN MING ROAD,THOMSON NEIGHBOURHOOD POLICE POST,28462.390489999998,37453.7632,25 SIN MING RD
0,508C WELLINGTON CIRCLE WELLINGTON VIEW SINGAPORE 753508,508C,WELLINGTON VIEW,1.452882396,103.82143190000001,103.82143190000001,753508,WELLINGTON CIRCLE,WELLINGTON VIEW,26677.2007,48277.87525,508C WELLINGTON CIRCLE
0,293 TAMPINES STREET 22 HDB-TAMPINES SINGAPORE 520293,293,HDB-TAMPINES,1.350391081,103.9549016,103.9549016,520293,TAMPINES STREET 22,HDB-TAMPINES,41530.83561,36945.23895,293 TAMPINES ST 22
0,715 CLEMENTI WEST STREET 2 VISTA 18 SINGAPORE 120715,715,VISTA 18,1.303153603,103.7619437,103.7619437,120715,CLEMENTI WEST STREET 2,VISTA 18,20056.6213,31721.735269999997,715 CLEMENTI WEST ST 2
0,131 MARSILING RISE HDB-WOODLANDS SINGAPORE 730131,131,HDB-WOODLANDS,1.43847984,103.77861340000001,103.77861340000001,730131,MARSILING RISE,HDB-WOODLANDS,21912.15716,46685.38237,131 MARSILING RISE
