,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y,address
0,158 JURONG EAST STREET 24 YUHUA PRIMARY SCHOOL SINGAPORE 609558,158,YUHUA PRIMARY SCHOOL,1.3429198180000002,103.74086109999999,103.74086109999999,609558,JURONG EAST STREET 24,YUHUA PRIMARY SCHOOL,17710.48899,36118.96125,Yuhua Primary School
0,91 BENDEMEER ROAD BENDEMEER PRIMARY SCHOOL SINGAPORE 339948,91,BENDEMEER PRIMARY SCHOOL,1.322208475,103.86535129999999,103.86535129999999,339948,BENDEMEER ROAD,BENDEMEER PRIMARY SCHOOL,31564.92659,33828.63547,Bendemeer Primary School
0,210 YISHUN AVENUE 6 NORTH VIEW PRIMARY SCHOOL SINGAPORE 768960,210,NORTH VIEW PRIMARY SCHOOL,1.4279434030000002,103.84836829999999,103.84836829999999,768960,YISHUN AVENUE 6,NORTH VIEW PRIMARY SCHOOL,29674.809269999998,45520.24863,North View Primary School
0,52 SUMANG WALK PUNGGOL COVE PRIMARY SCHOOL SINGAPORE 828674,52,PUNGGOL COVE PRIMARY SCHOOL,1.411563565,103.8989704,103.8989704,828674,SUMANG WALK,PUNGGOL COVE PRIMARY SCHOOL,35306.12208,43709.14636,Punggol Cove Primary School
0,23 JURONG WEST STREET 81 PIONEER PRIMARY SCHOOL SINGAPORE 649076,23,PIONEER PRIMARY SCHOOL,1.3487209269999998,103.6948679,103.6948679,649076,JURONG WEST STREET 81,PIONEER PRIMARY SCHOOL,12591.96415,36760.66197,Pioneer Primary School
0,61 EDGEDALE PLAINS HORIZON PRIMARY SCHOOL SINGAPORE 828819,61,HORIZON PRIMARY SCHOOL,1.400008815,103.9130715,103.9130715,828819,EDGEDALE PLAINS,HORIZON PRIMARY SCHOOL,36875.42796,42431.52838,Horizon Primary School
0,50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080,50,NAN CHIAU PRIMARY SCHOOL,1.392064685,103.890925,103.890925,545080,ANCHORVALE LINK,NAN CHIAU PRIMARY SCHOOL,34410.83605,41553.03408,Nan Chiau Primary School
0,31 SENJA ROAD WEST VIEW PRIMARY SCHOOL SINGAPORE 677742,31,WEST VIEW PRIMARY SCHOOL,1.383590574,103.7602891,103.7602891,677742,SENJA ROAD,WEST VIEW PRIMARY SCHOOL,19872.748480000002,40616.05672,West View Primary School
0,170 YISHUN AVENUE 6 CHONGFU SCHOOL SINGAPORE 768959,170,CHONGFU SCHOOL,1.438462312,103.83907070000001,103.83907070000001,768959,YISHUN AVENUE 6,CHONGFU SCHOOL,28640.123669999997,46683.37203,Chongfu School
0,5 ANG MO KIO STREET 52 JING SHAN PRIMARY SCHOOL SINGAPORE 569228,5,JING SHAN PRIMARY SCHOOL,1.3718926759999999,103.85181109999999,103.85181109999999,569228,ANG MO KIO STREET 52,JING SHAN PRIMARY SCHOOL,30057.98871,39322.44541,Jing Shan Primary School
0,19 ANG MO KIO AVENUE 9 ANDERSON PRIMARY SCHOOL SINGAPORE 569785,19,ANDERSON PRIMARY SCHOOL,1.384665965,103.84123840000001,103.84123840000001,569785,ANG MO KIO AVENUE 9,ANDERSON PRIMARY SCHOOL,28881.376780000002,40734.84439,Anderson Primary School
0,11 CHOA CHU KANG STREET 52 DE LA SALLE SCHOOL SINGAPORE 689285,11,DE LA SALLE SCHOOL,1.395071916,103.74344359999999,103.74344359999999,689285,CHOA CHU KANG STREET 52,DE LA SALLE SCHOOL,17998.10965,41885.67126,De La Salle School
0,100 REDHILL CLOSE GAN ENG SENG PRIMARY SCHOOL SINGAPORE 158901,100,GAN ENG SENG PRIMARY SCHOOL,1.285955393,103.8152282,103.8152282,158901,REDHILL CLOSE,GAN ENG SENG PRIMARY SCHOOL,25986.69283,29819.94053,Gan Eng Seng Primary School
0,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,501,TEMASEK PRIMARY SCHOOL,1.317716389,103.9456952,103.9456952,469300,BEDOK SOUTH AVENUE 3,TEMASEK PRIMARY SCHOOL,40506.433430000005,33332.182689999994,Temasek Primary School
0,1 SALLIM ROAD CANOSSA CATHOLIC PRIMARY SCHOOL SINGAPORE 387621,1,CANOSSA CATHOLIC PRIMARY SCHOOL,1.32651106,103.8817569,103.8817569,387621,SALLIM ROAD,CANOSSA CATHOLIC PRIMARY SCHOOL,33390.698789999995,34304.42296,Canossa Catholic Primary School
0,50 EDGEDALE PLAINS GREENDALE PRIMARY SCHOOL SINGAPORE 828848,50,GREENDALE PRIMARY SCHOOL,1.396402656,103.912566,103.912566,828848,EDGEDALE PLAINS,GREENDALE PRIMARY SCHOOL,36819.17918,42032.77521,Greendale Primary School
0,21 TAMPINES STREET 71 POI CHING SCHOOL SINGAPORE 529067,21,POI CHING SCHOOL,1.358087001,103.93535250000001,103.93535250000001,529067,TAMPINES STREET 71,POI CHING SCHOOL,39355.20329,37796.11583,Poi Ching School
0,98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772,98,PUNGGOL GREEN PRIMARY SCHOOL,1.4018048730000001,103.89877290000001,103.89877290000001,828772,PUNGGOL WALK,PUNGGOL GREEN PRIMARY SCHOOL,35284.17335,42630.07821,Punggol Green Primary School
0,61 WOODLANDS AVENUE 1 SI LING PRIMARY SCHOOL SINGAPORE 739067,61,SI LING PRIMARY SCHOOL,1.4326998659999999,103.78577879999999,103.78577879999999,739067,WOODLANDS AVENUE 1,SI LING PRIMARY SCHOOL,22709.53538,46046.243839999996,Si Ling Primary School
0,109 CASHEW ROAD BUKIT PANJANG PRIMARY SCHOOL SINGAPORE 679676,109,BUKIT PANJANG PRIMARY SCHOOL,1.373472192,103.7693175,103.7693175,679676,CASHEW ROAD,BUKIT PANJANG PRIMARY SCHOOL,20877.46245,39497.1878,Bukit Panjang Primary School
0,8 CLEMENTI AVENUE 3 CLEMENTI PRIMARY SCHOOL SINGAPORE 129903,8,CLEMENTI PRIMARY SCHOOL,1.315808563,103.76305479999999,103.76305479999999,129903,CLEMENTI AVENUE 3,CLEMENTI PRIMARY SCHOOL,20180.32316,33121.05322,Clementi Primary School
0,310 MARGARET DRIVE QUEENSTOWN PRIMARY SCHOOL SINGAPORE 149303,310,QUEENSTOWN PRIMARY SCHOOL,1.295988446,103.8079019,103.8079019,149303,MARGARET DRIVE,QUEENSTOWN PRIMARY SCHOOL,25171.3473,30929.35075,Queenstown Primary School
0,16 WINSTEDT ROAD ANGLO-CHINESE SCHOOL (JUNIOR) SINGAPORE 227988,16,ANGLO-CHINESE SCHOOL (JUNIOR),1.309321297,103.8406435,103.8406435,227988,WINSTEDT ROAD,ANGLO-CHINESE SCHOOL (JUNIOR),28815.19562,32403.615710000002,Anglo-Chinese School (Junior)
0,52 HOUGANG AVENUE 8 MONTFORT JUNIOR SCHOOL SINGAPORE 538786,52,MONTFORT JUNIOR SCHOOL,1.373937639,103.8896908,103.8896908,538786,HOUGANG AVENUE 8,MONTFORT JUNIOR SCHOOL,34273.53675,39548.63302,Montfort Junior School
