flat,school,school_dist,num_school_2km
446 PASIR RIS DR 6,Casuarina Primary School,0.27880909708776064,7
457 TAMPINES ST 42,Gongshang Primary School,0.5339455850013002,12
851 TAMPINES ST 83,Poi Ching School,0.5700123873051968,8
310 CANBERRA RD,Sembawang Primary School,0.2507691091774704,6
764 BEDOK RESERVOIR VIEW,Red Swastika School,0.2867125733105295,9
335 CLEMENTI AVE 2,Pei Tong Primary School,0.13954225079494023,5
113 BISHAN ST 12,Guangyang Primary School,0.14175520924649845,10
221 SIMEI ST 4,Changkat Primary School,0.5114299296896281,7
912 JURONG WEST ST 91,Xingnan Primary School,0.15518888223473948,7
392 YISHUN AVE 6,North View Primary School,0.12465928933373181,9
707 CLEMENTI WEST ST 2,Qifa Primary School,0.9203479831869461,4
117 LOR 1 TOA PAYOH,Kheng Cheng School,0.38951584604875444,9
152 YISHUN ST 11,Yishun Primary School,0.28345227280127483,11
422 CANBERRA RD,Endeavour Primary School,0.14010100899981534,6
633 PASIR RIS DR 3,Park View Primary School,0.11415983602844436,4
506 WOODLANDS DR 14,Woodgrove Primary School,0.08619580595330392,11
224A COMPASSVALE WALK,Seng Kang Primary School,0.22601008808347056,18
53 C'WEALTH DR,New Town Primary School,0.4511248149585808,3
313C SUMANG LINK,Punggol Cove Primary School,0.3053112379436494,11
427 ANG MO KIO AVE 3,Jing Shan Primary School,0.41759512828452183,8
273B PUNGGOL PL,Punggol Green Primary School,0.33495588197035775,16
602 JURONG WEST ST 62,Jurong West Primary School,0.1472841018022122,10
523D TAMPINES CTRL 7,Poi Ching School,0.420004845280659,10
604 JURONG WEST ST 62,Jurong West Primary School,0.14941760795265083,9
463A SEMBAWANG DR,Northoaks Primary School,0.127683737069626,6
98 BEDOK NTH AVE 4,Red Swastika School,0.6140216419519415,9
233 HOUGANG ST 21,Xinghua Primary School,0.24726188661694806,4
534 PASIR RIS DR 1,Casuarina Primary School,0.7637329476574011,8
51 STRATHMORE AVE,Queenstown Primary School,0.3074891235074423,5
551 ANG MO KIO AVE 10,Jing Shan Primary School,0.7953585024172656,8
439 JURONG WEST AVE 1,Shuqun Primary School,0.47324667539861304,7
706 TAMPINES ST 71,Poi Ching School,0.25395822985839045,8
327 WOODLANDS ST 32,Fuchun Primary School,0.2315759996361787,7
939 TAMPINES AVE 5,Junyuan Primary School,0.1775704567892795,11
679A JURONG WEST CTRL 1,Westwood Primary School,0.6713830006154055,10
212 TAMPINES ST 23,Yumin Primary School,0.5260244741555234,10
24 TELOK BLANGAH CRES,Radin Mas Primary School,0.39481097742390925,7
605 YISHUN ST 61,Northland Primary School,0.4981344959242233,11
435 CLEMENTI AVE 3,Clementi Primary School,0.14968231389246217,4
858 WOODLANDS ST 83,Evergreen Primary School,0.4259317339728806,10
82B LOR 4 TOA PAYOH,Kheng Cheng School,0.23171916599114784,9
717 YISHUN ST 71,Jiemin Primary School,0.33734091598383537,10
523 ANG MO KIO AVE 5,Jing Shan Primary School,0.1650869028095632,8
451 HOUGANG AVE 10,Punggol Primary School,0.1466692798727049,17
71 BEDOK STH RD,Temasek Primary School,0.44479029465608555,6
136 BEDOK NTH AVE 3,Fengshan Primary School,0.44199473873227285,8
272C PUNGGOL WALK,Punggol Green Primary School,0.18515760693599279,16
709 HOUGANG AVE 2,Holy Innocents' Primary School,0.6249947450645462,12
547 JURONG WEST ST 42,Rulang Primary School,0.8175267192598146,7
291 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.25313622482580006,6
648 PASIR RIS DR 10,Park View Primary School,0.16032949451145423,3
212A COMPASSVALE DR,Seng Kang Primary School,0.31903165300804753,18
680C JURONG WEST CTRL 1,Westwood Primary School,0.5960996849489394,10
249 TAMPINES ST 21,Yumin Primary School,0.25475312787985394,10
64 MARINE DR,Tao Nan School,0.33812388593557186,4
537 JURONG WEST AVE 1,Rulang Primary School,0.4932845331319305,7
92A PIPIT RD,Geylang Methodist School (Primary),0.7291226112088218,7
918 HOUGANG AVE 9,Yio Chu Kang Primary School,0.33677870127649134,13
816 YISHUN ST 81,Peiying Primary School,0.7107619145481108,4
259C COMPASSVALE RD,Compassvale Primary School,0.1284883246385711,18
319 CLEMENTI AVE 4,Clementi Primary School,0.25954875878239625,4
238 PASIR RIS ST 21,Pasir Ris Primary School,0.15834182084993417,4
16 MARSILING LANE,Marsiling Primary School,1.0165721345323144,8
102A PUNGGOL FIELD,Edgefield Primary School,0.24458079599953547,16
291 TAMPINES ST 22,Angsana Primary School,0.42219030666786556,10
118 YISHUN RING RD,Ahmad Ibrahim Primary School,0.5405258721096934,9
565 CHOA CHU KANG ST 52,De La Salle School,0.20848065606894947,8
546B SEGAR RD,Greenridge Primary School,0.3971701452264834,7
342 BT BATOK ST 34,Dazhong Primary School,0.3923987240576063,5
65 TELOK BLANGAH DR,Blangah Rise Primary School,0.3029015391341013,5
204 YISHUN ST 21,Yishun Primary School,0.3653493834947946,11
202A COMPASSVALE DR,Nan Chiau Primary School,0.47828955056644223,17
458 SEGAR RD,Greenridge Primary School,0.43432830137452216,7
52 JLN BAHAGIA,Hong Wen School,0.6980856071146389,7
632 HOUGANG AVE 8,Xinmin Primary School,0.2880085667215197,12
170 GANGSA RD,Zhenghua Primary School,0.36843268028707654,8
373 CLEMENTI AVE 4,Pei Tong Primary School,0.3705105979962069,5
351 YISHUN AVE 11,Huamin Primary School,0.06469253813367594,11
531 PASIR RIS DR 1,Elias Park Primary School,0.6924484334254933,8
201A COMPASSVALE DR,Nan Chiau Primary School,0.39572739897822995,17
448 JURONG WEST ST 42,Shuqun Primary School,0.6092457604483313,6
123 RIVERVALE DR,North Spring Primary School,0.12503415908098783,16
222 ANG MO KIO AVE 1,Ang Mo Kio Primary School,0.3417556262452953,9
440 YISHUN AVE 11,Huamin Primary School,0.5586167228642656,11
5 EVERTON PK,Cantonment Primary School,0.14019563956820755,6
978 JURONG WEST ST 93,Jurong West Primary School,0.5549554933786172,8
274C PUNGGOL PL,Punggol Green Primary School,0.39434186534743076,16
50 CHAI CHEE ST,Damai Primary School,0.6807323329566555,8
12 NTH BRIDGE RD,Stamford Primary School,0.6001809854511911,3
459 YISHUN AVE 11,Northland Primary School,0.6173015998282801,9
55 STRATHMORE AVE,Queenstown Primary School,0.3290716105414774,5
106B PUNGGOL FIELD,Mee Toh School,0.25713838225038677,15
870 TAMPINES ST 83,Poi Ching School,0.4658839357794356,6
772 YISHUN AVE 3,Jiemin Primary School,0.5010175298475749,11
157 YUNG LOH RD,Lakeside Primary School,1.1511470145763625,3
471 CHOA CHU KANG AVE 3,Concord Primary School,0.2289621830787297,5
251 YISHUN RING RD,Xishan Primary School,0.371301391282376,9
767 CHOA CHU KANG ST 54,Kranji Primary School,0.22097015260005165,9
205 YISHUN ST 21,Xishan Primary School,0.3476895684230476,11
159 PASIR RIS ST 13,White Sands Primary School,0.19967805657530976,9
257 BANGKIT RD,Zhenghua Primary School,0.4719667811303615,7
630 YISHUN ST 61,Naval Base Primary School,0.2229196340717135,10
454 YISHUN ST 41,Northland Primary School,0.5162048601641043,9
92 BEDOK NTH AVE 4,Red Swastika School,0.7791624007945446,8
540 BEDOK NTH ST 3,Damai Primary School,0.47572995784420413,7
661D JURONG WEST ST 64,Frontier Primary School,0.5454276776318326,11
143 MEI LING ST,Queenstown Primary School,0.44913740029727733,4
364 BT BATOK ST 31,Dazhong Primary School,0.21950778260441853,5
337B TAH CHING RD,Lakeside Primary School,0.4942702840255467,6
59C GEYLANG BAHRU,Bendemeer Primary School,0.35045245576216194,5
127 HOUGANG AVE 1,Xinghua Primary School,0.7562928813517557,6
422 BT BATOK WEST AVE 2,Dazhong Primary School,0.4362721313621326,5
220 YISHUN ST 21,Yishun Primary School,0.13604127965302612,11
203 YISHUN ST 21,Xishan Primary School,0.35006155128138106,11
418 CHOA CHU KANG AVE 4,Chua Chu Kang Primary School,0.5150455086613661,7
863 YISHUN AVE 4,Naval Base Primary School,0.07554625469709496,10
24 NEW UPP CHANGI RD,Bedok Green Primary School,0.48393179857684704,8
249 KIM KEAT LINK,Pei Chun Public School,0.6734904561867252,7
440C CLEMENTI AVE 3,Clementi Primary School,0.1339409105927647,4
341A SEMBAWANG CL,Sembawang Primary School,0.38789325475063824,7
42 JLN BAHAGIA,Hong Wen School,0.6086543802150625,7
219D BEDOK CTRL,Bedok Green Primary School,0.4502238268513142,8
622 BEDOK RESERVOIR RD,Damai Primary School,0.506796759695277,9
425 WOODLANDS ST 41,Fuchun Primary School,0.606912494859264,5
931 JURONG WEST ST 92,Xingnan Primary School,0.25273665373508003,7
285D TOH GUAN RD,Yuhua Primary School,0.8008730679262087,6
320 CLEMENTI AVE 4,Pei Tong Primary School,0.26554276260157234,4
321 YISHUN CTRL,Huamin Primary School,0.3637621565489373,11
107 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.2634925167291568,6
704 TAMPINES ST 71,Poi Ching School,0.2628250985578667,8
937 TAMPINES AVE 5,Junyuan Primary School,0.23296734572444266,11
258C PUNGGOL FIELD,Punggol Green Primary School,0.3723848635648663,15
859 WOODLANDS ST 83,Woodlands Primary School,0.42398239771594637,10
445 CLEMENTI AVE 3,Clementi Primary School,0.2867890483038309,4
614 CHOA CHU KANG ST 62,Unity Primary School,0.3893102721594685,4
854 TAMPINES ST 82,Poi Ching School,0.5760781224789665,8
333 HOUGANG AVE 5,CHIJ Our Lady of the Nativity,0.5240290030247152,10
20 TIONG BAHRU RD,Zhangde Primary School,0.6822489470748666,8
607 ELIAS RD,Park View Primary School,0.34456055280805303,5
352 HOUGANG AVE 7,CHIJ Our Lady of the Nativity,0.1990792039573229,12
292 BISHAN ST 22,Catholic High School (Primary),0.24235325123044493,10
258A PUNGGOL FIELD,Punggol Green Primary School,0.38036808441127257,15
504 SERANGOON NTH AVE 4,Rosyth School,0.18101101396890693,8
311 TAMPINES ST 33,East Spring Primary School,0.4863241325299176,9
536 HOUGANG ST 52,Montfort Junior School,0.3570984131499863,16
672 CHOA CHU KANG CRES,Unity Primary School,0.09297375931955544,4
350 ANG MO KIO ST 32,Teck Ghee Primary School,0.19784790029681212,12
545 PASIR RIS ST 51,Casuarina Primary School,0.6813626352565308,8
262 BT BATOK EAST AVE 4,Keming Primary School,0.6856353984495608,5
424 BT BATOK WEST AVE 2,Dazhong Primary School,0.4253522422104937,5
182 JELEBU RD,West View Primary School,0.5405450008322246,9
207D COMPASSVALE LANE,North Vista Primary School,0.2520949881270444,18
277 TAMPINES ST 22,Angsana Primary School,0.15263184659348833,9
109 BT PURMEI RD,Radin Mas Primary School,0.16989764895981882,8
116 LENGKONG TIGA,Eunos Primary School,0.8520038410019507,7
408 TAMPINES ST 41,Gongshang Primary School,0.43106853525372685,11
361 HOUGANG AVE 5,Holy Innocents' Primary School,0.37622646984123426,11
24 BEO CRES,Zhangde Primary School,0.5141602053967973,8
201 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.6152720361434769,10
104 WOODLANDS ST 13,Si Ling Primary School,0.6261529550033149,9
700B ANG MO KIO AVE 6,Jing Shan Primary School,0.6964164577417522,10
931 TAMPINES ST 91,Junyuan Primary School,0.23118332663500024,12
679C PUNGGOL DR,Oasis Primary School,0.3294925496621588,12
897C WOODLANDS DR 50,Woodlands Primary School,0.285310632563734,11
144 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.4566789323997566,5
208 ANG MO KIO AVE 1,Ang Mo Kio Primary School,0.5742596362417246,9
66 KALLANG BAHRU,Bendemeer Primary School,0.5170156365107794,5
728 JURONG WEST AVE 5,West Grove Primary School,0.20840553629019049,9
436B FERNVALE RD,Sengkang Green Primary School,0.20224326086822683,9
381 CLEMENTI AVE 5,Pei Tong Primary School,0.270901614878115,5
174 YISHUN AVE 7,Ahmad Ibrahim Primary School,0.42508482404872744,9
339 TAMPINES ST 33,East Spring Primary School,0.3638515349763644,9
644 YISHUN ST 61,Northland Primary School,0.37197772154935405,11
721 CLEMENTI WEST ST 2,Qifa Primary School,1.4012129462851612,4
458 YISHUN AVE 11,Northland Primary School,0.5993984842848474,9
149 RIVERVALE CRES,Rivervale Primary School,0.23538355470599048,18
263 BOON LAY DR,Corporation Primary School,0.7099128246498703,10
171 WOODLANDS ST 11,Marsiling Primary School,0.31871191266185656,7
312 UBI AVE 1,Maha Bodhi School,0.28751375416502783,5
801 TAMPINES AVE 4,Junyuan Primary School,0.19748715766061758,12
57 MARINE TER,Ngee Ann Primary School,0.2868587724542615,5
269B PUNGGOL FIELD,Punggol Green Primary School,0.18162523995377075,16
322 SEMBAWANG CL,Sembawang Primary School,0.30858662788319674,7
374 HOUGANG ST 31,Xinghua Primary School,0.5405250229151852,9
55 LOR 5 TOA PAYOH,Kheng Cheng School,0.38250479822360944,9
260C SENGKANG EAST WAY,Compassvale Primary School,0.27299731577855924,17
629 PASIR RIS DR 3,Park View Primary School,0.16841228133867886,4
250 JURONG EAST ST 24,Yuhua Primary School,0.10271012085655294,6
139 SIMEI ST 1,Angsana Primary School,0.5826921904859751,9
387 YISHUN RING RD,North View Primary School,0.2147841373295308,10
161 HOUGANG ST 11,Maris Stella High School,1.1469376168875738,7
259B COMPASSVALE RD,Compassvale Primary School,0.0830570292600733,19
676A JURONG WEST ST 64,Westwood Primary School,0.4657531090156741,11
37 LIM LIAK ST,Zhangde Primary School,0.4878439182422685,8
1F CANTONMENT RD,Cantonment Primary School,0.15094462939510328,5
40 TEBAN GDNS RD,Fuhua Primary School,1.7682443060666289,2
643 CHOA CHU KANG ST 64,Yew Tee Primary School,0.3382119588315999,6
942 JURONG WEST ST 91,Xingnan Primary School,0.2166859052921931,7
299 YISHUN ST 20,Yishun Primary School,0.31693092684011287,10
459 TAMPINES ST 42,Gongshang Primary School,0.5905000608778851,11
141 POTONG PASIR AVE 3,Cedar Primary School,0.9112915942050924,9
167A SIMEI LANE,Changkat Primary School,0.8849955940023073,7
265C PUNGGOL WAY,Valour Primary School,0.21177354069427337,14
542 WOODLANDS DR 16,Innova Primary School,0.3773232481121255,10
366 WOODLANDS AVE 5,Si Ling Primary School,0.21238648359184473,10
508 JELAPANG RD,Greenridge Primary School,0.12463672543504613,7
448 TAMPINES ST 42,Gongshang Primary School,0.23648608336256954,12
691 JURONG WEST CTRL 1,Boon Lay Garden Primary School,0.7476969779004784,10
115 EDGEFIELD PLAINS,Mee Toh School,0.14938034383798965,16
109 JLN BT MERAH,Radin Mas Primary School,0.5374064749312356,9
63A LENGKOK BAHRU,Gan Eng Seng Primary School,0.4090855986647536,8
4 HOLLAND CL,New Town Primary School,1.0219932367887892,6
593A MONTREAL LINK,Wellington Primary School,0.6232012885021525,6
105 BT PURMEI RD,Radin Mas Primary School,0.2801832194958857,7
471 JURONG WEST ST 41,Shuqun Primary School,0.12252017570608048,6
872 WOODLANDS ST 81,Qihua Primary School,0.2797734456901464,11
273A BISHAN ST 24,Catholic High School (Primary),0.22081150519315787,10
306 SHUNFU RD,Catholic High School (Primary),0.7097726731346709,9
704 PASIR RIS DR 10,Park View Primary School,0.4277111089091174,3
573 HOUGANG ST 51,Yio Chu Kang Primary School,0.2214054955733867,15
230 SIMEI ST 4,Changkat Primary School,0.5373908921682559,8
532 BEDOK NTH ST 3,Damai Primary School,0.47592098918000886,8
801 WOODLANDS ST 81,Qihua Primary School,0.26498794799159836,11
125 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.27756416131624284,5
117 CLEMENTI ST 13,Pei Tong Primary School,1.0030520951101618,6
405 BEDOK NTH AVE 3,Fengshan Primary School,0.30372125178161025,8
698 HOUGANG ST 61,Montfort Junior School,0.3334316978818744,14
636A YISHUN ST 61,Northland Primary School,0.23121943482044527,10
471 SEGAR RD,Beacon Primary School,0.4584692302454725,6
115 TECK WHYE LANE,South View Primary School,0.5343963473903309,8
126C KIM TIAN RD,Zhangde Primary School,0.42687677113851846,8
33 MARINE CRES,Tao Nan School,0.24488337818787242,4
224C COMPASSVALE WALK,Seng Kang Primary School,0.1719177261247043,18
401 JURONG WEST ST 42,Shuqun Primary School,0.6477035555236518,6
413B FERNVALE LINK,Fernvale Primary School,0.5111263982357535,10
14 MARINE TER,Ngee Ann Primary School,0.3465826320218013,4
18A HOLLAND DR,Henry Park Primary School,1.0596681282055793,4
102 POTONG PASIR AVE 1,Cedar Primary School,0.774160589598778,9
338 CLEMENTI AVE 2,Pei Tong Primary School,0.21823023975121922,5
415 BT BATOK WEST AVE 4,Dazhong Primary School,0.4983032854699766,4
552 SERANGOON NTH AVE 3,Rosyth School,0.3848605723890617,8
406 PASIR RIS DR 6,Casuarina Primary School,0.23777093232255458,7
286 TAMPINES ST 22,Angsana Primary School,0.1811492124346936,10
979 JURONG WEST ST 93,Jurong West Primary School,0.49282065530328684,8
281 YISHUN ST 22,Chongfu School,0.18334216534565656,10
769 BEDOK RESERVOIR VIEW,Red Swastika School,0.4677371505677921,9
332C ANCHORVALE LINK,Springdale Primary School,0.22980296916608903,17
709 PASIR RIS DR 10,Park View Primary School,0.458337153609835,3
689F WOODLANDS DR 75,Greenwood Primary School,0.5995947790701582,10
156 BEDOK STH AVE 3,Temasek Primary School,0.06737944704351928,3
705 YISHUN AVE 5,Jiemin Primary School,0.1929937502500421,10
136 TECK WHYE LANE,Teck Whye Primary School,0.4603997258653276,11
328 TAH CHING RD,Lakeside Primary School,0.5417235396491236,6
236 COMPASSVALE WALK,Seng Kang Primary School,0.1371104496398075,18
550 BEDOK NTH AVE 1,Yu Neng Primary School,0.617506592370572,8
52 NEW UPP CHANGI RD,Tanjong Katong Primary School,0.3794284470552809,6
113 PENDING RD,Zhenghua Primary School,0.1584739776976033,8
632 CHOA CHU KANG NTH 6,Yew Tee Primary School,0.2925340535434171,7
138 JLN BT MERAH,Radin Mas Primary School,0.4460700197921549,8
663 BUFFALO RD,Stamford Primary School,0.7482469688436798,4
54 MARINE TER,Ngee Ann Primary School,0.30622418682905544,5
93 DAWSON RD,Queenstown Primary School,0.44721270242851685,5
613 ELIAS RD,Park View Primary School,0.3677264095040383,6
137 LOR AH SOO,Xinghua Primary School,1.065990241095281,4
14 LOR 7 TOA PAYOH,Pei Chun Public School,0.3277734970352884,11
141 LOR 2 TOA PAYOH,Kheng Cheng School,0.2849072613134854,8
9 JLN RUMAH TINGGI,Queenstown Primary School,0.7937936330352598,5
729 YISHUN ST 71,Jiemin Primary School,0.23415414821229683,11
6 BOON KENG RD,Hong Wen School,0.6242701388595526,4
186B RIVERVALE DR,Rivervale Primary School,0.13103026619587038,17
401 ADMIRALTY LINK,Endeavour Primary School,0.1799897413631058,6
635 HOUGANG AVE 8,Xinmin Primary School,0.45636834429074463,10
312 BT BATOK ST 32,Dazhong Primary School,0.12908307271439967,5
216 CHOA CHU KANG CTRL,South View Primary School,0.1587916406194406,8
127 TAMPINES ST 11,Angsana Primary School,0.36545628346524606,9
106 SIMEI ST 1,Changkat Primary School,0.23866966965520575,8
190A RIVERVALE DR,Rivervale Primary School,0.27320740134709565,19
714 TAMPINES ST 71,Poi Ching School,0.29479909289935896,10
428 CLEMENTI AVE 3,Clementi Primary School,0.3652949635460743,4
271A PUNGGOL WALK,Punggol Green Primary School,0.27503175836258315,15
671B KLANG LANE,Farrer Park Primary School,0.39644624717152693,4
705 HOUGANG AVE 2,Holy Innocents' Primary School,0.6150901883819911,10
431 CHOA CHU KANG AVE 4,South View Primary School,0.6633108569707037,7
250 BISHAN ST 22,Catholic High School (Primary),0.7995980402832309,12
415 ANG MO KIO AVE 10,Teck Ghee Primary School,0.30337832348431193,11
492 JURONG WEST ST 41,Shuqun Primary School,0.45188622488009056,8
161 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.4278634265200063,8
324 TAH CHING RD,Lakeside Primary School,0.6396180544753085,6
25B JLN MEMBINA,Zhangde Primary School,0.12851102368950545,8
526 JELAPANG RD,Greenridge Primary School,0.2925143635021909,7
690D WOODLANDS DR 75,Greenwood Primary School,0.4531980398335052,11
624 BT BATOK CTRL,Lianhua Primary School,0.6087611618756413,7
106 TOWNER RD,Hong Wen School,0.3796591397306245,5
125 LOR 1 TOA PAYOH,Kheng Cheng School,0.2473247453969891,9
552 WOODLANDS DR 44,Woodlands Ring Primary School,0.4281796786655997,11
802 TAMPINES AVE 4,Junyuan Primary School,0.26860449362056515,11
882 TAMPINES ST 84,Poi Ching School,0.7002430653116066,7
240 HOUGANG ST 22,Xinghua Primary School,0.18064842220049424,4
13 MARSILING LANE,Marsiling Primary School,0.9642893716344839,8
169 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.3042885567538024,11
2 LOR 7 TOA PAYOH,Pei Chun Public School,0.2621757590943311,9
520A TAMPINES CTRL 8,Poi Ching School,0.521114351749516,8
664A YISHUN AVE 4,Northland Primary School,0.09556440453115865,11
38D BENDEMEER RD,Bendemeer Primary School,0.16980594929789972,5
701 BEDOK RESERVOIR RD,Damai Primary School,0.3650157893712729,5
306 WOODLANDS ST 31,Fuchun Primary School,0.34683616920887167,7
1 HAIG RD,Haig Girls' School,0.5536837539087294,8
113 BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.46618250262493527,8
762 PASIR RIS ST 71,Meridian Primary School,0.1388733190302994,4
606 SENJA RD,West View Primary School,0.29111921379030975,9
288 TAMPINES ST 22,Angsana Primary School,0.33881451585135447,10
18 LOR 7 TOA PAYOH,Pei Chun Public School,0.22391535714258198,11
367 TAMPINES ST 34,East Spring Primary School,0.572008441630202,9
323 WOODLANDS ST 32,Fuchun Primary School,0.1198730890753371,7
117C RIVERVALE DR,North Spring Primary School,0.46285687135134024,15
846 WOODLANDS AVE 4,Evergreen Primary School,0.15146991073091287,10
250 BT BATOK EAST AVE 5,Lianhua Primary School,0.4684824210352107,6
368 TAMPINES ST 34,East Spring Primary School,0.6034730557052578,9
517C JURONG WEST ST 52,Rulang Primary School,0.2393171673374978,6
688B WOODLANDS DR 75,Greenwood Primary School,0.45765682369547855,11
322C ANCHORVALE DR,Nan Chiau Primary School,0.13126927903888,18
512 WEST COAST DR,Qifa Primary School,0.4603790855511632,4
107 GANGSA RD,Zhenghua Primary School,0.3392745358934928,8
74 MARINE DR,Tao Nan School,0.4792354519073195,4
17 TIONG BAHRU RD,Zhangde Primary School,0.7851786511908463,8
553 CHOA CHU KANG NTH 6,De La Salle School,0.08879572801216837,7
653 WOODLANDS RING RD,Woodlands Ring Primary School,0.3894485779689631,10
407A FERNVALE RD,Fernvale Primary School,0.22972693915085193,10
414 ANG MO KIO AVE 10,Teck Ghee Primary School,0.3512492264890835,11
116 YISHUN RING RD,Ahmad Ibrahim Primary School,0.5533868961492325,10
97 GEYLANG BAHRU,Bendemeer Primary School,0.5705080384925936,5
218 TAMPINES ST 24,Yumin Primary School,0.37257524428763306,11
642 BT BATOK CTRL,Bukit View Primary School,0.3980595212112979,6
50 TEBAN GDNS RD,Fuhua Primary School,1.7515680378390852,1
6 TOH YI DR,Pei Hwa Presbyterian Primary School,0.12245043192683092,2
481 JURONG WEST ST 41,Shuqun Primary School,0.4163855806836157,8
828 TAMPINES ST 81,Junyuan Primary School,0.5745974998669434,9
312A ANCHORVALE LANE,Anchor Green Primary School,0.26205807598691294,14
496F TAMPINES AVE 9,Tampines North Primary School,0.12629179712777658,13
227D COMPASSVALE DR,North Spring Primary School,0.2416033786648322,17
401 YISHUN AVE 6,North View Primary School,0.1743503093114457,10
147 PASIR RIS ST 13,White Sands Primary School,0.2923444161357765,9
605 CLEMENTI WEST ST 1,Pei Tong Primary School,1.1911553584606445,4
27 GHIM MOH LINK,Fairfield Methodist School (Primary),0.8396414371055593,3
533 BEDOK NTH ST 3,Damai Primary School,0.3823192913245193,8
235 SIMEI ST 4,Changkat Primary School,0.4761344672155126,8
114 BISHAN ST 12,Guangyang Primary School,0.17292825775557394,11
302 YISHUN CTRL,Xishan Primary School,0.4131975687091312,11
750 PASIR RIS ST 71,Meridian Primary School,0.2535499581200436,3
853 YISHUN RING RD,Naval Base Primary School,0.2296512138950208,10
18 BEDOK STH RD,Bedok Green Primary School,0.5070890036041645,7
634 PASIR RIS DR 1,Park View Primary School,0.11025940098920563,4
190 BT BATOK WEST AVE 6,Yuhua Primary School,0.6381474111059667,8
43 JLN TIGA,Kong Hwa School,0.5085308721864908,3
284 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.2201015084612036,6
450 CLEMENTI AVE 3,Clementi Primary School,0.3757653456730301,4
404 ADMIRALTY LINK,Endeavour Primary School,0.1261525073903455,7
433 TAMPINES ST 43,Tampines North Primary School,0.2992040649522963,13
271 BISHAN ST 24,Catholic High School (Primary),0.3240742371774901,10
813 JURONG WEST ST 81,Pioneer Primary School,0.31746187450322383,9
115 BT PURMEI RD,Radin Mas Primary School,0.3113089806002353,7
449 CLEMENTI AVE 3,Clementi Primary School,0.353419485002598,4
449 TAMPINES ST 42,Gongshang Primary School,0.24552704252778948,12
618 CHOA CHU KANG NTH 7,Unity Primary School,0.2734843395827849,4
277A COMPASSVALE LINK,North Vista Primary School,0.19052765791587953,17
505 BEDOK NTH AVE 3,Red Swastika School,0.21730684250171428,8
5 REDHILL CL,Gan Eng Seng Primary School,0.3050777175977471,8
663C PUNGGOL DR,Waterway Primary School,0.1769357170090208,8
781 PASIR RIS ST 71,Meridian Primary School,0.4473630283813366,5
282 YISHUN AVE 6,Chongfu School,0.12693695835808275,8
513 WEST COAST RD,Qifa Primary School,0.5660175113646189,4
316B YISHUN AVE 9,Xishan Primary School,0.4955318061223459,10
244 JURONG EAST ST 24,Yuhua Primary School,0.1664290311568474,8
422 PASIR RIS DR 6,Casuarina Primary School,0.4044977088988914,7
257A COMPASSVALE RD,Compassvale Primary School,0.23824918047630153,18
355A YISHUN RING RD,Huamin Primary School,0.11919573431280256,11
40 HOLLAND DR,New Town Primary School,1.0866131853197982,3
296B CHOA CHU KANG AVE 2,Chua Chu Kang Primary School,0.10647234893942495,5
422 HOUGANG AVE 6,Punggol Primary School,0.3870180457800158,15
230 SERANGOON AVE 4,Zhonghua Primary School,0.4665008161547088,9
556 CHOA CHU KANG NTH 6,De La Salle School,0.08645582646352072,7
209 CHOA CHU KANG CTRL,South View Primary School,0.1422669684706273,8
403 JURONG WEST ST 42,Shuqun Primary School,0.69343916540574,6
936 TAMPINES AVE 5,Junyuan Primary School,0.2765661561750453,11
112 JURONG EAST ST 13,Fuhua Primary School,0.3242198263367544,6
729 CLEMENTI WEST ST 2,Qifa Primary School,1.1159930112069292,4
15 GHIM MOH RD,Henry Park Primary School,0.9605011375783123,3
134 TECK WHYE LANE,South View Primary School,0.4405355138685227,10
326B ANCHORVALE RD,Springdale Primary School,0.21303783165795995,15
315A ANCHORVALE RD,Nan Chiau Primary School,0.21260249783538807,18
453A FERNVALE RD,Sengkang Green Primary School,0.1866709422106128,6
205 PETIR RD,Bukit Panjang Primary School,0.5126789982686628,7
441 CHOA CHU KANG AVE 4,Concord Primary School,0.49334245054514164,6
699A HOUGANG ST 52,Montfort Junior School,0.3479216164862274,15
189A RIVERVALE DR,Rivervale Primary School,0.23302968183327086,19
154 MEI LING ST,Queenstown Primary School,0.5321286824387611,3
267 BISHAN ST 24,Catholic High School (Primary),0.39156479484041135,10
855 WOODLANDS ST 83,Woodlands Primary School,0.4056805239371179,11
39 JLN TIGA,Kong Hwa School,0.5029687202965567,3
450 YISHUN RING RD,Northland Primary School,0.3684953258497067,11
412 WOODLANDS ST 41,Fuchun Primary School,0.6567388435884653,4
347 ANG MO KIO AVE 3,Teck Ghee Primary School,0.36136741499582636,9
780 PASIR RIS ST 71,Meridian Primary School,0.39615072836546766,5
446 JURONG WEST ST 42,Shuqun Primary School,0.5601055372458714,6
239 BISHAN ST 22,Catholic High School (Primary),0.6719000291289348,12
637D PUNGGOL DR,Horizon Primary School,0.2863470096423064,10
