flat,school,school_dist,num_school_2km
209C COMPASSVALE LANE,North Vista Primary School,0.38891756847907805,16
260C PUNGGOL WAY,Valour Primary School,0.33123156197548004,14
620 BT PANJANG RING RD,West View Primary School,0.29783906853921827,10
334 ANG MO KIO AVE 1,Teck Ghee Primary School,0.16401266469218875,11
45 JLN BAHAGIA,Hong Wen School,0.6476842997844706,7
121B RIVERVALE DR,North Spring Primary School,0.19629256496817651,15
305 TAMPINES ST 32,Chongzheng Primary School,0.5547896326406352,10
817 WOODLANDS ST 82,Qihua Primary School,0.285451343828151,11
491F TAMPINES ST 45,Tampines North Primary School,0.7153181069350398,11
272 TOH GUAN RD,Yuhua Primary School,0.5140726829543103,8
601B PUNGGOL CTRL,Edgefield Primary School,0.20929632793709751,14
232 JURONG EAST ST 21,Yuhua Primary School,0.3421258476877462,6
243 KIM KEAT LINK,Pei Chun Public School,0.7882423965562254,7
115 SERANGOON NTH AVE 1,Rosyth School,0.6998118030105052,7
173D PUNGGOL FIELD,Greendale Primary School,0.20515592032279256,13
830 HOUGANG CTRL,Montfort Junior School,0.3596088276826875,12
657 JLN TENAGA,Telok Kurau Primary School,0.5733921915105297,5
89 DAWSON RD,Queenstown Primary School,0.43606270702454686,4
517A JURONG WEST ST 52,Shuqun Primary School,0.25117440888283,7
664B JURONG WEST ST 64,Frontier Primary School,0.4737674306113138,11
95 C'WEALTH DR,New Town Primary School,0.6285747083301918,5
201 HOUGANG ST 21,Xinghua Primary School,0.7307579532952776,9
72 REDHILL RD,Gan Eng Seng Primary School,0.20608152296104215,8
146 GANGSA RD,Bukit Panjang Primary School,0.4161809902913956,8
203D COMPASSVALE RD,North Vista Primary School,0.4654751014158409,18
263 BISHAN ST 22,Catholic High School (Primary),0.5303390060119232,11
986A JURONG WEST ST 93,Jurong West Primary School,0.48172166858737625,7
446 TAMPINES ST 42,Gongshang Primary School,0.24572473914445075,13
978D BUANGKOK CRES,Hougang Primary School,0.2941922197301906,13
507 WEST COAST DR,Qifa Primary School,0.42405296280418747,4
333A ANCHORVALE LINK,Springdale Primary School,0.11230773656524416,19
728 YISHUN ST 71,Jiemin Primary School,0.20542783429189723,11
117 EDGEFIELD PLAINS,Mee Toh School,0.2408036179443767,17
163 SIMEI RD,East Spring Primary School,0.8299294044529111,8
171A EDGEDALE PLAINS,Greendale Primary School,0.198251085605238,12
111 BT PURMEI RD,Radin Mas Primary School,0.3461818708064282,7
337 BT BATOK ST 34,Dazhong Primary School,0.5080282101307593,5
710 JURONG WEST ST 71,West Grove Primary School,0.5000695343314816,8
57 GEYLANG BAHRU,Bendemeer Primary School,0.44735123984085046,5
505 PASIR RIS ST 52,Elias Park Primary School,0.1798045406284794,5
417 SERANGOON CTRL,Yangzheng Primary School,0.7524724157081135,7
133 CLARENCE LANE,Gan Eng Seng Primary School,0.7067761385617389,6
69 CIRCUIT RD,Canossa Catholic Primary School,0.6558323827758697,7
119 PASIR RIS ST 11,Casuarina Primary School,0.6456285495497999,9
728 TAMPINES ST 71,Poi Ching School,0.21360014828350152,7
272B SENGKANG CTRL,North Vista Primary School,0.29671412386989593,19
412 C'WEALTH AVE WEST,Pei Tong Primary School,0.673605530630671,5
352B CANBERRA RD,Wellington Primary School,0.33232770697728187,5
101 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.31454060535733636,6
916 TAMPINES ST 91,Junyuan Primary School,0.1086992096539838,11
273D COMPASSVALE LINK,North Vista Primary School,0.20900897927286047,18
21 HOUGANG AVE 3,Holy Innocents' Primary School,0.36907101890023886,9
19 TOH YI DR,Pei Hwa Presbyterian Primary School,0.3303066799603071,2
364 YISHUN RING RD,Huamin Primary School,0.23107127335647681,10
218 CHOA CHU KANG CTRL,South View Primary School,0.19998511578805683,8
154 ANG MO KIO AVE 5,Mayflower Primary School,0.21585971560910497,8
235 HOUGANG ST 21,Xinghua Primary School,0.20699102319643775,4
575 PASIR RIS ST 53,Elias Park Primary School,0.23528212658407427,8
248 CHOA CHU KANG AVE 2,South View Primary School,0.3410542333407622,7
28 BALAM RD,Canossa Catholic Primary School,0.6933350766342612,7
27 TELOK BLANGAH WAY,Radin Mas Primary School,0.2858491586265331,7
28 MARSILING DR,Marsiling Primary School,0.9252763354661285,4
180 PASIR RIS ST 11,White Sands Primary School,0.17346040158925027,9
725 PASIR RIS ST 72,Park View Primary School,0.5707887336754,3
121 TECK WHYE LANE,South View Primary School,0.4949872493997432,7
716 CLEMENTI WEST ST 2,Qifa Primary School,1.3613087166265212,4
503 ANG MO KIO AVE 5,Jing Shan Primary School,0.5076297287784821,8
153 GANGSA RD,Bukit Panjang Primary School,0.4541001185706778,8
880 TAMPINES AVE 8,Poi Ching School,0.8629795412428749,5
291 YISHUN ST 22,Xishan Primary School,0.304385486915175,9
74A REDHILL RD,Gan Eng Seng Primary School,0.2491529950614154,8
109C EDGEDALE PLAINS,Mee Toh School,0.086434994611763,13
119 MARSILING RISE,Marsiling Primary School,0.8836842541899793,8
109 TAMPINES ST 11,Angsana Primary School,0.3015268830990549,10
128 LOR 1 TOA PAYOH,Kheng Cheng School,0.3972975088534952,9
222 TAMPINES ST 24,Gongshang Primary School,0.4703727881811048,12
99 OLD AIRPORT RD,Kong Hwa School,0.27919419305623705,4
480 TAMPINES ST 44,Tampines North Primary School,0.5372579865971809,11
907 JURONG WEST ST 91,Xingnan Primary School,0.26267880100180974,7
9 JLN KUKOH,River Valley Primary School,0.7860512569402693,4
34 WHAMPOA WEST,Bendemeer Primary School,0.2926711798468032,4
649 JLN TENAGA,Telok Kurau Primary School,0.6041575539998065,5
23 JLN MEMBINA,Zhangde Primary School,0.0854734119690615,8
562 HOUGANG ST 51,Palm View Primary School,0.397146757735462,18
297 PUNGGOL CTRL,Edgefield Primary School,0.3038353057857169,16
234 CHOA CHU KANG CTRL,South View Primary School,0.19659139563885214,8
199C PUNGGOL FIELD,Edgefield Primary School,0.16309865039229113,16
125 MARSILING RISE,Marsiling Primary School,0.7886904928322241,8
926 TAMPINES ST 91,Junyuan Primary School,0.2554849158351948,11
219 CHOA CHU KANG CTRL,South View Primary School,0.2321025634774184,8
583 PASIR RIS ST 53,Elias Park Primary School,0.2104526077915573,7
245 TAMPINES ST 21,Yumin Primary School,0.4856517910565013,10
822 WOODLANDS ST 82,Qihua Primary School,0.1266555135014428,12
441 FAJAR RD,Beacon Primary School,0.3513933305609391,8
788D WOODLANDS CRES,Admiralty Primary School,0.3039895191590632,10
473A FERNVALE ST,Sengkang Green Primary School,0.8746985382474934,7
232 TAMPINES ST 21,Gongshang Primary School,0.1055204337798266,11
721 JURONG WEST AVE 5,West Grove Primary School,0.17459443804130442,9
319B ANCHORVALE DR,Nan Chiau Primary School,0.08973147731416323,18
171 GANGSA RD,Zhenghua Primary School,0.32447954807274815,8
271B PUNGGOL WALK,Punggol Green Primary School,0.3300290807806658,15
730 TAMPINES ST 71,Poi Ching School,0.2566237842627725,5
151 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.5160445327473179,5
887 TAMPINES ST 81,Junyuan Primary School,0.9082404589047989,5
194 BISHAN ST 13,Guangyang Primary School,0.34451056752640913,12
347A YISHUN AVE 11,Huamin Primary School,0.19982770325848231,11
111 BISHAN ST 12,Guangyang Primary School,0.17694565533692497,10
235 TAMPINES ST 21,Gongshang Primary School,0.21648252599438256,11
771 PASIR RIS ST 71,Meridian Primary School,0.158130129082393,4
2D UPP BOON KENG RD,Bendemeer Primary School,1.2770752285625806,6
111 GANGSA RD,Zhenghua Primary School,0.20176358059867666,8
761 JURONG WEST ST 74,Westwood Primary School,0.2399452721872294,9
38 TEBAN GDNS RD,Qifa Primary School,1.8190745848963514,2
493C TAMPINES ST 43,Tampines North Primary School,0.31907127043745953,12
549 BEDOK NTH AVE 1,Fengshan Primary School,0.5745320568979209,8
36 TANGLIN HALT RD,New Town Primary School,0.33898440990052436,3
255 BISHAN ST 22,Catholic High School (Primary),0.8207009880802313,12
1 QUEEN'S RD,Nanyang Primary School,0.42706365328323675,3
403 BT BATOK WEST AVE 7,Dazhong Primary School,0.7660092195463891,6
83 STRATHMORE AVE,Queenstown Primary School,0.1541483030716131,4
536 BT BATOK ST 52,Lianhua Primary School,0.37100001790235565,6
192C RIVERVALE DR,Rivervale Primary School,0.22935011939600597,19
5 DELTA AVE,Alexandra Primary School,0.42051950359439283,7
647 HOUGANG AVE 8,Xinmin Primary School,0.3017213072399044,12
457 PASIR RIS DR 4,Casuarina Primary School,0.2642949703021596,6
17A CIRCUIT RD,Canossa Catholic Primary School,0.8000740304872559,8
537 HOUGANG ST 52,Montfort Junior School,0.4269093360257521,16
324 SERANGOON AVE 3,Yangzheng Primary School,0.2576395250169281,10
30A HOLLAND CL,New Town Primary School,0.9012571218876665,6
407B FERNVALE RD,Fernvale Primary School,0.159271199034702,10
20 DOVER CRES,Fairfield Methodist School (Primary),0.6980603686454965,3
604 YISHUN ST 61,Northland Primary School,0.5857338822780591,11
878 TAMPINES AVE 8,Poi Ching School,0.78565595634229,3
123E RIVERVALE DR,North Spring Primary School,0.13093705452097157,16
747 JURONG WEST ST 73,Pioneer Primary School,0.2991058927436412,9
69 BEDOK STH AVE 3,Temasek Primary School,0.2921338008119656,5
317 SEMBAWANG VISTA,Sembawang Primary School,0.11924163594890388,7
787C WOODLANDS CRES,Riverside Primary School,0.26098918603311777,10
408 JURONG WEST ST 42,Shuqun Primary School,0.805924966464273,6
652 JLN TENAGA,Telok Kurau Primary School,0.44713654610336134,5
21 BEDOK STH RD,Bedok Green Primary School,0.6642637562222221,7
275 TAMPINES ST 22,Angsana Primary School,0.16374016461986754,9
486 PASIR RIS DR 4,Pasir Ris Primary School,0.3629813224310338,5
443 CLEMENTI AVE 3,Clementi Primary School,0.2062386181031255,4
707 TAMPINES ST 71,Poi Ching School,0.17796928752551802,8
60 GEYLANG BAHRU,Bendemeer Primary School,0.4312179128643707,5
709 JURONG WEST ST 71,West Grove Primary School,0.5583848179952157,8
265 TOH GUAN RD,Yuhua Primary School,0.4924951120823671,7
39 UPP BOON KENG RD,Bendemeer Primary School,1.060227912608688,6
336A ANCHORVALE CRES,Springdale Primary School,0.2929214077163094,15
629 WOODLANDS RING RD,Woodlands Ring Primary School,0.3806001443748423,10
604 CHOA CHU KANG ST 62,De La Salle School,0.36833483225679436,6
145 TAMPINES ST 12,Tampines Primary School,0.18673346610184996,10
485B TAMPINES AVE 9,White Sands Primary School,0.8035651359665348,10
210 PASIR RIS ST 21,White Sands Primary School,0.18363423516905733,6
924 HOUGANG AVE 9,Hougang Primary School,0.22161745984671458,15
337 JURONG EAST AVE 1,Jurong Primary School,0.16236704647784372,7
486 JURONG WEST AVE 1,Shuqun Primary School,0.546546722745499,8
258 YISHUN ST 22,Xishan Primary School,0.2487671937602488,9
352 CHOA CHU KANG CTRL,South View Primary School,0.4750913607728737,8
337C TAH CHING RD,Lakeside Primary School,0.4590905014042512,6
510 ANG MO KIO AVE 8,Jing Shan Primary School,0.347350928419027,8
512 ANG MO KIO AVE 8,Jing Shan Primary School,0.30610955065264506,8
506A SERANGOON NTH AVE 4,Rosyth School,0.12699080842595473,8
372 JURONG EAST ST 32,Jurong Primary School,0.1319426834821261,7
170B PUNGGOL FIELD,Greendale Primary School,0.4138862594209955,11
23A QUEEN'S CL,New Town Primary School,0.6100071959598333,4
622A PUNGGOL CTRL,Horizon Primary School,0.2254886292491007,14
751 JURONG WEST ST 73,Westwood Primary School,0.1529274354814104,9
483 TAMPINES ST 43,Tampines North Primary School,0.42521460239963244,12
506 CHOA CHU KANG ST 51,De La Salle School,0.7186951410192532,8
132 BISHAN ST 12,Guangyang Primary School,0.25869745087533375,12
331 TAMPINES ST 32,East Spring Primary School,0.22621261869803305,9
489D CHOA CHU KANG AVE 5,Chua Chu Kang Primary School,0.2742413145950836,4
7 BEDOK STH AVE 2,Bedok Green Primary School,0.28633530373477534,7
673C EDGEFIELD PLAINS,Oasis Primary School,0.3142138021194072,12
52 STRATHMORE AVE,Queenstown Primary School,0.2983962853491235,5
80 BEDOK NTH RD,Tanjong Katong Primary School,0.4866180896712313,7
118 ANG MO KIO AVE 4,Mayflower Primary School,0.3080180227507166,8
185 EDGEFIELD PLAINS,Greendale Primary School,0.32434228825474054,14
417 JURONG WEST ST 42,Jurong Primary School,0.690495108203088,8
21 HOLLAND DR,Henry Park Primary School,1.1096173206759161,4
325A SENGKANG EAST WAY,Nan Chiau Primary School,0.17586175341762586,18
144 PASIR RIS ST 11,White Sands Primary School,0.34681253073217927,9
339 BT BATOK ST 34,Dazhong Primary School,0.5440429208667222,6
734 JURONG WEST ST 73,West Grove Primary School,0.18133856038054189,9
433 CLEMENTI AVE 3,Clementi Primary School,0.24070122472836078,4
328 BT BATOK ST 33,Dazhong Primary School,0.4271706469431044,5
320 ANG MO KIO AVE 1,Teck Ghee Primary School,0.297583364007303,12
20 REDHILL CL,Gan Eng Seng Primary School,0.2518765377742584,8
59A GEYLANG BAHRU,Bendemeer Primary School,0.32379275269425606,5
634A SENJA RD,West View Primary School,0.38492135684340595,12
897A TAMPINES ST 81,Junyuan Primary School,0.49830879119519245,10
498E TAMPINES ST 45,White Sands Primary School,0.49301604416150707,9
121 RIVERVALE DR,North Spring Primary School,0.1532108901812962,16
120 SERANGOON NTH AVE 1,Rosyth School,0.7434808932397058,7
7 KIM TIAN PL,Zhangde Primary School,0.14988786731955955,8
656 JLN TENAGA,Telok Kurau Primary School,0.5243642541927422,5
637 YISHUN ST 61,Northland Primary School,0.229692452912074,10
144 POTONG PASIR AVE 2,Bendemeer Primary School,1.151416551992552,9
740 WOODLANDS CIRCLE,Evergreen Primary School,0.1993025705992671,10
122 SENGKANG EAST WAY,North Spring Primary School,0.3751725286251388,15
301 SERANGOON AVE 2,Yangzheng Primary School,0.4366591398864115,9
403 SIN MING AVE,Ai Tong School,0.2431764647269415,7
17 SENG POH RD,Zhangde Primary School,0.7935758686073121,7
330 SERANGOON AVE 3,Yangzheng Primary School,0.17097139164768693,9
28 TIONG BAHRU RD,Zhangde Primary School,0.5011014872900085,8
438 YISHUN AVE 11,Northland Primary School,0.5908603560832776,10
468 PASIR RIS DR 6,Casuarina Primary School,0.12928783618150794,6
138C LOR 1A TOA PAYOH,Kheng Cheng School,0.34183162453020205,8
183D BOON LAY AVE,Corporation Primary School,0.31092612512388035,10
352 ANG MO KIO ST 32,Teck Ghee Primary School,0.08781193301234898,10
451B SENGKANG WEST WAY,Sengkang Green Primary School,0.175158946399012,6
297B CHOA CHU KANG AVE 2,Chua Chu Kang Primary School,0.1451243292759859,6
446 ANG MO KIO AVE 10,Teck Ghee Primary School,0.5584076576310782,10
43 STIRLING RD,New Town Primary School,0.34904369104163563,4
365 TAMPINES ST 34,East Spring Primary School,0.5300512484183996,9
91 BEDOK NTH ST 4,Red Swastika School,0.6729095679665376,8
429 CLEMENTI AVE 3,Clementi Primary School,0.320991570974608,4
107B EDGEFIELD PLAINS,Mee Toh School,0.26426352749328014,17
295 CHOA CHU KANG AVE 2,Chua Chu Kang Primary School,0.10979340775195763,6
42 KIM CHENG ST,Zhangde Primary School,0.6065806301296435,8
34 CHAI CHEE AVE,Opera Estate Primary School,0.5504060056039971,8
52 CHAI CHEE ST,Damai Primary School,0.7366686005442569,8
545 BEDOK NTH ST 3,Damai Primary School,0.666345085611836,8
327 SEMBAWANG CRES,Sembawang Primary School,0.23282990417558627,7
941 HOUGANG ST 92,Xinmin Primary School,0.4903254205741098,11
250 KIM KEAT LINK,Pei Chun Public School,0.5999364152234683,9
413 TAMPINES ST 41,Tampines North Primary School,0.39821532662341275,12
940 HOUGANG ST 92,Xinmin Primary School,0.42899230857078174,12
46 TEBAN GDNS RD,Fuhua Primary School,1.859464184090147,1
164 GANGSA RD,Bukit Panjang Primary School,0.5944930810819089,8
844 YISHUN ST 81,Naval Base Primary School,0.3799079852954412,8
114 LOR 3 GEYLANG,Geylang Methodist School (Primary),1.2878047362389815,4
462 CLEMENTI AVE 3,Pei Tong Primary School,0.5894909704140913,4
415 SAUJANA RD,Greenridge Primary School,0.3046020346744136,8
229 SERANGOON AVE 4,Zhonghua Primary School,0.46722604714336663,9
833 HOUGANG CTRL,Montfort Junior School,0.33921313454753044,12
40 JLN RUMAH TINGGI,Gan Eng Seng Primary School,0.6004265400219102,6
322 YISHUN CTRL,Huamin Primary School,0.42366980640444313,11
179 YUNG SHENG RD,Lakeside Primary School,0.5989078727451427,5
149 PASIR RIS ST 13,White Sands Primary School,0.45429357129055786,9
822 YISHUN ST 81,Peiying Primary School,0.5715121932522461,5
179 BT BATOK WEST AVE 8,Yuhua Primary School,0.35332142906016867,8
572 ANG MO KIO AVE 3,Jing Shan Primary School,0.4967603442843731,8
96 ALJUNIED CRES,Geylang Methodist School (Primary),0.4805438082966968,6
317 HOUGANG AVE 7,Holy Innocents' Primary School,0.34693888552987906,9
303 YISHUN CTRL,Xishan Primary School,0.4085703989033001,11
275A BISHAN ST 24,Catholic High School (Primary),0.27062816838115544,10
423 CLEMENTI AVE 1,Pei Tong Primary School,0.7845363695048138,6
838 YISHUN ST 81,Peiying Primary School,0.3788647784027863,9
472B FERNVALE ST,Sengkang Green Primary School,0.7917523385309803,7
426A YISHUN AVE 11,Huamin Primary School,0.49805353730655705,11
669 WOODLANDS RING RD,Woodlands Ring Primary School,0.4086303421281947,10
151 YISHUN ST 11,Yishun Primary School,0.29865716758301464,11
725 JURONG WEST AVE 5,West Grove Primary School,0.16131919372033857,9
650B JURONG WEST ST 61,Jurong West Primary School,0.31801332392310677,9
506A WELLINGTON CIRCLE,Wellington Primary School,0.1809771233126227,5
232 COMPASSVALE WALK,Seng Kang Primary School,0.20516526604397953,19
35 CHAI CHEE AVE,Opera Estate Primary School,0.5970728334005153,8
452 CHOA CHU KANG AVE 4,Concord Primary School,0.09090963743611412,4
259 KIM KEAT AVE,Pei Chun Public School,0.44115942144045633,9
21 HAIG RD,Kong Hwa School,0.8119221101498694,7
257B COMPASSVALE RD,Compassvale Primary School,0.23521016414845342,17
702 JURONG WEST ST 71,Jurong West Primary School,0.5015340049534501,9
671 JLN DAMAI,Telok Kurau Primary School,0.32380266733992846,5
323 JURONG EAST ST 31,Jurong Primary School,0.4450564422868167,8
50 TELOK BLANGAH DR,Blangah Rise Primary School,0.37552541381633014,5
397 YISHUN AVE 6,North View Primary School,0.09228388483968157,10
544 WOODLANDS DR 16,Innova Primary School,0.28908619218506615,10
557 JURONG WEST ST 42,Shuqun Primary School,0.7844779309856159,6
159 WOODLANDS ST 13,Marsiling Primary School,0.1287135854337057,7
10 GLOUCESTER RD,Farrer Park Primary School,0.2134313956058656,6
55 GEYLANG BAHRU,Bendemeer Primary School,0.41592282218747795,5
516 BEDOK NTH AVE 2,Fengshan Primary School,0.22072616063761136,7
201 SERANGOON CTRL,Yangzheng Primary School,0.6063111506476618,6
640 ANG MO KIO AVE 6,Mayflower Primary School,0.40499203027488406,7
258 SERANGOON CTRL DR,Zhonghua Primary School,0.6463487135317246,7
610 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.09661966307801333,6
329 SEMBAWANG CL,Sembawang Primary School,0.40060044087634344,8
3D UPP BOON KENG RD,Bendemeer Primary School,1.2903269262834294,6
675A JURONG WEST ST 64,Westwood Primary School,0.3787421455037862,11
104 BISHAN ST 12,Guangyang Primary School,0.1451323903152639,10
666 JLN DAMAI,Telok Kurau Primary School,0.46533535912714963,5
677A JURONG WEST ST 64,Westwood Primary School,0.5295900597816813,11
741 PASIR RIS ST 71,Meridian Primary School,0.22785716236863948,3
699 HOUGANG ST 52,Montfort Junior School,0.22623574692885579,15
635 BEDOK RESERVOIR RD,Maha Bodhi School,0.4497585066059263,5
208 BISHAN ST 23,Catholic High School (Primary),0.48602898587496424,13
102 JLN DUSUN,CHIJ Primary (Toa Payoh),0.6037666415119868,8
150 SIMEI ST 1,Angsana Primary School,0.6591187027700434,9
120 BT MERAH VIEW,Zhangde Primary School,0.43740326948315317,8
139 RIVERVALE ST,North Spring Primary School,0.172057666607776,19
407 JURONG WEST ST 42,Shuqun Primary School,0.8107634757156281,6
357 BT BATOK ST 31,Dazhong Primary School,0.41661686558765443,6
524B TAMPINES CTRL 7,Poi Ching School,0.40757712691113696,10
702 BEDOK RESERVOIR RD,Damai Primary School,0.33391118926474395,6
349 CORPORATION DR,Lakeside Primary School,0.1970658613314495,7
856F TAMPINES ST 82,Junyuan Primary School,0.573468097107092,8
448 ANG MO KIO AVE 10,Teck Ghee Primary School,0.646390143494597,10
503B CANBERRA LINK,Wellington Primary School,0.17416962233449249,5
321A ANCHORVALE DR,Nan Chiau Primary School,0.2587754222408959,19
354B ADMIRALTY DR,Canberra Primary School,0.31042611244951646,7
677 CHOA CHU KANG CRES,Unity Primary School,0.22221310477838804,4
275D JURONG WEST ST 25,Corporation Primary School,0.5688876310507128,8
104B DEPOT RD,Blangah Rise Primary School,0.6172226630010946,8
604 SENJA RD,West View Primary School,0.3798822344303526,9
61 LOR 5 TOA PAYOH,Pei Chun Public School,0.385356019412349,9
213B PUNGGOL WALK,Punggol Green Primary School,0.12421377951567678,17
441 SIN MING AVE,Ai Tong School,0.23474239463242522,4
330 TAMPINES ST 32,East Spring Primary School,0.25453104431533685,9
126 ALJUNIED RD,Canossa Catholic Primary School,0.3215335206879513,5
509 TAMPINES CTRL 1,Gongshang Primary School,0.4441268882237554,10
136 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.3615108298298154,6
555 ANG MO KIO AVE 10,Jing Shan Primary School,0.5852148945309082,8
126 MARSILING RISE,Marsiling Primary School,0.7985336759548048,8
216 PASIR RIS ST 21,White Sands Primary School,0.38757909661398493,7
245 COMPASSVALE RD,Compassvale Primary School,0.23509007962623932,18
206B COMPASSVALE LANE,Seng Kang Primary School,0.35158633010307505,17
124 PAYA LEBAR WAY,Canossa Catholic Primary School,0.43802428273592003,4
163 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.19432493358787423,11
419 BT BATOK WEST AVE 2,Dazhong Primary School,0.38473936995814073,5
101 BISHAN ST 12,Guangyang Primary School,0.16372071475428168,10
231 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.1786596842415828,9
501 BISHAN ST 11,Guangyang Primary School,0.26348402285072353,12
115 POTONG PASIR AVE 1,Pei Chun Public School,0.8160987963306593,12
318A ANCHORVALE LINK,Springdale Primary School,0.13735642761417075,17
664A JURONG WEST ST 64,Jurong West Primary School,0.5010079922242907,11
508 WEST COAST DR,Clementi Primary School,0.48080508366160973,4
106 BISHAN ST 12,Guangyang Primary School,0.16011768431287252,10
158 JLN TECK WHYE,Teck Whye Primary School,0.5370878482463076,12
707 PASIR RIS DR 10,Park View Primary School,0.4252349077258353,3
266 YISHUN ST 22,Chongfu School,0.16361572969480906,9
494D TAMPINES ST 43,Tampines North Primary School,0.6075769103076468,11
119 BEDOK NTH RD,Red Swastika School,0.6060446893100874,8
340 UBI AVE 1,Maha Bodhi School,0.2261362643906608,5
339B KANG CHING RD,Lakeside Primary School,0.3499469954248466,6
547 SERANGOON NTH AVE 3,Rosyth School,0.4599303694124726,8
461 PASIR RIS DR 4,Casuarina Primary School,0.24916096051551934,6
166A TECK WHYE CRES,Teck Whye Primary School,0.07874630575669297,11
208 PETIR RD,Bukit Panjang Primary School,0.6379924531034267,7
111 HOUGANG AVE 1,Xinghua Primary School,0.38067955272287635,5
702 YISHUN AVE 5,Jiemin Primary School,0.2649747364099131,11
185 TOA PAYOH CTRL,Kheng Cheng School,0.5740399236686983,9
253 PASIR RIS ST 21,White Sands Primary School,0.37523675162114967,6
717 BEDOK RESERVOIR RD,Damai Primary School,0.5250946835926422,7
296A CHOA CHU KANG AVE 2,Chua Chu Kang Primary School,0.12184421944752961,5
259A PUNGGOL FIELD,Punggol Green Primary School,0.42265077713711513,14
165 TAMPINES ST 12,Tampines Primary School,0.2883508831972469,10
143 JLN BT MERAH,Radin Mas Primary School,0.7191935609014329,8
183A RIVERVALE CRES,Mee Toh School,0.3624814038901973,15
207 YISHUN ST 21,Xishan Primary School,0.28141791520064363,11
491A TAMPINES AVE 9,Tampines North Primary School,0.577714456387977,11
410 HOUGANG AVE 10,CHIJ Our Lady of the Nativity,0.3405912758775373,13
841 JURONG WEST ST 81,Pioneer Primary School,0.5134069558811551,8
617 ANG MO KIO AVE 4,Mayflower Primary School,0.3024598292060776,8
664 JLN DAMAI,Telok Kurau Primary School,0.44271301254858203,5
117 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.30116638343683705,5
688F WOODLANDS DR 75,Greenwood Primary School,0.5841142792340107,11
211 PETIR RD,Bukit Panjang Primary School,0.7711853550818264,6
541 BT BATOK ST 52,Lianhua Primary School,0.29209441744743414,6
180C RIVERVALE CRES,Mee Toh School,0.6051418893508252,13
208A PUNGGOL PL,Punggol Green Primary School,0.22446114295273356,16
207B COMPASSVALE LANE,North Vista Primary School,0.3495018055160446,17
8 JLN BT HO SWEE,Zhangde Primary School,0.7342668873654211,8
466A SEMBAWANG DR,Northoaks Primary School,0.1621046209831818,7
252 BT BATOK EAST AVE 5,Lianhua Primary School,0.5289707282852062,6
251 JURONG EAST ST 24,Yuhua Primary School,0.1346109064284629,7
265A PUNGGOL WAY,Valour Primary School,0.13494768777114538,14
38 CIRCUIT RD,Canossa Catholic Primary School,0.5070425669245358,8
859 YISHUN AVE 4,Naval Base Primary School,0.19415866936918283,10
414 C'WEALTH AVE WEST,Pei Tong Primary School,0.6767848930476198,6
295B COMPASSVALE CRES,Punggol Green Primary School,0.4468654623439303,18
512 BEDOK NTH AVE 2,Yu Neng Primary School,0.3233785885652564,8
54 JLN MA'MOR,Hong Wen School,0.7417484005862258,7
658B JURONG WEST ST 65,Frontier Primary School,0.12078921500145222,10
426 BEDOK NTH RD,Fengshan Primary School,0.3278733795085624,8
507 JELAPANG RD,Greenridge Primary School,0.07816582525505933,7
147 RIVERVALE CRES,Rivervale Primary School,0.3509748010824951,18
237 BT PANJANG RING RD,Zhenghua Primary School,0.21364920630439715,8
157 ANG MO KIO AVE 4,Mayflower Primary School,0.4146842896480304,8
609 ANG MO KIO AVE 4,Mayflower Primary School,0.434944079857102,6
422 CHOA CHU KANG AVE 4,Chua Chu Kang Primary School,0.509102737762633,7
475C UPP SERANGOON CRES,CHIJ Our Lady of the Nativity,0.34448357040429317,11
527 SERANGOON NTH AVE 4,Rosyth School,0.26375228598174505,8
288E BT BATOK ST 25,Keming Primary School,0.29451144324353296,5
38B BENDEMEER RD,Bendemeer Primary School,0.24530172470829142,6
201 CHOA CHU KANG AVE 1,South View Primary School,0.2540048836353907,8
176C EDGEFIELD PLAINS,Edgefield Primary School,0.26639344625173733,14
51 TELOK BLANGAH DR,Blangah Rise Primary School,0.31650265417000495,5
144 TAMPINES ST 12,Tampines Primary School,0.22927961518432458,10
226 ANG MO KIO AVE 1,Ang Mo Kio Primary School,0.1666283976184067,10
405 SERANGOON AVE 1,Yangzheng Primary School,0.5144157636631792,7
357 CLEMENTI AVE 2,Pei Tong Primary School,0.29139482589919563,5
684 RACE COURSE RD,Farrer Park Primary School,0.6709768745871797,5
137 SERANGOON NTH AVE 2,Rosyth School,0.5684487727506512,8
636A PUNGGOL DR,Horizon Primary School,0.10186852290353832,12
105 GANGSA RD,Zhenghua Primary School,0.22732739225714704,8
507 HOUGANG AVE 8,Montfort Junior School,0.28664420304277577,12
791 YISHUN AVE 2,Peiying Primary School,0.5003929475963786,10
525B PASIR RIS ST 51,Elias Park Primary School,0.6455220007749874,9
505A YISHUN ST 51,Northland Primary School,0.5246458768430947,7
341B SEMBAWANG CL,Sembawang Primary School,0.4288138471060145,7
514 PASIR RIS ST 52,Elias Park Primary School,0.2514647837458385,5
