flat,school,school_dist,num_school_2km,hawker,hawker_dist,num_hawker_2km,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,dist_dhoby
137 BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.4629929234745037,8,Market Street Food Centre,1.1055871921559604,1,1.450998074216164,5,West Mall,0.4547401022369486,4,BUKIT BATOK MRT STATION,0.5417879938927486,5,0.3286421281563838,20,12.519845581330582
143 LOR 2 TOA PAYOH,CHIJ Primary (Toa Payoh),0.4100855812969748,8,Blk 93 Toa Payoh Lorong 4,0.6724923864637663,4,0.7347658109748263,11,HDB Hub,0.5338850618172968,6,TOA PAYOH MRT STATION,0.5309103938394525,8,0.4669197028786997,19,4.046987200403549
448 PASIR RIS DR 6,Casuarina Primary School,0.2601742197791757,7,Market Street Food Centre,3.127479545797804,0,0.6490509764544525,10,Loyang Point,0.8547835741087632,4,PASIR RIS MRT STATION,1.0222687728493474,2,0.1861966375337844,12,14.824344577893251
590C MONTREAL LINK,Wellington Primary School,0.5368535539480029,9,Chong Pang Market & Food Centre,2.0063115894274604,0,0.3175148922526801,7,Sun Plaza,0.8297582409884063,3,SEMBAWANG MRT STATION,0.7488163097918122,1,0.8303302839367418,13,16.78410688457208
427 BEDOK NTH RD,Fengshan Primary School,0.481157231828635,8,Blk 538 Bedok North Street 3,0.4188581324967822,7,0.9578854088415796,16,Djitsun Mall,0.3968543086028089,4,BEDOK MRT STATION,0.6188081340731189,4,0.440919397585093,20,9.749560165393849
107 LOR 1 TOA PAYOH,Kheng Cheng School,0.4247598822934394,9,Blk 93 Toa Payoh Lorong 4,0.394642813974303,4,0.9234455897728424,12,Junction 8,0.998085536436464,4,BRADDELL MRT STATION,0.0993336940707366,6,0.7618907203265972,14,4.639719555529226
490A CHOA CHU KANG AVE 5,Chua Chu Kang Primary School,0.2856280164978892,5,Market Street Food Centre,3.525662291084158,0,1.217485488842051,4,Sunshine Place,0.40138910721949,5,SOUTH VIEW LRT STATION,0.7110758489092655,6,0.4120073662595254,10,14.283284829354361
764 WOODLANDS CIRCLE,Evergreen Primary School,0.2800469355149068,10,Blks 20/21 Marsiling Lane,2.1868942228449404,0,1.646032097603424,1,Woodlands Mart,0.1566565731800597,4,ADMIRALTY MRT STATION,0.6951292321158178,3,0.1685859095713214,15,17.015322271994012
744 PASIR RIS ST 71,Meridian Primary School,0.1658645900695149,3,Market Street Food Centre,3.6554651110261047,0,0.8770473534586262,3,Elias Mall,0.7639366467296399,2,PASIR RIS MRT STATION,1.637453142114646,1,0.2772242789968271,5,13.223265687811676
271 TOH GUAN RD,Yuhua Primary School,0.6146583569170347,8,Market Street Food Centre,0.9559801124544992,1,1.6442879571007192,2,Westgate,0.9002469493188644,5,BUKIT BATOK MRT STATION,0.8941139890118188,5,0.6900726383991762,19,11.976685192470343
110 SIMEI ST 1,Changkat Primary School,0.3579618083328919,9,Market Street Food Centre,0.708362171930709,1,0.6023581420977088,15,Eastpoint Mall,0.3207177268320866,7,SIMEI MRT STATION,0.3533602834916257,9,0.3178682691704643,20,12.625132416817463
461 CLEMENTI AVE 3,Pei Tong Primary School,0.5734332419573013,4,Blk 448 Clementi Ave 3,0.3011977476708363,3,0.3173459493177921,18,321 Clementi,0.1900681503988047,5,CLEMENTI MRT STATION,0.4430049530047605,2,0.1842794554986055,14,8.875516690295267
450A TAMPINES ST 42,Gongshang Primary School,0.3924697253647123,13,Market Street Food Centre,1.6311460404837577,1,0.7309988528755023,12,Tampines 1,0.9086158535449878,7,TAMPINES EAST MRT STATION,0.3547263322247961,5,0.2379725501202652,17,13.577598131538883
274A JURONG WEST AVE 3,Corporation Primary School,0.4506272653193945,8,Blk 505 Jurong West Street 52,1.6771785865976951,1,0.2896315689363605,3,Gek Poh Shopping Centre,0.7072258905872884,4,BOON LAY MRT STATION,1.5358792456272004,2,0.3853880356687598,8,16.81988771014373
407 BEDOK NTH AVE 3,Fengshan Primary School,0.2870410635000592,8,Blk 216 Bedok North Street 1,0.1629387348594841,7,1.1912543106058522,23,Bedok Point,0.4299682956173976,5,BEDOK MRT STATION,0.6461605976455187,5,0.3598395297546881,19,10.352582037308531
26 MARSILING DR,Marsiling Primary School,0.8354114957663972,4,Blks 20/21 Marsiling Lane,0.4501356858712059,4,0.602590521842381,4,Marsiling Mall,1.1833946544386151,2,MARSILING MRT STATION,1.0492429921567497,3,1.0483456738750268,6,17.69570202113456
111 WOODLANDS ST 13,Si Ling Primary School,0.7124250266474431,9,Blks 20/21 Marsiling Lane,0.8295974847562252,4,0.3522376147279166,4,Causeway Point,0.4851429853352409,4,WOODLANDS MRT STATION,0.5080925214934567,4,0.6377982428890615,10,16.867326498509478
682C WOODLANDS DR 73,Greenwood Primary School,0.0820871638259244,11,Chong Pang Market & Food Centre,2.8400556044718424,0,2.17149857055566,0,Admiralty Place,0.2917124562833438,4,ADMIRALTY MRT STATION,0.3639327869916017,4,0.3281749458220541,18,16.293158430664263
275C COMPASSVALE LINK,North Vista Primary School,0.2142502394309016,17,Market Street Food Centre,2.8104511505079333,0,0.8702136348340187,6,Hougang Green Shopping Mall,0.8067127630123857,8,BUANGKOK MRT STATION,0.103268876792618,14,0.1071761149886198,16,10.745917790254405
54 HAVELOCK RD,Alexandra Primary School,0.6287743157903939,8,Beo Crescent Market,0.2104280003936151,12,0.3274366768662595,14,Tiong Bahru Plaza,0.3895993389799999,25,TIONG BAHRU MRT STATION,0.423438216935103,10,0.2764194016862806,29,2.1008872944102417
287 CHOA CHU KANG AVE 2,Chua Chu Kang Primary School,0.1353968207919294,6,Market Street Food Centre,3.937721222659488,0,1.3632218577362254,4,Sunshine Place,0.3058224807383971,5,SOUTH VIEW LRT STATION,0.44417513935886,6,0.1877150335961602,10,14.517448329452394
429 WOODLANDS ST 41,Fuchun Primary School,0.7322470605364307,4,Blks 20/21 Marsiling Lane,1.9142500097607336,4,1.2634653781731184,3,Marsiling Mall,1.0741312841357742,2,MARSILING MRT STATION,0.6643792347127468,4,0.5442086728111852,7,16.216412825023816
233 BISHAN ST 22,Catholic High School (Primary),0.486781350314734,11,Blk 409 Ang Mo Kio Ave 10,1.1893971394468386,3,0.373432074291101,20,Junction 8,0.9852493858346976,4,BISHAN MRT STATION,0.9005154568807312,4,0.2453111386140929,16,6.5549782116027595
53 GEYLANG BAHRU,Bendemeer Primary School,0.3902713470704642,5,Blks 79/79A Circuit Road,1.870733734151645,3,0.2649297132728769,8,Aperia,1.6742305661708952,2,GEYLANG BAHRU MRT STATION,0.5190194495554896,9,0.444009421625734,25,3.759151817081743
217 MARSILING CRES,Marsiling Primary School,1.3696358990330575,3,Blks 20/21 Marsiling Lane,0.612979575100183,4,1.049064084648818,4,Marsiling Mall,1.669973557016816,2,MARSILING MRT STATION,1.5840540864214403,2,1.5831275712430344,2,18.203619197918062
213 PETIR RD,Bukit Panjang Primary School,0.6920975285582792,7,Bukit Timah Market,3.847838209274781,0,0.4198527995779426,9,Fajar Shopping Centre,1.1711055165120594,7,PENDING LRT STATION,0.503340694798273,13,0.4846219566159837,9,11.371967048719716
7 LOR LEW LIAN,Maris Stella High School,0.78052195657872,7,Market Street Food Centre,1.4912063057364433,3,0.5970606784319162,26,Upper Serangoon Shopping Centre,0.5193082965308482,3,SERANGOON MRT STATION,0.3880004041611503,7,0.4063743744447195,13,6.54567922041206
121 SERANGOON NTH AVE 1,Rosyth School,0.762350058290058,7,Chomp Chomp Food Centre,0.6043675192896504,5,0.6993527537728192,21,Hougang 1,1.325907848223312,4,KOVAN MRT STATION,1.7044009714786326,4,0.3718412196738391,17,8.018179981158623
830 WOODLANDS ST 83,Woodlands Primary School,0.301503849020649,12,Blks 20/21 Marsiling Lane,1.5918822933789032,4,1.1110169317741878,3,888 Plaza,0.5552620821760943,5,WOODLANDS MRT STATION,0.4757603669983231,4,0.3947133349922772,14,16.623961323167393
946 JURONG WEST ST 91,Xingnan Primary School,0.346740458733211,7,Blk 505 Jurong West Street 52,3.1731947311241178,0,0.791008837763516,3,Pioneer Mall,0.7858494897099139,3,PIONEER MRT STATION,1.0609247364995738,2,0.2895394191045127,8,17.932142277194732
1 UPP ALJUNIED LANE,Cedar Primary School,0.3963632728469968,6,Blks 79/79A Circuit Road,1.1118407652864122,4,0.1625801821226934,16,NEX,1.9688733619546943,1,BARTLEY MRT STATION,0.9498239893129444,10,0.004996898941013,13,5.373008710221413
321 SERANGOON AVE 2,Yangzheng Primary School,0.255607145537363,10,Serangoon Garden Market,1.3265662227657755,4,0.4548492334233015,19,NEX,0.4591565112911864,2,LORONG CHUAN MRT STATION,0.4060445885535418,5,0.4460600746699413,11,6.260372584750376
831 WOODLANDS ST 83,Woodlands Primary School,0.2908318229354791,11,Blks 20/21 Marsiling Lane,1.6607944697579395,4,1.1734525330911296,3,888 Plaza,0.4925434993996258,5,WOODLANDS MRT STATION,0.5339396825365412,4,0.3911443666974537,14,16.604214395479787
860 YISHUN AVE 4,Naval Base Primary School,0.2071715387383726,10,Chong Pang Market & Food Centre,1.978763839814279,1,0.7868550363252231,5,Wisteria Mall,0.1550326064763334,3,KHATIB MRT STATION,0.7665731725524115,2,0.5105098204018179,14,13.11866625622009
428 TAMPINES ST 41,Tampines North Primary School,0.1775571915262998,12,Market Street Food Centre,1.547313576485987,1,0.4932897309240498,8,Tampines 1,0.6733379514214375,7,TAMPINES EAST MRT STATION,0.7094801861852428,6,0.4791525322040925,19,13.292493921414994
104 HOUGANG AVE 1,Xinghua Primary School,0.3553659653030994,3,Market Street Food Centre,0.6721529335898634,2,0.4877365874533892,17,Heartland Mall,0.7781081199934781,4,KOVAN MRT STATION,0.836409637681887,4,0.1261921574712281,10,7.921326343027746
891A TAMPINES AVE 8,Junyuan Primary School,0.9706064140905336,6,Market Street Food Centre,1.5504532369814614,3,1.159422551969132,3,Our Tampines Hub,1.2024974186606352,4,TAMPINES WEST MRT STATION,0.9006722217225703,4,0.3407103617824952,15,10.989055846652102
921 HOUGANG ST 91,Yio Chu Kang Primary School,0.2268849221852359,14,Market Street Food Centre,1.925539997221891,2,0.9364409600978616,14,Hougang 1,0.5238163864325042,7,HOUGANG MRT STATION,1.0790883724982483,8,0.3580194716852364,18,9.556380371155255
82 C'WEALTH CL,New Town Primary School,0.490073341585618,4,Commonwealth Crescent Market,0.3067273359176477,4,0.9906167442104208,10,Rochester Mall,1.3367288623632685,5,COMMONWEALTH MRT STATION,0.3046000544263664,7,0.3595505295152373,14,5.024767933333864
138 SIMEI ST 1,Angsana Primary School,0.6007002231008423,9,Market Street Food Centre,1.379264465487971,1,0.4028431269670502,11,Eastpoint Mall,0.6661846261902935,6,SIMEI MRT STATION,0.595184985620308,7,0.5795079973020159,15,13.5042031618951
313 WOODLANDS ST 31,Fuchun Primary School,0.2236190896783945,7,Blks 20/21 Marsiling Lane,1.40065502907107,4,0.7180084831794777,3,Marsiling Mall,0.4979374505105668,2,MARSILING MRT STATION,0.2991299421316832,4,0.3009284719700371,7,16.44912019609128
308A ANCHORVALE RD,Anchor Green Primary School,0.1711895841513408,16,Market Street Food Centre,3.405483023857255,0,1.0185525355184366,8,Buangkok Square,0.7789405257954822,7,TONGKANG LRT STATION,0.0613305222604874,14,0.8535048917303047,16,10.990167392864002
605 SENJA RD,West View Primary School,0.3540057669297685,9,Bukit Timah Market,4.822653906841366,0,0.7478823936266277,11,Junction 10,0.2032126906920566,9,TEN MILE JUNCTION LRT STATION,0.196158671415261,16,0.2032126906920566,14,12.938785931033827
205B COMPASSVALE LANE,North Vista Primary School,0.3110817224011233,17,Market Street Food Centre,3.1584038471263765,0,0.9764921316943288,3,Rivervale Plaza,0.568515061234235,7,RANGGUNG LRT STATION,0.1543526303449425,17,0.4085153814222495,15,11.12464804419491
213 TAMPINES ST 23,Yumin Primary School,0.5142202787456152,10,Market Street Food Centre,1.4402708128359616,1,1.162337648420809,13,Tampines 1,0.980107636822056,6,TAMPINES EAST MRT STATION,0.1711976430225595,5,0.1806614193199454,16,13.559268965967195
403C FERNVALE LANE,Fernvale Primary School,0.2248276278279753,7,Chomp Chomp Food Centre,2.756857027551563,0,0.3044530915104012,24,Greenwich V,0.3987712090483242,5,FERNVALE LRT STATION,0.5435431551740899,6,0.3987712090483242,12,10.312159118436357
22 TEBAN GDNS RD,Fuhua Primary School,1.5449070572340684,1,Market Street Food Centre,2.3031048880154628,0,1.1543340526262698,3,Big Box,1.1550256024770031,4,JURONG EAST MRT STATION,1.1836189234931669,2,0.1731270317155469,15,12.03209403089207
550 HOUGANG ST 51,Punggol Primary School,0.4677257641834708,17,Market Street Food Centre,2.165547684671932,0,0.9108634218086914,10,Hougang Green Shopping Mall,0.3272606861909932,7,BUANGKOK MRT STATION,0.5946757243084693,10,0.3257492176075237,16,10.069101287791895
404 SIN MING AVE,Ai Tong School,0.2509444844449118,7,Blk 320 Shunfu Road,1.2177301923211594,3,0.101303850207543,28,Thomson Plaza,1.020869181603853,3,MARYMOUNT MRT STATION,1.6462935575294844,2,0.6063652925013262,11,7.1119559659110285
665B PUNGGOL DR,Horizon Primary School,0.2542466481163306,13,Market Street Food Centre,5.684389047671417,0,0.1422569845417689,4,Oasis Terraces,0.117043611977586,4,OASIS LRT STATION,0.1622722582829055,18,0.3572813417380144,13,13.702615625182641
132 CASHEW RD,Bukit Panjang Primary School,0.1764634490873953,7,Bukit Timah Market,3.87980427069476,0,0.1772138723470672,12,Bukit Panjang Plaza,0.9445006725694588,7,PENDING LRT STATION,0.2171752169202581,14,0.418923366159758,11,11.73169840004514
318 SERANGOON AVE 2,Yangzheng Primary School,0.4480382166434922,9,Serangoon Garden Market,1.1417646383982891,4,0.414700073984331,18,NEX,0.5749111713581851,2,LORONG CHUAN MRT STATION,0.362641785757084,5,0.4311745621357425,12,6.400614945111533
7 LOR 7 TOA PAYOH,Pei Chun Public School,0.2188130454745024,11,Blk 210 Toa Payoh Lorong 8,0.3596659395595423,3,0.8221030771081146,10,HDB Hub,1.308256393088802,3,BRADDELL MRT STATION,1.1979431725161314,8,0.2230657587840224,17,4.487683830938844
543 SERANGOON NTH AVE 3,Rosyth School,0.4152140693834663,8,Chomp Chomp Food Centre,1.2399019355041456,2,0.7130417681017138,25,Hougang 1,0.92194725372191,5,FERNVALE LRT STATION,2.013686217672356,0,0.0802950582757326,16,8.791526325286089
74 TELOK BLANGAH HTS,Blangah Rise Primary School,0.0863445979909227,5,Blk 11 Telok Blangah Crescent,1.119187934489077,6,0.4319900958052403,7,IMM,0.4088477261729558,7,TELOK BLANGAH MRT STATION,0.5210577678316998,6,0.2195529690084724,13,4.848897031475316
134 BISHAN ST 12,Guangyang Primary School,0.3187970607164092,12,Blk 210 Toa Payoh Lorong 8,0.6531340298212844,5,0.8580737474377206,15,Junction 8,0.6649558490936818,2,BISHAN MRT STATION,0.7290986606040748,7,0.405487893646703,12,5.153618647611527
228 JURONG EAST ST 21,Yuhua Primary School,0.5100985045649037,7,Market Street Food Centre,0.2024917686664991,3,0.919420875484107,2,JCube,1.1199845982717818,6,CHINESE GARDEN MRT STATION,0.4087231457787346,5,0.6511687726910911,18,13.039404694969377
414 CHOA CHU KANG AVE 4,Chua Chu Kang Primary School,0.4910088083688874,7,Market Street Food Centre,4.30168485143831,0,1.033500328994554,4,Lot One,0.4624166885782341,8,CHOA CHU KANG LRT STATION,0.3930199612892188,7,0.1884474579535717,11,14.677632419279234
475 JURONG WEST ST 41,Shuqun Primary School,0.3971016493715764,9,Blk 505 Jurong West Street 52,0.7583978575261962,4,1.1443812702006977,3,Boon Lay Shopping Centre,1.4167311254064536,2,LAKESIDE MRT STATION,0.6237671840867269,2,0.0906106007389989,11,14.423750372643516
526 JURONG WEST ST 52,Rulang Primary School,0.2366817280960067,7,Blk 505 Jurong West Street 52,0.2677954168822347,3,0.8576741415479475,4,Boon Lay Shopping Centre,0.5290581243142346,3,LAKESIDE MRT STATION,0.57780563644585,3,0.505110697377382,11,15.240524267010885
521 HOUGANG AVE 6,Montfort Junior School,0.1542734947565962,14,Market Street Food Centre,1.673609863229757,2,0.4719772019748355,11,Hougang Mall,0.3244294858506407,7,HOUGANG MRT STATION,0.2801886145281969,7,0.3380620897717847,17,9.64253657545891
528 WOODLANDS DR 14,Woodgrove Primary School,0.2972263743477976,10,Blks 20/21 Marsiling Lane,2.179285780863617,0,1.5847023812991867,2,888 Plaza,0.6939046149069777,5,WOODLANDS SOUTH MRT STATION,0.4896747863196113,4,0.1881623912199593,10,15.749826272289951
506 ANG MO KIO AVE 8,Jing Shan Primary School,0.4233839667240697,8,Blk 724 Ang Mo Kio Ave 6,0.3628832420583643,2,0.4492930592530774,29,Broadway Plaza,0.4276891214466515,2,ANG MO KIO MRT STATION,0.4987193023003963,2,0.3895308107622101,11,8.313271813457373
887B WOODLANDS DR 50,Woodlands Primary School,0.2914238583557076,11,Blks 20/21 Marsiling Lane,2.043467848934869,0,1.5699669945794297,2,888 Plaza,0.1047993605429457,5,WOODLANDS MRT STATION,0.7238418190505214,4,0.1078126956045762,14,16.26720167196664
212B PUNGGOL WALK,Punggol Green Primary School,0.1739368530362627,17,Market Street Food Centre,4.805552368597779,0,1.0784438579941196,4,Waterway Point,0.7330115583224771,6,PUNGGOL MRT STATION,0.5398776562644174,27,0.2885095617189701,18,12.702195334584719
272 YISHUN ST 22,Chongfu School,0.0752957540343829,9,Chong Pang Market & Food Centre,1.4448417984884565,2,0.5107407789548319,8,Junction 9,0.6010519239527443,4,YISHUN MRT STATION,1.087271577569363,1,0.3154044420213068,15,15.359494975989842
454 CLEMENTI AVE 3,Pei Tong Primary School,0.4474478550728218,4,Blk 448 Clementi Ave 3,0.2297665205371639,3,0.4311688389350449,19,321 Clementi,0.1658026190961005,5,CLEMENTI MRT STATION,0.3217426625464361,2,0.1087253191653516,14,8.892048403643182
145 YISHUN ST 11,Ahmad Ibrahim Primary School,0.3358641003641436,12,Chong Pang Market & Food Centre,0.3897853428761336,2,0.7350756163407239,7,Northpoint City,0.5569375108989103,5,YISHUN MRT STATION,0.3829962293824098,2,0.3450257463909157,18,14.620793816991611
708 JURONG WEST ST 71,West Grove Primary School,0.5947387501454359,8,Blk 505 Jurong West Street 52,2.813918705014652,0,0.5310859735840301,4,Pioneer Mall,0.3067137255586221,3,PIONEER MRT STATION,0.601410083767747,2,0.3123087112371837,8,17.455222090834575
147 MEI LING ST,Queenstown Primary School,0.3786841872515066,3,Alexandra Village Food Centre,0.8881343612178425,4,1.3486246192418128,8,Anchorpoint,0.5999212015903,3,QUEENSTOWN MRT STATION,0.1225341177849851,3,0.4280704081391787,12,4.5247313311224895
325C SENGKANG EAST WAY,Nan Chiau Primary School,0.137269139988246,18,Market Street Food Centre,3.819808511268084,0,1.0411385146680217,4,Compass One,0.4229292088543822,7,CHENG LIM LRT STATION,0.4319805576728246,22,0.4637545005679277,16,11.58182120619382
317 SERANGOON AVE 2,Yangzheng Primary School,0.4674781158606392,9,Serangoon Garden Market,1.1676976707196562,4,0.3167045085462332,17,NEX,0.6630534254119262,3,LORONG CHUAN MRT STATION,0.2562874043763711,6,0.5389081539842787,13,6.337708534293009
230 TAMPINES ST 24,Gongshang Primary School,0.4587770202022755,12,Market Street Food Centre,1.4432365887441452,1,0.9907889554920066,12,Tampines 1,0.8648959839781866,7,TAMPINES EAST MRT STATION,0.2082968523740599,7,0.2757063591993179,17,13.499255058645014
443A FERNVALE RD,Fernvale Primary School,0.135077794838467,8,Chomp Chomp Food Centre,3.103087816928891,0,0.6256592179928863,21,The Seletar Mall,0.1957322537562842,5,FERNVALE LRT STATION,0.2331418109382018,7,0.1967450156902397,11,10.660379650275221
125 PENDING RD,Zhenghua Primary School,0.323294979190808,8,Bukit Timah Market,4.203383224085088,0,0.4671778202200844,10,Bukit Panjang Plaza,0.7512250021039015,6,PENDING LRT STATION,0.1462233687279606,14,0.2249173824877428,12,11.977038957464654
111 JURONG EAST ST 13,Fuhua Primary School,0.2878279035506605,6,Market Street Food Centre,0.5807603404369653,3,0.5787288025381756,2,JCube,0.7972264521204075,6,CHINESE GARDEN MRT STATION,0.5161650534900059,5,0.3304341447371323,20,12.963085230686596
318C ANCHORVALE LINK,Springdale Primary School,0.2054760029733446,17,Market Street Food Centre,3.799768898086631,0,0.8530517594724667,5,Compass One,0.6794383554030969,6,FARMWAY LRT STATION,0.4254435311644598,21,0.3897739967340357,16,11.478817598781415
842E TAMPINES ST 82,Junyuan Primary School,0.428300561059411,9,Market Street Food Centre,0.9363277126585084,1,1.0839530949235028,3,Our Tampines Hub,0.3165031503288288,5,TAMPINES MRT STATION,0.6408214954415361,6,0.4710629707852787,13,11.8696002235229
761 PASIR RIS ST 71,Meridian Primary School,0.1427299238232095,4,Market Street Food Centre,3.5581925464921342,0,0.913188350486637,2,Elias Mall,0.9441651810208432,2,PASIR RIS MRT STATION,1.7446230724708198,1,0.4742270360865849,5,13.011173798898689
363 BT BATOK ST 31,Dazhong Primary School,0.25928522877096,5,Market Street Food Centre,2.325762218314552,0,0.8404833058879818,10,West Mall,1.1979394006360062,3,BUKIT GOMBAK MRT STATION,0.3708717019758768,5,0.2541193194836866,14,12.661516203207471
510 HOUGANG AVE 10,Montfort Junior School,0.2035296524071349,12,Market Street Food Centre,1.5139931097912636,2,0.5520851327557132,13,Hougang Mall,0.5858168486967691,6,HOUGANG MRT STATION,0.4567986738581344,7,0.2469031899902145,19,9.419266222538042
302 CANBERRA RD,Sembawang Primary School,0.2282695828928767,9,Chong Pang Market & Food Centre,1.5624819667225922,2,0.7606061754975337,7,Sembawang Shopping Centre,0.4005203930339382,3,SEMBAWANG MRT STATION,0.5589889644774358,1,0.4080861400067307,15,16.299835510019705
108 GANGSA RD,Zhenghua Primary School,0.3259746794387325,8,Bukit Timah Market,4.314641165051287,0,0.6433484752935454,11,Bukit Panjang Plaza,0.413126889452468,7,PETIR LRT STATION,0.0623386010680081,14,0.3992687413701037,13,12.263922695055049
608 WOODLANDS RING RD,Woodlands Ring Primary School,0.2193386003411315,10,Blks 20/21 Marsiling Lane,2.305347400193766,0,1.8314433371537229,2,888 Plaza,0.1678154476680216,5,ADMIRALTY MRT STATION,0.6957087593928243,4,0.1646908301264869,14,16.08321947478542
270A PUNGGOL FIELD,Punggol Green Primary School,0.2521529375628548,15,Market Street Food Centre,5.18181893040108,0,0.9787413988114716,4,Waterway Point,0.4112486478480244,5,SOO TECK LRT STATION,0.2802636587375381,22,0.2735436756177735,17,13.049950014529431
738 YISHUN ST 72,Jiemin Primary School,0.2921766848252055,11,Chong Pang Market & Food Centre,0.5100933875512417,2,0.7351458726621851,7,Northpoint City,0.4231332943947435,5,YISHUN MRT STATION,0.2820142969266555,2,0.2820699289736337,18,14.452039887080188
180C BOON LAY DR,Corporation Primary School,0.3614154590566339,10,Blk 505 Jurong West Street 52,1.0908324988918487,1,0.9305851637782196,5,Boon Lay Shopping Centre,0.4752522192802857,5,BOON LAY MRT STATION,1.124527055746395,3,0.4752522192802857,10,16.139545323767365
801 YISHUN RING RD,Peiying Primary School,0.2335078720291626,9,Chong Pang Market & Food Centre,1.532672574297075,2,0.910713610044782,7,Wisteria Mall,1.0013740351050842,3,KHATIB MRT STATION,0.1229676074083033,2,0.1229601619397139,14,13.227462402372192
530C PASIR RIS DR 1,Elias Park Primary School,0.6496659422100921,8,Market Street Food Centre,2.92267273704098,0,0.2520643246035597,7,White Sands,0.0946010151991178,5,PASIR RIS MRT STATION,0.1791815022094675,3,0.1012825731353287,11,14.143865548327899
181 JELEBU RD,West View Primary School,0.5659906843194451,9,Bukit Timah Market,4.619846622765099,0,0.741059825097872,11,Hillion Mall,0.0839982279104395,7,BUKIT PANJANG LRT STATION,0.1491103312941709,16,0.177378538165535,12,12.728634122022502
456 CLEMENTI AVE 3,Pei Tong Primary School,0.4712329726948451,5,Blk 448 Clementi Ave 3,0.3014503166879636,3,0.4298223745465365,19,321 Clementi,0.2255953402769012,5,CLEMENTI MRT STATION,0.3827117549025691,2,0.1787436756566676,14,8.825062011276255
273D PUNGGOL PL,Punggol Green Primary School,0.291793673427428,16,Market Street Food Centre,5.092299554093116,0,1.0155442370558143,4,Waterway Point,0.4441268416194088,6,PUNGGOL MRT STATION,0.2390518001946249,23,0.0246288611463789,18,13.00429944892637
459 CHOA CHU KANG AVE 4,Concord Primary School,0.2709944972175935,3,Blk 505 Jurong West Street 52,3.661416902086296,0,1.9131484583819036,2,Sunshine Place,0.4339484770651947,5,SOUTH VIEW LRT STATION,1.1579356361062945,4,0.4237083942960831,8,15.045362346905456
515 WOODLANDS DR 14,Woodgrove Primary School,0.1801899412391704,12,Blks 20/21 Marsiling Lane,1.7840110509369933,4,1.2658323110126384,2,Causeway Point,0.518203366965812,5,WOODLANDS MRT STATION,0.3181344130494697,5,0.3877371483205176,14,16.16540617964997
44 LENGKOK BAHRU,Gan Eng Seng Primary School,0.40360559497199,9,ABC Brickworks Market & Food Centre,0.3990834241457358,6,0.8947439288514997,6,Alexandra Central,0.7040790096466678,6,REDHILL MRT STATION,0.6427498443027231,5,0.2616071287646291,18,3.9821438708388155
228 BISHAN ST 23,Catholic High School (Primary),0.4890159430898555,10,Blk 409 Ang Mo Kio Ave 10,1.1051292117681004,3,0.3782745183740098,20,Junction 8,0.901489992464352,4,BISHAN MRT STATION,0.8045122240519308,5,0.3265791441407317,16,6.503704589781747
16 JOO SENG RD,Cedar Primary School,0.5481160538692509,5,Blks 79/79A Circuit Road,1.2258331334952364,4,0.3326788465842624,15,NEX,1.8320404918448772,2,BARTLEY MRT STATION,0.7054435884218611,10,0.3000910528527855,12,5.667186934972833
261 BOON LAY DR,Boon Lay Garden Primary School,0.641110340514889,10,Blk 505 Jurong West Street 52,1.2568181227506432,3,0.8376838839591721,6,Boon Lay Shopping Centre,0.5166945365454793,5,BOON LAY MRT STATION,0.7981962184023911,3,0.5166945365454793,13,16.123909264915255
269 TAMPINES ST 21,Yumin Primary School,0.3097900017937857,10,Market Street Food Centre,0.668502423434305,1,1.0211129982410745,10,Tampines Mall,0.4223171107172709,5,TAMPINES MRT STATION,0.4295695173684171,6,0.2637267801501671,15,12.770393005496834
962 HOUGANG AVE 9,Hougang Primary School,0.310777680774008,11,Chomp Chomp Food Centre,1.991184519660812,1,0.4055900421396898,20,Hougang 1,0.2580718070642692,6,TONGKANG LRT STATION,1.5271543550508713,6,0.2616362575754142,16,9.422955557713225
321 SEMBAWANG CL,Sembawang Primary School,0.3006261988537317,7,Chong Pang Market & Food Centre,1.906047475986136,2,1.1977683381584607,3,Sun Plaza,0.2592776704301198,4,SEMBAWANG MRT STATION,0.3697978182557039,1,0.2561299615192562,13,16.500308848398344
363 YUNG AN RD,Lakeside Primary School,0.309050297973051,6,Taman Jurong Market & Food Centre,0.2643575856102887,3,0.4240041919609458,4,Taman Jurong Shopping Centre,0.1953244647407931,3,LAKESIDE MRT STATION,0.8526835297822024,3,0.1953244647407931,14,14.519761973081433
22 HAIG RD,Kong Hwa School,0.8353871823279094,7,Blks 13/14 Haig Road,0.1552534222322991,10,0.3261425690830843,13,City Plaza,0.2305721418230375,11,PAYA LEBAR MRT STATION,0.5275319426371096,10,0.1065282048605108,28,5.784388729590449
350B CANBERRA RD,Wellington Primary School,0.2689164929930013,5,Chong Pang Market & Food Centre,2.1780172874005723,0,0.973344517701434,5,Sun Plaza,0.2504592568877611,3,SEMBAWANG MRT STATION,0.1382449073426089,1,0.233729645932178,13,16.893181243571853
491 JURONG WEST AVE 1,Shuqun Primary School,0.5745399616299797,8,Blk 505 Jurong West Street 52,0.8756198370158513,4,1.3583140392264843,3,Boon Lay Shopping Centre,1.5809482144865616,2,LAKESIDE MRT STATION,0.8363760281353563,2,0.1323781051333225,12,14.360001101206684
