flat,school,school_dist,num_school_2km,hawker,hawker_dist,num_hawker_2km,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,dist_dhoby
353 KANG CHING RD,Lakeside Primary School,0.3255478209843104,7,Taman Jurong Market & Food Centre,0.5773675786320324,4,0.22614458032116,4,Taman Jurong Shopping Centre,0.5486063737897929,3,LAKESIDE MRT STATION,0.4943635598903271,3,0.5486063737897929,12,14.579935305113647
529 HOUGANG AVE 6,Montfort Junior School,0.2050206433230567,16,Market Street Food Centre,1.883338087182535,2,0.693329665433271,11,Hougang Mall,0.4727194630145515,8,HOUGANG MRT STATION,0.4963498207509743,9,0.4781051760470531,16,9.823425388457434
242 KIM KEAT LINK,Pei Chun Public School,0.8225353854627941,8,Blk 75 Toa Payoh Lorong 5,0.7474181283904685,4,0.8776357559197212,7,HDB Hub,1.0065924132332595,5,TOA PAYOH MRT STATION,0.9756630064330032,8,0.3035613135092864,20,3.575840771234695
336 ANG MO KIO AVE 1,Teck Ghee Primary School,0.1964030199542252,11,Blk 409 Ang Mo Kio Ave 10,0.4093039436447532,4,0.5527197276267215,18,AMK Hub,0.738952981228418,3,ANG MO KIO MRT STATION,0.7436390332075195,4,0.2377257523638331,17,7.145105287852499
51 CHAI CHEE ST,Damai Primary School,0.7295345415799249,8,Blk 538 Bedok North Street 3,0.4657875208622563,6,0.626757091385938,15,Djitsun Mall,0.8859861754557956,4,BEDOK NORTH MRT STATION,0.8037188626418827,5,0.5126025001208195,21,9.153189931651655
45 TEBAN GDNS RD,Fuhua Primary School,1.875053958805808,2,Market Street Food Centre,2.620150935001948,0,0.8862646517302021,4,Big Box,1.3679011562142285,4,JURONG EAST MRT STATION,1.4546114159125811,2,0.1775353525337059,15,11.816242529228433
42 HOLLAND DR,Fairfield Methodist School (Primary),1.1277053943770643,3,Holland Village Market & Food Centre,0.4149473957105563,4,0.494007205472715,18,The Star Vista,0.5158133800069837,2,BUONA VISTA MRT STATION,0.2995433431161344,8,0.1436204837695956,14,5.900200530443635
117 SERANGOON NTH AVE 1,Rosyth School,0.6928963495783249,7,Chomp Chomp Food Centre,0.6327665960654346,5,0.6604211638038241,22,Hougang 1,1.2793308235179586,4,KOVAN MRT STATION,1.7989411584615829,3,0.3148799253239007,18,8.108963598171565
56 C'WEALTH DR,New Town Primary School,0.4075472499404153,3,Tanglin Halt Market,0.3422865917394179,6,0.5539304778798799,8,Rochester Mall,1.2978753879104057,5,COMMONWEALTH MRT STATION,0.5598109829557163,7,0.4944756526215993,17,5.367262252885841
358 BT BATOK ST 31,Dazhong Primary School,0.3882358395730698,6,Market Street Food Centre,2.44472918377336,0,0.7423870376534359,10,West Mall,1.255813244861197,4,BUKIT GOMBAK MRT STATION,0.3205067039570101,6,0.2778722901351399,15,12.563577099235081
196 PASIR RIS ST 12,White Sands Primary School,0.0966701630016962,9,Market Street Food Centre,2.8523747959027013,0,0.6822169437798706,8,Loyang Point,0.4755758296424902,3,TAMPINES EAST MRT STATION,1.2717295355152187,2,0.3660379664320828,12,14.783521601502526
318 WOODLANDS ST 31,Fuchun Primary School,0.182735405843394,7,Blks 20/21 Marsiling Lane,1.2813655432660145,4,0.5694775607309329,3,Marsiling Mall,0.3502931501384653,2,MARSILING MRT STATION,0.3388372135563093,5,0.340670987059721,8,16.506207684882636
749 WOODLANDS CIRCLE,Evergreen Primary School,0.0425599582640757,10,Blks 20/21 Marsiling Lane,1.919528991140691,4,1.3789956278285678,3,Woodlands Mart,0.4319939162822094,4,ADMIRALTY MRT STATION,0.8491409362267097,4,0.4342073673715823,14,17.024437766841405
5 TIONG BAHRU RD,Zhangde Primary School,0.6445076946317574,8,Tiong Bahru Market,0.1433039311665281,14,0.3226167376448941,17,Tiong Bahru Plaza,0.5049726518983925,19,TIONG BAHRU MRT STATION,0.5193652379843384,12,0.3062576824574937,27,2.0953822449965007
726 WOODLANDS CIRCLE,Admiralty Primary School,0.1830386970437474,10,Blks 20/21 Marsiling Lane,2.501155022082445,0,1.9611405866967235,1,Woodlands Mart,0.227092401181799,4,ADMIRALTY MRT STATION,0.4337007694494172,4,0.2352524041759263,15,16.81410483460742
485 PASIR RIS DR 4,Pasir Ris Primary School,0.3273419500407062,4,Blks 2 & 3 Changi Village Road,3.465761509325686,0,0.9903524638009924,8,Downtown East,0.7719224126422538,3,PASIR RIS MRT STATION,1.3027975350749226,1,0.1294964343644115,9,15.310072573877186
471B FERNVALE ST,Sengkang Green Primary School,0.7142271636925234,7,Chomp Chomp Food Centre,3.8886477817241754,0,0.5409869647748923,7,The Seletar Mall,0.7458422226706103,4,KUPANG LRT STATION,0.2091517386632527,10,0.2001514814319867,10,11.437126504355401
222 LOR 8 TOA PAYOH,First Toa Payoh Primary School,0.1432535776417294,10,Blk 210 Toa Payoh Lorong 8,0.215138359305854,3,0.7929078156676095,12,Junction 8,1.2575881523359396,3,BRADDELL MRT STATION,1.0389940745238906,8,0.2269246842884942,16,4.844984936458417
466 HOUGANG AVE 8,CHIJ Our Lady of the Nativity,0.1025921338766705,13,Market Street Food Centre,1.919910297242092,2,0.5216292464871032,7,The Midtown,0.3074851448998197,6,HOUGANG MRT STATION,0.5341349365785908,7,0.323288272395363,15,9.933102233974276
987C JURONG WEST ST 93,Frontier Primary School,0.5110028958986335,7,Taman Jurong Market & Food Centre,2.949792409014818,0,0.2617419721209134,4,Pioneer Mall,0.5901212297041829,3,PIONEER MRT STATION,0.274058002655945,2,0.3834727407080853,8,17.216751503777505
563 HOUGANG ST 51,Yio Chu Kang Primary School,0.415218528102483,18,Market Street Food Centre,2.3219835784286214,0,1.1602146327031022,11,Hougang Green Shopping Mall,0.1127318829711251,8,BUANGKOK MRT STATION,0.5926356050428525,12,0.1190390172524511,19,10.137850984183226
786 YISHUN RING RD,Peiying Primary School,0.4806056810584225,10,Chong Pang Market & Food Centre,1.1927200812965202,2,0.9492751532797346,7,Northpoint City,0.8680150565402098,3,KHATIB MRT STATION,0.4537069725396818,2,0.1246508762831848,16,13.578106148857072
556 WOODLANDS DR 53,Woodlands Ring Primary School,0.2878904813028718,10,Blks 20/21 Marsiling Lane,2.4149389268306725,0,1.90997158169758,2,888 Plaza,0.4716356512560059,5,WOODLANDS SOUTH MRT STATION,0.6708187214406883,4,0.3168267036984704,13,15.759697027907855
84A LOR 2 TOA PAYOH,Kheng Cheng School,0.2411162206892656,9,Blk 93 Toa Payoh Lorong 4,0.4351033326550387,3,0.5382189350319051,10,HDB Hub,0.3502183829456071,6,TOA PAYOH MRT STATION,0.305895619941111,8,0.25892625847877,18,3.9906201362450915
624 ANG MO KIO AVE 4,Anderson Primary School,0.3697913764424498,6,Blk 724 Ang Mo Kio Ave 6,1.2641875032456455,2,0.2963772796728985,28,Broadway Plaza,1.2547468079274944,2,YIO CHU KANG MRT STATION,0.5503571947784828,2,0.8195046664161785,9,9.11417581072359
270 BANGKIT RD,Bukit Panjang Primary School,0.6388962104186726,7,Bukit Timah Market,4.08396131209326,0,0.4456028385506578,10,Fajar Shopping Centre,0.9027630174881822,6,PENDING LRT STATION,0.3274965334619454,13,0.2271391535562417,10,11.636665623891027
12 JLN BT MERAH,Gan Eng Seng Primary School,0.9299507017324892,5,ABC Brickworks Market & Food Centre,0.1388912415985351,5,0.8806357271260866,8,Alexandra Central,0.1788711866631326,5,QUEENSTOWN MRT STATION,0.8201678456964084,5,0.1808321851110433,14,4.45319482196298
606 YISHUN ST 61,Northland Primary School,0.49796910959764,11,Chong Pang Market & Food Centre,1.4292728066591338,2,0.7767716918249504,6,Wisteria Mall,0.6599593335748138,3,KHATIB MRT STATION,0.5734650943847873,2,0.3925443100623829,16,13.52988167065721
255 YISHUN RING RD,Xishan Primary School,0.2818938660921722,9,Chong Pang Market & Food Centre,1.3998292297940014,2,0.7236822159560446,6,Junction 9,0.1745080651088252,5,YISHUN MRT STATION,0.8310354903660296,1,0.1372773281087559,15,14.937289676208659
766 BEDOK RESERVOIR VIEW,Red Swastika School,0.3484619250825509,9,Market Street Food Centre,0.688232036225041,8,0.9082111231750752,12,East Village,1.2028858997439114,7,BEDOK RESERVOIR MRT STATION,0.457571437016437,4,0.4508570154358954,22,10.90875305597714
765 WOODLANDS CIRCLE,Evergreen Primary School,0.3270914574113542,10,Blks 20/21 Marsiling Lane,2.204594441598526,0,1.664159134574586,1,Woodlands Mart,0.1416807330490908,4,ADMIRALTY MRT STATION,0.742928894448935,3,0.1455537293359765,15,17.079854779324812
436A FERNVALE RD,Sengkang Green Primary School,0.1505554098188106,9,Chomp Chomp Food Centre,3.340068556666113,0,0.7577495420278624,15,The Seletar Mall,0.1553224139450724,5,FERNVALE LRT STATION,0.0958569563813911,8,0.1638983283194319,12,10.898461935444761
236 YISHUN RING RD,Xishan Primary School,0.0835853861494438,10,Chong Pang Market & Food Centre,1.1905228970966253,2,0.5757287298079599,7,Junction 9,0.3281878240171241,5,YISHUN MRT STATION,0.6619494066117526,2,0.1073298202834675,17,14.914448590473755
330 TAH CHING RD,Lakeside Primary School,0.6838425769530079,7,Taman Jurong Market & Food Centre,0.4342246416383868,4,0.6735992846819975,4,Taman Jurong Shopping Centre,0.5160492564124088,4,LAKESIDE MRT STATION,0.8099969553461366,2,0.5160492564124088,15,14.132156048265003
615 YISHUN RING RD,Naval Base Primary School,0.5219891353032872,10,Chong Pang Market & Food Centre,1.5336106000195524,2,0.952662905097404,6,Wisteria Mall,0.6654127935471318,3,KHATIB MRT STATION,0.3714582998782086,2,0.2936985068723472,16,13.347475059223106
725 BEDOK RESERVOIR RD,Yu Neng Primary School,0.5347156363017214,7,Market Street Food Centre,0.5160016375012214,5,0.2907653299490569,8,Djitsun Mall,1.283676513618002,4,BEDOK RESERVOIR MRT STATION,0.3759567618476764,4,0.5553451420202706,17,10.234839189585736
148 POTONG PASIR AVE 1,Cedar Primary School,0.932558742735184,9,Blk 210 Toa Payoh Lorong 8,1.6784727752658173,2,0.6553718115620987,10,NEX,2.076299251351009,0,POTONG PASIR MRT STATION,0.177901840073145,6,0.0844956146096354,14,4.42906748615961
217 YISHUN ST 21,Xishan Primary School,0.2398620940139782,11,Chong Pang Market & Food Centre,0.8873316627039477,2,0.5698082659698477,7,Northpoint City,0.49940418654273,5,YISHUN MRT STATION,0.3807890777528536,2,0.3289239290466987,18,14.774991514880941
38 DOVER RD,Fairfield Methodist School (Primary),0.4433626981612077,3,Blk 20 Ghim Moh Road,1.4879068304600749,3,0.9544774983017648,14,Rochester Mall,1.0010655423933863,4,ONE-NORTH MRT STATION,0.596741406055934,7,0.6024654153707951,13,7.023977288280148
923 JURONG WEST ST 92,Juying Primary School,0.2282436541395876,7,Blk 505 Jurong West Street 52,3.378324866425501,0,0.4130900066069374,3,Pioneer Mall,0.8350295906989115,4,PIONEER MRT STATION,0.8683870649458271,3,0.3154061347746334,10,17.866565870656867
26A JLN MEMBINA,Zhangde Primary School,0.1590876139374746,8,Blk 112 Jalan Bukit Merah,0.3381173470654927,9,0.4444495711945495,8,Tiong Bahru Plaza,0.3962666062382539,4,TIONG BAHRU MRT STATION,0.3623678576074074,5,0.0700469567388539,17,2.7937027084749233
705 CHOA CHU KANG ST 53,Kranji Primary School,0.4176724976173198,9,Market Street Food Centre,5.261292972176024,0,0.2904001290827452,2,Limbang Shopping Centre,0.3869682865810097,8,CHOA CHU KANG MRT STATION,0.5866097943048162,9,0.3861248200083536,11,14.938377536489648
417 WOODLANDS ST 41,Fuchun Primary School,0.5021395169826304,5,Blks 20/21 Marsiling Lane,1.6462326181192035,4,1.0264116153315468,3,Marsiling Mall,0.8187569936072666,2,MARSILING MRT STATION,0.4043396636083383,4,0.2981183232964465,7,16.373687928392012
716 ANG MO KIO AVE 6,Mayflower Primary School,0.6217416461124515,10,Blk 724 Ang Mo Kio Ave 6,0.1075733491984726,3,0.4352533950195805,17,Broadway Plaza,0.0520421321696652,2,ANG MO KIO MRT STATION,0.4442114717770273,2,0.1354944608705167,12,7.980434807797583
57 C'WEALTH DR,New Town Primary School,0.4271808775631097,3,Tanglin Halt Market,0.314934472061661,6,0.5355903817337359,8,Rochester Mall,1.2275327585553206,5,COMMONWEALTH MRT STATION,0.5325560968109203,7,0.4678004442065174,17,5.419508609894235
173 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.2071821971936987,12,Blk 210 Toa Payoh Lorong 8,0.8360014462183002,5,0.8668465335287606,18,Junction 8,0.7016968667701258,3,BISHAN MRT STATION,0.6913233408069199,7,0.5235061790516568,14,5.448892714053857
624 HOUGANG AVE 8,Xinmin Primary School,0.1639545500577265,12,Market Street Food Centre,1.2970848634398833,4,0.2772745560571849,18,Hougang 1,0.6815201255204006,7,HOUGANG MRT STATION,1.1344657037963657,3,0.3047322299181826,18,8.849338347826837
310 YISHUN RING RD,Xishan Primary School,0.3749505305321625,10,Chong Pang Market & Food Centre,1.4274414504544326,2,0.5111456053258123,6,Junction 9,0.1346710166335861,4,YISHUN MRT STATION,0.7441890549811138,2,0.2366564275711184,18,14.664794024321244
610 CLEMENTI WEST ST 1,Pei Tong Primary School,1.2896778173982213,5,Blk 726 Clementi West Street 2,0.5089012967038926,3,0.6338679442033291,12,West Coast Plaza,0.3113163564805474,5,CLEMENTI MRT STATION,1.2134028262197432,2,0.3152160221744771,13,8.53470940625812
408 BT BATOK WEST AVE 4,Dazhong Primary School,0.7282560045146071,6,Market Street Food Centre,2.4859992864958658,0,1.1341179863032211,7,Keat Hong Shopping Centre,1.397071515897483,4,BUKIT GOMBAK MRT STATION,1.0212311210959324,5,0.4017502794975024,15,13.306426177962999
690F WOODLANDS DR 75,Greenwood Primary School,0.4224434306056467,11,Chong Pang Market & Food Centre,2.603184698421185,0,1.937363734078833,1,Admiralty Place,0.7003101835323923,5,ADMIRALTY MRT STATION,0.7528457362001504,2,0.0866453804247697,19,16.404095707725613
117 SIMEI ST 1,Angsana Primary School,0.4425295633794234,9,Market Street Food Centre,0.760287282398103,1,0.612059754845748,13,Eastpoint Mall,0.295100928047225,7,SIMEI MRT STATION,0.2721515831852746,8,0.2848346087166768,19,12.818315533805455
234 TAMPINES ST 21,Gongshang Primary School,0.1855153314990112,11,Market Street Food Centre,1.1823313115855487,1,0.5417203706248853,9,Tampines 1,0.3654158631798652,6,TAMPINES MRT STATION,0.4330124962667526,6,0.2323426832998551,18,13.034466947505784
757 WOODLANDS AVE 4,Evergreen Primary School,0.2280540546116443,10,Blks 20/21 Marsiling Lane,1.9528137233116447,4,1.413566038713552,2,Woodlands Mart,0.4014380311014842,4,ADMIRALTY MRT STATION,0.9455624605493282,3,0.4053016893188242,14,17.195227065473627
875 YISHUN ST 81,Naval Base Primary School,0.3258876791180589,6,Chong Pang Market & Food Centre,2.049980345230101,0,0.7001800097616879,6,Wisteria Mall,0.6568335658057634,2,KHATIB MRT STATION,0.4683807482728962,2,0.199408714122947,13,12.805660121843413
204 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.5755369120746151,10,Blk 724 Ang Mo Kio Ave 6,0.6073239375506324,4,0.7450852202807288,23,AMK Hub,0.5542329676465344,3,ANG MO KIO MRT STATION,0.6880483737077447,4,0.2708170895722727,15,7.5272083968539345
841 TAMPINES ST 83,Junyuan Primary School,0.7053110651881331,9,Market Street Food Centre,1.2945989041110193,1,1.396866750161878,2,Our Tampines Hub,0.7258574673952115,4,TAMPINES WEST MRT STATION,0.8021836338204973,4,0.2677492028997744,11,11.489928435074853
227 SERANGOON AVE 4,Zhonghua Primary School,0.4385878045655692,9,Serangoon Garden Market,0.8861258751016189,5,0.4062996710411489,25,NEX,0.6460288507908191,3,SERANGOON MRT STATION,0.6639802440666877,6,0.2706119820432057,12,6.944302880135662
63 C'WEALTH DR,New Town Primary School,0.3380406219115486,3,Tanglin Halt Market,0.2044160415372306,6,0.6397302616620714,8,Rochester Mall,1.2066543591133578,5,COMMONWEALTH MRT STATION,0.4225420286252618,7,0.3575058828266688,17,5.363810056018431
137 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.3938381006300961,6,Blk 538 Bedok North Street 3,1.3345561358841824,3,0.6038739885732595,9,Djitsun Mall,2.0139869261165506,0,BEDOK NORTH MRT STATION,0.5291744155539476,5,0.2128522947512588,14,8.47850539063428
549 ANG MO KIO AVE 10,Jing Shan Primary School,0.6389646860849979,8,Blk 409 Ang Mo Kio Ave 10,1.1717595229389122,4,0.8432860198815701,27,AMK Hub,1.07831859608306,2,ANG MO KIO MRT STATION,0.9447202508061772,2,0.386887568453252,14,8.277466555853314
226B ANG MO KIO AVE 1,Ang Mo Kio Primary School,0.2037630520493511,10,Blk 724 Ang Mo Kio Ave 6,0.9442466205650248,4,0.5965919471386832,27,Broadway Plaza,0.8779983197347788,3,ANG MO KIO MRT STATION,1.1497702429608287,2,0.2455072501870304,13,7.547720598123754
804 HOUGANG CTRL,CHIJ Our Lady of the Nativity,0.4191857337030816,11,Market Street Food Centre,1.6287444708655383,2,0.2542299797067553,9,The Midtown,0.1040650573452724,6,HOUGANG MRT STATION,0.2353455253475816,6,0.0705273857535244,18,9.647528756638057
104 ALJUNIED CRES,Geylang Methodist School (Primary),0.3000120006536427,5,Blk 117 Aljunied Ave 2,0.4474840307753152,8,0.5708164160623905,12,Paya Lebar Square,1.0946842465999698,4,ALJUNIED MRT STATION,0.4032912508595656,12,0.480661411858799,26,4.766431237518683
43 BEDOK STH RD,Tanjong Katong Primary School,0.4135206755525347,7,Blk 58 New Upper Changi Road,0.2888815846448578,8,0.2504366704372278,23,Bedok Point,1.086437987292049,5,TANAH MERAH MRT STATION,0.8160839557408014,3,0.299035834649682,17,10.996538987450455
926 HOUGANG ST 91,Hougang Primary School,0.2193145492993777,14,Market Street Food Centre,1.9620809702073756,2,0.7422145224940518,18,Hougang 1,0.1700273762917046,8,HOUGANG MRT STATION,1.3783689772664147,7,0.1763594030397315,18,9.369066779385866
625A WOODLANDS DR 52,Woodlands Ring Primary School,0.2339227202375923,10,Blks 20/21 Marsiling Lane,2.736501827717111,0,2.274711826766675,0,888 Plaza,0.6172256073345153,4,ADMIRALTY MRT STATION,0.782992233606026,4,0.6141234207983197,13,15.69921637094429
144 LOR 2 TOA PAYOH,CHIJ Primary (Toa Payoh),0.3653699068362703,8,Blk 93 Toa Payoh Lorong 4,0.6956469670158263,4,0.6860287327875237,12,HDB Hub,0.487402985909287,6,TOA PAYOH MRT STATION,0.4896678257188952,8,0.4258211884655762,19,3.987878177614782
443 SIN MING AVE,Ai Tong School,0.2244419506702872,4,Blk 320 Shunfu Road,0.88791259561469,2,0.2844251006380763,25,Thomson Plaza,0.5548186268633436,2,MARYMOUNT MRT STATION,1.339003774528004,2,0.4493726088957707,9,6.719956758947554
714 PASIR RIS ST 72,Park View Primary School,0.5891579345094675,3,Market Street Food Centre,4.150366575977792,0,1.000983951129988,3,Elias Mall,0.6682406376169621,3,PASIR RIS MRT STATION,1.6824976795443605,1,0.3520416449282549,5,13.797446458512212
670A JURONG WEST ST 65,Westwood Primary School,0.4263270635707902,11,Blk 505 Jurong West Street 52,1.839824567208407,1,0.8722798120689097,6,Jurong Point,0.6670690424247896,4,BOON LAY MRT STATION,0.706304122259026,2,0.5220046189420765,9,16.606136110103332
329 TAMPINES ST 32,East Spring Primary School,0.3432550943345147,9,Market Street Food Centre,1.7823393617096073,1,0.822713462190288,13,Eastpoint Mall,1.3469334551019407,6,TAMPINES EAST MRT STATION,0.5562321601922634,5,0.2095179599055549,15,13.968172815017432
547 HOUGANG ST 51,Punggol Primary School,0.3285479516459857,16,Market Street Food Centre,2.3372171113430857,0,0.7828974702571222,9,Hougang Green Shopping Mall,0.4661522047645101,8,BUANGKOK MRT STATION,0.4066271508323924,13,0.3726686014323241,17,10.267682492778173
277D COMPASSVALE LINK,North Vista Primary School,0.2461279802554669,17,Market Street Food Centre,2.66140745304653,0,0.7554882915592943,6,Hougang Green Shopping Mall,0.7297523886210449,8,BUANGKOK MRT STATION,0.1461722377921921,14,0.065012213956216,17,10.609099892836433
256 YISHUN RING RD,Xishan Primary School,0.1991262083344424,10,Chong Pang Market & Food Centre,1.3173122549475351,2,0.670707097947278,7,Junction 9,0.215269689781025,5,YISHUN MRT STATION,0.7555768997626385,1,0.0640675152424193,16,14.915577790277542
631 YISHUN ST 61,Naval Base Primary School,0.2331879046938902,10,Chong Pang Market & Food Centre,1.8326403313044892,2,0.8134472953546156,5,Wisteria Mall,0.3166640930738541,3,KHATIB MRT STATION,0.6140284200185285,2,0.3742405080688489,16,13.185602861936683
334 CLEMENTI AVE 2,Pei Tong Primary School,0.1429067324651535,5,Blk 353 Clementi Ave 2,0.290758497664595,3,0.8204966410855135,18,Grantral Mall,0.3858551126086076,5,CLEMENTI MRT STATION,0.347705337895112,2,0.2874810639647399,15,8.73126771588638
411 WOODLANDS ST 41,Fuchun Primary School,0.64063614114696,4,Blks 20/21 Marsiling Lane,1.7148497398644382,4,1.0582218586131986,2,Marsiling Mall,0.9485291457218076,2,MARSILING MRT STATION,0.4643566568653005,4,0.3396790226719119,7,16.40590233464897
562 PASIR RIS ST 51,Tampines North Primary School,0.7773656601925157,11,Market Street Food Centre,2.4928568503974446,0,0.4433374719314423,8,White Sands,0.5350039558064444,8,PASIR RIS MRT STATION,0.6076499200842074,4,0.3502185399497788,16,13.912137153244366
52 SIMS PL,Geylang Methodist School (Primary),0.4040629910700167,4,Blk 117 Aljunied Ave 2,0.8358765300441616,8,0.9776629325689176,14,Paya Lebar Square,1.3743418014288076,7,ALJUNIED MRT STATION,0.2900920309606364,12,0.4060118277908147,27,4.358182898893216
920 JURONG WEST ST 92,Juying Primary School,0.109266820349095,7,Blk 505 Jurong West Street 52,3.5248529634401518,0,0.5712135446623379,3,Pioneer Mall,0.9881893390279624,3,PIONEER MRT STATION,1.035649130553712,3,0.4185613900200449,9,18.03375852817178
404 TAMPINES ST 41,Gongshang Primary School,0.5038439006446144,9,Market Street Food Centre,1.324510206078849,1,0.1665719854412157,4,Tampines 1,0.3900150834590397,6,TAMPINES MRT STATION,0.3319055537890137,6,0.2659822771708032,16,12.78120367336779
502 WOODLANDS DR 14,Woodgrove Primary School,0.1564707721231167,11,Blks 20/21 Marsiling Lane,2.000273391251304,0,1.4462909390758147,2,888 Plaza,0.5852141263819585,5,WOODLANDS MRT STATION,0.5338714965557235,5,0.2772483290176976,13,15.955173068846934
846 TAMPINES ST 82,Junyuan Primary School,0.6278528165961277,8,Market Street Food Centre,1.1942849285059085,1,1.2347843545508408,3,Our Tampines Hub,0.5579553150726261,4,TAMPINES WEST MRT STATION,0.7847680371026355,4,0.3432965813716867,11,11.657645797327193
302 WOODLANDS ST 31,Marsiling Primary School,0.3321000970743713,6,Blks 20/21 Marsiling Lane,1.3499238787473071,4,0.7696053682798576,3,Marsiling Mall,0.6318892406837425,2,MARSILING MRT STATION,0.1171546138805359,4,0.1015718808090719,6,16.60955131687149
513 WELLINGTON CIRCLE,Endeavour Primary School,0.3013657129715534,5,Chong Pang Market & Food Centre,2.629197725603965,0,1.1132550859100747,4,Sun Plaza,0.6656024727875524,3,SEMBAWANG MRT STATION,0.570307215030906,1,0.0771732850785783,12,17.355200525892123
153 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.3644540311108977,11,Blk 210 Toa Payoh Lorong 8,0.6498839473431849,4,0.8178558507413565,18,Junction 8,0.8667658147517037,3,BISHAN MRT STATION,0.8765664090913204,9,0.6079395759229758,14,5.286456683433892
339 HOUGANG AVE 7,CHIJ Our Lady of the Nativity,0.3626721777286592,10,Market Street Food Centre,1.843489136865632,2,0.6419808880148089,5,The Midtown,0.3865263402717528,5,HOUGANG MRT STATION,0.7050094652426612,5,0.5209535844973557,13,9.813989533237685
126A EDGEDALE PLAINS,Greendale Primary School,0.2879676325436952,13,Market Street Food Centre,4.785842795124566,0,0.8906055441458841,2,Punggol Plaza,0.1805433498054809,6,CORAL EDGE LRT STATION,0.1353411849807441,19,0.1805433498054809,12,12.803593989518303
513 BT BATOK ST 52,Lianhua Primary School,0.210649413675279,6,Market Street Food Centre,1.987680271087649,1,0.5547901707792302,10,West Mall,0.5634173417720507,3,BUKIT GOMBAK MRT STATION,0.5224129970743389,3,0.5404263474724219,16,11.9869469025072
331 BT BATOK ST 33,Dazhong Primary School,0.5067006486974681,4,Market Street Food Centre,2.475011519082929,0,1.0734702134831868,9,West Mall,1.492100479955619,5,BUKIT GOMBAK MRT STATION,0.7166160223591131,5,0.2538141423516049,15,12.98590956871354
413 WOODLANDS ST 41,Fuchun Primary School,0.6794111527092552,4,Blks 20/21 Marsiling Lane,1.795022696538792,4,1.134985919385635,3,Marsiling Mall,1.0023040450115588,2,MARSILING MRT STATION,0.5441582454903391,4,0.4206741309945625,7,16.337243827525075
444 SIN MING AVE,Ai Tong School,0.2574638900312223,4,Blk 320 Shunfu Road,0.8932540229064382,2,0.2914365484854591,25,Thomson Plaza,0.5155133122242445,1,MARYMOUNT MRT STATION,1.3447860136786187,2,0.4125803971303799,9,6.70681502442807
443 TAMPINES ST 43,Gongshang Primary School,0.3757864993973273,13,Market Street Food Centre,1.6583501246792174,1,0.6637558889382214,11,Tampines 1,0.9037126229174332,7,TAMPINES EAST MRT STATION,0.420880013380752,5,0.2124071359895273,18,13.569578342832797
766 WOODLANDS CIRCLE,Evergreen Primary School,0.3589387862366873,9,Blks 20/21 Marsiling Lane,2.22950350466089,0,1.6893249471163694,1,Woodlands Mart,0.1270105832315659,4,ADMIRALTY MRT STATION,0.7480405713654097,3,0.1269564706806634,15,17.094635867129217
988C JURONG WEST ST 93,Frontier Primary School,0.4459103538556542,7,Taman Jurong Market & Food Centre,2.867768070103867,0,0.3733976494308688,3,Pioneer Mall,0.6611801076587015,3,PIONEER MRT STATION,0.2692781831817543,2,0.2910153836678469,8,17.119624908858416
107 ANG MO KIO AVE 4,Ang Mo Kio Primary School,0.3136162589521881,8,Sembawang Hill Food Centre,0.939932565889873,2,0.2846547063626091,30,Broadway Plaza,0.95817867207357,2,ANG MO KIO MRT STATION,1.364073284422352,2,0.3907946830467803,12,8.018186054526925
523 CHOA CHU KANG ST 51,De La Salle School,0.484253522490394,8,Blk 505 Jurong West Street 52,5.2626713682130815,0,0.8858353722290876,2,Limbang Shopping Centre,0.2717898430240618,7,CHOA CHU KANG MRT STATION,0.7894584245984535,5,0.2572813690794396,8,15.464416977820578
560 HOUGANG ST 51,Palm View Primary School,0.4393467682984667,17,Market Street Food Centre,2.3752765690600945,0,1.0951087960751502,9,Hougang Green Shopping Mall,0.2045240389400576,8,BUANGKOK MRT STATION,0.5007054833228686,14,0.2103451879289747,17,10.214292651058642
101B PUNGGOL FIELD,Edgefield Primary School,0.3106295053250502,16,Market Street Food Centre,4.829272823997019,0,0.7312672339705182,3,Rivervale Mall,0.6422864897718381,6,COVE LRT STATION,0.1777698806629554,23,0.3139073846569211,17,12.827909071902742
269C COMPASSVALE LINK,North Vista Primary School,0.0895818542400973,18,Market Street Food Centre,2.933435979998104,0,0.7695311162766094,5,Rivervale Plaza,0.6431200900138975,7,RANGGUNG LRT STATION,0.1197170777469591,13,0.195314038167233,16,10.909559821497641
990A JURONG WEST ST 93,Frontier Primary School,0.5343771775512856,7,Taman Jurong Market & Food Centre,2.9430252875882994,0,0.3460172124140199,3,Pioneer Mall,0.7329970069173111,3,PIONEER MRT STATION,0.3613700777538111,2,0.2330804131392952,8,17.182063984121054
434 ANG MO KIO AVE 10,Teck Ghee Primary School,0.4015366383708721,9,Blk 409 Ang Mo Kio Ave 10,0.6051780203106065,4,0.4606104760962781,17,AMK Hub,0.5781089213405102,2,ANG MO KIO MRT STATION,0.4893742745647603,4,0.2825115016703759,13,7.63792468138851
