flat,mrt,mrt_dist,num_mrt_2km
850 WOODLANDS ST 82,WOODLANDS MRT STATION,0.7096767538948242,4
648 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.2578165204549702,4
355 YISHUN RING RD,YISHUN MRT STATION,1.1824714833471237,2
509B WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.48578618898044024,1
620 WOODLANDS DR 52,ADMIRALTY MRT STATION,0.8265890611415249,4
20 EUNOS CRES,EUNOS MRT STATION,0.5393334241969162,9
261A PUNGGOL WAY,SOO TECK LRT STATION,0.09479251611915453,20
193 LOR 4 TOA PAYOH,TOA PAYOH MRT STATION,0.4379254634089913,6
188 BOON LAY DR,BOON LAY MRT STATION,0.7922577541147415,3
507 BEDOK NTH AVE 3,BEDOK RESERVOIR MRT STATION,0.40342483069531127,5
288C BT BATOK ST 25,BUKIT BATOK MRT STATION,1.1768143440505874,4
26 BENDEMEER RD,BOON KENG MRT STATION,0.18333313057012282,10
275 YISHUN ST 22,YISHUN MRT STATION,1.0068536464402311,1
847 TAMPINES ST 83,TAMPINES WEST MRT STATION,0.8586617638832965,4
20 BEDOK STH RD,BEDOK MRT STATION,0.6110832210055394,3
168A QUEENSWAY,QUEENSTOWN MRT STATION,0.6759053988323728,5
175 YISHUN AVE 7,YISHUN MRT STATION,0.9454221641287489,2
35 TANGLIN HALT RD,COMMONWEALTH MRT STATION,0.5959664109802675,7
1 GHIM MOH RD,BUONA VISTA MRT STATION,0.7318104809741663,6
71 LOR 4 TOA PAYOH,TOA PAYOH MRT STATION,0.5509725089414877,8
361 YUNG AN RD,LAKESIDE MRT STATION,0.9379260548081984,3
348 KANG CHING RD,LAKESIDE MRT STATION,0.4249731645860969,3
248 BT BATOK EAST AVE 5,BUKIT BATOK MRT STATION,0.7923169748794778,3
178 BISHAN ST 13,BISHAN MRT STATION,0.5042526004929433,7
129 GEYLANG EAST AVE 2,PAYA LEBAR MRT STATION,0.44399379236046077,12
945 JURONG WEST ST 91,PIONEER MRT STATION,1.0900634617997305,2
649 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.18238881952862038,4
147 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.645518297825044,2
402 SERANGOON AVE 1,SERANGOON MRT STATION,0.3450974791641149,6
405 HOUGANG AVE 10,HOUGANG MRT STATION,0.5483781852511513,9
559 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.9314850109827328,2
613 CHOA CHU KANG ST 62,YEW TEE MRT STATION,0.4807710046283246,3
468B FERNVALE LINK,THANGGAM LRT STATION,0.2661593402575372,8
115 PENDING RD,PETIR LRT STATION,0.2816281801679436,14
413 SEMBAWANG DR,SEMBAWANG MRT STATION,0.3848250857091642,1
408 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,1.0324362624312295,4
644 HOUGANG AVE 8,HOUGANG MRT STATION,1.2356771448569228,4
246 SIMEI ST 5,SIMEI MRT STATION,0.22495253052927347,8
642 PASIR RIS DR 10,PASIR RIS MRT STATION,1.3064211415146074,1
476 PASIR RIS DR 6,PASIR RIS MRT STATION,1.044511711798199,1
61 CHAI CHEE RD,KEMBANGAN MRT STATION,0.9787990980059827,5
596D ANG MO KIO ST 52,ANG MO KIO MRT STATION,0.27008327078553673,2
304 CLEMENTI AVE 4,CLEMENTI MRT STATION,0.6622273971950632,2
858 JURONG WEST ST 81,PIONEER MRT STATION,1.1903745843141829,2
476B CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,0.932301317427814,5
327 HOUGANG AVE 5,HOUGANG MRT STATION,0.5211851967173973,5
495 JURONG WEST ST 41,LAKESIDE MRT STATION,0.708783157146353,2
116 CLEMENTI ST 13,CLEMENTI MRT STATION,1.2515244776433634,4
336B ANCHORVALE CRES,FARMWAY LRT STATION,0.046868938351129215,19
345 KANG CHING RD,LAKESIDE MRT STATION,0.45224752146214203,3
550A SEGAR RD,SEGAR LRT STATION,0.29725335668000336,11
152 ANG MO KIO AVE 5,YIO CHU KANG MRT STATION,0.7730390916098389,2
315 WOODLANDS ST 31,MARSILING MRT STATION,0.22665030661310534,4
109 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.6120700888505459,5
414 PASIR RIS DR 6,PASIR RIS MRT STATION,0.7718635230240304,2
505 TAMPINES CTRL 1,TAMPINES MRT STATION,0.2545960693241691,6
765 BEDOK RESERVOIR VIEW,BEDOK RESERVOIR MRT STATION,0.4269729429097867,4
486B TAMPINES AVE 9,TAMPINES EAST MRT STATION,0.41214443211759577,6
202 CLEMENTI AVE 6,CLEMENTI MRT STATION,0.6974284894582683,1
314 SEMBAWANG DR,SEMBAWANG MRT STATION,0.6052976510933465,1
106 TAMPINES ST 11,TAMPINES MRT STATION,0.6978512029651988,6
309 BT BATOK ST 31,BUKIT GOMBAK MRT STATION,0.3539579372882267,2
622 BT BATOK CTRL,BUKIT BATOK MRT STATION,0.2222991207019616,3
219C BEDOK CTRL,BEDOK MRT STATION,0.4079589813117285,3
97 LOR 3 TOA PAYOH,BRADDELL MRT STATION,0.23118938707188058,7
48 TELOK BLANGAH DR,TELOK BLANGAH MRT STATION,0.19742157897120274,4
828A JURONG WEST ST 81,PIONEER MRT STATION,0.926186838209474,2
507 ANG MO KIO AVE 8,ANG MO KIO MRT STATION,0.5019121129117359,2
213A COMPASSVALE LANE,KANGKAR LRT STATION,0.29702550518090926,16
164 TAMPINES ST 12,TAMPINES MRT STATION,0.4186013127407899,6
357 YUNG AN RD,LAKESIDE MRT STATION,0.8217447383237898,3
204 TAMPINES ST 21,TAMPINES EAST MRT STATION,0.5489030595768079,6
282 TOH GUAN RD,JURONG EAST MRT STATION,0.8913708668081978,4
221 LOR 8 TOA PAYOH,BRADDELL MRT STATION,1.1573401829549927,8
929 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.16554476906191326,6
836 TAMPINES ST 82,TAMPINES WEST MRT STATION,0.6635701157285087,4
668A JURONG WEST ST 64,BOON LAY MRT STATION,0.5056274294270936,2
309 SHUNFU RD,MARYMOUNT MRT STATION,0.3181872134734154,5
401 HOUGANG AVE 10,HOUGANG MRT STATION,0.6476647555793931,8
69 REDHILL CL,REDHILL MRT STATION,0.28588915065108705,4
183 BEDOK NTH RD,TANAH MERAH MRT STATION,0.50380893981387,3
484A CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,1.0268135498723425,5
513 ANG MO KIO AVE 8,ANG MO KIO MRT STATION,0.31933678624666134,2
34 MARSILING DR,MARSILING MRT STATION,1.2896317590108766,3
23 TOA PAYOH EAST,TOA PAYOH MRT STATION,1.0995990454108076,6
227B COMPASSVALE DR,KANGKAR LRT STATION,0.3918247118470746,19
75 MARINE DR,EUNOS MRT STATION,1.873482780537984,1
35 TELOK BLANGAH RISE,HARBOURFRONT MRT STATION,0.838166580744769,5
194 PASIR RIS ST 12,TAMPINES EAST MRT STATION,1.222573493163373,2
63 JLN MA'MOR,BOON KENG MRT STATION,1.1160253625392635,9
203 SERANGOON CTRL,SERANGOON MRT STATION,0.1931593082693119,6
412 PANDAN GDNS,JURONG EAST MRT STATION,1.588807378559084,2
190 BISHAN ST 13,BISHAN MRT STATION,0.3327330672383108,6
224 PASIR RIS ST 21,PASIR RIS MRT STATION,1.347176959021389,2
732 JURONG WEST ST 73,PIONEER MRT STATION,0.9463544287271198,2
515D TAMPINES CTRL 7,TAMPINES MRT STATION,0.4675385962782111,4
898A WOODLANDS DR 50,WOODLANDS MRT STATION,0.7528760282498836,4
266D PUNGGOL WAY,SOO TECK LRT STATION,0.09562243484822756,19
137 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.5417879938927486,5
143 LOR 2 TOA PAYOH,TOA PAYOH MRT STATION,0.5309103938394525,8
448 PASIR RIS DR 6,PASIR RIS MRT STATION,1.0222687728493474,2
590C MONTREAL LINK,SEMBAWANG MRT STATION,0.7488163097918122,1
427 BEDOK NTH RD,BEDOK MRT STATION,0.6188081340731189,4
107 LOR 1 TOA PAYOH,BRADDELL MRT STATION,0.09933369407073668,6
490A CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,0.7110758489092655,6
764 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.6951292321158178,3
744 PASIR RIS ST 71,PASIR RIS MRT STATION,1.6374531421146459,1
271 TOH GUAN RD,BUKIT BATOK MRT STATION,0.8941139890118188,5
110 SIMEI ST 1,SIMEI MRT STATION,0.3533602834916257,9
461 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.44300495300476056,2
450A TAMPINES ST 42,TAMPINES EAST MRT STATION,0.35472633222479616,5
274A JURONG WEST AVE 3,BOON LAY MRT STATION,1.5358792456272004,2
407 BEDOK NTH AVE 3,BEDOK MRT STATION,0.6461605976455187,5
26 MARSILING DR,MARSILING MRT STATION,1.0492429921567497,3
111 WOODLANDS ST 13,WOODLANDS MRT STATION,0.5080925214934567,4
682C WOODLANDS DR 73,ADMIRALTY MRT STATION,0.36393278699160175,4
275C COMPASSVALE LINK,BUANGKOK MRT STATION,0.10326887679261806,14
54 HAVELOCK RD,TIONG BAHRU MRT STATION,0.423438216935103,10
287 CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.44417513935886005,6
429 WOODLANDS ST 41,MARSILING MRT STATION,0.6643792347127468,4
233 BISHAN ST 22,BISHAN MRT STATION,0.9005154568807312,4
53 GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.5190194495554896,9
217 MARSILING CRES,MARSILING MRT STATION,1.5840540864214405,2
213 PETIR RD,PENDING LRT STATION,0.503340694798273,13
7 LOR LEW LIAN,SERANGOON MRT STATION,0.38800040416115034,7
121 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.7044009714786326,4
830 WOODLANDS ST 83,WOODLANDS MRT STATION,0.4757603669983231,4
946 JURONG WEST ST 91,PIONEER MRT STATION,1.0609247364995738,2
1 UPP ALJUNIED LANE,BARTLEY MRT STATION,0.9498239893129443,10
321 SERANGOON AVE 2,LORONG CHUAN MRT STATION,0.40604458855354186,5
831 WOODLANDS ST 83,WOODLANDS MRT STATION,0.5339396825365412,4
860 YISHUN AVE 4,KHATIB MRT STATION,0.7665731725524115,2
428 TAMPINES ST 41,TAMPINES EAST MRT STATION,0.7094801861852428,6
104 HOUGANG AVE 1,KOVAN MRT STATION,0.836409637681887,4
891A TAMPINES AVE 8,TAMPINES WEST MRT STATION,0.9006722217225703,4
921 HOUGANG ST 91,HOUGANG MRT STATION,1.0790883724982483,8
82 C'WEALTH CL,COMMONWEALTH MRT STATION,0.30460005442636645,7
138 SIMEI ST 1,SIMEI MRT STATION,0.595184985620308,7
313 WOODLANDS ST 31,MARSILING MRT STATION,0.2991299421316832,4
308A ANCHORVALE RD,TONGKANG LRT STATION,0.06133052226048744,14
605 SENJA RD,TEN MILE JUNCTION LRT STATION,0.19615867141526105,16
205B COMPASSVALE LANE,RANGGUNG LRT STATION,0.15435263034494254,17
213 TAMPINES ST 23,TAMPINES EAST MRT STATION,0.17119764302255955,5
403C FERNVALE LANE,FERNVALE LRT STATION,0.5435431551740899,6
22 TEBAN GDNS RD,JURONG EAST MRT STATION,1.1836189234931669,2
550 HOUGANG ST 51,BUANGKOK MRT STATION,0.5946757243084693,10
404 SIN MING AVE,MARYMOUNT MRT STATION,1.6462935575294844,2
665B PUNGGOL DR,OASIS LRT STATION,0.16227225828290556,18
132 CASHEW RD,PENDING LRT STATION,0.2171752169202581,14
318 SERANGOON AVE 2,LORONG CHUAN MRT STATION,0.36264178575708406,5
7 LOR 7 TOA PAYOH,BRADDELL MRT STATION,1.1979431725161314,8
543 SERANGOON NTH AVE 3,FERNVALE LRT STATION,2.0136862176723556,0
74 TELOK BLANGAH HTS,TELOK BLANGAH MRT STATION,0.5210577678316998,6
134 BISHAN ST 12,BISHAN MRT STATION,0.7290986606040748,7
228 JURONG EAST ST 21,CHINESE GARDEN MRT STATION,0.4087231457787346,5
414 CHOA CHU KANG AVE 4,CHOA CHU KANG LRT STATION,0.3930199612892188,7
475 JURONG WEST ST 41,LAKESIDE MRT STATION,0.6237671840867269,2
526 JURONG WEST ST 52,LAKESIDE MRT STATION,0.57780563644585,3
521 HOUGANG AVE 6,HOUGANG MRT STATION,0.28018861452819693,7
528 WOODLANDS DR 14,WOODLANDS SOUTH MRT STATION,0.4896747863196113,4
506 ANG MO KIO AVE 8,ANG MO KIO MRT STATION,0.49871930230039635,2
887B WOODLANDS DR 50,WOODLANDS MRT STATION,0.7238418190505214,4
212B PUNGGOL WALK,PUNGGOL MRT STATION,0.5398776562644174,27
272 YISHUN ST 22,YISHUN MRT STATION,1.087271577569363,1
454 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.3217426625464361,2
145 YISHUN ST 11,YISHUN MRT STATION,0.3829962293824098,2
708 JURONG WEST ST 71,PIONEER MRT STATION,0.601410083767747,2
147 MEI LING ST,QUEENSTOWN MRT STATION,0.12253411778498516,3
325C SENGKANG EAST WAY,CHENG LIM LRT STATION,0.43198055767282467,22
317 SERANGOON AVE 2,LORONG CHUAN MRT STATION,0.2562874043763711,6
230 TAMPINES ST 24,TAMPINES EAST MRT STATION,0.2082968523740599,7
443A FERNVALE RD,FERNVALE LRT STATION,0.2331418109382018,7
125 PENDING RD,PENDING LRT STATION,0.14622336872796063,14
111 JURONG EAST ST 13,CHINESE GARDEN MRT STATION,0.5161650534900059,5
318C ANCHORVALE LINK,FARMWAY LRT STATION,0.4254435311644598,21
842E TAMPINES ST 82,TAMPINES MRT STATION,0.6408214954415361,6
761 PASIR RIS ST 71,PASIR RIS MRT STATION,1.7446230724708198,1
363 BT BATOK ST 31,BUKIT GOMBAK MRT STATION,0.3708717019758768,5
510 HOUGANG AVE 10,HOUGANG MRT STATION,0.4567986738581344,7
302 CANBERRA RD,SEMBAWANG MRT STATION,0.5589889644774358,1
108 GANGSA RD,PETIR LRT STATION,0.062338601068008107,14
608 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.6957087593928243,4
270A PUNGGOL FIELD,SOO TECK LRT STATION,0.2802636587375381,22
738 YISHUN ST 72,YISHUN MRT STATION,0.2820142969266555,2
180C BOON LAY DR,BOON LAY MRT STATION,1.124527055746395,3
801 YISHUN RING RD,KHATIB MRT STATION,0.12296760740830333,2
530C PASIR RIS DR 1,PASIR RIS MRT STATION,0.17918150220946752,3
181 JELEBU RD,BUKIT PANJANG LRT STATION,0.14911033129417098,16
456 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.3827117549025691,2
273D PUNGGOL PL,PUNGGOL MRT STATION,0.2390518001946249,23
459 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,1.1579356361062945,4
515 WOODLANDS DR 14,WOODLANDS MRT STATION,0.31813441304946977,5
44 LENGKOK BAHRU,REDHILL MRT STATION,0.6427498443027231,5
228 BISHAN ST 23,BISHAN MRT STATION,0.8045122240519308,5
16 JOO SENG RD,BARTLEY MRT STATION,0.7054435884218611,10
261 BOON LAY DR,BOON LAY MRT STATION,0.7981962184023911,3
269 TAMPINES ST 21,TAMPINES MRT STATION,0.42956951736841714,6
962 HOUGANG AVE 9,TONGKANG LRT STATION,1.5271543550508713,6
321 SEMBAWANG CL,SEMBAWANG MRT STATION,0.3697978182557039,1
363 YUNG AN RD,LAKESIDE MRT STATION,0.8526835297822024,3
22 HAIG RD,PAYA LEBAR MRT STATION,0.5275319426371096,10
350B CANBERRA RD,SEMBAWANG MRT STATION,0.13824490734260897,1
491 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.8363760281353563,2
489A TAMPINES ST 45,TAMPINES EAST MRT STATION,0.6149597395512143,4
230F TAMPINES ST 24,TAMPINES EAST MRT STATION,0.4282720532517014,7
8 EMPRESS RD,FARRER ROAD MRT STATION,0.2752292214714378,9
840 TAMPINES ST 82,TAMPINES WEST MRT STATION,0.6954170245636113,4
674B JURONG WEST ST 65,BOON LAY MRT STATION,0.8505163569430904,2
156 PASIR RIS ST 13,TAMPINES EAST MRT STATION,1.2735160914409978,2
70 C'WEALTH DR,COMMONWEALTH MRT STATION,0.4296564488971971,7
461 CRAWFORD LANE,LAVENDER MRT STATION,0.33053398212511764,23
312 CLEMENTI AVE 4,CLEMENTI MRT STATION,0.4788904980480573,2
163 BEDOK STH RD,TANAH MERAH MRT STATION,0.8255247799879881,2
661 JLN DAMAI,KAKI BUKIT MRT STATION,0.07475624170057804,5
350A CANBERRA RD,SEMBAWANG MRT STATION,0.17671150022582224,1
269 BISHAN ST 24,BISHAN MRT STATION,0.9028335505112851,5
879 YISHUN ST 81,KHATIB MRT STATION,0.4609967965690158,2
689A WOODLANDS DR 75,ADMIRALTY MRT STATION,0.878035466924366,2
299 PUNGGOL CTRL,COVE LRT STATION,0.3851061544542485,23
162 SIMEI RD,UPPER CHANGI MRT STATION,0.47095100028123055,6
34 TEBAN GDNS RD,JURONG EAST MRT STATION,1.468968039759427,2
249 BANGKIT RD,BANGKIT LRT STATION,0.18895057423231837,12
328 JURONG EAST ST 31,CHINESE GARDEN MRT STATION,0.8411706712209346,2
430B YISHUN AVE 11,YISHUN MRT STATION,1.7797884532350994,2
121 PAYA LEBAR WAY,MATTAR MRT STATION,0.5491106885333287,12
745 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.624506293734338,4
246 COMPASSVALE RD,COMPASSVALE LRT STATION,0.267960999078009,23
130 YISHUN ST 11,YISHUN MRT STATION,0.6089846014092796,2
4 CHANGI VILLAGE RD,CHANGI AIRPORT MRT STATION,3.5155691640452216,0
3 HAIG RD,PAYA LEBAR MRT STATION,0.8573433380196729,8
140 POTONG PASIR AVE 3,POTONG PASIR MRT STATION,0.3655885661134498,9
131 JLN BT MERAH,TIONG BAHRU MRT STATION,0.6762684581760421,8
638 YISHUN ST 61,KHATIB MRT STATION,0.6982797527766967,2
304 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.49309718291588545,6
271 YISHUN ST 22,YISHUN MRT STATION,1.0991956039207411,1
316 JURONG EAST ST 32,CHINESE GARDEN MRT STATION,0.38256526511840566,5
203 BT BATOK ST 21,BUKIT BATOK MRT STATION,0.1996285205574828,5
262 BISHAN ST 22,BISHAN MRT STATION,1.1137594744639319,4
566 CHOA CHU KANG ST 52,YEW TEE MRT STATION,0.37191795446555015,5
986B JURONG WEST ST 93,PIONEER MRT STATION,0.2086701497031812,2
549 JURONG WEST ST 42,LAKESIDE MRT STATION,1.1018677183471257,2
333C YISHUN ST 31,YISHUN MRT STATION,1.230404345047782,1
215 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,0.9431349267039256,5
682A JURONG WEST CTRL 1,BOON LAY MRT STATION,0.6011636942873536,3
682D WOODLANDS DR 73,ADMIRALTY MRT STATION,0.41697603699728547,4
27 JLN BAHAGIA,BOON KENG MRT STATION,0.7912748299246294,8
715 WOODLANDS DR 70,ADMIRALTY MRT STATION,0.23665101446738085,4
892A TAMPINES AVE 8,TAMPINES WEST MRT STATION,1.0346021202697133,4
279 YISHUN ST 22,YISHUN MRT STATION,1.0222804897693574,1
307 HOUGANG AVE 5,HOUGANG MRT STATION,0.5908324953431339,4
445B FERNVALE RD,FERNVALE LRT STATION,0.24815658827095552,7
508 JURONG WEST ST 52,LAKESIDE MRT STATION,0.5546209519675359,3
36 CIRCUIT RD,MACPHERSON MRT STATION,0.42512728626795787,10
116 PENDING RD,PETIR LRT STATION,0.22395066760614177,14
289A PUNGGOL PL,PUNGGOL MRT STATION,0.3348789899608474,24
811 JURONG WEST ST 81,PIONEER MRT STATION,0.9999725367410728,2
690C CHOA CHU KANG CRES,YEW TEE MRT STATION,0.7554251569518066,1
124 ANG MO KIO AVE 6,ANG MO KIO MRT STATION,0.5433230924304148,2
108 JLN RAJAH,TOA PAYOH MRT STATION,1.0311955085892859,8
25 TOA PAYOH EAST,TOA PAYOH MRT STATION,1.0605331006455185,6
122 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.4102353867150941,5
652 YISHUN AVE 4,YISHUN MRT STATION,0.8412622446946484,2
102 GANGSA RD,PETIR LRT STATION,0.22164697322462995,14
87 DAWSON RD,QUEENSTOWN MRT STATION,0.44114565446777376,3
890A TAMPINES AVE 1,TAMPINES WEST MRT STATION,0.5217724627607536,4
321 BT BATOK ST 33,BUKIT GOMBAK MRT STATION,0.5438069843098955,4
637 ANG MO KIO AVE 6,YIO CHU KANG MRT STATION,0.3287663296525918,2
645 JLN TENAGA,KAKI BUKIT MRT STATION,0.4214431056610602,6
265C COMPASSVALE LINK,RANGGUNG LRT STATION,0.2726401335194896,13
850 HOUGANG CTRL,HOUGANG MRT STATION,0.21082435165127308,6
248 KIM KEAT LINK,TOA PAYOH MRT STATION,0.9421478712007167,7
441 HOUGANG AVE 8,BUANGKOK MRT STATION,0.4980633707597022,12
362 WOODLANDS AVE 5,WOODLANDS MRT STATION,0.37434536688783476,5
610 YISHUN ST 61,KHATIB MRT STATION,0.49565929313170387,2
302 UBI AVE 1,UBI MRT STATION,0.2151425615312663,10
129 RIVERVALE ST,BAKAU LRT STATION,0.3652155868670975,22
699C HOUGANG ST 52,HOUGANG MRT STATION,0.7116097450390272,10
156 LOR 1 TOA PAYOH,TOA PAYOH MRT STATION,0.2550634154907752,6
202 SERANGOON CTRL,SERANGOON MRT STATION,0.1905708794442681,6
462 TAMPINES ST 44,TAMPINES EAST MRT STATION,0.31714121793878913,5
215 SERANGOON AVE 4,SERANGOON MRT STATION,0.8126200001277226,5
678 CHOA CHU KANG CRES,YEW TEE MRT STATION,0.5926078676738363,3
486 CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,0.9427159341650443,5
106B DEPOT RD,TELOK BLANGAH MRT STATION,1.099886366230234,5
182 YUNG SHENG RD,LAKESIDE MRT STATION,1.1807784757325406,3
687D CHOA CHU KANG DR,YEW TEE MRT STATION,0.8221461866157407,1
186A RIVERVALE DR,RUMBIA LRT STATION,0.17372437487334663,23
657 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.5091024065259344,4
77 BEDOK NTH RD,TANAH MERAH MRT STATION,0.5089555046224351,4
468 TAMPINES ST 44,TAMPINES EAST MRT STATION,0.4626090205969897,5
535 PASIR RIS DR 1,PASIR RIS MRT STATION,0.2921820831539268,4
44 LOR 5 TOA PAYOH,TOA PAYOH MRT STATION,0.8344885836979081,7
30 NEW UPP CHANGI RD,BEDOK MRT STATION,0.7212548492164756,3
287C JURONG EAST ST 21,JURONG EAST MRT STATION,0.5943998119615298,4
624 SENJA RD,JELAPANG LRT STATION,0.3031959469693707,17
135 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.4973675339748504,5
29 TANGLIN HALT RD,COMMONWEALTH MRT STATION,0.4237394357217718,7
626 HOUGANG AVE 8,KOVAN MRT STATION,1.1111609486591187,3
517 PASIR RIS ST 52,PASIR RIS MRT STATION,0.6279294564685237,1
717 TAMPINES ST 72,TAMPINES MRT STATION,0.9629970259940792,3
432 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.30473711737817505,2
147 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.6691785834029449,5
476C UPP SERANGOON VIEW,KANGKAR LRT STATION,0.70992430998821,11
607 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,0.6966048643072497,2
117 PASIR RIS ST 11,PASIR RIS MRT STATION,0.8303610719773711,4
3 TOH YI DR,BEAUTY WORLD MRT STATION,0.2777585614694139,2
24 BENDEMEER RD,BOON KENG MRT STATION,0.11158116203670954,11
274 TAMPINES ST 22,SIMEI MRT STATION,0.6714397197044587,8
206 SERANGOON CTRL,SERANGOON MRT STATION,0.3386301554397686,6
933 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.08260584532992377,5
615B EDGEFIELD PLAINS,DAMAI LRT STATION,0.2193206371115878,20
50 C'WEALTH DR,COMMONWEALTH MRT STATION,0.19628555460856914,7
57 TEBAN GDNS RD,JURONG EAST MRT STATION,1.2868542158149474,2
124 PASIR RIS ST 11,PASIR RIS MRT STATION,0.9727372174687728,4
344 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.218671414757091,4
538 WOODLANDS DR 16,WOODLANDS SOUTH MRT STATION,0.30671890185494943,4
3C UPP BOON KENG RD,KALLANG MRT STATION,0.3185076499017606,12
75 TELOK BLANGAH DR,TELOK BLANGAH MRT STATION,0.4761805103518816,6
100 C'WEALTH CRES,COMMONWEALTH MRT STATION,0.6690033138209298,7
204B COMPASSVALE DR,RENJONG LRT STATION,0.4392686918767665,17
615 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,0.8024416156008178,2
350 TAMPINES ST 33,TAMPINES EAST MRT STATION,0.9787702419817437,3
326 WOODLANDS ST 32,MARSILING MRT STATION,0.6535872050423105,4
112 RIVERVALE WALK,KANGKAR LRT STATION,0.10315980961937958,15
11 LOR 8 TOA PAYOH,POTONG PASIR MRT STATION,1.307211951955062,8
308 SERANGOON AVE 2,LORONG CHUAN MRT STATION,0.34859587702621925,6
252 BANGKIT RD,BANGKIT LRT STATION,0.1550426722628168,12
535 BT BATOK ST 52,BUKIT GOMBAK MRT STATION,0.45191508217781523,2
108 TAMPINES ST 11,TAMPINES MRT STATION,0.712788193885227,6
208B PUNGGOL PL,PUNGGOL MRT STATION,0.36693098088221066,25
117 BEDOK NTH RD,TANAH MERAH MRT STATION,0.950978956770294,4
709 ANG MO KIO AVE 8,ANG MO KIO MRT STATION,0.24904168659143577,2
317D ANCHORVALE RD,FARMWAY LRT STATION,0.4365571466361698,16
885 TAMPINES ST 83,TAMPINES WEST MRT STATION,0.8676171649374418,4
651 PASIR RIS DR 10,PASIR RIS MRT STATION,1.3929956418362794,1
609 YISHUN ST 61,KHATIB MRT STATION,0.5274252958998193,2
633 YISHUN ST 61,KHATIB MRT STATION,0.776542004256408,2
28 JLN KLINIK,TIONG BAHRU MRT STATION,0.22995959304147395,9
316 SERANGOON AVE 2,LORONG CHUAN MRT STATION,0.3017972063287569,6
495E TAMPINES ST 43,TAMPINES EAST MRT STATION,0.9012695602513158,4
164 STIRLING RD,QUEENSTOWN MRT STATION,0.5272246459737621,4
360A ADMIRALTY DR,SEMBAWANG MRT STATION,0.4679086724883364,2
151 WOODLANDS ST 13,MARSILING MRT STATION,0.32242577648597187,4
412 HOUGANG AVE 10,HOUGANG MRT STATION,0.5039905550207302,10
133 GEYLANG EAST AVE 1,ALJUNIED MRT STATION,0.2865776729938793,11
739 PASIR RIS DR 10,PASIR RIS MRT STATION,1.5134504636824642,1
329 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.47414097286564616,4
714 CLEMENTI WEST ST 2,CLEMENTI MRT STATION,1.2451081907883392,1
463 TAMPINES ST 44,TAMPINES EAST MRT STATION,0.3375838889435347,5
196B BOON LAY DR,LAKESIDE MRT STATION,0.7608583672088486,3
57 HAVELOCK RD,TIONG BAHRU MRT STATION,0.46444990108465883,9
778 YISHUN AVE 2,KHATIB MRT STATION,0.5411158038954974,2
10 JLN RUMAH TINGGI,QUEENSTOWN MRT STATION,0.7864533100173741,5
645 PUNGGOL CTRL,KADALOOR LRT STATION,0.2010462183816764,14
532 SERANGOON NTH AVE 4,FERNVALE LRT STATION,1.8970809780121123,1
52 STIRLING RD,QUEENSTOWN MRT STATION,0.32496871573959385,7
439B SENGKANG WEST AVE,LAYAR LRT STATION,0.19019867558213094,11
33 MARSILING DR,MARSILING MRT STATION,1.2428038753056918,3
237 LOR 1 TOA PAYOH,BRADDELL MRT STATION,0.6112150666850871,7
614 SENJA RD,SENJA LRT STATION,0.266114359902431,17
116 TECK WHYE LANE,KEAT HONG LRT STATION,0.3137149952180835,13
261 JURONG EAST ST 24,CHINESE GARDEN MRT STATION,0.8973117617578722,4
