flat,mrt,mrt_dist,num_mrt_2km
939 HOUGANG ST 92,HOUGANG MRT STATION,1.4403272932825757,5
4 HAIG RD,PAYA LEBAR MRT STATION,0.8088857446541775,9
116 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,1.3252499264499256,2
264 JURONG EAST ST 24,CHINESE GARDEN MRT STATION,0.9972828184120055,4
116 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.9355204967927158,9
233 LOR 8 TOA PAYOH,BRADDELL MRT STATION,1.3215047525528978,7
228C COMPASSVALE WALK,KANGKAR LRT STATION,0.44810207190080803,19
628A WOODLANDS RING RD,ADMIRALTY MRT STATION,0.6205682775216633,4
643 PUNGGOL CTRL,KADALOOR LRT STATION,0.2553073980361287,13
264D COMPASSVALE BOW,RANGGUNG LRT STATION,0.327400723118931,13
470B FERNVALE LINK,KUPANG LRT STATION,0.21372764754803011,10
468A FERNVALE LINK,KUPANG LRT STATION,0.3157389049743047,10
558 PASIR RIS ST 51,PASIR RIS MRT STATION,0.7370301133540487,4
341 JURONG EAST AVE 1,CHINESE GARDEN MRT STATION,0.7731068865084764,2
123B RIVERVALE DR,KANGKAR LRT STATION,0.24858260340223806,16
376 CLEMENTI AVE 4,CLEMENTI MRT STATION,0.3800306672043815,2
495F TAMPINES ST 43,TAMPINES EAST MRT STATION,0.928519957720534,4
551 PASIR RIS ST 51,PASIR RIS MRT STATION,0.7563875332489575,4
479 SEMBAWANG DR,SEMBAWANG MRT STATION,0.6029153178735055,1
174 BOON LAY DR,BOON LAY MRT STATION,0.9211890706782846,3
819 YISHUN ST 81,KHATIB MRT STATION,0.5542469732799383,2
24 BALAM RD,MACPHERSON MRT STATION,0.4980341769598478,10
638B PUNGGOL DR,KADALOOR LRT STATION,0.1495854377851403,14
22 REDHILL CL,REDHILL MRT STATION,0.34846849303062105,4
604C PUNGGOL RD,DAMAI LRT STATION,0.20912873658408335,22
749 YISHUN ST 72,YISHUN MRT STATION,0.13822037871565093,2
412 SEMBAWANG DR,SEMBAWANG MRT STATION,0.37792284744452237,1
50 STRATHMORE AVE,QUEENSTOWN MRT STATION,0.3350679988764164,3
548A SEGAR RD,SEGAR LRT STATION,0.19867507985858132,11
823 WOODLANDS ST 82,WOODLANDS MRT STATION,0.5600380383932663,5
409 BEDOK NTH AVE 2,BEDOK MRT STATION,0.5637229766339145,4
325 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.6359449118516304,6
319 HOUGANG AVE 5,HOUGANG MRT STATION,0.7764651856569524,3
779 PASIR RIS ST 71,PASIR RIS MRT STATION,1.2475093960789663,1
153 RIVERVALE CRES,RUMBIA LRT STATION,0.07312169527057275,20
276 TOH GUAN RD,BUKIT BATOK MRT STATION,0.9238485265583775,4
262A COMPASSVALE ST,CHENG LIM LRT STATION,0.152750241730466,24
369 BT BATOK ST 31,BUKIT GOMBAK MRT STATION,0.16873260722127373,5
453C FERNVALE RD,FERNVALE LRT STATION,0.23022691929490424,7
430C FERNVALE LINK,LAYAR LRT STATION,0.3380541427774696,10
160 MEI LING ST,QUEENSTOWN MRT STATION,0.3572151437930198,3
139 PETIR RD,PENDING LRT STATION,0.20342010477032252,14
646 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.335923232204532,4
187A RIVERVALE DR,RUMBIA LRT STATION,0.25872239718925943,23
37 MARSILING DR,MARSILING MRT STATION,1.46466066367318,2
236 PASIR RIS ST 21,PASIR RIS MRT STATION,1.4942477534604757,1
227A COMPASSVALE DR,KANGKAR LRT STATION,0.3934898262195415,18
632B PUNGGOL DR,OASIS LRT STATION,0.16665890752745097,18
610 JURONG WEST ST 65,PIONEER MRT STATION,0.3976997874099552,2
310B PUNGGOL WALK,SUMANG LRT STATION,0.26960888283393375,16
654 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.3745134928952606,4
271 CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.35680103078287695,7
616 WOODLANDS AVE 4,WOODLANDS SOUTH MRT STATION,0.8114924243804377,4
17 DOVER CRES,DOVER MRT STATION,0.6281456403884775,7
167 BT BATOK WEST AVE 8,BUKIT BATOK MRT STATION,0.8485056848336529,5
409 PANDAN GDNS,JURONG EAST MRT STATION,1.7140697519780637,2
755 WOODLANDS AVE 4,ADMIRALTY MRT STATION,1.0057251571992356,4
838 WOODLANDS ST 82,WOODLANDS MRT STATION,0.7415732667231331,4
830A JURONG WEST ST 81,PIONEER MRT STATION,0.9175783275029471,2
506B SERANGOON NTH AVE 4,KOVAN MRT STATION,1.7051115593467092,2
409 CHOA CHU KANG AVE 3,SOUTH VIEW LRT STATION,0.39372250318481544,7
126 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.5811935809714173,9
2 CHAI CHEE RD,BEDOK MRT STATION,0.8584857896677913,5
119 PENDING RD,PENDING LRT STATION,0.2537219479730435,14
451 SIN MING AVE,MARYMOUNT MRT STATION,1.5029628909044068,1
748 JURONG WEST ST 73,PIONEER MRT STATION,1.1262060612828741,2
439 HOUGANG AVE 8,BUANGKOK MRT STATION,0.47486064447474624,12
208 NEW UPP CHANGI RD,BEDOK MRT STATION,0.11330289640275593,4
244 BISHAN ST 22,BISHAN MRT STATION,1.1381570186775822,4
738 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.546768778271143,4
519 JURONG WEST ST 52,LAKESIDE MRT STATION,0.40363047433945887,3
144 RIVERVALE DR,BAKAU LRT STATION,0.13203943794491962,19
638 HOUGANG AVE 8,KOVAN MRT STATION,1.3772678226192936,2
643 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.532744227625399,7
195 RIVERVALE DR,COMPASSVALE LRT STATION,0.28296742251638235,24
459 JURONG WEST ST 41,LAKESIDE MRT STATION,0.6712099678264849,2
90 DAWSON RD,QUEENSTOWN MRT STATION,0.7030473451222262,4
215 BOON LAY PL,LAKESIDE MRT STATION,1.0769330564720268,2
13 FARRER PK RD,FARRER PARK MRT STATION,0.3196688574429694,20
545 HOUGANG AVE 8,BUANGKOK MRT STATION,0.5464507088283252,9
612 CHOA CHU KANG ST 62,YEW TEE MRT STATION,0.43834502897407845,3
654A JURONG WEST ST 61,PIONEER MRT STATION,0.1921045806615319,2
836 YISHUN ST 81,KHATIB MRT STATION,0.21389821163218978,2
568 HOUGANG ST 51,BUANGKOK MRT STATION,0.6997813984960329,9
518 PASIR RIS ST 52,PASIR RIS MRT STATION,0.5383456567869173,1
507B WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.5650096820196081,1
234 SERANGOON AVE 3,SERANGOON MRT STATION,0.5610841164198611,6
519B TAMPINES CTRL 8,TAMPINES MRT STATION,0.42157499895570444,4
530 JELAPANG RD,JELAPANG LRT STATION,0.23501052623758203,14
223 BISHAN ST 23,BISHAN MRT STATION,0.7973012280721367,6
351 CORPORATION DR,LAKESIDE MRT STATION,0.5828628949056911,3
524 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.9382282615496167,1
927 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.2430135204490729,6
608 ELIAS RD,PASIR RIS MRT STATION,0.7535164032745081,1
455 SEGAR RD,SEGAR LRT STATION,0.1442664380084886,11
504 WOODLANDS DR 14,WOODLANDS MRT STATION,0.48656644728018594,5
106A DEPOT RD,TELOK BLANGAH MRT STATION,1.0986487125223858,5
195A PUNGGOL RD,COVE LRT STATION,0.2332801990739595,24
747 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.7254135037419962,4
453 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,1.1591876883732766,4
322 WOODLANDS ST 32,MARSILING MRT STATION,0.5445449803601723,5
315 JURONG EAST ST 32,CHINESE GARDEN MRT STATION,0.4078592564286282,5
336 TAH CHING RD,LAKESIDE MRT STATION,0.6926942234103909,3
336C YISHUN ST 31,YISHUN MRT STATION,1.0499396569296977,1
104 BT PURMEI RD,HARBOURFRONT MRT STATION,0.8960225347334723,6
297A COMPASSVALE ST,COMPASSVALE LRT STATION,0.04542089741576134,25
19 TECK WHYE LANE,TECK WHYE LRT STATION,0.31211676702677915,13
404 BEDOK NTH AVE 3,BEDOK MRT STATION,0.7422238428841409,5
113 WHAMPOA RD,BOON KENG MRT STATION,0.8703353466131291,8
93 C'WEALTH DR,COMMONWEALTH MRT STATION,0.40203768675315293,7
104A ANG MO KIO ST 11,ANG MO KIO MRT STATION,1.2145119180837076,2
155 YISHUN ST 11,YISHUN MRT STATION,0.28276749545335395,2
518 WEST COAST RD,CLEMENTI MRT STATION,1.028619862304795,1
23 GHIM MOH LINK,BUONA VISTA MRT STATION,0.4597372697286569,7
639 BT BATOK CTRL,BUKIT BATOK MRT STATION,0.2734714070594705,2
716 TAMPINES ST 71,TAMPINES MRT STATION,0.8568566679131521,3
427 HOUGANG AVE 6,HOUGANG MRT STATION,0.3606684058103612,9
443D FAJAR RD,BANGKIT LRT STATION,0.23442982508811414,13
435 CHOA CHU KANG AVE 4,CHOA CHU KANG MRT STATION,0.36996170049136085,6
125 KIM TIAN RD,TIONG BAHRU MRT STATION,0.30859366724931875,6
541 BEDOK NTH ST 3,BEDOK NORTH MRT STATION,0.6719746456368104,5
518 BEDOK NTH AVE 2,BEDOK RESERVOIR MRT STATION,0.6555913749007773,5
401 PANDAN GDNS,JURONG EAST MRT STATION,1.6712487132594993,3
703 YISHUN AVE 5,YISHUN MRT STATION,0.7081141541917274,2
612A PUNGGOL DR,DAMAI LRT STATION,0.13259242550664063,20
292 CHOA CHU KANG AVE 3,SOUTH VIEW LRT STATION,0.6572103436788523,5
217 JURONG EAST ST 21,CHINESE GARDEN MRT STATION,0.6579913116200243,5
536 BEDOK NTH ST 3,BEDOK NORTH MRT STATION,0.5975861324806907,5
318 SEMBAWANG VISTA,SEMBAWANG MRT STATION,0.3246962348137815,1
561 HOUGANG ST 51,BUANGKOK MRT STATION,0.516000786153484,13
893A TAMPINES AVE 8,TAMPINES WEST MRT STATION,0.91108394952509,4
108 ALJUNIED CRES,ALJUNIED MRT STATION,0.3815019918138913,12
401 SERANGOON AVE 1,SERANGOON MRT STATION,0.38273501138365196,6
343 WOODLANDS AVE 1,MARSILING MRT STATION,0.7358791735280743,4
549 HOUGANG ST 51,BUANGKOK MRT STATION,0.562637451819574,10
790 YISHUN AVE 2,KHATIB MRT STATION,0.3032054265422975,2
131 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.8710952771021877,2
132 BEDOK NTH ST 2,BEDOK MRT STATION,0.8593367119003534,4
527 HOUGANG AVE 6,HOUGANG MRT STATION,0.42970246157780956,9
253 BISHAN ST 22,ANG MO KIO MRT STATION,1.1131365383983294,4
143 YISHUN RING RD,YISHUN MRT STATION,0.4681215289337729,2
619 WOODLANDS DR 52,WOODLANDS SOUTH MRT STATION,0.8271317111576406,4
326 BT BATOK ST 33,BUKIT GOMBAK MRT STATION,0.5937886061164489,6
760 CHOA CHU KANG NTH 5,YEW TEE MRT STATION,0.498770567026835,7
415A FERNVALE LINK,LAYAR LRT STATION,0.34743782050365646,11
113 LENGKONG TIGA,KEMBANGAN MRT STATION,0.2901649387931536,5
637 PASIR RIS DR 1,PASIR RIS MRT STATION,1.0779772280993718,1
142 RIVERVALE CRES,RUMBIA LRT STATION,0.1466742569956053,21
80A LOR 4 TOA PAYOH,TOA PAYOH MRT STATION,0.3540454548818575,7
723 PASIR RIS ST 72,PASIR RIS MRT STATION,1.6439728929034834,1
223B COMPASSVALE WALK,SENGKANG LRT STATION,0.4459793701672855,19
542 CHOA CHU KANG ST 52,YEW TEE MRT STATION,0.524438001004731,5
12C MARSILING LANE,MARSILING MRT STATION,1.0329755612490974,3
154 YUNG HO RD,LAKESIDE MRT STATION,1.896743434406204,1
114 SIMEI ST 1,SIMEI MRT STATION,0.33068399756068784,9
402 JURONG WEST ST 42,LAKESIDE MRT STATION,1.0220965162174438,2
503A CANBERRA LINK,SEMBAWANG MRT STATION,0.24613983051130908,1
686A CHOA CHU KANG CRES,YEW TEE MRT STATION,0.7594204585710217,1
236 BT PANJANG RING RD,BANGKIT LRT STATION,0.19532712001618716,14
427 BT PANJANG RING RD,SEGAR LRT STATION,0.15647004375659568,12
428B YISHUN AVE 11,YISHUN MRT STATION,1.585953286620288,2
527 BT BATOK ST 51,BUKIT GOMBAK MRT STATION,0.19062910532956714,4
231 BISHAN ST 23,BISHAN MRT STATION,0.756857659992981,5
984D BUANGKOK LINK,TONGKANG LRT STATION,0.9428305179644451,12
18 MARINE TER,KEMBANGAN MRT STATION,1.9774208233861603,1
1 DOVER RD,ONE-NORTH MRT STATION,0.5586174067314965,7
178 WOODLANDS ST 13,MARSILING MRT STATION,0.4626080477220319,4
514 CHOA CHU KANG ST 51,CHOA CHU KANG MRT STATION,0.5648457240339038,6
780F WOODLANDS CRES,ADMIRALTY MRT STATION,0.7954600895742845,2
16 TELOK BLANGAH CRES,TIONG BAHRU MRT STATION,1.0894957941481702,6
316 BT BATOK ST 32,BUKIT GOMBAK MRT STATION,0.6001529393057786,3
8 GHIM MOH RD,BUONA VISTA MRT STATION,0.47070602934378386,7
274A PUNGGOL PL,PUNGGOL MRT STATION,0.20296478084129305,23
84 TELOK BLANGAH HTS,TELOK BLANGAH MRT STATION,0.674844319327728,5
733 TAMPINES ST 71,TAMPINES MRT STATION,1.0632511499425694,3
410 CHOA CHU KANG AVE 3,SOUTH VIEW LRT STATION,0.42415017785720677,7
298B COMPASSVALE ST,COMPASSVALE LRT STATION,0.22470658887605685,26
686B CHOA CHU KANG CRES,YEW TEE MRT STATION,0.797380338249286,1
123A RIVERVALE DR,KANGKAR LRT STATION,0.2427527021932754,16
835 HOUGANG CTRL,HOUGANG MRT STATION,0.28241755937039764,5
446 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.27341052637562796,2
59 CIRCUIT RD,MACPHERSON MRT STATION,0.3011634222819368,11
66 CIRCUIT RD,MACPHERSON MRT STATION,0.19188662989369545,10
26 JLN BERSEH,JALAN BESAR MRT STATION,0.2699807855630433,23
624 JURONG WEST ST 61,PIONEER MRT STATION,0.35822331758125736,2
625 YISHUN ST 61,KHATIB MRT STATION,0.36780206377981367,2
435B FERNVALE RD,FERNVALE LRT STATION,0.17118422799802935,8
620 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.052568404101240564,5
506 PASIR RIS ST 52,PASIR RIS MRT STATION,0.659218255534697,1
702 ANG MO KIO AVE 8,ANG MO KIO MRT STATION,0.22044082701632317,2
211B COMPASSVALE LANE,RANGGUNG LRT STATION,0.19770657296408042,16
5A UPP BOON KENG RD,KALLANG MRT STATION,0.3070719817925582,11
791 WOODLANDS AVE 6,ADMIRALTY MRT STATION,0.27628952314961336,4
23 EUNOS CRES,EUNOS MRT STATION,0.5146720434424281,9
221 BT BATOK EAST AVE 3,BUKIT BATOK MRT STATION,0.4878467124513962,2
209C COMPASSVALE LANE,RANGGUNG LRT STATION,0.22387242130525464,16
260C PUNGGOL WAY,SOO TECK LRT STATION,0.08847125408802856,20
620 BT PANJANG RING RD,JELAPANG LRT STATION,0.3238972228758256,17
334 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,0.7053173988099225,4
45 JLN BAHAGIA,BOON KENG MRT STATION,1.0241556356603514,9
121B RIVERVALE DR,BAKAU LRT STATION,0.20303652788150803,16
305 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.44104391340266036,5
817 WOODLANDS ST 82,WOODLANDS MRT STATION,0.721722602343599,4
491F TAMPINES ST 45,TAMPINES EAST MRT STATION,0.7497491115921595,4
272 TOH GUAN RD,BUKIT BATOK MRT STATION,0.8965053919994037,5
601B PUNGGOL CTRL,DAMAI LRT STATION,0.3514620272522328,22
232 JURONG EAST ST 21,JURONG EAST MRT STATION,0.7562859538316953,4
243 KIM KEAT LINK,TOA PAYOH MRT STATION,1.0396386166174143,9
115 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.835086551495862,3
173D PUNGGOL FIELD,MERIDIAN LRT STATION,0.22756636759165977,21
830 HOUGANG CTRL,HOUGANG MRT STATION,0.2342338343066626,6
657 JLN TENAGA,KAKI BUKIT MRT STATION,0.19581834766727318,5
89 DAWSON RD,QUEENSTOWN MRT STATION,0.6593110596282059,4
517A JURONG WEST ST 52,LAKESIDE MRT STATION,0.12093916857487468,3
664B JURONG WEST ST 64,BOON LAY MRT STATION,0.28110964806324096,2
95 C'WEALTH DR,COMMONWEALTH MRT STATION,0.4471590735251993,7
201 HOUGANG ST 21,KOVAN MRT STATION,0.3060305413830148,5
72 REDHILL RD,REDHILL MRT STATION,0.24331521304970957,4
146 GANGSA RD,PETIR LRT STATION,0.25198792860961805,15
203D COMPASSVALE RD,RANGGUNG LRT STATION,0.36916833939896193,16
263 BISHAN ST 22,BISHAN MRT STATION,1.0842351167737547,4
986A JURONG WEST ST 93,PIONEER MRT STATION,0.2553005333101435,2
446 TAMPINES ST 42,TAMPINES EAST MRT STATION,0.44521464451048187,6
978D BUANGKOK CRES,TONGKANG LRT STATION,1.253348659305833,7
507 WEST COAST DR,CLEMENTI MRT STATION,0.5945562925802236,2
333A ANCHORVALE LINK,FARMWAY LRT STATION,0.32630803092108357,21
728 YISHUN ST 71,YISHUN MRT STATION,0.6414689436447176,2
117 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.2855638640436204,23
163 SIMEI RD,UPPER CHANGI MRT STATION,0.5334869119309505,6
171A EDGEDALE PLAINS,CORAL EDGE LRT STATION,0.08500416043451527,16
111 BT PURMEI RD,HARBOURFRONT MRT STATION,1.1788036096687144,6
337 BT BATOK ST 34,BUKIT GOMBAK MRT STATION,0.592755546211112,7
710 JURONG WEST ST 71,PIONEER MRT STATION,0.6485068760084026,2
57 GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.37900519353630935,9
505 PASIR RIS ST 52,PASIR RIS MRT STATION,0.6024093891006848,1
417 SERANGOON CTRL,SERANGOON MRT STATION,0.1679545266138064,6
133 CLARENCE LANE,REDHILL MRT STATION,0.3917645953452258,3
69 CIRCUIT RD,MACPHERSON MRT STATION,0.23889990131298622,11
119 PASIR RIS ST 11,PASIR RIS MRT STATION,0.8633489817408898,4
728 TAMPINES ST 71,TAMPINES MRT STATION,0.920353982559584,3
272B SENGKANG CTRL,BUANGKOK MRT STATION,0.22795105004273575,14
412 C'WEALTH AVE WEST,CLEMENTI MRT STATION,0.7445228179756481,2
352B CANBERRA RD,SEMBAWANG MRT STATION,0.14048181139531768,1
101 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.7397776394240556,5
916 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.40321732981994557,6
273D COMPASSVALE LINK,BUANGKOK MRT STATION,0.2042456647342502,14
21 HOUGANG AVE 3,HOUGANG MRT STATION,0.7853576951865227,2
19 TOH YI DR,BEAUTY WORLD MRT STATION,0.25439680156764316,2
364 YISHUN RING RD,YISHUN MRT STATION,1.0711403857968156,2
218 CHOA CHU KANG CTRL,CHOA CHU KANG LRT STATION,0.26184159126451634,11
154 ANG MO KIO AVE 5,YIO CHU KANG MRT STATION,0.7348282161701356,2
235 HOUGANG ST 21,KOVAN MRT STATION,0.5148048274551412,5
575 PASIR RIS ST 53,PASIR RIS MRT STATION,0.33122692590839126,1
248 CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.15827835081031766,10
28 BALAM RD,MATTAR MRT STATION,0.54536455861603,11
27 TELOK BLANGAH WAY,HARBOURFRONT MRT STATION,0.9695049814621607,5
28 MARSILING DR,MARSILING MRT STATION,1.1371305424310785,3
180 PASIR RIS ST 11,TAMPINES EAST MRT STATION,1.076624852518467,2
725 PASIR RIS ST 72,PASIR RIS MRT STATION,1.7445725938957604,1
121 TECK WHYE LANE,KEAT HONG LRT STATION,0.11911246315147132,13
716 CLEMENTI WEST ST 2,CLEMENTI MRT STATION,1.462983243751452,1
503 ANG MO KIO AVE 5,ANG MO KIO MRT STATION,0.6150847670116858,2
153 GANGSA RD,PETIR LRT STATION,0.3336160623952935,15
880 TAMPINES AVE 8,TAMPINES WEST MRT STATION,1.003743483977433,4
291 YISHUN ST 22,YISHUN MRT STATION,0.7246198791424737,1
74A REDHILL RD,REDHILL MRT STATION,0.18813120171605735,3
109C EDGEDALE PLAINS,MERIDIAN LRT STATION,0.19631775531054577,21
119 MARSILING RISE,WOODLANDS MRT STATION,0.7205316732129,4
109 TAMPINES ST 11,SIMEI MRT STATION,0.6504875246065878,8
128 LOR 1 TOA PAYOH,BRADDELL MRT STATION,0.4106776971680476,8
222 TAMPINES ST 24,TAMPINES EAST MRT STATION,0.22568332995655283,7
99 OLD AIRPORT RD,DAKOTA MRT STATION,0.050357947759680666,9
480 TAMPINES ST 44,TAMPINES EAST MRT STATION,0.6405699516730586,4
907 JURONG WEST ST 91,PIONEER MRT STATION,1.3311003344097287,2
9 JLN KUKOH,CHINATOWN MRT STATION,0.626574142553035,22
34 WHAMPOA WEST,BOON KENG MRT STATION,0.22176589083486556,8
649 JLN TENAGA,KAKI BUKIT MRT STATION,0.38616993710621306,7
23 JLN MEMBINA,TIONG BAHRU MRT STATION,0.16060409300900802,6
562 HOUGANG ST 51,BUANGKOK MRT STATION,0.4926894810887657,14
297 PUNGGOL CTRL,COVE LRT STATION,0.3262470768481292,23
234 CHOA CHU KANG CTRL,KEAT HONG LRT STATION,0.20606237953610107,12
199C PUNGGOL FIELD,COVE LRT STATION,0.15112573674323043,24
125 MARSILING RISE,WOODLANDS MRT STATION,0.7963207065852597,3
926 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.29207208620431835,6
219 CHOA CHU KANG CTRL,SOUTH VIEW LRT STATION,0.24213847564788332,10
583 PASIR RIS ST 53,PASIR RIS MRT STATION,0.38754474293961083,1
245 TAMPINES ST 21,TAMPINES MRT STATION,0.1912740707390466,5
822 WOODLANDS ST 82,WOODLANDS MRT STATION,0.6475855301116945,4
441 FAJAR RD,FAJAR LRT STATION,0.1371212566812072,12
788D WOODLANDS CRES,ADMIRALTY MRT STATION,0.4069845596627352,3
473A FERNVALE ST,KUPANG LRT STATION,0.03905511042964187,11
232 TAMPINES ST 21,TAMPINES MRT STATION,0.5265701714127013,6
721 JURONG WEST AVE 5,PIONEER MRT STATION,0.7111177206278176,2
319B ANCHORVALE DR,RENJONG LRT STATION,0.5167883474205947,19
171 GANGSA RD,PETIR LRT STATION,0.13924620765007936,15
271B PUNGGOL WALK,PUNGGOL MRT STATION,0.1688933222545175,22
730 TAMPINES ST 71,TAMPINES MRT STATION,1.0758261873596393,3
151 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.3522157200468918,5
887 TAMPINES ST 81,TAMPINES WEST MRT STATION,0.9080681861471711,4
194 BISHAN ST 13,BISHAN MRT STATION,0.4177672131026591,7
347A YISHUN AVE 11,YISHUN MRT STATION,0.8698767600844928,2
111 BISHAN ST 12,BISHAN MRT STATION,0.4171148764346242,7
235 TAMPINES ST 21,TAMPINES MRT STATION,0.42528154210796826,6
771 PASIR RIS ST 71,PASIR RIS MRT STATION,1.445469230900142,1
2D UPP BOON KENG RD,KALLANG MRT STATION,0.2083260712782857,11
111 GANGSA RD,PETIR LRT STATION,0.192298390266786,14
761 JURONG WEST ST 74,PIONEER MRT STATION,1.2878690676397995,2
38 TEBAN GDNS RD,JURONG EAST MRT STATION,1.3378951815078561,2
493C TAMPINES ST 43,TAMPINES EAST MRT STATION,0.7176796651318672,4
549 BEDOK NTH AVE 1,BEDOK RESERVOIR MRT STATION,0.7985529091268563,5
36 TANGLIN HALT RD,COMMONWEALTH MRT STATION,0.569127673204639,7
255 BISHAN ST 22,ANG MO KIO MRT STATION,1.186892125696826,4
1 QUEEN'S RD,FARRER ROAD MRT STATION,0.09410615773104156,7
403 BT BATOK WEST AVE 7,BUKIT GOMBAK MRT STATION,1.055108618726397,5
83 STRATHMORE AVE,QUEENSTOWN MRT STATION,0.2651594328408282,3
536 BT BATOK ST 52,BUKIT GOMBAK MRT STATION,0.3682381979306285,3
192C RIVERVALE DR,COMPASSVALE LRT STATION,0.2760037493213627,25
5 DELTA AVE,TIONG BAHRU MRT STATION,0.6719143029552018,8
647 HOUGANG AVE 8,HOUGANG MRT STATION,1.3352196958047193,4
457 PASIR RIS DR 4,PASIR RIS MRT STATION,1.1460385509982887,2
17A CIRCUIT RD,MACPHERSON MRT STATION,0.44326137664269705,9
537 HOUGANG ST 52,BUANGKOK MRT STATION,0.6753696333496434,9
324 SERANGOON AVE 3,SERANGOON MRT STATION,0.39759091786200096,5
30A HOLLAND CL,HOLLAND VILLAGE MRT STATION,0.4952200035723756,7
407B FERNVALE RD,FERNVALE LRT STATION,0.34399481088001704,7
20 DOVER CRES,BUONA VISTA MRT STATION,0.7450224718666034,7
604 YISHUN ST 61,KHATIB MRT STATION,0.5574500044128781,2
878 TAMPINES AVE 8,TAMPINES WEST MRT STATION,1.0768651007029648,4
123E RIVERVALE DR,KANGKAR LRT STATION,0.30202036944891725,17
747 JURONG WEST ST 73,PIONEER MRT STATION,1.108949598606333,2
69 BEDOK STH AVE 3,TANAH MERAH MRT STATION,0.916586648331919,2
317 SEMBAWANG VISTA,SEMBAWANG MRT STATION,0.34630091670231683,1
787C WOODLANDS CRES,ADMIRALTY MRT STATION,0.473968326097016,3
408 JURONG WEST ST 42,LAKESIDE MRT STATION,1.1772986978586832,2
652 JLN TENAGA,KAKI BUKIT MRT STATION,0.262777105054402,5
21 BEDOK STH RD,BEDOK MRT STATION,0.5540126922548162,3
275 TAMPINES ST 22,SIMEI MRT STATION,0.6050982000100167,8
486 PASIR RIS DR 4,PASIR RIS MRT STATION,1.246207840366638,1
443 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.16705005318921587,2
707 TAMPINES ST 71,TAMPINES MRT STATION,0.7399438593230053,4
60 GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.3350851009355836,9
709 JURONG WEST ST 71,PIONEER MRT STATION,0.6361270109116347,2
265 TOH GUAN RD,JURONG EAST MRT STATION,0.8768038696303709,4
39 UPP BOON KENG RD,GEYLANG BAHRU MRT STATION,0.4027893393000403,13
336A ANCHORVALE CRES,FARMWAY LRT STATION,0.041546304934056213,20
629 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.7145100533113661,4
604 CHOA CHU KANG ST 62,YEW TEE MRT STATION,0.3196938861238606,4
145 TAMPINES ST 12,TAMPINES MRT STATION,0.5222492870350071,6
485B TAMPINES AVE 9,TAMPINES EAST MRT STATION,0.45262784538721984,5
210 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.4311617341802767,2
924 HOUGANG AVE 9,HOUGANG MRT STATION,1.264509225729517,8
337 JURONG EAST AVE 1,CHINESE GARDEN MRT STATION,0.8145481200388435,3
486 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.7737675649087338,2
258 YISHUN ST 22,YISHUN MRT STATION,0.8272401193264343,1
352 CHOA CHU KANG CTRL,CHOA CHU KANG LRT STATION,0.27121273515133665,8
337C TAH CHING RD,LAKESIDE MRT STATION,0.7899036800004656,3
510 ANG MO KIO AVE 8,ANG MO KIO MRT STATION,0.38715384816914444,2
512 ANG MO KIO AVE 8,ANG MO KIO MRT STATION,0.2998005438133008,2
506A SERANGOON NTH AVE 4,KOVAN MRT STATION,1.75227583755029,2
372 JURONG EAST ST 32,CHINESE GARDEN MRT STATION,0.7033842689763613,3
170B PUNGGOL FIELD,RIVIERA LRT STATION,0.20717712432345797,13
23A QUEEN'S CL,QUEENSTOWN MRT STATION,0.6889534518169314,8
622A PUNGGOL CTRL,OASIS LRT STATION,0.3194139548629765,21
751 JURONG WEST ST 73,PIONEER MRT STATION,1.1277621313038564,2
483 TAMPINES ST 43,TAMPINES EAST MRT STATION,0.6175469605645449,4
